,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070135,070251,070334,070630,070736,070808,071303
1,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070346,070608,070725,071020,071125,071336,071525,071726,071820,071949,072243
2,MW5853-0,,,,,,,,,,,,,,070110,070240,070313,070535,070619,070725,071042,071125,071158,071303,071430,071557,071620,072138,072505,072643,073033,073149,073410,073621,073832,073949,074116,074348
3,MZ3556-0,,070229,070346,070430,070451,070546,070608,070652,070736,070852,070958,071103,071303,071347,071704,071747,071905,071949,072159,072359,072432,072516,072632,072748,072916,072949,073359,073704,073810,074033,074159,074348,074526,074759,074916,075033,075359
4,MZ3559-0,070557,070757,070925,070947,071009,071042,071103,071136,071209,071314,071419,071514,071642,071747,072021,072138,072243,072316,072454,072610,072643,072737,072822,072916,073011,073044,073505,073715,073905,074243,074348,074654,074916,075138,075243,075432,075716
5,MZ3734-0,071620,071842,072010,072043,072127,072159,072221,072305,072337,072505,072610,072716,072905,072938,073254,073421,073654,073748,073938,074210,074254,074337,074526,074643,074748,074832,075305,075600,075727,080003,080130,080405,080521,080936,081044,081203,081710
6,MX1135-0,072905,072949,073127,073149,073211,073243,073305,073349,073421,073527,073621,073715,073938,074033,074315,074421,074526,074610,074821,075011,075105,075211,075316,075454,075611,075705,080142,080405,080500,080649,080839,081010,081257,081604,081732,081815,082352
7,MZ3825-0,074011,074116,074315,074348,074410,074443,074516,074548,074621,074716,074810,074916,075116,075243,075611,075811,075928,080014,080153,080416,080500,080555,080722,080852,080936,081010,081520,081837,082015,082258,082414,082603,082741,083014,083225,083403,083721
8,MZ3956-0,074704,075338,075454,075527,075611,075643,075705,075749,075833,080014,080108,080204,080449,080555,080903,081021,081257,081352,081458,081732,081826,081920,082109,082247,082425,082508,083014,083308,083458,084226,,084649,084732,084932,085048,085216,085500
9,MZ3978-0,080616,080700,080828,080914,080936,080959,081021,081055,081139,081247,081330,081436,081542,081804,082120,082236,082457,082519,082635,082941,083036,083214,083425,083615,083753,083837,084333,084721,084921,085249,085354,085627,085805,090027,090144,090227,090532
10,MZ3987-0,081648,081804,081931,082004,082026,082058,082131,082203,082236,082341,082436,082541,,082941,083319,083425,083658,083742,083859,084237,084322,084405,084638,084805,084954,085037,085500,085754,085943,090448,090554,090943,091100,091324,091451,091639,092255
11,MZ4072-1,082847,083057,083203,083236,083247,083352,083414,083458,083531,083647,083732,083837,084015,084215,084543,084816,084921,084954,085120,085405,085449,085532,085659,085816,090005,090111,090532,090815,091005,091534,091650,091852,092128,092352,092458,092531,093016
12,MZ4228-1,084322,084344,084543,084605,084627,084710,084732,084826,084921,085026,085131,085238,085532,085649,085910,090016,090122,090216,090354,090616,090710,090826,090921,091111,091240,091313,091756,092032,092139,092403,092553,092848,093037,093439,093545,093651,094229
13,MW5853-1,085427,085532,085649,085710,085732,085805,085827,085910,085943,090049,090154,090259,090554,090721,091038,091218,091451,091524,091650,092021,092106,092200,092352,092520,092626,092721,093154,093501,093701,094157,094323,094501,094711,094943,095059,095143,095459
14,MZ3556-1,090404,090521,090648,090721,090732,090815,090837,090921,090943,091111,091155,091313,091524,091639,091958,092211,092328,092403,092531,092848,092932,093026,093143,093322,093450,093523,094008,094312,094428,094849,095005,095310,095415,095722,095903,100126,100610
15,MZ3559-1,091734,091818,091947,092021,092044,092106,092128,092244,092306,092436,092531,092626,092859,092954,093311,093417,093640,093734,093903,094113,094229,094323,094439,094617,094806,094849,095310,095543,095650,100031,100253,100526,100726,101104,101209,101336,101640
16,MZ3734-1,093121,093300,093428,093501,093523,093618,093640,093712,093745,093903,093957,094113,094251,094428,094733,094911,095132,095226,095437,095639,095722,095817,095947,100126,100253,100326,100759,101020,101158,101817,101946,102125,102315,102821,102905,103045,103353
17,MX1135-1,094135,094229,094407,094439,094512,094628,094700,094806,094827,094943,095049,095215,095415,095606,095914,100031,100242,100337,100559,100821,100926,101042,101252,101430,101618,101651,102125,102431,102632,102938,103056,103331,103458,103731,103836,104031,104526
18,MZ3825-1,095132,095215,095342,095404,095427,095522,095543,095617,095650,095806,095903,100042,100242,100348,100631,100748,101009,101104,101158,101441,101514,101618,101734,101914,102030,102052,102526,102832,103000,103215,103331,103530,103720,103947,104104,104221,104431
19,MZ3956-1,100620,101346,101524,101546,101618,101723,101745,101828,101903,102052,102146,102241,102515,102726,103034,103215,103436,103530,103709,103858,103947,104031,104221,104409,104537,104620,105114,105326,105514,105925,110031,110159,110326,110610,110726,110843,111316
