,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,,,,,1,-1,-1,-1,-1,1,-1
1,MW4619-0,,,,,,,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,2,1,-1,1,-1
2,MW4647-0,,,,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1
3,MW4825-0,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1
4,MW5645-0,-1,-1,-1,-1,-1,1,3,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,-1
5,MW5132-0,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,1,-1,1,-1
6,MR7938-0,,,,,-1,2,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,1,-1
7,MW5275-0,,,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1
8,MW4856-0,,,1,-1,-1,2,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1
9,MW5594-0,-1,-1,1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,1,-1
10,MW4366-0,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,-1,-1,1,-1
11,MW4503-1,,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,1,-1
12,MW4825-1,-1,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
13,MW4619-1,,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
14,MW4647-1,,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
15,MW5275-1,,-1,1,-1,-1,4,2,1,1,-1,-1,-1,-1,1,1,1,1,2,3,1,1,1,-1
16,MW4856-1,-1,,1,-1,-1,3,4,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
17,MW5132-1,-1,-1,1,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1
18,MW5645-1,-1,-1,1,-1,-1,1,3,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
19,MW5594-1,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
20,MW4366-1,,-1,2,-1,-1,1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
21,MW4619-2,,-1,1,,-1,3,3,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,2,
22,MW5645-2,,,,,,,,,,,,,,,,,,,,,1,1,-1
23,MW4825-2,-1,-1,2,-1,-1,2,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,1,1,-1
