,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
10,MW5645-1,081038,082606,082829,082957,083147,083305,083400,083539,083658,083733,083936,084031,084149,084542,084935,085052,085125,085244,085317,085434,085507,085647,085850,090051,090146,090328,090458,090541,090721,090807,090850,090945,091029,091051,091157,091503,091619,091809,091915,092020,092126,092232,092339,092722,092946,093030,093327,093433,093636,093732,093816,093900,094328,094553,094744,094901,094945,095029,095157,095232,095348,095454,095549,100108,100352,100626,100755,100924,101018,101157,101314,101420,101514,101704,101843,101950
11,MS2259-1,082700,090157,090403,090552,,090901,090945,091102,091208,091241,091452,091547,091557,091915,092232,092402,092436,092615,092626,092744,092840,092957,093147,093338,093422,093603,093720,093754,093911,094007,094040,094157,094232,094403,094458,094806,095007,095209,095232,095348,095421,095600,095706,100414,100700,100710,101040,101157,101358,101503,101536,101620,102025,102237,102437,102616,102721,102818,102935,102957,103052,103209,103328,103754,104028,104313,104443,104600,104655,104835,104941,105058,105204,105321,105500,105628
12,MW2780-1,084020,084520,084745,084913,085114,085412,085507,085614,085720,085806,085934,090018,090102,090435,090840,090945,091029,091146,091241,091408,091441,091619,091831,092042,092137,092318,092447,092531,092744,092818,092851,092946,093030,093052,093158,093517,093658,093805,093849,093955,094029,094157,094255,094604,094755,094850,095124,095253,095337,095600,095811,095855,100414,101040,101219,101336,101441,101536,101653,101759,101855,101950,102130,102616,102902,103041,103244,103350,103507,103709,103754,103956,104123,104251,104346,104516
13,MW3430-1,,092339,092520,092711,092807,093114,093306,093400,093506,093603,093743,093838,093944,094339,094744,094912,094956,095113,095242,095421,095516,095655,095906,100119,100203,100403,100542,100626,100851,100934,101007,101135,101230,101358,101514,101821,102002,102119,102214,102353,102437,102638,102743,103136,103317,103456,103838,104017,104156,104431,104549,104633,105237,105449,105650,105818,105957,110147,110402,110509,110627,110722,110923,111425,111734,112030,112158,112255,112402,112638,112806,112934,113040,113314,113420,113526
14,MW2856-1,,094244,094414,094531,094733,094912,095113,095337,095527,095611,095706,095811,100002,100403,100744,100902,100946,101040,101135,101252,101336,101514,101726,101928,102002,102142,102309,102415,102532,102627,102710,102851,102935,103041,103147,103445,103625,103827,103912,104039,104123,104251,104357,104727,105025,105226,105511,105628,105701,105924,110030,110114,110520,110711,110901,110946,111032,111202,111319,111414,111509,111542,111701,112147,112350,112520,112754,112850,112945,113157,113336,113431,113537,113654,113749,113833
15,MW3053-1,,100414,100615,100851,101051,101336,101536,101642,101906,102152,102331,102415,102543,102946,103350,103528,103602,103720,103816,103945,104028,104229,104516,104749,104846,105036,105215,105310,105533,105606,105712,105829,105851,110030,110136,110509,110638,110839,111008,111139,111224,111414,111520,112103,112317,112436,112721,112828,113029,113252,113348,113431,113906,114131,114320,114459,114627,114733,114912,115017,115134,115229,115408,115926,120212,120340,120604,120744,120901,121039,121145,121347,121526,121643,121843,122011
16,MX1084-0,,102130,102415,102627,102902,103158,103350,103518,103647,103805,104112,104357,104600,104941,105354,105533,105617,105734,105818,110008,110114,110317,110648,110850,110957,111139,111436,111542,111807,111912,112008,112103,112136,112306,112414,112721,112828,113135,113242,113409,113442,113621,113738,114152,114342,114459,114806,114923,115101,115207,115313,115408,115948,120234,120425,120553,120710,120850,121039,121156,121303,121336,121504,121938,122257,122648,122807,122935,123051,123230,123347,123525,123642,123905,124022,124150
17,MW2390-2,,103614,103720,103901,104123,104335,104538,104644,104908,105014,105215,105259,105416,105712,110041,110220,110306,110414,110520,110648,110755,110935,111202,111403,111425,111617,111711,111756,111946,112019,112103,112233,112306,112339,112458,112721,112840,113146,113252,113420,113504,113643,113800,114247,114427,114616,114912,115017,115112,115346,115503,115536,120032,120256,120458,120604,120744,120901,121050,121207,121325,121409,121526,122055,122330,122710,122851,122946,123102,123303,123358,123558,123715,123905,124022,124212
18,MW3496-2,,105511,105639,105756,105913,110136,110350,110531,110711,110817,111021,111106,111224,111553,111957,112136,112220,112317,112436,112627,112710,112901,113051,113242,113314,113526,113716,113811,114014,114058,114131,114309,114405,114521,114627,114955,115112,115324,115430,115547,115653,115843,115948,120307,120414,120520,120806,120934,120955,121219,121314,121347,121821,122033,122212,122319,122425,122531,122733,122840,123019,123113,123252,123748,124055,124212,124414,124520,124614,124720,124817,124934,125051,125251,125420,125525
19,MW5645-2,,111436,111701,111817,111901,112158,112402,112458,112710,112806,113040,113208,113409,113811,114236,114416,114459,114605,114711,114901,114944,115156,115430,115642,115737,115937,120044,120139,120307,120403,120531,120721,120806,120934,121050,121336,121526,121726,121832,122000,122044,122308,122415,122829,123008,123146,123525,123642,123748,124011,124139,124212,124636,124850,125040,125208,125358,125504,125704,125821,125949,130023,130201,130733,131100,131355,131617,131712,131830,131958,132104,132220,132349,132601,132656,132858
20,MW2780-2,,113336,113515,113705,113855,114025,114225,114416,114543,114639,114755,114901,115039,115514,115905,120055,120139,120234,120329,120509,120615,120817,121017,121241,121336,121526,121653,121748,121927,122011,122055,122223,122330,122425,122553,122840,123135,123336,123514,123631,123715,123949,124044,124436,124720,124806,125124,125240,125431,125715,125843,125927,130457,130743,130933,131049,131227,131406,131555,131701,131819,131914,132042,132601,132920,133215,133343,133501,133703,133843,134023,134151,134321,134502,134557,134810
21,MS2259-2,,115302,115525,115620,120021,120307,120425,120626,120817,120912,121134,121252,121431,121759,122150,122319,122352,122542,122604,122710,122807,123030,123230,123431,123514,123715,123821,123854,124011,124106,124212,124308,124403,124509,124625,124934,125040,,125358,,,,125420,130709,130911,,131450,131617,131712,131947,132159,132233,,133025,133226,133321,133511,133630,133832,133916,134107,134213,134343,134915,135255,135540,135720,135828,140050,140335,140620,140715,140822,141056,141213,141353
22,MW3430-2,,121420,121632,121832,122011,122150,122246,122341,122521,122648,122807,122902,123030,123409,123821,124011,124055,124212,124308,124520,124604,124806,125051,125314,125347,125515,125704,125748,125905,130012,130106,130201,130246,130341,130457,130805,130933,131155,131300,131417,131511,131830,132009,132349,132550,132656,133014,133131,133332,133619,133809,133854,134355,134641,134842,134926,135043,135149,135317,135423,135551,135636,135806,140324,140620,140810,140939,141129,141247,141426,141532,141733,141923,142125,142255,142447
23,MW2856-2,,123219,123336,123514,123620,123916,124150,124257,124425,124531,124806,124945,125029,125420,125810,125916,130000,130106,130150,130341,130425,130658,130900,131049,131122,131249,131417,131501,131606,131712,131819,132009,132031,132126,132233,132517,132645,132836,132942,133058,133131,133321,133427,133854,134129,134202,134513,134641,134832,134937,135043,135127,135529,135806,135944,140050,140251,140408,140620,140726,140855,141001,141118,141554,141923,142233,142339,142458,142658,142901,143017,143207,143335,143513,143631,143726
24,MX1084-1,,125431,125704,125916,130033,130403,130552,130743,131006,131227,131511,131639,131757,132159,132623,132803,132847,133036,133204,133343,133438,133641,133905,134056,134140,134321,134502,134546,134725,134821,135021,135200,135255,135412,135518,135828,140007,140156,140346,140514,140559,140822,140917,141309,141532,141649,142008,142114,142220,142458,142625,142709,143240,143546,143726,143832,144033,144149,144458,144605,144721,144816,144933,145505,145833,150108,150247,150331,150459,150626,150806,151007,151114,151307,151413,151518
25,MW2390-3,,131344,131522,131735,131947,132306,132349,132601,132931,133036,133237,133321,133449,133832,134237,134428,134513,134641,134736,134926,135021,135149,135412,135625,135709,135839,140018,140101,140218,140251,140430,140642,140704,140737,140917,141236,141415,141532,141638,141817,141912,142244,142414,142839,143101,143156,143535,143726,143905,144149,144306,144351,144944,145315,145527,145655,145906,150024,150320,150448,150648,150744,150946,151529,151953,152259,152405,152544,152819,153008,153221,153444,153635,153910,154026,154154
26,MW5645-3,132920,135211,135412,135636,135850,140134,140408,140620,140748,140939,141140,141236,141353,141828,142244,142425,142509,142614,142720,142912,143006,143218,143441,143631,143704,143843,144022,144105,144318,144351,144531,144648,144710,144816,144922,145315,145431,145600,145706,145833,145906,150247,150342,150901,151114,151351,151635,151825,152004,152237,152438,152511,153019,153338,153517,153602,153720,153826,154048,154154,154323,154345,154546,155033,155402,155541,155647,155806,155924,160136,160326,160537,160654,160844,161013,161130
27,MW3496-3,,133248,133511,133725,134056,134332,134608,134758,135032,135200,135350,135423,135625,140018,140452,140642,140726,140833,140928,141056,141202,141404,141605,141806,141912,142041,142317,142436,142636,142744,142839,142944,143017,143145,143251,143609,143726,144011,144127,144329,144436,144743,144900,145326,145516,145706,150013,150141,150331,150615,150744,150840,151434,151708,151942,152109,152248,152405,152628,152745,152936,153042,153244,153815,154143,154429,154535,154737,154916,155033,155224,155424,155541,155817,155946,160209
28,MW3974-0,141247,141404,141700,141850,142019,142436,,142901,143123,143335,143546,143726,143916,144306,144710,,145006,145123,,145442,145527,,150013,150204,150237,,150637,,150924,151019,151147,151413,151423,151456,151624,151931,152037,152343,152500,152946,153455,153837,153953,154440,154631,154737,155106,155235,155402,155625,155806,155851,160409,160654,160844,161013,161202,161331,161521,161637,161755,161850,162051,162632,163023,163341,163458,163552,163825,164059,164110,164238,164429,,,
29,MS2259-3,143028,143240,143513,143748,143949,144234,144403,144626,144900,144922,145219,145303,145420,145844,150258,150448,,,150806,150934,151030,151222,151507,151752,151836,152037,152153,152259,152606,152701,152841,153104,153148,153306,153411,153731,153826,154059,154154,154631,155709,160019,160136,160654,160855,160951,161426,161604,161806,162231,162421,162516,163045,163352,163530,163658,163836,163953,164144,164238,164356,,,,,,,,,,,,,,,
30,MW2856-3,145208,151518,151752,152026,152248,152617,152830,153019,153306,153411,153635,153753,153932,154440,154938,155117,155213,155330,155457,155647,155755,155935,160220,160504,160548,160749,160917,161130,161331,161437,161615,161744,161839,161956,162135,162454,162812,163001,163129,163636,164059,164345,164502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,MW3430-3,,145453,145800,150130,150320,150615,150710,151041,151351,151730,151953,152120,152216,152723,153126,153350,153411,153602,153658,153848,153932,154121,154345,154609,154704,154905,155044,155202,155413,155541,155720,155851,155935,160103,160220,160526,160705,160951,161108,161839,162242,162621,162738,162855,163151,163330,163636,163742,164015,164440,,,,,,,,,,,,,,,,,,,,,,,,,,
32,MW3053-2,,153826,154037,154216,154418,154620,154715,154905,155150,155308,155508,155709,155840,160304,160705,160906,161013,161130,161213,161415,161531,161744,162018,162231,162315,162527,162716,162800,163001,163045,163213,163257,163341,163436,163603,163920,164110,164440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,MX1084-2,,155946,160125,160337,160537,160855,161108,161236,161521,161721,161923,162051,162231,162643,163118,163330,163403,163530,163647,163920,164037,164300,164536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,MW2390-4,,161828,162007,162242,162454,162833,163045,163213,163341,163447,163636,163731,163920,164322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,MW3496-4,,163709,163847,164121,164227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
