,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX4305-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070157,070241,070335,070419,070503,070525,070631,070926,071126,071243,071338,071455,071517
1,MX1698-0,,,,,,,,,,,,,,,070110,070124,070157,070313,070430,070547,070631,070820,071021,071232,071327,071411,071528,071657,071741,071930,072014,072035,072130,072202,072235,072341,072707,072919,073108,073203,073310,073406
2,MX4310-0,,,,070110,070241,070525,070620,070725,070926,071010,071159,071254,071444,071836,072246,072425,072519,072646,072751,072930,072951,073141,073428,073650,073756,073903,074020,074148,074253,074431,074525,074630,074757,074841,075020,075147,075526,075643,075821,075928,080047,080119
3,MX1545-0,070110,071506,071646,071846,072035,072257,072403,072458,072624,072707,072846,072941,073046,073406,073807,073936,073958,074104,074137,074315,074358,074558,074819,075042,075209,075253,075409,075526,075632,075810,075906,075939,080142,080225,080320,080416,080756,080948,081150,081247,081342,081426
4,MX1614-0,,073013,073237,073417,073618,073914,074020,074148,074420,074514,074652,074746,074914,075315,075726,075917,080003,080142,080258,080449,080533,080723,080948,081203,081309,081414,081521,081648,081743,082006,082100,082122,082205,082238,082311,082439,082744,082933,083206,083311,083416,083459
5,MS1953-0,,074630,074903,075053,075304,075559,075632,075759,,080025,080130,080237,080416,080756,081150,081331,081426,081531,081659,081754,081838,082017,082216,082428,082522,082616,082711,082817,082922,083111,083216,083354,083427,083510,083616,083721,084048,084205,084416,084554,084659,084732
6,MX1624-0,,080459,080701,080948,081236,081553,081710,081849,082111,082144,082311,082428,082533,082933,083343,083532,083616,083743,083837,084004,084059,084310,084522,084743,084837,084943,085110,085238,085332,085543,085649,085754,085943,090005,090039,,,,,090955,091101,091155
7,MW5645-0,080807,082343,082555,082744,083206,083605,083659,083815,084037,084143,084416,084511,084659,085016,085354,085500,085543,085659,085732,085910,090005,090144,090343,090922,091039,091133,091251,091501,091534,091756,091852,092021,092149,092211,092233,092339,092634,092824,092940,093024,093118,093213
8,MX4305-1,,084216,084449,084659,084921,085216,085311,085427,085532,085616,085754,085932,090133,090501,090838,090944,091016,091122,091229,091356,091450,091723,091903,092116,092222,092317,092435,092551,092623,092857,093002,093107,093150,093235,093257,093403,093730,093858,094036,094203,094257,094340
9,MX1698-1,,090123,090406,090606,090838,091229,091334,091534,091756,091852,092105,092138,092403,092739,093118,093246,093329,093436,093509,093636,093730,093930,094141,094352,094435,094530,094646,094802,094857,095130,095225,095309,095415,095459,095522,095639,095958,100115,100252,100357,100515,100548
