,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070133,070407,070630,070820,071211,071339,071518
1,AA7712-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070122,070217,070441,070535,070630,070736,070915,071010,071043,071445,071613,071837,072156,072419,072717,073048,073206,073407
2,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070313,070407,070513,070608,070714,070747,070915,071021,071054,071551,071719,072006,072408,072611,072847,073239,073357,073558
3,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070217,070313,070535,070608,070820,070915,071010,071043,071200,071328,071412,071815,071933,072207,072441,072622,072858,073250,073357,073631
4,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,,070108,070155,070313,070346,070524,070630,070809,071010,071105,071456,071708,071933,072049,072156,072251,072430,072536,072611,073037,073206,073418,073749,073949,074117,074520,074638,074755
5,AA7600-0,,,,,,,,,,,,,,070108,,070217,070335,,070619,070736,070915,,,071719,071848,,,,,,,,073217,073514,,,073916,074044,074202,,074331,,,,075731,075911,075933,,080347,080516
6,AA7731-0,,,,,,,,,,,070108,070335,070452,070619,070831,070842,071010,071128,071211,071317,071434,071815,072006,072218,072251,072346,,072357,072706,072909,073059,,073558,073822,074055,074213,074319,074447,074711,074755,074806,075242,075422,,080101,080336,080527,080919,081037,081238
7,MX4388-0,,,,,,,,,,070108,070155,070703,070758,070904,070959,071043,071200,071255,071328,071350,071456,071815,071955,072145,072302,072419,072525,072717,072825,073144,073357,073547,073905,074022,074129,074225,074319,074436,074616,074806,074839,075253,075422,075720,080157,080303,080527,080908,081059,081323
8,MX3783-0,,,,070108,070122,070513,070608,070725,070948,071043,071434,072017,072123,072240,072346,072441,072633,072750,072836,073015,073122,073452,073558,073727,073833,074000,074055,074319,074447,074649,074901,075030,075316,075433,075658,075816,075922,080006,080145,080314,080336,080802,080930,081205,081557,081811,081916,082404,082510,082701
9,MX4365-0,,070324,070652,070714,070758,071032,071233,071328,071445,071635,072039,072525,072622,072739,072847,072942,073059,073144,073228,073312,073418,073727,073833,074000,074055,074213,074319,074531,074649,074806,075008,075136,075411,075614,075709,075827,075933,080017,080157,080314,080347,080813,081004,081345,081619,081821,081938,082437,082555,082734
10,AA7562-0,,070915,071116,071149,071328,071518,071708,071804,071933,072049,072251,072803,072909,073037,073144,073206,073334,073429,073514,073620,073727,074117,074236,074425,074605,074711,074806,074946,075103,075231,075411,075529,075838,080017,080134,080230,080336,080421,080549,080706,080802,081227,081440,081759,082023,082226,082459,082851,083019,083220
