,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,070105,070318,070425,070541,070635
1,MX4365-0,,,,,,,,,,,,,,,,,,,070105,070150,070307,070552,070740,071014,071057,071235,071257
2,MX4041-0,,,,,,,,,,,,070105,070150,070256,070414,070508,070635,070803,070846,071025,071151,071519,071657,071814,071942,072058,072152
3,MX4159-0,,,,,,,,,070105,070201,070414,070930,071025,071119,071235,071318,071435,071530,071614,071752,071919,072257,072425,072603,072751,072919,073003
4,MX4383-0,070105,,070128,070245,070339,070530,070624,070730,070941,071046,071435,072003,072047,072225,072341,072457,072635,072836,072930,073057,073237,073604,073753,074027,074132,074248,074320
5,MX4458-0,070105,,071657,071741,071825,072119,072214,072319,072530,072708,073108,073615,073709,073815,,,074215,074353,074436,074530,074645,074952,075119,075246,075403,075518,075613
6,MX4388-0,070105,070613,070908,070941,070952,071119,071235,071329,071435,071625,071847,072425,072541,072657,072751,072857,073014,073057,073141,073237,073343,073709,073909,074037,074132,074258,074342
7,MX4535-0,072047,072352,072718,072740,072803,073035,073248,073332,073520,073709,073931,074509,074613,074729,074847,074941,075129,075224,075307,075413,075602,075950,080213,080352,080532,080659,080753
8,MX3651-0,073057,073520,073847,073942,074132,074436,074624,074718,074836,074941,075352,075845,075950,080057,080234,080405,080605,080753,080848,081014,081152,081531,081647,081846,081940,082057,082152
9,MX3783-0,073825,074331,074519,074541,074552,074909,075046,075140,075307,075403,075550,080057,080151,080256,080416,080510,080659,080804,080848,081025,081203,081625,081752,081940,082047,082203,082236
10,MX4021-0,,,075235,075318,075403,075635,075729,075835,075950,080202,080605,081108,081214,081330,081458,081542,081719,081803,081846,082014,082141,082553,082804,082920,083025,083141,083236
