,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX4305-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070200,070243,070337,070420,070503,070525,070629,070933,071121,071237,071330,071446,071519
1,MX1698-0,,,,,,,,,,,,,,,070105,070117,070200,070316,070431,070546,070640,070817,071027,071237,071330,071414,071529,071658,071730,071930,072014,072036,072130,072202,072235,072339,072708,072919,073108,073203,073310,073406
2,MX4310-0,,,,070105,070233,070525,070619,070734,070922,071005,071153,071247,071435,071836,072245,072425,072519,072646,072740,072930,072952,073141,073428,073659,073804,073909,074016,074154,074259,074439,074522,074627,074754,074838,075015,075141,075519,075635,075824,075930,080046,080119
3,MX1545-0,070105,071508,071647,071847,072036,072256,072403,072457,072624,072708,072846,072941,073047,073406,073804,073931,074005,074059,074143,074321,074355,074606,074816,075047,075203,075257,075414,075530,075635,075803,075857,075941,080141,080235,080319,080416,080804,080953,081152,081246,081341,081425
4,MX1614-0,,073014,073237,073417,073616,073920,074027,074143,074417,074511,074649,074744,074921,075319,075730,075919,080003,080141,080257,080449,080532,080721,080942,081203,081308,081414,081520,081647,081741,082002,082057,082130,082203,082235,082308,082435,082750,082929,083201,083306,083422,083505
5,MS1953-0,,074627,074859,075047,075257,075603,075635,075751,,080024,080141,080246,080416,080753,081152,081330,081425,081531,081658,081752,081835,082014,082214,082435,082530,082613,082707,082824,082918,083117,083212,083400,083422,083505,083610,083715,084041,084157,084419,084545,084701,084733
6,MX1624-0,,080500,080710,080942,081235,081553,081709,081846,082108,082141,082308,082435,082530,082940,083349,083527,083610,083748,083831,084009,084052,084302,084524,084744,084839,084944,085111,085238,085332,085543,085648,085753,085941,090005,090038,,,,,090954,091059,091153
7,MW5645-0,080804,082340,082552,082740,083201,083610,083705,083820,084041,084135,084419,084513,084701,085005,085354,085500,085543,085659,085731,085919,090005,090143,090342,090921,091038,091132,091259,091501,091533,091755,091850,092018,092144,092206,092227,092332,092635,092824,092951,093023,093117,093211
8,MX4305-1,,084219,084441,084701,084922,085216,085321,085427,085532,085615,085753,085930,090132,090459,090838,090943,091016,091121,091227,091355,091450,091722,091901,092122,092216,092321,092426,092552,092625,092857,093001,093106,093200,093233,093305,093410,093735,093903,094040,094155,094300,094332
9,MX1698-1,,090121,090404,090605,090838,091227,091332,091533,091755,091850,092101,092144,092404,092740,093117,093243,093326,093431,093514,093641,093735,093935,094134,094354,094438,094522,094637,094804,094858,095130,095225,095309,095414,095458,095519,095635,100002,100119,100257,100403,100519,100552
10,MX4310-1,090848,091955,092249,092625,093012,093316,093514,093630,093913,094018,094239,094332,094511,094858,095258,095436,095519,095718,095750,095939,100013,100235,100435,100657,100824,100908,101024,101150,101256,101531,101625,101731,101836,101909,101952,102109,102519,102707,102932,103027,103121,103216
11,MX1545-1,,094112,094249,094511,095014,095258,095352,095509,095718,095823,100013,100119,100152,100519,100919,101024,101118,101235,101318,101447,101520,101731,102036,102246,102403,102447,102613,102718,102750,102908,103016,103059,103154,103227,103311,103417,103840,104020,104148,104304,104409,104431
12,MX1614-1,,100246,100414,100635,100857,101318,101542,101709,101941,102047,102235,102340,102519,102932,103355,103606,103650,103818,103936,104137,104220,104504,104757,105019,105102,105156,105356,105523,105628,105837,105953,110036,110141,110224,110352,110500,110805,110943,111142,111248,111406,111439
13,MX1693-0,,102130,102352,102602,103027,103322,103545,103701,103925,104020,104231,104347,104547,104914,105302,105417,105501,105639,105743,105920,110004,110235,110500,110710,110754,110848,111015,111215,111310,111533,111639,111711,111817,111901,112038,112205,112531,112730,112919,113118,113235,113329
14,MS1953-1,,104304,104504,104746,105019,105345,105628,105816,110025,110119,110257,110405,110554,111005,111355,111522,111606,111722,111806,111933,112017,112237,112448,112647,112741,112836,112930,113045,113128,113246,113340,113446,113645,113707,113801,113928,114222,114422,114600,114705,114811,114906
15,MX1624-1,,110416,110649,110954,111142,111544,111806,111922,112154,112227,112437,112542,112625,112940,113352,113540,113624,113750,113834,114012,114056,114316,114611,114811,114906,114939,115106,115211,115305,115442,115547,115630,115735,115746,115819,115936,120345,120628,120848,121014,121119,121151
16,MW5645-1,,112531,112814,113002,113329,113624,113834,113939,114139,114222,114400,114454,114622,115001,115348,115504,115558,115724,115808,115947,120030,120240,120534,120732,120815,120909,121025,121141,121225,121330,121426,121510,121615,121626,121658,121825,122131,122321,122510,122615,122709,122741
17,MX4305-2,,114433,114738,114939,115055,115421,115652,115903,120302,120356,120534,120617,120649,121014,121341,121459,121542,121720,121804,121952,122037,122259,122510,122720,122803,122846,122940,123107,123203,123352,123448,123532,123639,123701,123723,123933,124236,124352,124544,124722,124817,124911
18,MX1698-2,,120302,120439,120743,121151,121448,121658,121825,122120,122215,122415,122521,122803,123140,123521,123701,123744,123900,124005,124143,124226,124438,124649,124849,124933,125017,125121,125215,125259,125426,125531,125636,125741,125824,125929,130036,130341,130552,130825,130930,131024,131057
19,MX4310-2,,122142,122310,122459,122720,123035,123236,123403,123723,123817,124016,124110,124143,124617,125027,125205,125259,125437,125520,125708,125752,130025,130235,130447,130541,130625,130741,130919,130952,131130,131245,131414,131551,131624,131657,131812,132153,132342,132604,132658,132814,132909
20,MX1545-2,,124309,124606,124755,125038,125437,125658,125846,130141,130235,130414,130509,130657,131108,131530,131708,131751,131939,132026,132226,132331,132625,132847,133057,133152,133236,133340,133509,133603,133740,133824,133940,134024,134108,134140,134245,134601,134717,134930,135045,135213,135246
21,MX1693-1,,125857,130025,130246,130552,130847,131108,131202,131530,131614,131740,131845,132003,132342,132741,132930,133014,133141,133225,133404,133458,133646,133918,134118,134213,134256,134350,134456,134601,134824,134919,135023,135128,135150,135235,135340,135720,135846,140046,140129,140245,140339
22,MS1953-2,125857,131751,132026,132204,132542,132909,133141,133319,133530,133625,133751,133907,133951,134328,134717,134835,134919,135045,135118,135318,135404,135542,135813,140024,140108,140151,140256,140401,140433,140710,140807,140901,141007,141142,141214,141358,141756,141955,142205,142320,142426,142459
23,MX1624-2,133057,133856,134035,134256,134655,135056,135202,135340,135730,135813,140024,140108,140256,140632,141142,141233,141315,141419,141546,141713,141828,142038,142259,142510,142615,142659,142815,142953,143048,143320,143414,143508,143603,143648,143720,143837,144154,144311,144532,144647,144803,144846
24,MW5645-2,135857,140035,140212,140412,140621,140923,141142,141347,141807,141901,142049,142143,142248,142626,143753,143920,144016,144121,144216,144343,144437,144658,144908,145107,145139,145223,145328,145433,145526,145740,145844,150003,150046,150108,150235,150404,150709,150837,151037,151120,151235,151318
