,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7101-0,,,,,,,,,,,,,,,,,,,,1,1,1,-1
1,MW4503-0,,,,,,,,,1,-1,-1,-1,-1,1,1,1,1,-1,5,1,1,1,-1
2,MW4619-0,,,,,,,,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
3,MW4647-0,,,,,,,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
4,AA6345-0,,,1,-1,-1,1,2,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
5,MS4934-0,,,,,-1,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
6,MW4781-0,,,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1
7,MW4825-0,-1,-1,-1,-1,-1,4,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
8,MW4837-0,,,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
9,AA7530-0,,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
10,MR7938-0,,,,,,,,1,1,-1,-1,,-1,1,1,1,1,1,1,1,1,1,-1
11,MP6039-0,-1,-1,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
12,MW4856-0,,,1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
13,AA7479-0,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
14,MW5594-0,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,3,1,1,1,-1
15,AA7637-0,,-1,2,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
16,MW4366-0,-1,-1,3,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
17,AA7101-1,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
18,MW4503-1,,-1,1,-1,-1,3,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
19,AA6345-1,,-1,-1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
20,MW4619-1,-1,-1,1,,-1,3,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
21,MW4825-1,-1,-1,1,-1,-1,3,3,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,1,-1
22,MW4647-1,-1,-1,1,-1,-1,-1,4,1,2,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
23,AA7530-1,,-1,-1,-1,-1,2,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
24,MW4781-1,,,-1,,-1,1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
25,MW4837-1,-1,-1,-1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,-1
26,MW4856-1,,,-1,-1,-1,-1,3,1,1,-1,-1,,-1,1,1,1,1,1,3,1,1,1,-1
27,AA7479-1,,,-1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,1,-1
28,MW5594-1,-1,-1,-1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,2,2,1,1,1,-1
29,AA7637-1,-1,-1,-1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
30,MW4366-1,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
31,AA6345-2,-1,-1,-1,-1,-1,2,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
32,MW4619-2,-1,-1,-1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
33,MW4825-2,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
34,AA7101-2,-1,-1,1,-1,-1,1,2,1,1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
35,AA7530-2,-1,-1,-1,-1,-1,1,3,1,1,-1,-1,,-1,-1,1,1,1,1,4,1,1,1,-1
36,MW4503-2,,-1,1,-1,-1,4,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
37,MW4647-2,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
38,MW4781-2,,,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
39,MW4837-2,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
40,MW4856-2,,-1,1,-1,-1,-1,2,1,1,-1,-1,,-1,-1,1,1,1,1,1,1,1,1,-1
41,MW5594-2,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
42,MW4366-2,-1,-1,-1,-1,-1,2,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
43,AA7101-3,-1,-1,-1,-1,-1,2,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
44,MW4503-3,,,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
45,MW4647-3,-1,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
46,MW4781-3,,,-1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
47,MW4837-3,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
48,MW4856-3,,,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,-1,-1
49,MW5594-3,-1,-1,-1,-1,-1,1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
50,MW4366-3,-1,-1,1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,4,1,1,1,-1
51,AA7101-4,-1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
52,MW4503-4,,-1,1,-1,-1,3,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
53,MW4647-4,-1,-1,-1,-1,-1,2,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
54,MW4781-4,,,-1,,,-1,4,1,1,-1,-1,,-1,-1,1,1,1,1,2,1,1,1,-1
55,MW4825-3,-1,-1,2,-1,-1,1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
56,MW4619-3,-1,-1,-1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
57,MW4837-4,-1,-1,-1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,3,1,1,1,-1
58,MW5084-0,-1,-1,-1,-1,-1,3,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
59,AA7530-3,,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,4,1,1,1,-1
60,MW4856-4,,,,-1,-1,3,4,1,1,-1,-1,-1,-1,-1,1,1,-1,1,4,1,1,1,-1
61,MW5594-4,-1,,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
62,AA7637-2,,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
63,MW4366-4,-1,-1,1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
64,AA7479-2,,-1,1,-1,-1,2,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
65,AA7101-5,-1,-1,1,-1,-1,3,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
66,MW4503-5,,-1,-1,-1,-1,3,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
67,MW4647-5,-1,-1,-1,-1,-1,1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
68,AA6345-3,-1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
69,MW4781-5,,,1,-1,-1,3,3,1,1,-1,-1,,-1,1,1,1,-1,1,1,1,1,1,-1
70,MW4837-5,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
71,AA7530-4,-1,-1,-1,,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,-1
72,MW4856-5,-1,-1,-1,-1,-1,1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
73,MW5084-1,-1,-1,-1,-1,-1,5,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
74,MW5594-5,-1,-1,2,-1,-1,-1,4,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
75,AA7637-3,-1,-1,-1,-1,-1,2,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
76,MW4366-5,-1,-1,1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
77,AA7479-3,,-1,1,-1,-1,1,3,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1
78,AA7101-6,-1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
79,MW4619-4,,-1,1,,-1,1,4,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
80,AA6345-4,,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,1,1,1,1,2,1,1,1,-1
