,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070212,070245
1,MX1135-0,,,,,,,,,,,,,,,,,,,,,,,,070105,070234,070446,070657,070803,070908,070941,071046,071129,071202,071246,071318,071340,071508,071552
2,MZ3825-0,,,,,,,,,,,,,,,,,070105,070328,070424,070541,070635,070657,070718,070846,071202,071352,071519,071614,071719,071752,071846,071930,072014,072036,072058,072130,072235,072319
3,MZ3956-0,,,,,,,070105,070201,070435,070707,070824,071329,071425,071530,071719,071825,071930,072152,072308,072435,072529,072612,072717,072854,073232,073337,073536,073641,073807,073852,074008,074102,074156,074217,074250,074344,074511,074555
4,MZ3978-0,070105,070139,070446,070646,070951,071307,071435,071552,071730,071941,072058,072612,072717,072811,072927,073021,073115,073348,073431,073608,073746,073818,073903,074029,074355,074544,074754,074859,075004,075048,075153,075236,075331,075341,075436,075457,075552,075624
5,MZ3987-0,071118,071257,071446,071603,071835,072141,072214,072319,072446,072738,072905,073409,073514,073608,073735,073829,073935,074145,074239,074417,074544,074627,074649,074827,075142,075352,075541,075646,075802,075857,075940,080024,080108,080130,080202,080245,080416,080459
6,MZ4072-0,072246,072540,072738,072916,073104,073409,073630,073746,073903,074156,074344,074910,075026,075120,075258,075352,075447,075657,075751,075929,080141,080224,080307,080437,080803,081003,081151,081257,081414,081447,081552,081636,081730,081814,081857,081941,082108,082152
7,MZ4228-0,073608,073630,073807,073946,074145,074511,074616,074733,074859,075058,075203,075657,075751,075929,080046,080141,080235,080459,080604,080720,080803,080908,081024,081235,081636,081752,081941,082047,082152,082225,082330,082425,082509,082531,082625,082647,082814,082857
8,MW5853-0,074838,075131,075447,075635,075835,080130,080224,080329,080448,080709,080836,081341,081447,081552,081730,081814,081930,082119,082203,082341,082542,082625,082720,082846,083225,083436,083647,083753,083909,083941,084057,084141,084235,084246,084340,084414,084530,084635
9,MZ3556-0,075940,080213,080416,080626,080836,081235,081425,081542,081719,081941,082108,082603,082709,082825,083013,083107,083214,083403,083458,083636,083753,083825,083909,084057,084403,084624,084751,084857,084951,085024,085129,085215,085259,085321,085415,085458,085614,085658
10,MZ3559-0,080919,081308,081603,081825,082119,082403,082636,082803,083057,083403,083531,084057,084152,084257,084435,084530,084635,084930,085024,085151,085343,085426,085458,085614,085940,090151,090403,090510,090605,090648,090754,090826,090910,090942,091037,091059,091216,091310
