,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4619-0,,,,,,,,,,,,070104,070223,070329,070457,070552,070646,070741,070846,071013,071216,071511,071651
1,AA7530-0,,,,,,,,070104,070552,070708,070803,070941,071131,071238,071332,071438,071535,071724,071829,071946,072136,072431,072620
2,MW4647-0,,,,,,,,070104,070603,070708,070814,070952,071131,071249,071500,071545,071629,071735,071840,072009,072136,072431,072620
3,AA6952-0,,,,,,,070104,070117,071142,071249,071343,071500,071651,071757,071924,,,,,,072559,072904,073020
4,MR7964-0,,,,,,,070104,070150,071153,071300,071343,071511,071702,071807,072031,072115,072220,072348,072453,072610,072715,073031,073136
5,AA7488-0,,,070104,,,,,,,,072821,072831,073009,073126,073347,073419,073514,073630,073735,073841,073946,074209,074358
6,MW4825-0,070104,070425,070657,071002,071354,071757,072031,072326,073336,073514,073608,073746,073946,074041,074314,074408,074514,074619,074735,074840,074947,075241,075440
7,AA7706-0,,071131,071746,072104,072304,072515,072703,072831,073851,073957,074051,074231,074419,074546,074713,074808,074924,075103,075157,075324,075545,075830,075947
8,AA7637-0,,071153,074336,074724,075103,075252,075629,075914,080737,080843,081011,081128,081554,081711,081913,082008,082209,082303,082357,082514,082738,083021,083127
9,AA7149-0,,,,071818,072053,072326,072515,072653,073830,073946,074041,,074408,074514,074703,074757,074913,075052,075157,075313,075545,075819,075936
10,AA6482-0,071913,072231,072610,072904,073126,073419,073536,073830,074735,095902,095957,,,075346,075451,075545,075701,075852,075947,080104,080159,080516,101944
11,AA7492-0,072504,072703,073031,073347,073641,073913,,074135,075241,075346,075440,075629,075830,075925,080148,080254,080359,080516,080610,080748,080938,081236,081437
12,MW3346-0,,,,,073136,073242,073525,073641,074630,074713,074808,074913,075125,075230,075418,075523,075651,075841,075947,080104,080159,080443,080610
13,MW4503-0,,073347,073757,074146,074419,074608,074947,075114,080221,080304,080454,080610,080843,080949,081117,081214,081309,081459,081605,081711,081946,082230,082430
14,AA7101-0,091817,092101,092229,092622,092919,093130,093437,093553,074008,074102,074146,,,,,,,100113,100218,100323,075556,075841,154645
15,MW4229-0,075651,075830,080210,080610,080822,081000,081214,081510,082749,082854,082959,083105,083622,083716,083917,084022,084254,084515,084632,084748,084959,085243,085443
16,AA7536-0,,,,075830,080031,,,081033,082103,082158,082241,,082600,082654,082810,082916,083116,083222,083327,083443,083548,083906,084105
17,AA7530-1,080421,080643,081011,081426,081711,081828,082136,082452,083749,083855,083949,084116,084905,085010,085221,085327,085611,085729,085834,085951,090153,090416,090511
18,MW4619-1,,081554,081818,,082441,082611,082905,083159,084515,084632,084737,084905,085327,085410,085611,085706,085834,085929,090036,090204,090343,090606,090744
19,MP5824-0,082611,082749,083127,083559,083917,084127,084505,084821,085929,090109,090204,090332,090839,090946,091113,091229,091418,091629,091817,091934,092145,092538,092729
20,MW4647-1,083032,083338,083654,084033,084254,084443,084843,085126,090321,090427,090522,090650,091240,091345,091523,091629,091923,092145,092251,092347,092600,092836,093003
21,AA6952-1,083928,084054,,,,085655,,,,091407,091512,091650,091945,092040,092229,092334,092634,092836,092952,093109,093225,093542,093658
22,AA7706-1,,084854,085254,085549,085740,090004,090259,090500,091512,091545,091640,091817,092050,092145,092358,092506,092644,092846,093003,093119,093237,093542,093720
23,AA7488-1,085327,085644,,,,,,,092444,092549,092644,092803,092930,093025,093152,093248,093426,093520,093625,093731,093814,094024,094223
24,MW4825-1,085951,090226,090617,091008,091218,091429,091712,091839,092814,092908,093003,093141,093332,093415,093658,093803,093857,094013,094129,094234,094339,094602,094741
25,AA7149-1,,091008,091418,091723,092050,092302,092506,092644,093647,093803,093846,094035,094213,094256,094436,094541,094708,094814,094930,095024,095119,095322,095427
26,AA7492-1,093426,093658,093835,094234,094635,094930,095129,095438,100440,100546,100640,,101051,101123,101301,101407,101523,101701,101755,101900,102049,102357,102502
27,MW4503-1,,094403,094624,095046,095332,095608,095902,100019,100956,101101,101156,101323,101607,101639,101828,101944,102101,102302,102418,102523,102628,102933,103111
28,AA7637-1,095057,095238,095652,095935,100356,100650,100902,101112,102157,102302,102357,102523,103248,103321,103500,103616,103721,103911,104018,104102,104303,104515,104558
29,AA7536-1,122227,095913,122912,,101323,123748,101345,101501,102828,102900,102955,103143,104114,104157,104420,104526,104652,130200,130306,130400,130505,130738,131402
30,MW4229-1,100840,100956,101301,101650,102005,102302,102523,102755,103816,103922,104029,104146,105304,105347,105536,105715,105810,110001,110106,110223,110350,110603,110808
31,AA7530-2,101618,101933,102346,102817,103143,103343,103638,103911,105115,105220,105358,105610,105950,110033,110255,110413,110541,110651,110756,110913,111115,111422,111602
32,MP5824-1,,103133,103428,103754,104040,104314,104620,104747,105906,110001,110117,110244,110808,110852,111054,111137,111306,111433,111539,111636,111836,112131,112247
33,MW4825-2,104029,104504,104758,105126,105547,105759,110128,110340,111539,111636,111731,111857,112215,112258,112403,112529,112635,112848,113004,113121,113332,113626,113815
34,MW4619-2,105314,105821,110106,110435,110651,110935,111231,111506,112414,112519,112602,112729,112943,113026,113248,113343,113448,113648,113742,113836,114108,114343,114553
35,MW4647-2,110519,110808,111137,111528,111825,112004,112341,112519,113615,113720,113825,113952,114153,114300,114438,114542,114648,114815,114920,115014,115237,115510,115731
36,AA6952-2,111339,111814,112004,112258,112657,113121,113259,113448,,,,,115203,115237,,,,,120058,120153,120342,120712,120912
37,AA7488-2,113026,113121,113553,,114142,114332,114648,114805,115920,115942,120026,120153,120353,,120627,120733,120850,121029,121134,121251,121449,121732,121827
38,AA7149-2,,114542,,,,115848,120026,120131,121240,121334,121428,121606,121754,121859,122122,122217,122300,122450,122556,122701,122754,123017,123135
39,AA6482-1,114931,115247,115437,115709,120015,120131,120543,120712,121943,122026,122111,143225,122405,122439,122545,122639,122805,144422,144527,144632,144758,145021,145149
40,AA7492-2,,120204,120511,120901,121207,,121722,121910,123146,123251,123346,123452,123621,123716,123948,124055,124200,124400,124505,124611,124820,125114,125303
41,MW4503-2,,121406,121838,122206,122439,122701,122901,123146,124150,124255,124349,124538,124727,124820,124948,125053,125220,125336,125442,125537,125737,130032,130149
42,MW4229-2,,123854,124233,124527,124842,125114,125336,125515,130538,130643,130748,130905,131056,131139,131341,131446,131625,131742,131910,131954,132155,132451,132629
43,MP5824-2,,124915,125314,125537,125903,130032,130306,130622,131614,131720,131815,131921,132111,132144,132311,132429,132524,132704,132821,132916,133116,133359,133537
44,MW4619-3,125632,125831,130116,130538,130738,130950,131257,131614,132557,132640,132728,,133021,133105,133232,133337,133504,133653,133800,133855,134046,134258,134436
45,MW4647-3,130905,131001,131435,131921,132144,132440,132821,133148,134447,134603,134657,134846,135224,135340,135635,135741,140013,140224,140350,140446,140645,140930,141047
46,AA6952-3,,,132249,132557,132843,133243,133421,133800,134919,135035,135129,,,,,,,140435,140519,140613,140656,141036,141204
47,AA7488-3,132905,133243,133559,,134215,134508,134751,,140350,140446,140551,140802,140940,141036,141204,141310,,,,142019,,,142635
48,AA7149-3,134035,134153,134919,135213,135614,135857,140130,140540,165921,170005,142314,,170334,170430,170535,170652,170810,170937,171116,171211,193139,193342,193520
49,AA7492-3,161003,140350,140824,141131,141521,162930,142103,142442,143657,143802,143857,144056,144256,144339,144516,144621,144926,145032,145138,145244,145508,145804,170641
50,MW4503-3,,141554,141850,142241,142529,142752,143047,143403,144632,144726,144820,144948,145149,145255,145433,145541,145836,150014,150119,150213,150435,150645,150750
51,MW4229-3,142803,144024,144256,144726,144959,145149,145433,145930,151141,151247,151320,151530,151836,151920,152119,152224,152351,152540,152645,152827,152900,153131,153331
52,MW4619-4,145444,145836,150130,150707,150919,151141,151352,151836,152932,153026,153120,153258,153509,153604,153742,153858,154003,154141,154257,154341,154551,154824,155002
53,MW3430-0,145753,151236,151730,152152,152446,152613,152849,153026,154036,154058,154152,154319,154457,154551,154835,155024,155129,155257,155351,155435,155646,155856,160046
54,AA7536-2,184259,163319,163740,164130,164435,190027,164921,165249,170356,170502,170546,,170759,150141,150351,150507,150656,171455,171600,171644,,173136,
55,MP5824-3,,151046,151447,151803,152130,152341,152657,152838,153931,154025,154130,154319,154457,154551,154835,154951,155118,155257,155424,155518,155657,160003,160141
56,MW4647-4,151709,151953,152308,152721,153004,153131,153447,153753,154929,155013,155046,155224,155424,155518,155646,155740,155824,155918,160003,160130,160235,160457,160635
57,AA7706-2,,152755,153059,153425,153742,153942,154225,154540,155802,155835,155918,160046,160203,160308,160519,160625,160741,160858,161014,161130,161341,161624,161814
58,AA7488-4,,,,,154623,154835,155235,155456,,160508,160541,160719,160815,,161119,161203,161424,161540,161646,161730,161919,162119,162339
59,MW4825-3,160035,160635,160815,161047,161518,161635,161919,162202,163319,163351,163446,163551,163718,163813,164035,164141,164257,164403,164508,164603,164720,165005,165238
