,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,070104,070117,070317,070424,070540,070635
1,MX4365-0,,,,,,,,,,,,,,,,,,070104,070117,070150,070307,070551,070740,071013,071057,071235,071257
2,MX4041-0,,,,,,,,,,,,070104,070150,070255,070413,070508,070635,070803,070847,071024,071151,071518,071657,071813,071940,072057,072151
3,MX4159-0,,,,,,,,,070104,070201,070413,070930,071024,071119,071235,071319,071435,071529,071614,071752,071918,072257,072424,072602,072751,072919,073002
4,MX4383-0,070104,,070128,070255,070339,070540,070624,070729,070941,071046,071435,072003,072046,072224,072341,072457,072635,072835,072930,073056,073237,073608,073758,074030,074135,074252,074324
5,MX4458-0,070104,,071657,071741,071824,072119,072213,072319,072540,072707,073107,073619,073703,073820,,,074219,074346,074440,074524,074650,074954,075121,075247,075403,075519,075614
6,MX4388-0,070104,070613,070908,070941,070952,071119,071235,071330,071435,071625,071846,072424,072540,072656,072751,072857,073013,073056,073139,073237,073344,073714,073903,074030,074135,074252,074346
7,MX4535-0,072046,072352,072718,072740,072803,073034,073248,073333,073523,073703,073925,074502,074607,074723,074849,074943,075121,075225,075309,075414,075603,075951,080213,080352,080532,080659,080754
8,MX3651-0,073056,073523,073842,073936,074135,074440,074618,074723,074838,074943,075352,075846,075951,080057,080235,080405,080605,080754,080848,081015,081153,081530,081647,081847,081941,082057,082151
9,MX3783-0,073831,074335,074524,074545,074556,074911,075048,075142,075309,075403,075552,080057,080152,080257,080416,080510,080659,080804,080848,081026,081203,081625,081752,081941,082046,082202,082246
10,MX4021-0,,,075236,075320,075403,075635,075730,075835,075940,080202,080605,081109,081214,081330,081458,081541,081719,081803,081847,082014,082141,082552,082802,082918,083024,083140,083235
11,MX4338-1,075740,075919,080318,080352,080416,080554,080659,080754,080920,081047,081436,082014,082119,082246,082425,082552,082740,082940,083024,083108,083235,083613,083814,084057,084225,084341,084437
12,MX4365-1,,080721,081109,081142,081225,081530,081614,081709,081836,082035,082446,082940,083035,083151,083319,083425,083613,083741,083824,083908,084036,084352,084459,084636,084741,084857,084940
13,MX4041-1,,081658,082119,082257,082352,082541,082708,082802,082951,083129,083519,084047,084203,084330,084459,084603,084814,084940,085035,085215,085403,085730,085918,090047,090152,090308,090352
14,MX4159-1,082151,,083013,083057,083151,083352,083552,083730,084003,084152,084531,085057,085215,085331,085509,085625,085813,085951,090036,090119,090246,090648,090848,091131,091248,091406,091438
15,MX4383-1,083657,,084520,084647,084752,085129,085341,085458,085751,085951,090203,090721,090815,090920,091058,091216,091438,091544,091628,091816,091922,092259,092439,092651,092756,092915,092948
16,MX4458-1,084214,085531,085741,085856,085951,090214,090257,090414,090554,090826,091216,091722,091816,091932,092111,092205,092417,092556,092629,092724,092829,093158,093348,093504,093643,093748,093821
17,MX4388-1,084257,084531,084908,084940,085013,085331,085458,085646,085907,090036,090414,090931,091015,091058,091216,091321,091500,091544,091638,091722,091816,092111,092154,092321,092450,092545,092629
18,MX4551-0,084730,091428,091900,091943,092016,092512,092523,092640,092807,092915,093304,093821,093917,094035,094213,094340,094446,094646,094718,094802,094919,095246,095447,095722,095838,095955,100049
19,MX4535-1,090532,090815,091120,091259,091355,091711,091838,091932,092122,092249,092651,093231,093337,093515,093632,093726,093843,093950,094035,094140,094246,094646,094802,,095151,095319,095403
20,MX3651-1,091533,091922,092143,092259,092343,092640,092756,092852,093020,093126,093504,094002,094057,094235,094318,094425,094551,094656,094729,094751,094930,095246,095458,095711,,095922,100006
21,MX3783-1,092545,092926,093220,093337,093515,093821,094035,094140,094403,094530,094940,095509,095605,095733,095901,100006,100122,100354,100416,100555,100649,100955,101122,101322,101416,101532,101617
22,MW2390-0,093053,094646,095107,095224,095341,095627,095827,100017,100133,100354,100605,101111,101216,101322,101521,101617,101744,101850,101933,102101,102250,102617,102734,102936,103125,103242,103336
23,MX4021-1,,,093653,093737,093906,094129,094224,094436,094646,094802,095140,095649,095743,095901,100017,100111,100238,100332,100416,100605,100700,101039,101144,101333,101438,101543,101628
24,MX4338-2,093748,094140,094519,094551,094707,094919,095107,095203,095403,095553,095743,100332,100449,100605,100711,100806,100933,101100,101144,101228,101333,101617,101817,101944,102050,102155,102250
25,MW2780-0,093939,095436,095816,095901,100028,100227,100438,100533,100733,100839,101206,101711,101744,101944,102101,102144,102323,102418,102502,102628,102734,103125,103231,103419,103503,103619,103652
26,MW5264-0,094824,100733,101111,101216,101344,101617,101817,101911,102101,102239,102451,102947,103052,103220,103336,103431,103557,103735,103808,103840,103948,104316,104548,104737,104821,104916,105000
27,MX4365-2,,095118,095352,095458,095627,095827,100006,100111,100249,100405,100806,101333,101449,101554,101722,101817,101944,102028,102101,102133,102250,102607,102734,102925,103019,103114,103136
28,MW5191-0,095627,100100,100438,100544,100711,100955,101206,101311,101511,101639,102028,102628,102723,102903,103041,103136,103314,103514,103557,103735,103902,104221,104421,104632,104737,104855,104927
29,MW5346-0,100216,100427,100839,100933,101111,101322,101511,101606,101755,101901,102239,102852,102947,103052,103220,103303,103431,103525,103619,103746,103914,104221,104443,104643,104715,104811,104843
30,MX4598-0,,101216,101511,101617,101744,102101,102239,102355,102556,102712,103052,103641,103757,103925,104053,104159,104410,104505,104548,104654,104832,105210,105315,105431,105547,105703,105757
31,MX4041-2,,101521,101722,101850,101933,102206,102355,102502,102701,102903,103303,103830,103925,104032,104148,104221,104410,104505,104548,104654,104759,105127,105304,105431,105503,105619,105652
32,MX4159-2,101744,102133,102545,102650,102829,103103,103253,103358,103557,103735,104115,104643,104759,104916,105043,105137,105304,105409,105441,105619,105746,110104,110158,110432,110547,110652,110736
33,MS2259-0,102323,102712,103103,103231,103358,103609,103735,103851,104032,104126,104516,105021,105137,105242,105409,105503,105652,105735,105757,105840,110009,110325,110443,110714,110808,110914,111009
34,MX4458-2,102418,104621,104916,105054,105221,105452,105703,105808,105957,110158,110558,111114,111231,111337,111505,111611,111727,111833,111906,112035,112141,112446,112624,112814,113119,113236,113330
35,MX4383-2,102925,103609,103840,103902,103925,104210,104349,104454,104632,104916,105148,105724,105840,105957,110126,110231,110347,110515,110537,110620,110736,111052,111220,111315,111505,111600,111622
36,MX4551-1,105054,111622,112024,112141,112308,112635,112836,112941,113130,113308,113708,114246,114404,114520,114659,114815,114952,115140,115235,115414,115530,115848,120004,120247,120425,120553,120625
37,MX4388-2,,110009,110303,110410,110453,110746,110925,111136,111326,111432,111822,112446,112602,112708,112847,112941,113130,113308,113352,113530,113646,113940,114140,114329,114448,114604,114648
38,MX4535-2,112351,112635,113003,113108,113236,113458,113625,113719,113940,114129,114520,115202,115340,115552,115732,115826,120015,120120,120214,120331,120447,120846,121023,121308,121425,121542,121625
39,MX3651-2,113236,113425,113740,113751,113929,114140,114340,114437,114626,114731,115130,115637,115743,115920,120048,120131,120309,120458,120542,120719,120846,121236,121414,121625,121720,121815,121909
40,MX3783-2,114140,114437,114626,114659,114815,115036,115235,115329,115530,115743,120142,120708,120813,120929,121056,121151,121319,121425,121509,121636,121742,122037,122153,122405,122522,122627,122700
41,MX4021-2,115931,120258,120553,120719,120803,121034,121214,121308,121509,121636,122026,122544,122700,122911,123016,123121,123310,123501,123555,123712,123934,124228,124355,124533,124723,124839,124923
42,MX4598-1,,,,120258,120352,120719,120919,121034,121225,121414,121826,122500,122616,122816,122955,123110,123259,123501,123555,123701,123923,124228,124344,124533,124723,124817,124912
43,MX4338-3,120647,120846,121214,121353,121436,121731,121837,122015,122215,122427,122638,123154,123259,123439,123606,123701,123817,124018,124101,124134,124301,124606,124734,124923,125028,125144,125217
44,MX4365-3,,121341,121720,121753,121815,122059,122237,122321,122511,122638,122838,123332,123417,123533,123701,123756,123934,124040,124112,124145,124301,124606,124745,124934,125039,125144,125217
45,MW2780-1,121636,122037,122416,122605,122649,122944,123143,123238,123417,123511,123901,124427,124545,124650,124817,124934,125122,125322,125417,125544,125649,130047,130152,130353,130459,130615,130710
46,MW5346-1,122405,122638,122955,123016,123132,123406,123606,123701,123850,124112,124522,125028,125101,125300,125417,125500,125627,125721,125805,125826,125931,130330,130532,130720,130847,130941,131035
47,MX4041-3,,123449,123817,123901,124018,124333,124533,124628,124756,124944,125332,125837,125942,130058,130236,130330,130510,130637,130720,130847,131024,131350,131549,131821,131926,132054,132148
48,MX4159-3,123734,124050,124311,124500,124606,124839,125006,125101,125238,125343,125732,130258,130353,130510,130637,130731,130858,131013,131057,131129,131234,131633,131842,132148,132326,132442,132537
49,MX4383-3,124522,124734,125101,125217,125300,125605,125805,125920,130047,130203,130554,131140,131234,131350,131539,131644,131842,131926,132021,132148,132253,132620,132747,,133114,133220,133315
50,MX4458-3,124617,130648,131013,131118,131202,131506,131716,131810,131959,132220,132431,132958,133104,133242,133409,133536,133652,133819,133903,134030,134146,134606,134712,134937,135104,135222,135255
51,MX4388-3,125428,125826,130203,130258,130330,130554,130731,130825,131013,131202,131412,131948,132054,132209,132347,132431,132548,132704,132747,132820,132948,133231,133358,133609,133746,133852,133936
52,MX4551-2,125848,131434,131915,132010,132148,132347,132515,132714,132915,133053,133452,134019,134135,134240,134417,134523,134701,134807,134853,134959,135148,135527,135717,135939,140119,140236,140340
53,MX4535-3,132242,132442,132758,132831,132915,133220,133431,133525,133714,133914,134313,134926,135043,135222,135411,135506,135706,135844,135939,140014,140130,140605,140750,140952,141139,141302,141350
54,MX3651-3,132842,133125,133420,133525,133558,133746,133925,134052,134302,134512,134712,135222,135327,135455,135623,135717,135907,140035,140130,140257,140426,140750,140931,141202,141249,141401,141445
55,MX3783-3,133630,133841,134240,134407,134501,134639,134840,134948,135126,135317,135527,140130,140246,140416,140543,140649,140835,141014,141052,141213,141350,141800,141949,142105,142304,142421,142453
56,MX4598-2,134356,134650,134959,135115,135148,135455,135811,135928,140108,140340,140554,141139,141302,141434,141611,141727,141938,142116,142210,142325,142515,142853,143009,,143315,143431,143536
57,MX4021-3,,135600,135811,135844,140003,140308,140437,140532,140716,140941,141202,141727,141832,142000,142148,142253,142443,142641,142736,142904,143041,143409,143619,143853,143958,144124,144219
58,MX4338-4,135950,140214,140437,140532,140702,141028,141213,141318,141455,141633,142011,142537,142652,142853,143030,143114,143241,143420,143503,143630,143746,144146,144313,144524,144640,144756,144840
59,MX4365-4,,140908,141237,141329,141350,141716,141906,142127,142315,142609,142842,143431,143536,143703,143819,143936,144124,144219,144302,144408,144535,144901,145050,145312,145418,145545,145617
60,MW5346-2,141128,141455,141917,142032,142116,142410,142526,142641,142820,143030,143241,143757,143914,144030,144157,144240,144408,144524,144618,144745,144851,145227,145439,145712,145806,145911,150005
61,MX4041-4,,142105,142347,142432,142558,143020,143315,143536,143735,143925,144323,144934,145050,145216,145356,145512,145639,145828,145922,150048,150236,150625,150826,151049,151205,151333,151416
62,MX4159-4,142620,142936,143252,143431,143619,144030,144240,144345,144535,144734,145111,145712,145838,150048,150153,150258,150448,150553,150636,150720,150848,151238,151354,151532,151713,151842,151926
63,MX4383-4,143536,143925,144313,144440,144535,144829,145028,145206,145428,145545,145933,150510,150625,150752,150910,151016,151132,151322,151416,151543,151651,152021,152149,152421,152516,152643,152726
64,MX4388-4,,144901,145206,145334,145418,145712,145838,150016,150215,150341,151005,151617,151736,151948,152105,152222,152410,152516,152610,152705,152821,153146,153356,153629,153745,153901,153944
65,MX4458-4,145556,,150247,150341,150437,150752,150932,151049,151217,151427,152853,153418,153523,153650,153828,153923,154101,154311,154406,154534,154712,155104,155243,155453,155610,155653,155726
66,MX4551-3,150636,150954,151344,151427,151617,151915,152032,152243,152516,153545,154134,154650,154756,154926,155043,155148,155326,155442,155526,155653,155759,160136,160324,160513,160734,160901,160934
67,MX3651-4,151416,152105,152421,152505,152538,152821,152958,153125,153734,154007,154344,154926,155032,155159,155315,155348,155526,155631,155715,155842,160009,160408,160607,160901,161017,161112,161217
68,MX3783-4,152538,153230,153545,153701,153817,154112,154239,154417,154556,155243,155621,160157,160241,160419,160545,160650,160807,160945,161028,161144,161302,161641,161841,162031,162147,162252,162336
69,MX4535-4,153512,154333,160136,160302,160346,160734,160934,161028,161229,161313,161703,162208,162303,162408,162535,162630,162745,162828,162901,163017,163133,163513,163640,163901,164007,164051,164134
70,MX4021-4,154639,155148,155748,155904,155947,160313,160534,160639,160807,161028,161302,161819,161936,162114,162219,162314,162503,162619,162702,162735,162839,163227,163343,163630,163818,163923,164018
71,MX4338-5,,160556,160934,161050,161144,161525,161619,161819,161958,162136,162546,163133,163311,163441,163608,163724,163851,163956,164040,164145,164323,164639,164839,165050,165206,165301,165356
72,MX4598-3,,161039,161452,161536,161619,161947,162208,162314,162503,162724,162956,163546,163651,163756,163912,164018,164156,164312,164345,164417,164534,164934,165112,165312,165418,165546,165630
73,MX4365-5,,161841,162219,162314,162419,162713,162828,163028,163144,163355,163807,164312,164407,164534,164701,164745,164850,165028,165101,165145,165250,165641,165758,165926,170031,170147,170230
74,MX4041-5,162147,162640,163006,163100,163205,163503,163640,163745,163945,164218,164428,164923,165028,165134,165250,165333,165513,165619,165652,165725,165830,170158,170336,170535,170618,170712,170806
75,MX4159-5,163217,163745,164134,164301,164356,164712,164912,165017,165228,165440,165703,170230,170336,170441,170618,170712,170838,170954,171026,171225,171330,171700,171827,172016,172133,172249,172333
