,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MR8462-0,,,,,,,,,,,,,,,,,,,,,,070104,070211,070643,070926,071136,071324,071440,071535,071618,071651,071757,071851,072053,072209,072337
1,MS2365-0,,,,,,,,,070104,070211,070305,070338,070915,071147,071335,071451,071618,071702,071840,071945,072104,072137,072253,072757,073040,073207,073312,073501,073544,073659,073805,073920,074038,074215,074406,074522
2,MW2390-0,070821,070959,071053,071147,071430,071557,071851,072031,072220,072315,072409,072442,073051,073312,073501,073616,073710,073815,073931,074027,074143,074226,074355,074911,075153,075438,075648,075754,075859,075953,080048,080237,080425,080636,080741,080931
3,MW2856-0,071524,072957,073040,073145,073544,073710,074038,074205,074417,074500,074606,074711,075215,075500,075710,075837,075953,080037,080215,080331,080447,080541,080730,081203,081448,081807,081956,082124,082230,082324,082451,082558,082746,082946,083134,083301
4,MR8024-0,074711,074816,074911,075016,075204,075248,075616,075659,075826,075921,080016,080110,080614,080920,081120,081236,081448,081533,081712,081828,081956,082103,082251,082746,083007,083207,083451,083608,083745,083924,084029,084208,084335,084703,084841,085146
5,MR8026-0,080204,080741,080836,080931,081131,081225,081533,081701,081828,081934,082019,082113,082819,083240,083440,083556,083829,083924,084124,084219,084357,084504,084736,085241,085513,085756,085901,090007,090051,090230,090335,090504,090620,090852,091021,091305
6,MS2259-0,082313,082356,082513,082652,083018,,083345,083502,083618,083735,083851,083946,085207,085756,085945,090102,090241,090335,090537,090631,090809,090915,091031,091603,091825,092122,092206,092405,092522,092627,092754,093006,093132,093227,093354,093543
7,MS1935-0,084040,084135,084230,084335,,084757,085113,085218,085419,085701,085756,085839,090959,091539,091814,092006,092133,092228,092405,,092616,092649,092849,093332,093638,093838,094005,094132,094259,094415,094522,094638,094816,094932,095143,095311
8,MR8462-1,090620,090746,090830,090937,091042,091209,091506,091613,091814,091920,092038,092122,092754,093017,093227,093532,093649,093744,093911,094005,094110,094215,094331,094816,095027,095205,095354,095605,095648,095847,100002,100129,100246,100446,100613,100721
9,MS2365-1,092605,092700,092805,092921,093049,093143,093532,093649,093827,093922,094005,094110,094605,095027,095322,095438,095543,095648,095825,095919,100107,100151,100329,100816,101110,101237,101436,101552,101657,101835,102003,102141,102405,102604,102804,102931
10,MW2390-1,093922,094121,094237,094353,094544,094638,094943,095059,095143,095354,095532,095616,100235,100635,100910,101048,101153,101258,101425,101458,101625,101646,101824,102416,102637,102815,102931,103036,103237,103604,103753,103909,104014,104259,104448,104629
11,MW2856-1,094711,100118,100213,100308,100508,100646,101015,101120,101215,101425,101541,101636,102152,102720,103014,103215,103320,103426,103604,103659,103825,103920,104058,104606,104842,105031,105126,105326,105409,105654,105821,110014,110214,110457,110659,110805
