,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070103,070441,070713,070851,070956,071050,071122,071250,071354,071510,071604,071731,071836,071941
1,MS2259-0,,,,,,,,,070103,070125,070209,070252,070702,070851,071039,071206,071300,071354,071637,,071720,071753,071909,072402,072645,072835,,,073152,073425,073508,073532,073605,073648,073814,073941
2,MW5645-0,070103,071206,071311,071344,071532,071647,071952,072119,072307,072413,072518,072550,073131,073352,073605,073720,073836,073930,074057,074141,074246,074329,074456,074938,075231,075452,075630,075746,075819,075913,080020,080125,080230,080347,080454,080632
3,MX1517-0,,072931,073047,073141,073308,073458,073803,073908,074014,074108,074152,074257,074706,074916,075115,075220,075347,075441,075608,075651,075757,075851,080020,080515,080809,081020,081114,081158,081347,081609,081725,081819,081946,082145,082322,082449
4,MS2243-0,,,,,,,075503,075608,075819,075913,080009,080052,080548,080809,081009,081125,081220,081325,081503,081609,081747,081841,081956,082438,082649,082838,082945,083050,083301,083409,083525,083643,083749,083927,084106,084316
5,MS2365-0,075735,080515,080632,080736,080853,081053,081358,081525,081620,081736,081819,081852,082405,082616,082816,082934,083050,083156,083334,083431,083559,083654,083833,084337,084621,084809,084924,085040,085134,085250,085418,085450,085618,085851,090018,090206
6,MS1903-0,,,,082344,082500,082616,083050,083156,083239,083503,083559,083705,084316,084631,084830,084946,085134,085218,085323,085418,085545,085651,085807,090249,090521,090754,090910,091026,091120,091225,091402,091457,091613,091813,091930,092119
7,MS1935-0,083854,083938,084022,084200,,084453,084758,084841,085018,085123,085229,085312,085818,090028,090239,090354,090533,090616,090816,090920,091037,091152,091309,091751,092036,092224,092509,092632,092833,,093055,093149,093350,093506,093633,093821
8,MS1953-1,,085428,085534,085640,085807,085902,090155,090249,090416,090510,090616,090659,091330,091624,091834,091930,092057,092152,092318,092414,092537,092621,092738,093222,093455,093738,093904,093948,094031,094158,094314,094430,094609,094809,094957,095135
9,MS2259-1,091424,091551,091624,091729,092014,092130,092329,092447,092621,092727,092833,092916,093433,093705,093915,094020,094147,094241,094409,094441,094609,094703,,095301,095533,095651,095850,100006,100039,100155,100332,,100354,100817,100923,101007
10,MW5645-1,092654,093538,093644,093821,094020,094104,094441,094536,094703,094925,095041,095113,095556,095923,100123,100311,100417,100522,100639,100733,100839,100934,101101,101545,101850,102028,102133,102615,103016,103227,103344,103522,103629,103745,103912,104018
11,MX1517-1,095438,095449,095544,095702,095807,100028,100354,100500,100545,100650,100723,100755,101228,101510,101712,101828,101955,102050,102217,102311,102405,102448,102615,103059,103333,103618,103818,104135,104355,104511,104616,104825,104953,105224,105424,105635
12,MS2243-1,101228,101406,101449,101607,101828,101912,102249,102416,102604,102709,102814,102848,103311,103701,103923,104018,104207,104250,104449,104554,104659,104804,104920,105351,105635,105834,110022,110159,110315,110514,110609,110735,110852,111018,111123,111249
13,MS2365-1,102604,103059,103154,103238,103417,103533,103912,104040,104113,104207,104312,104355,104836,105057,105257,105413,105529,105645,105812,105855,110033,110116,110253,110746,111050,111228,111345,111534,111722,111827,111944,112153,112309,112457,112625,112836
14,MS1903-1,,105550,105645,105812,110055,110138,110514,110652,110913,111007,111101,111155,111722,112005,112226,112320,112457,112553,112731,112825,112941,113035,113130,113602,113909,114206,114354,114534,114711,114817,115017,115132,115322,115511,115628,115807
15,MS1935-1,111356,111450,111534,111606,111816,111922,112247,112403,112553,112836,112930,113014,113455,113751,114101,114217,114417,114450,,114700,114806,114839,115017,115521,115818,120038,120227,120353,120509,120658,120835,121035,121213,121423,121622,121738
16,MR8026-0,113824,113943,114101,114206,114501,114628,114933,115122,115217,115438,115544,115639,120122,120404,120625,120741,120847,120951,121118,121224,121329,121434,121611,122148,122442,122652,122819,122946,123112,123228,123406,123533,123649,124029,124208,124431
17,MS1953-2,,,120017,120132,120332,120426,120709,120814,120847,121118,121256,121339,121854,122137,122442,122547,122724,122829,123018,123101,123239,123322,123449,123923,124135,124336,124526,124725,124852,125009,125125,125230,125347,125525,125713,125818
18,MS2259-2,121905,122032,122126,122221,122420,122525,122746,122851,122935,123029,123123,123155,123605,123827,124029,124146,124314,124420,124609,124653,124747,124903,125020,125503,125745,125912,130050,130156,130322,130438,130627,,130818,131028,131216,131342
19,MW5645-2,123533,124347,124515,124558,124736,124925,125219,125347,125536,125641,125735,125840,130427,130702,130923,131017,131227,131342,131520,131636,131802,131856,132035,132552,132858,133119,133235,133402,133507,133619,133745,133922,134049,134249,134437,134648
20,MX1517-2,130228,130239,130333,130448,130713,130818,131132,131227,131415,131509,131625,131708,132234,132508,132708,132835,132931,133036,133246,133352,133518,133608,133745,134332,134648,134827,135004,135058,135258,135352,135508,135635,135751,135953,140153,140352
21,MS2243-2,131939,132057,132212,132403,132457,132657,133036,133141,133257,133518,133619,133651,134227,134459,134648,134753,134943,135058,135236,135330,135457,135552,135730,140247,140530,140751,140921,141037,141204,141354,141521,141616,141815,141957,142113,142312
22,MS2365-2,132330,134038,134132,134249,134543,134616,134910,135026,135131,135403,135519,135613,140215,140436,140624,140729,140921,141015,141142,141247,141416,141521,141659,142218,142522,142805,143015,143130,143248,143425,143552,143657,143907,144118,144256,144445
