,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4938-0,,,,,,,,,,,,,,,,,070111,070323
1,AA7252-0,,,,,,,,,070111,,,,,,,,071841,072051
2,AA7637-0,,070111,070334,070556,070724,070819,071030,071135,071219,071715,071830,073122,073407,073652,073807,073935,074124,074937
3,MW4366-0,070840,071019,071515,071715,071830,071913,071957,072051,072135,072650,072850,073946,074229,074523,074639,074755,074959,075550
4,AA7536-0,,,,,,,,,,,,072008,072240,072440,072545,072639,072744,073238
5,MW4705-0,073122,073300,073746,073840,073956,074102,074239,074334,074418,075021,075222,080523,080829,081253,081412,081539,081719,082226
6,AA7759-0,,080157,080523,080650,080818,080914,081031,081136,081209,081719,082059,083419,083619,083840,083945,084050,084155,084651
7,AA6952-0,,,095317,095434,095603,095635,095751,095929,100025,,080501,081625,082015,082310,082502,082619,082819,103625
8,AA7303-0,080639,081042,081304,081423,081539,081636,081836,082003,082037,082630,082852,084249,084556,084935,085040,085145,085251,085758
9,MW4938-1,082237,082546,082926,083053,083209,083303,083358,083524,083619,084449,084702,085926,090221,090506,090622,090738,090856,091414
10,AA7101-0,,,,082248,082346,082451,082630,082724,082819,083336,083546,,,085703,085809,085903,085958,090221
11,AA7871-0,082947,,084511,084629,084841,084935,085145,085408,085502,090210,090611,091733,092029,092157,092335,092408,092558,093157
12,AA7492-0,083053,083347,083619,083818,083956,084029,084112,084355,084500,085513,085809,,091203,091458,091605,091700,091805,092124
13,AA7252-1,084544,084713,085040,085219,085408,,,,,,,092240,092525,092714,092820,092925,093052,093654
14,AA7536-1,084607,,,,,,,090811,090845,,,,,,,,,094526
15,AA7637-1,,090611,090906,091023,091150,091246,091331,091447,091531,092240,092514,093853,094136,094314,094431,094526,094610,095041
16,MW4366-1,091056,091236,091617,091816,091934,092018,092051,092208,092302,092747,092936,094208,094442,094715,094842,094947,095104,095550
