,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,,070146,070543
1,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070405,070500,070627,070733,071017,071301,071449,071543,,072005
2,MX1197-0,,,,,,,,,,,,,,,,,,,070107,070216,070310,070354,070511,070616,070722,070755,071228,071428,071522,071733,071849,072122,072311,072522,072638,072817,073155
3,MX1084-0,,,,,,,,,,,,,,070107,070332,070449,070554,070638,070817,071101,071156,071250,071355,071500,071616,071659,072112,072449,072544,072839,072945,073218,073345,073556,073725,073957,074229
4,MX1105-0,,,,,070107,070132,070146,070227,070310,070354,070449,070605,070744,070839,071145,071228,071449,071511,071638,071911,072017,072112,072217,072322,072428,072449,072901,073101,073240,073429,073556,073820,074030,074312,074430,074702,075041
5,MZ3556-0,070616,070839,071017,071039,071101,071145,071156,071239,071333,071500,071616,071733,071933,072112,072417,072522,072627,072722,072912,073122,073206,073251,073407,073523,073641,073736,074207,074535,074714,074926,075052,075233,075432,075715,075842,075936,080429
6,MZ3740-0,071710,073240,073356,073429,073451,073534,073607,073641,073713,073830,073935,074040,074156,074345,074702,074820,074926,074958,075114,075359,075432,075526,075632,075747,075853,075947,080356,080629,080712,081101,081239,081451,081545,081841,081957,082104,082516
7,MZ3734-0,071849,072005,072112,072206,072228,072300,072322,072406,072428,072544,072649,072806,072934,073155,073451,073619,073725,073809,073925,074207,074251,074345,074503,074608,074702,074735,075210,075548,075737,075957,080146,080440,,080912,081028,081134,081323
8,MZ3978-0,073229,074503,074630,074652,074724,074809,074831,074915,074947,075114,075210,075338,075526,075809,080135,080230,080451,080607,080712,081018,081112,081207,081407,081534,081651,081725,082209,082454,082643,082958,083114,083252,083558,083820,083936,084052,084241
9,MZ3825-0,,075537,075704,075726,075809,075842,075903,075925,075957,080052,080208,080324,080451,080618,080934,081028,081250,081356,081534,081820,081914,082020,082158,082325,082443,082516,082948,083303,083441,083914,084125,084252,084640,084913,085039,085206,085807
10,MW5853-0,080523,080545,080650,080723,080745,080818,080840,080934,081018,081123,081218,081312,081451,081713,082104,082220,082454,082538,082748,083042,083147,083252,083430,083620,083809,083853,084314,084734,084913,085322,085439,085701,085935,090347,090503,090608,091052
11,MZ4228-0,081523,081619,081747,081831,081852,081925,081946,082031,082115,082209,082325,082443,082654,082810,083125,083220,083314,083419,083631,083925,084008,084103,084252,084441,084734,084851,085322,085555,085745,085957,090147,090314,090558,091019,091125,091231,091726
12,MZ4072-1,082443,082632,082904,082926,082948,083042,083103,083136,083220,083358,083525,083726,083853,084008,084303,084430,084651,084745,084902,085312,085417,085501,085701,085935,090136,090219,090652,091220,091358,091704,091831,092115,092329,092742,092920,093050,093450
13,MZ3559-0,083452,083558,083726,083820,083904,083947,084008,084103,084136,084252,084346,084513,084724,084934,085301,085428,085651,085745,085913,090147,090230,090325,090452,090652,090820,090925,091358,091631,091809,092138,092414,092542,092804,093228,093355,093512,094051
14,MW5936-0,084524,084535,084702,084745,084807,084902,084934,085007,085039,085217,085345,085450,085607,085712,085946,090219,090303,090347,090558,090831,090947,091019,091157,091326,091442,091537,092010,092234,092447,093029,093156,093534,093820,094102,094218,094547,095104
15,MZ3956-1,085417,085501,085701,085734,085756,085829,085851,085935,090008,090157,090252,090525,090714,090925,091209,091242,091453,091548,091759,092043,092149,092245,092351,092520,092625,092709,093145,093501,093652,094146,094240,094346,094547,094926,095104,095220,095441
16,MW5966-0,085640,091242,091431,091504,091548,091621,091642,091726,091759,091936,092105,092211,092340,092458,092815,093018,093301,093345,093534,093925,094041,,,,,,095242,095536,095725,100211,100402,100603,100836,101119,101259,101553,101955
17,MX1197-1,090230,090347,090525,090558,090630,090725,090747,090842,,,091157,091409,091548,091704,092021,092223,092458,092542,092720,092920,093018,093112,093250,093417,093534,093618,094041,094324,094502,095042,095220,095347,095547,095853,100010,100055,100625
18,MX1084-1,092021,092054,092234,092256,092329,092351,092414,092447,092542,092647,092731,092847,093007,093134,093501,093607,093841,093936,094157,094451,094547,094641,094831,094958,095125,095220,095641,095947,100149,100635,100814,101003,101248,101553,101700,101755,102343
19,MX1067-0,092647,092826,092956,093029,093050,093123,093156,093250,093345,093534,093640,093830,094051,094313,094641,094737,094947,095042,095314,095608,095725,095820,095958,100138,100413,100457,100930,101214,101415,101817,102038,102216,102355,102839,103007,103101,103737
20,MX1105-1,,093640,093747,093820,093841,093925,093936,094041,094051,094240,094324,094451,094641,094831,095104,095253,095525,095558,095758,100033,100138,100223,100402,100457,100614,100657,101130,101415,101616,102027,102238,102511,102755,103050,103156,103302,104042
21,MZ3556-1,094335,094558,094726,094748,094820,094842,094915,094947,095020,095158,095304,095409,095619,095809,100127,100402,100635,100741,100919,101237,101404,101510,101711,101911,102049,102143,102617,102850,103039,103557,103809,104042,104325,104715,104842,105115,105547
22,MX1135-0,095220,095231,095336,095409,095431,095558,095630,095714,095809,095936,100022,100223,100457,100614,100952,101130,101354,101459,101711,102038,102122,102216,102310,102439,102533,102617,103050,103251,103502,104158,104325,104442,104726,105148,105315,105547,110127
23,MZ3740-1,095641,101248,101415,101437,101510,101605,101616,101700,101755,101911,102006,102143,102321,102428,102806,103007,103251,103335,103502,103737,103820,103915,104042,104209,104325,,104853,105148,105325,105714,105853,110043,110232,110548,110715,110832,111431
24,MZ3734-1,095820,100033,100234,100328,100350,100446,100530,100603,100646,100814,100919,101119,101310,101510,101806,101901,102132,102227,102343,102628,102701,102806,102945,103112,103251,103346,103809,104115,104453,104831,104959,105242,105431,105831,110021,110210,110621
25,MZ3978-1,101237,102355,102500,102522,102555,102628,102650,102734,102806,102945,103039,103240,103535,103737,104031,104136,104358,104431,104609,105009,105126,105209,105358,105536,105652,105725,110148,110559,110843,111359,111515,111653,111958,112219,112345,112534,112807
26,MZ3825-1,,103513,103641,103726,103759,103853,103915,103947,104020,104125,104231,104336,104548,104748,105104,105242,105503,105641,105853,110221,110304,110358,110610,110715,110832,110916,111348,111830,112020,112451,112629,112901,113100,113437,113532,113626,114028
27,MW5853-1,104358,104431,104609,104642,104704,104737,104759,104842,104926,105137,105159,105315,105536,105703,105948,110159,110421,110515,110643,110905,111010,111053,111210,111337,111504,111620,112030,112229,112513,113111,113238,113459,113710,114006,114132,114310,114806
28,MZ4228-1,105441,105619,105736,105820,105841,105914,105937,110010,110043,110221,110326,110515,110727,110854,111158,111315,111548,111642,111820,112135,112229,112324,112545,112745,112901,112955,113415,113659,113900,114406,114511,114700,114806,115206,115312,115407,120136
29,MZ4072-2,110053,110304,110432,110505,110526,110559,110621,110727,110749,110916,111010,111115,111304,111421,111747,112030,112313,112356,112556,113027,113144,113259,113415,113542,113723,113755,114226,114522,114711,115439,115555,115734,120042,120315,120454,120538,121000
30,MZ3559-1,111443,111631,111820,111914,111925,112020,112041,112135,112229,112440,112545,112723,112912,113122,113437,113542,113806,113900,114038,114417,114522,114628,114806,114934,115050,115134,115555,115936,120136,120611,120727,120939,121138,121539,121655,121916,122403
31,MP5813-0,113459,113626,113755,113850,113911,113955,114017,114111,114143,114248,114417,114606,114818,114912,115301,115418,115650,115757,115947,120315,120421,120516,120727,120906,121044,121127,121644,122021,122234,122946,123124,123336,123535,123925,124041,124324,124726
32,MW5936-1,174435,174647,174849,174933,175038,175111,175133,175216,175259,113510,113648,113806,113933,114038,114321,114500,114723,114806,115007,115323,115428,115512,115701,115903,120031,120126,120538,120812,121000,121350,121611,121716,121959,122307,122436,122604,191254
33,MW5966-1,,114259,114428,114500,114511,114606,114639,114711,114755,114912,115039,115206,115356,115501,115757,115947,,,120444,120738,120833,120917,121055,121222,121350,121411,121833,122234,122436,122957,123209,123336,123713,123936,124113,124335,124759
34,MX1067-1,,115206,115356,115450,115512,115545,115606,115650,115723,115936,120031,120220,120359,120454,121000,121116,121350,121444,121705,121938,122054,122200,122414,122604,122734,122807,123241,123452,123736,124557,124737,124937,125214,125720,125836,130036,130614
35,MZ3956-2,115757,115841,120031,120053,120126,120220,120242,120326,120410,120633,120738,120855,121033,121211,121444,121633,121905,122021,122200,122531,122637,122756,122924,123113,123252,123408,123841,124102,124313,125214,125414,125625,125836,130109,130258,130458,131110
36,MP6054-0,115903,120505,120633,120705,120749,120822,120844,120917,121011,121138,121244,121400,121749,121843,122223,122414,122648,122756,122957,123336,123441,123546,123702,123841,124008,124041,124441,124714,125055,125836,130047,130247,130509,130814,130931,131120,131647
37,MX1197-2,121011,121211,121400,121528,121600,121644,121705,121749,121916,122127,122245,122351,122615,122840,123209,123336,,123702,123936,124335,124503,124619,124820,124959,125117,125151,125636,125941,130131,130953,131120,131346,131551,132003,132120,132247,132818
38,MX1084-2,122127,122138,122307,122340,122403,122436,122509,122615,122648,122829,122957,123051,123230,123358,123713,123903,124135,124240,124430,124820,124915,125020,125214,125352,125509,125603,130036,130341,130553,131207,131324,131551,131803,132025,132142,132415,132554
39,MX1105-2,,123830,123903,123936,124019,124051,124124,124208,124251,124441,124535,124759,124948,125151,125520,125741,130025,130214,130341,130814,130920,131059,131251,131420,131551,131647,132109,132426,132615,133008,133230,133357,133725,134008,134136,134335,134935
40,MZ3556-2,125258,125352,125530,125552,125625,125647,125720,125752,125847,130025,130131,130247,130542,130709,131026,131240,131517,131614,131803,132258,132426,132448,132723,132902,133041,133103,133535,133852,134041,134556,134734,135020,135222,135508,135649,135840,140439
41,MZ3734-2,130709,130931,131110,131207,131240,131346,131420,131506,131551,131803,131920,132048,132258,132459,132818,132935,133157,133314,133535,133947,134052,134230,134419,134545,134712,134756,135256,135518,135711,140013,140152,140545,140745,141146,141330,141553,142231
42,MZ3740-2,131455,131647,131825,131858,131920,132003,132025,132109,132204,132342,132459,132615,132840,132957,133346,133513,133736,133841,134030,134335,134440,134523,134723,134851,135009,135032,135540,135938,140140,140501,140712,140851,141156,141604,141759,142050,142634
43,MZ3978-2,132415,132615,132746,132818,132840,132913,132935,133019,133052,133241,133346,133503,133652,133746,134136,134241,134513,134640,134829,135200,135256,135402,135626,135734,135829,135851,140320,140745,141041,141352,141532,141832,142028,142444,142612,142803,143247
44,MZ3825-2,133713,133746,133914,133958,134019,134052,134136,134219,134241,134513,134640,134851,135020,135200,135446,135551,135807,140002,140118,140606,140701,140807,140957,141135,141258,141330,141821,142207,142359,142942,143120,143258,143509,143747,143856,144017,144511
45,MW5853-2,134534,134651,134829,134935,134946,135020,135044,135117,135200,135341,135435,135603,135756,135951,140237,140450,140734,140840,141041,141436,141543,141737,142028,142304,142550,142649,143131,143436,143747,144311,144449,144651,145021,145249,145439,145705,150125
46,MZ4228-2,134545,135818,135927,140024,140046,140118,140140,140237,140320,140501,140606,140756,141008,141135,141436,141615,141854,142018,142156,142528,142634,142803,143025,143215,143331,143425,143845,144300,144449,145053,145333,145503,145717,150114,150329,150450,150949
47,MZ4072-3,140756,140946,141146,141247,141258,141330,141403,141448,141553,141843,142018,142231,142444,142550,142836,143109,143352,143509,143800,144238,144355,144522,144725,144936,145115,145212,145705,145933,150318,150829,151054,151316,151628,151838,152019,152147,152905
48,MZ3559-2,142207,142422,142623,142709,142731,142825,142909,142942,143025,143309,143414,143520,143735,143834,144238,144406,144651,144809,144936,145311,145405,145517,145717,145945,150103,150148,150617,151000,151306,151946,152136,152324,152535,152948,153105,153345,153810
49,MZ3956-3,142814,142953,143120,143204,143226,143320,143342,143436,143531,143701,143845,144017,144206,144300,144725,144947,145224,145344,145527,145933,150041,150148,150403,150523,150712,150756,151306,151628,151924,152513,152704,153032,153440,153826,153916,154126,154735
50,MX1197-3,144747,144852,145010,145042,145115,145148,145235,145322,145439,145705,145823,145933,150137,150256,150723,150840,151116,151255,151456,152008,152136,152230,152429,152642,152854,152927,153418,153726,154100,154457,154641,154931,155241,155545,155734,155945,160557
51,MX1084-3,,150902,151043,151200,151255,151400,151456,151539,151645,151913,152040,152230,152451,152619,152927,153054,153345,153609,153905,154256,154350,154521,154921,155022,155122,155154,155628,160023,160335,161243,161400,161552,161847,162146,162351,162540,163010
52,MZ3556-3,151804,151902,152029,152051,152113,152147,152230,152303,152335,152546,152642,152821,153043,153140,153451,153620,153854,154021,154211,154630,154814,154921,155154,155333,155501,155545,155958,160429,160729,161254,161436,161603,161917,162351,162552,162748,163237
53,MX1105-3,152208,152230,152335,152408,152429,152513,152546,,152737,152821,152916,,153309,153418,153652,153810,154048,154149,154350,154652,154801,154859,155111,155241,155416,155523,155945,160429,160651,161254,161411,161647,161858,162302,162424,162552,163226
54,MX1067-2,152535,153408,153546,153630,153714,153810,153854,153948,154048,154256,154403,154556,154814,155022,155344,155512,155756,155912,160117,160440,160629,160744,161009,161159,161411,161509,162025,162530,162926,163406,163533,163904,164054,164451,164617,164800,165438
55,MW5966-2,154508,154837,155022,155111,155154,155258,155322,155427,155512,155806,155922,160117,160313,160502,160830,160958,161254,161531,161730,162102,162251,162402,162619,162727,162905,162937,163434,164010,164322,165101,165238,165344,165607,170007,170129,170224,170720
56,MZ3734-3,160010,160237,160419,160513,160557,160701,160819,160903,161021,161243,161400,161541,161741,162014,162324,162508,162748,162926,163153,163703,163842,163936,164351,164545,164713,164749,165249,165701,165956,171153,171404,171605,171911,172324,172524,172756,173303
57,MX1213-0,160557,161531,161709,161803,161825,161917,161950,162047,162157,162435,162530,162705,162948,163215,163522,163606,163842,163947,164131,164418,164617,164736,164905,165050,165238,165311,165738,170119,170436,171743,171921,172157,172346,172818,172945,173208,173547
58,MZ3825-3,162146,162402,162530,162552,162619,162643,162705,162748,162840,163119,163248,163406,163544,163748,164054,164337,164607,164702,164905,165227,165311,165427,165544,165802,165908,165941,170414,170731,171648,172545,172756,173007,173208,173652,173809,173927,174211
59,MW5853-3,163215,163544,163726,163821,163842,163947,164021,164106,164142,164351,164523,164702,164905,165005,165333,165449,165712,165857,170035,170425,170520,170637,170753,170942,171142,171236,171721,172008,172607,173419,173631,173820,174043,174509,174637,174922,175853
60,MZ4228-3,164523,164556,164736,164822,164854,165005,165039,165111,165217,165427,165544,165701,165919,170057,170403,170626,170858,171025,171309,171754,171911,172019,172230,172430,172724,172818,173303,173652,173904,174720,175111,175216,175332,175650,175808,175853,180917
61,MZ3978-3,164749,165005,165122,165155,165300,165344,165405,165500,165555,165751,165857,170035,170235,170403,170742,170848,171109,171204,171448,171827,171932,172041,172241,172430,172745,172851,173409,173703,174011,174720,175111,175227,175343,175746,175926,180053,180337
62,MW3496-0,,165533,165650,165738,165751,165824,165930,170035,170057,170224,170330,170436,170615,170804,171047,171236,171331,171426,171637,172019,172113,172208,172440,172556,172818,172934,173452,173915,174105,174954,175310,175427,175746,180220,180348,180454,181246
63,MZ3559-3,165919,170140,170330,170425,170458,170531,170553,170658,170731,170858,170953,171131,171309,171448,171743,171838,172113,172219,172357,172640,172818,172934,173145,173347,173525,173620,174054,174329,174709,175617,175757,180031,180231,180727,180906,181106,181930
64,MZ3740-3,170447,170720,170837,171004,171036,171120,171153,171225,171320,171520,171637,171805,171944,172019,172502,172640,172923,173040,173219,173631,173820,173915,174211,174351,174509,174531,175016,175606,180253,180950,181246,181446,181726,182148,182400,182605,183020
65,MW5898-0,171036,171236,171353,171426,171448,171543,171616,171659,171732,171911,172041,172208,172451,172545,172901,173029,173303,173419,173557,173853,174032,174138,174351,174542,174720,174805,175249,175808,180315,180950,181329,181630,181908,182337,182554,182809,183912
66,MX1084-4,171721,171805,171911,172008,172102,172124,172219,172251,172335,172502,172556,172745,173018,173135,173430,173631,173853,173949,174054,174414,174509,174553,174731,174911,175100,175154,175650,180158,180621,181213,181435,181652,181941,182411,182638,182832,184022
67,MZ4072-4,172219,172430,172556,172629,172713,172745,172807,172851,172945,173113,173219,173409,173557,173737,174105,174235,174509,174637,174816,175216,175321,175427,175606,175819,180158,180220,180705,181139,181435,182103,182242,182444,182809,183203,183330,183440,183807
68,MX1197-4,173051,173714,173915,173949,174032,174105,174149,174351,174403,174604,174720,174922,175100,175249,175606,175819,180104,180231,180505,180855,181044,181150,181402,181619,181952,182027,182506,182926,183214,183935,184106,184247,184503,184741,184934,185129,185721
69,MZ3956-4,,,,,,,,,,,,,,,,173230,173503,173547,173726,174105,174211,174256,174435,174615,174742,174838,175332,175959,180548,181033,181257,181446,181908,182337,182422,182809,183236
70,MX1135-1,175016,180031,180158,180231,180304,180337,180359,180432,180505,180928,181033,181139,181351,181446,181801,182027,182323,182444,182638,183152,183319,183424,183613,183756,184309,184342,184901,185443,185635,190722,190853,191055,191254,191819,192003,192130,193117
71,MX1105-4,175701,180833,181022,181128,181224,,181351,181435,181457,181703,181813,181930,182051,182158,182542,182638,182915,183115,183258,183636,183818,183912,184129,184258,184727,184839,185323,185646,185936,191044,191329,191701,191941,192346,192542,192744,193528
72,MX1067-3,181340,183104,183247,183319,183341,183414,183440,183530,183625,183901,183958,184139,184309,184427,184755,184850,185118,185301,185539,190057,190241,190455,190722,191021,191240,191340,191832,192205,192845,193937,194104,194315,194505,194759,194926,195125,195547
73,MZ3556-4,181641,182027,182158,182231,182323,182422,182455,182530,182605,182821,182926,183104,183236,183403,183744,183840,184129,184203,184450,184934,185227,185443,185657,185910,190140,190228,190722,191128,191724,192636,192834,193106,193411,193854,194021,194304,194810
74,MW5966-3,184258,184353,184537,184632,184727,184806,184901,185012,185034,185238,185356,185528,185732,185910,190228,190420,190709,190832,191106,191746,191919,192003,192241,192506,192732,192823,193317,193832,194159,195652,195819,200125,200408,200714,200842,201158,201841
75,MZ4228-4,185227,185301,185443,185550,185614,185646,185709,185816,185859,190108,190217,190358,190553,190658,191021,191227,191518,191627,191832,192252,192453,192553,192759,192950,193222,193255,193810,194053,194600,200052,200219,200325,200641,200925,201052,201209,201852
