,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
10,MS5097-1,,082744,082839,083007,083112,083313,083357,083502,083557,083629,083757,083841,083913,084252,084632,084737,084821,084937,085010,085149,085221,085338,085538,085727,085822,090000,090107,090150,090257,090341,090425,090542,090615,090648,090805,091114,091232,091411,091516,091611,091655,091846,092003,092108,092331,092447,092732,092817,093018,093114,093158,093230,093642,093904,094116,094211,094306,094402,094542,094615,094720,094816,094943,095430,095703,095935,100125,100230,100303,100410,100516,100610,100716,100811,100916,101044
11,MW2780-1,,084442,084559,084821,085010,085317,085411,085505,085600,085655,085916,090012,090150,090458,090838,091007,091040,091210,091305,091432,091516,091729,091918,092130,092214,092342,092520,092615,092828,092923,093018,093209,093252,093325,093442,093821,093959,094127,094221,094350,094425,094553,094648,095049,095206,095346,095641,095808,095935,100041,100147,100230,100632,100811,101000,101106,101211,101306,101506,101602,101657,101753,101921,102438,102724,102958,103147,103336,103442,103622,103707,103848,103954,104122,104300,104406
12,MW3430-1,090107,092320,092615,092828,093007,093147,093241,093336,093442,093526,093642,093726,093915,094255,094720,094911,094954,095100,095155,095335,095408,095608,095808,100019,100052,100303,100443,100538,100749,100832,100905,101022,101117,101149,101306,101602,101804,101921,102027,102216,102259,102502,102618,102746,103041,103209,103526,103656,103730,103954,104111,104155,104638,104912,105112,105230,105358,105526,105715,105833,105949,110033,110222,110827,111144,111428,111545,111714,111906,112024,112151,112319,112436,112625,112805,112932
13,MS2259-1,,090403,090542,090648,090743,090945,091114,091243,091316,091400,091505,091611,,092014,092342,092520,092615,092744,,093018,093040,093230,093336,093547,093642,,093937,094010,094149,094244,094306,094425,094458,094520,094615,094911,094954,095206,095251,095408,095452,095630,095757,100230,,,100800,100916,101055,101200,101244,101316,,101932,102110,102216,102321,102438,,102640,102735,102902,,103431,103753,104038,104049,104355,104605,104700,,,,,105241,105347
14,MW2856-1,,094244,094402,094520,094754,094954,095100,095217,095357,095441,095546,095641,095746,100136,100516,100632,100705,100811,100854,101055,101128,101422,101624,101837,101910,102121,102237,102332,102502,102556,102629,102724,102746,102808,102924,103253,103442,103634,103717,103859,103932,104122,104300,104722,104850,105101,105442,105621,105737,110011,110106,110201,110636,110911,111111,111216,111344,111501,111630,111758,111949,112045,112213,112658,113005,113250,113428,113650,113839,113934,114124,114314,114503,114714,114820,114948
15,MW5645-0,095217,101837,102037,102205,102438,102808,102851,102947,103041,103136,103253,103358,103537,103921,104322,104500,104533,104649,104733,104912,105006,105156,105409,105610,105642,105833,105949,110044,110201,110308,110341,110435,110508,110552,110709,111038,111249,111501,111556,111736,111811,112012,112118,112425,112658,112827,113133,113228,113323,113534,113639,113723,114218,114430,114620,114725,114842,115010,115126,115254,115422,115527,115655,120159,120509,120816,120922,121039,121156,121325,121420,121620,121726,122000,122222,122350
16,MW3053-1,,100347,100527,100716,101022,101200,101255,101327,101613,101646,101837,101921,102121,102535,102947,103114,103147,103253,103358,103537,103622,103815,104016,104217,104249,104449,104554,104627,104901,104955,105112,105208,105252,105358,105515,105833,105949,110117,110222,110341,110414,110625,110731,110922,111133,111249,111523,111619,111811,112045,112140,112224,112625,112848,113100,113133,113250,113406,113545,113650,113756,113839,114007,114503,114747,115148,115305,115422,115538,115707,115803,120030,120159,120425,120520,120626
17,MW2390-2,,103622,103932,104144,104417,104638,104901,105017,105241,105325,105548,105653,105800,110233,110636,110816,110900,111016,111111,111227,111249,111439,111641,111854,111949,112202,112319,112425,112615,112647,112720,112848,112910,112943,113100,113417,113607,113817,113934,114124,114207,114441,114547,114831,114948,115137,115411,115517,115549,115814,115942,120019,120604,121017,121156,121347,121526,121620,121748,121843,122011,122116,122256,122816,123111,123252,123431,123536,123654,123822,124014,124130,124258,124416,124545,124701
18,MW3496-2,,105358,105642,105855,110244,110658,110922,111206,111355,111501,111725,111811,112000,112414,112827,112932,113016,113133,113217,113333,113417,113607,113807,114018,114051,114241,114336,114441,114642,114725,114758,114926,115020,115137,115243,115611,115752,115930,120103,120245,120307,120520,120626,120933,121134,121252,121653,121759,121938,122105,122211,122256,122816,123038,123230,123336,123504,123610,123749,123854,124014,124120,124236,124756,125104,125402,125553,125637,125819,130043,130223,130351,130542,130659,130902,131029
19,MS5097-2,,111501,111725,111938,112045,112341,112603,112731,113026,113144,113301,113355,113534,113945,114336,114430,114525,114642,114736,114915,114959,115210,115422,115655,115752,115956,120103,120211,120339,120414,120447,120626,120637,120710,120827,121145,121420,121558,121715,121843,121916,122149,,122603,122753,122933,123241,123358,123453,123716,123832,123905,124331,124556,124756,124903,125020,125126,125318,125402,125457,125553,125733,130234,130553,130755,130851,131018,131218,131431,131526,131647,131850,132051,132252,132431
20,MW2780-2,,113217,113355,113639,113839,114102,114336,114441,114809,114948,115148,115338,115538,120008,120350,120520,120604,120721,120816,120944,121039,121230,121420,121715,121810,121949,122222,122306,122424,122508,122552,122646,122731,122911,123005,123336,123525,123749,123916,124047,124120,124309,124416,124701,124936,125042,125424,125519,125710,125936,130054,130138,130553,130807,130945,131051,131157,131304,131453,131614,131743,131850,132029,132549,133035,133511,133713,133841,133959,134126,134246,134425,134616,134819,135008,135220
21,MS2259-2,115031,115148,,115549,115814,115930,120008,120414,120509,120553,120732,120838,121420,121810,122138,122306,122339,122530,122624,,,,123218,123420,123442,123632,123800,123843,124047,124141,124236,124342,124427,124449,124556,124925,125446,,,125710,125808,125958,130054,130531,,,131146,131304,131409,131636,131732,131806,132230,132420,132559,132705,132844,,,133226,133344,133501,133556,134043,134352,134903,135030,135135,135304,135431,,135737,135938,140043,140236,140510
22,MW3430-2,120436,121050,121230,121620,121737,122105,122350,122624,123049,123133,123336,123504,123621,124236,124639,124756,124830,124936,125020,125211,125256,125457,125744,125936,130010,130150,130307,130351,130659,130733,130829,130945,131029,131102,131231,131526,131636,131806,132007,132157,132241,132549,132643,133311,133556,133819,134054,134222,134352,134459,134605,134638,135157,135504,135632,135748,135905,135959,140131,140214,140320,140415,140554,141030,141347,141726,141916,142044,142339,142520,142615,142754,142911,143144,143303,143442
23,MW2856-2,,123336,123504,123654,124036,124500,124618,124723,124947,125126,125318,125435,125604,125958,130403,130520,130615,130743,130840,131007,131051,131242,131442,131721,131828,132018,132124,132219,132431,132537,132654,132833,132928,133046,133226,133556,133819,134054,134222,134403,134437,,,,135358,135515,135759,135905,140032,140309,140415,140500,140946,141147,141347,141536,141653,141748,141937,142034,142201,142256,142436,142911,143242,143610,143704,143843,144034,144212,144426,144554,144755,145051,145241,145409
24,MW5645-1,,125457,125659,125903,130032,130340,130436,130604,130807,130945,131208,131347,131504,131923,132336,132453,132526,132654,132727,133002,133035,133226,133450,133651,133724,133903,134032,134115,134257,134341,134437,134543,134616,134746,134852,135135,135231,135348,135504,135654,135916,140131,140236,140627,140829,140946,141303,141431,141547,141821,141927,142011,142414,142710,142849,143006,143144,143242,143420,143515,143654,143726,143854,144426,144744,145051,145146,145337,145431,145613,145815,150040,150146,150422,150539,150742
25,MW2390-3,130912,131304,131431,131625,131754,132135,132219,132336,132526,132727,133013,133130,133203,133808,134319,134532,134627,134819,134903,135041,135135,135410,135632,135843,135916,140108,140247,140353,140521,140627,140721,140807,140851,140946,141136,141504,141653,141843,141937,142117,142458,142911,143039,143347,143621,143843,144234,144351,144532,144806,144944,145028,145636,145901,150123,150326,150455,150612,150848,151006,151122,151242,151433,152036,152902,153558,153716,154000,154201,154509,154648,154925,155104,155307,155446,155637
26,MW3496-3,133057,133333,133450,133745,133914,134137,134437,134532,134746,134936,135157,135315,135337,135748,140152,140309,140331,140426,140510,140648,140733,141008,141231,141431,141515,141642,141843,141937,142139,142212,142339,142436,142520,142647,142805,143101,143217,143336,143504,143704,144055,144340,144448,144722,144850,145006,145252,145420,145636,145901,150007,150102,150601,150910,151133,151304,151444,151600,151811,151918,152036,152142,152332,152851,153632,154117,154234,154520,154648,154914,155042,155329,155510,155648,155743,155901
27,MS5097-3,134756,135621,140032,140247,140500,140829,141008,141325,141526,141715,141927,142117,142256,142754,143217,143431,143526,143704,143843,144000,144055,144256,144500,144722,144817,144944,145124,145157,145347,145453,145657,145815,145912,150018,150157,150528,150718,150910,151050,151400,151622,151856,152003,152639,152829,152923,153303,153408,153558,153811,153927,154033,154615,154852,155042,155159,155318,155458,155626,155721,155816,155912,160018,160549,161124,161719,161837,162015,162131,162355,162512,162640,162745,162935,163126,163305
28,MW2780-3,140946,141303,141526,141748,142000,142223,142458,142710,143122,143325,143537,143737,143938,144329,144755,144955,145028,145134,145230,145420,145515,145709,145912,150102,150157,150326,150444,150550,150816,150848,151017,151133,151208,151326,151527,151856,152014,152142,152332,152818,153123,153357,153515,153833,154044,154255,154648,154808,154903,155126,155340,155424,155912,160112,160253,160421,160516,160622,160805,160922,161051,161146,161315,161752,162215,162819,162946,163137,163305,163455,163614,163754,163900,164006,164155,164327
29,MS2259-3,,143336,143431,143559,174411,144128,144437,144543,175206,144955,145219,175631,145515,150029,150433,150612,150742,150910,180947,181148,151315,151611,151811,152025,152120,152310,152522,152617,152840,153007,153252,153408,153452,153621,153800,154106,154255,154542,154710,155233,155351,155626,155754,185133,185337,160516,160849,160955,161124,161359,161527,161635,162226,162523,162702,162851,163008,163137,163327,192340,163603,163636,163816,164316,164655,165141,165247,165520,165828,165956,170125,,195009,171007,171040,195458
30,MW3430-3,,,145945,150253,150707,151050,151304,151444,151739,152014,152142,152343,152511,152912,153515,153716,153822,153938,154033,154234,154329,154615,154830,155104,155126,155340,155458,155531,155710,155805,155901,160123,160207,160337,160516,160849,161007,161146,161315,161920,162226,162523,162702,163030,163305,163433,163731,163849,164111,164349,164517,164601,165141,165353,165605,165734,165901,170019,170158,170255,170402,170457,170636,171157,171528,171744,171935,172125,172242,172444,172611,172803,172908,173215,173416,173533
31,MW2856-3,151326,151549,151717,152014,152226,152522,152650,152818,153040,153156,153357,153547,153738,154245,155137,155256,155340,155520,155604,155743,155827,160028,160304,160505,160527,160805,160934,161018,161209,161253,161410,161624,161657,161741,161909,162248,162427,162651,162829,163316,163658,163911,164027,164155,164338,164400,164802,164919,165046,165309,165510,165542,170114,170413,170552,170721,170838,170956,171124,171242,171348,171444,171615,172125,172444,172706,172836,172941,173121,173416,173522,173702,173819,174032,174232,174433
32,MW3053-2,,153716,153949,154255,154553,154903,155126,155233,155435,155626,155901,155956,160134,160516,161124,161315,161337,161454,161624,161804,161909,162131,162344,162534,162556,162756,162935,163041,163232,163339,163455,163709,163805,163911,164027,164444,164612,164941,165141,165627,170030,170402,170519,171146,171444,171550,171902,172008,172220,172506,172633,172717,173238,173522,173724,173830,173936,174054,174232,174338,174455,174528,174709,175155,175440,175717,175835,180015,180227,180439,180545,180735,180926,181148,181256,181435
33,MW5645-2,,155805,155923,160348,160922,161157,161231,161454,161730,161848,162110,162215,162311,162712,163137,163411,163506,163658,163816,164006,164049,164433,164644,164857,164930,165119,165247,165404,165638,165723,165806,165934,170019,170158,170317,170603,170732,170849,171018,171411,171626,171851,171957,172136,172315,172455,172750,172858,173026,173310,173500,173544,174021,174243,174444,174539,174645,174753,174921,175027,175155,175250,175429,175931,180227,180534,180651,180758,181053,181424,181614,181743,181911,182219,182304,182433
34,MW2390-4,,161741,162004,162215,162439,162629,162840,163126,163444,163550,163742,163827,164006,164349,164739,164919,165003,165141,165236,165404,165437,165638,165850,170114,170147,170328,170457,170541,170805,170900,171007,171157,171253,171422,171615,171957,172103,172359,172506,172644,172952,173215,173321,173640,173841,174021,174422,174601,174645,174932,175111,175206,175717,175931,180059,180205,180311,180439,180556,180651,180809,180842,181020,181541,181922,182337,182539,182644,182825,182954,183133,183311,183428,183746,183841,183958
35,MW3496-4,163316,163539,163731,163954,164155,164422,164528,164644,164802,164919,165108,165203,165320,165734,170125,170244,170306,170435,170541,170710,170805,170956,171146,171337,171411,171550,171710,171806,171924,172019,172114,172209,172231,172422,172517,172803,172941,173059,173215,173321,173449,173808,173936,174338,174455,174645,174943,175049,175228,175502,175620,175653,180205,180428,180640,180746,180853,181009,181148,181233,181340,181413,181508,182029,182337,182550,182707,182814,182954,183143,183249,183417,183522,183757,183852,184021
36,MS5097-4,,165649,165839,170103,170328,170636,170710,171029,171304,171433,171648,171935,172103,172444,172930,173048,173143,173310,173354,173544,173640,173841,174116,174444,174517,174612,174753,174848,175038,175122,175206,175345,175440,175502,175609,175920,180205,180428,180501,180640,180702,180915,181020,181402,181603,181743,182146,182315,182433,182707,182848,182954,183406,183555,183746,183852,184021,184127,184317,184446,184541,184658,184804,185303,185706,185856,190035,190203,190354,190511,190616,190734,190851,191041,191242,191410
37,MW2780-4,,171637,171733,171924,172041,172304,172517,172644,172847,172941,173132,173259,173321,173702,174054,174232,174254,174433,174528,174656,174742,175016,175312,175513,175546,175717,175846,175942,180143,180216,180300,180355,180428,180511,180640,180947,181115,181340,181435,181541,181636,181838,181933,182337,182506,182634,182954,183059,183227,183511,183651,183735,184159,184424,184552,184731,184826,185016,185122,185207,185315,185359,185516,190035,190321,190543,190734,190913,191019,191209,191315,191421,191515,191610,191715,191832
38,MW3430-4,,175631,175835,180015,180121,180333,180545,180713,181031,181137,181424,181508,181658,182102,182455,182644,182751,182921,182954,183205,183300,183501,183735,183936,184010,184148,184328,184435,184647,184742,184837,184954,185016,185100,185218,185548,185739,185951,190035,190153,190236,190416,190511,190840,191052,191242,191548,191704,191821,192138,192245,192340,192839,193104,193243,193350,193455,193614,193804,193910,194005,194111,194216,194712,195052,195352,195520,195701,195830,200021,200137,200254,200338,200600,200834,200950
39,MW2856-4,,181647,181816,182040,182242,182634,182717,182825,183016,183110,183322,183406,183544,183936,184350,184541,184625,184804,184910,185100,185155,185421,185655,185918,190002,190215,190332,190438,190722,190818,190913,191147,191242,191421,191548,191937,192043,192256,192414,192531,192615,192839,192946,193148,193401,193539,193826,193932,194027,194300,194451,194534,195052,195308,195447,195616,195723,195830,195958,200105,200221,200305,200454,200929,201214,201414,201541,201721,201839,201944,202051,202219,202316,202520,202615,202742
40,MW5645-3,183757,183925,184148,184328,184435,184636,184837,185005,185133,185241,185537,185633,185739,190142,190543,190734,190818,190946,191030,191220,191253,191515,191737,191948,192032,192234,192351,192436,192626,192721,192817,192946,193020,193053,193159,193550,193647,193826,193921,194038,194122,194249,194355,194607,194745,194841,195210,195308,195425,195531,195723,195808,200243,200444,200622,200716,200834,200950,201118,201151,201330,201425,201541,202113,202436,202626,202816,202933,203051,,,,,203918,204002,204142
41,MW3053-3,,190405,190605,190807,191019,191253,191454,191559,191704,191810,191959,192105,192245,192637,193031,193232,193254,193411,193528,193719,193826,194027,194216,194418,194513,194651,194829,194947,195210,195256,195403,195553,195639,195819,195925,200243,200454,200655,200801,200907,201002,201140,201308,201732,201912,202007,202339,202447,202520,202753,202900,202944,203410,203706,203907,204047,204214,204320,204459,204554,204732,204827,205006,205535,205937,210201,210329,210424,210541,210709,210826,210942,211109,211310,211509,211629
42,MW2390-5,,192351,192531,192743,193137,193306,193411,193506,193636,193731,193859,194005,194122,194513,194914,195052,195136,195245,195330,195458,195605,195841,200054,200316,200400,200549,200706,200750,200907,200950,201034,201151,201225,201352,201509,201805,201956,202146,202242,202350,202425,202604,202710,203051,203231,203349,203655,203812,204002,204247,204426,204510,205006,205250,205440,205546,205714,205831,210011,210044,210201,210234,210402,211015,211342,211618,211745,211851,212018,212135,212304,212421,212526,212715,212916,213022
43,MW3496-5,,194629,194829,195019,195114,195341,195436,195531,195639,195757,195903,195946,200116,200433,200834,200950,201023,201129,201225,201352,201447,201625,201816,202007,202051,202219,202339,202436,202626,202710,202742,202849,202944,203040,203146,203516,203622,203739,203845,203940,204002,204225,204320,204732,204933,205017,205301,205407,205513,205736,205820,205854,210318,210530,210709,210815,210921,211004,211120,211215,211320,211415,211521,212018,212431,212715,212854,213011,213202,213414,213520,213626,213732,213849,214017,214144
44,MS5097-5,,200801,200845,201012,201045,201330,201414,201509,201614,201732,201901,201956,202135,202520,202900,203029,203102,203208,203242,203454,203549,203801,204036,204258,204320,204415,204532,204616,204849,204922,205017,205111,205206,205301,205418,205714,205915,210055,210223,210318,210351,210446,210552,210720,210942,211048,211342,211426,211544,211756,211935,212029,212431,212643,212811,212916,213022,213106,213235,213330,213425,213509,213615,214100,214438,214756,214947,215053,215231,215421,215515,215610,215716,215916,220000,220116
45,MW2780-5,,203316,203516,203739,203940,204225,204320,204415,204543,204648,204816,205006,205144,205546,210022,210223,210307,210446,210604,210742,210826,211026,211248,211521,211607,211756,212040,212135,212326,212421,212504,212621,212715,212832,213011,213403,213626,213743,213849,214028,214100,214300,214417,214829,215053,215158,215548,215716,215832,220106,220222,220317,220850,221134,221419,221546,221746,221913,222053,222149,222328,222414,222552,223204,223547,223821,223949,224138,224254,224410,224516,224643,224811,225033,225149,225423
46,MW3430-5,205736,205843,210044,210307,210424,210742,210921,211026,211142,211320,211437,211607,211756,212135,212548,212748,212832,213011,213055,213309,213403,213552,213805,214017,214049,214216,214322,214405,214606,214650,214723,214840,214924,215008,215125,215421,215621,215810,215916,220022,220106,220211,220306,220646,220806,220850,221207,221335,221524,221746,221841,221935,222458,222731,222910,223037,223142,223300,223406,223514,223621,223654,223843,224410,224727,224917,225106,225200,225317,225434,225539,225646,225753,230017,230206,230312
47,MW3053-4,,212632,212832,213011,213117,213353,213542,213626,213754,213922,214049,214205,214405,214756,215209,215359,215453,215621,215705,215832,215916,220127,220339,220540,220613,220806,220944,221050,221229,221335,221419,221502,221546,221702,221841,222210,222307,222541,222709,222815,222859,223004,223110,223525,223738,223832,224105,224210,224316,224421,224600,224654,225106,225328,225518,225602,225708,225815,225954,230028,230144,230228,230344,230829,231135,231410,231537,231707,231753,231922,232016,232111,232228,232546,232713,232841
48,MW2390-6,214701,214756,214935,215136,215253,215515,215643,215854,220000,220106,220245,220413,220540,220944,221346,221502,221546,221713,221757,221935,222020,222234,222436,222647,222720,222848,223015,223121,223248,223322,223406,223525,223610,223738,223905,224221,224443,224716,224811,224939,225011,225127,225234,225646,225815,225921,230250,230406,230544,230806,230946,231030,231527,231804,232005,232122,232228,232334,232502,232557,232702,232756,232936,,,,,,,,,,,,,
49,MW3496-6,,221324,221524,221724,221819,222126,222350,222508,222625,222815,222954,223121,223215,223536,223938,224054,224127,224243,224338,224454,224549,224716,224950,225138,225211,225350,225456,225550,225708,225753,225826,225943,230017,230049,230155,230428,230544,230744,230840,230957,231030,231135,231242,231731,231859,232049,232301,232418,232607,232713,232841,232925,,,,,,,,,,,,,,,,,,,,,,,,
50,MS5097-6,,,224505,224705,224800,224950,225022,225117,225222,225317,225507,225550,225624,225943,230322,230439,230523,230617,230700,230829,230913,231103,231315,231516,231548,,231753,231848,232016,232049,232133,232217,232301,232418,232535,232852,232936,233103,233208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
