,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,AA7536-0,,,,,,,,,070108,070425,070541,071814,,072257,072402,072435,,072931
1,MW4229-0,,070108,070341,070552,070657,070803,070952,071057,071140,071636,071803,072942,073405,073731,073909,074036,074153,074646
2,AA7566-0,070919,071246,071519,071647,071752,071836,072014,072119,072152,072707,072858,074120,074403,074708,074814,074929,075024,075507
3,MW4503-0,,072246,072602,072750,072847,072942,073036,073119,073215,073626,073837,075118,075518,075741,075857,080003,080058,080756
4,MW4705-0,073141,073309,073648,073837,074015,074058,074225,074319,074403,074951,075340,080533,080851,081241,081357,081524,081629,082356
5,AA6952-0,073909,074142,074530,074635,074803,074846,074940,075107,075140,,080203,081313,,,082007,082051,082145,082640
6,AA69-59-0,074751,075118,075614,075824,075940,080036,080130,080247,080331,080851,081208,082334,082545,,,,,
7,AA74-39-0,075741,080130,080605,080818,080935,081029,081146,081251,081335,082029,082229,,,,,,,
8,MW4781-0,080616,,081157,081440,081546,081651,081840,081957,082040,082545,082817,,,,,,,
9,AA7032-0,082040,082312,082640,,,,,,,,,,,,,,,
10,MW4825-0,082650,,,,,,,,,,,,,,,,,
