,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,070109,070134,070255,070328
1,MX4383-0,,,,,,,,,,,,,,,,,,,,,,,070109,070233,070339,070457,070541
2,AA7699-0,,,,,,,,,,,070109,070328,070508,070613,070708,070814,070930,071025,071119,071235,071403,071804,071931,072120,072248,072353,072449
3,MS1935-0,,,,,,,,,,070109,070211,070741,070836,071035,071119,071141,071330,071414,071446,071614,071804,072120,072342,072511,072605,072721,072815
4,MX4365-0,,,,,,,,,,070109,070211,070825,070919,071025,071130,071202,071403,071435,071508,071625,071731,072037,072226,072416,072511,072605,072659
5,MS5234-0,,,,070109,070122,070402,070446,070624,070814,071014,071224,071742,071909,071942,072059,072153,072320,072500,072543,072627,072804,073142,073353,073604,073648,073732,073837
6,MX3783-0,070109,070317,070530,070708,070741,071003,071202,071257,071457,071636,071837,072353,072449,072554,072710,072815,072931,073047,073131,073247,073415,073721,073932,074133,074323,074439,074522
7,AA7539-0,070233,,070941,071025,071057,071246,071403,071446,071709,071837,072048,072543,072638,072753,072920,072952,073109,073258,073342,073437,073543,073921,074050,074239,074344,074501,074544
8,MW3291-0,071319,,071815,071931,072059,072320,072511,072627,072826,073047,073320,073910,074028,074156,074323,074417,074555,074755,074828,074923,075101,075453,075600,075822,075927,080055,080150
9,AA7749-0,073047,073426,073615,,073837,074156,074301,074406,074555,074806,,075527,075633,075800,075855,,080224,080351,080424,080457,080634,081013,,,081529,081658,081752
10,MX4598-0,,,,,,,,,,073910,074122,074606,074711,074817,074955,075039,075221,075348,075505,075622,075750,080117,080245,,080645,080835,080951
11,AA7931-0,073943,074817,075144,075304,075337,075644,075822,080044,080245,080413,080613,081140,081247,081352,081519,081614,081730,081940,082025,082120,082246,082615,082816,083028,083122,083250,083345
