,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MW2856-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070203,070319,070414,070446,070552,070614,070635,070741,071059,071215,071353,071520,071626,071720
1,MW3053-0,,,,,,,,,,,,,,070107,070225,070403,070435,070541,070646,070814,070858,071048,071259,071509,071615,071709,071825,071952,072036,072235,072308,072351,072448,072542,072658,072814,073214,073340,073529,073635,073730,073803
2,MS1935-0,070107,072036,072340,072542,072803,073129,073257,073340,073550,073614,073803,073847,073930,074247,074626,074815,074910,,,075238,075321,075605,075753,080004,080047,080131,080235,080351,080457,080646,080751,080846,080941,081036,081058,081215,081521,081641,081924,082040,082156,082251
3,MR8026-0,,070130,070352,070530,070803,071059,071226,071332,071459,071553,071720,071825,072025,072351,072741,072930,073024,073140,073214,073351,073445,073646,073930,074141,074258,074342,074458,074626,074731,074953,075048,075142,075216,075249,075416,075553,075858,080004,080131,080235,080341,080424
4,MR8462-0,,073814,074203,074437,074659,075142,075405,075521,075648,075743,080109,080141,080341,080657,081036,081152,081258,081438,081543,081757,081840,082051,082417,082639,082744,082828,082944,083133,083238,083437,083553,083720,083753,083815,083848,083953,084247,084426,084625,084731,084836,084930
5,MS2365-0,,080014,080435,081309,081702,082113,082312,082440,082723,082828,082955,083101,083249,083731,084131,084404,084448,084625,084742,084930,085025,085308,090541,090837,091004,091058,091226,091403,091458,091741,091857,092047,092204,092237,092310,092440,092830,092946,093240,093345,093501,093544
6,MW2390-0,,082051,082334,082628,083006,083405,083637,083815,084015,084058,084309,084448,084636,085003,085341,085456,085540,085657,085740,090014,090047,090530,091015,091226,091331,091414,091520,091708,091803,091941,092036,092215,092343,092406,092429,092546,092841,092946,093123,093207,093250,093334
7,MW2856-1,084026,084225,084459,084658,084930,085330,085624,085718,090120,090214,090414,090458,090614,090931,091320,091425,091530,091646,091730,091846,091930,092120,092343,092546,092630,092713,092819,093018,093123,093250,093345,093501,093522,093606,093627,093743,094121,094320,094554,094659,094742,094816
8,MW3053-1,090257,090920,091237,091530,091752,092142,092429,092630,092852,092946,093145,093229,093301,093627,094016,094153,094226,094352,094448,094637,094721,094848,095120,095331,095426,095520,095614,095730,095814,100025,100120,100153,100320,100353,100415,100542,100858,101003,101246,101350,101445,101540
9,MR8026-1,091730,092502,092852,093102,093450,093837,094059,094320,,094732,094943,095048,095131,095458,095930,100109,100153,100320,100415,100604,100659,100836,101057,101329,101413,101518,101658,101826,101859,102110,102153,102258,102403,102436,102614,102740,103037,103204,103426,103520,103636,103731
10,MS1935-1,094554,101025,101456,101731,101953,102436,102552,102848,103321,103426,103626,,,104129,104506,104706,104800,105021,,105244,105327,105505,105655,105917,110013,110129,110257,,,110635,110718,110813,110919,111014,111058,111247,111614,111730,111919,112108,112236,112308
11,MS2259-0,,095131,095531,095752,100214,100709,100731,,,101529,,,101942,102320,102657,102815,102931,103015,103153,103249,103343,103531,103814,104035,104151,104234,104350,104528,104622,104905,104948,105032,105200,105222,105316,105433,105738,105939,,110151,110308,110341
12,MS2365-1,,103426,103658,104035,104339,104655,105127,105716,110235,110341,110541,110656,110803,111214,111636,111814,111857,112047,112152,112341,112436,112711,112946,113156,113251,113345,113501,113849,113932,114120,114214,114257,114416,114448,114521,114658,115015,115154,115416,115521,115648,115720
13,MR8462-1,,105600,105811,110140,110635,112119,112509,112913,113240,113417,113544,113733,113921,114246,114647,114804,114847,115026,115121,115238,115333,115626,115858,120119,120203,120308,120425,120635,120708,120930,121014,121058,121214,121247,121330,121436,121752,121919,122057,122203,122309,122403
14,MW2390-1,,112225,112403,112627,112829,113755,114352,114847,115216,115322,115459,115605,115753,120119,120457,120719,120803,120858,121003,121152,121236,121530,121752,122014,122046,122130,122236,122414,122458,122616,122721,122754,122923,122945,123007,123123,123502,123631,123821,123926,124042,124137
15,MW2856-2,,114341,114626,114909,115216,115920,120130,120530,120941,121036,121204,121352,121541,121857,122236,122403,122458,122627,122711,122828,122934,123217,123439,123715,123810,123904,124010,124053,124137,124303,124411,124455,124601,124633,124706,124825,125141,125413,125636,125741,125908,125930
16,MW3053-2,120341,120508,120719,120941,121152,121803,122309,122806,123134,123239,123428,123610,123759,124126,124506,124633,124717,124857,124952,125141,125235,125507,125719,125919,130024,130108,130202,130339,130426,130615,130826,131004,131152,131236,131257,131403,131752,132014,132203,132308,132436,132509
17,MR8026-2,,122627,122912,123156,123535,123831,124411,124814,125330,125446,125719,125814,125941,130350,130732,130847,130942,131131,131225,131509,131614,131908,132057,132330,132425,132509,132614,132804,132858,133025,133120,133236,133424,133435,133508,133636,134025,134202,134414,134541,134647,134720
18,MS2259-1,,124802,125046,125330,125647,130013,130426,130920,,131436,131625,131730,131919,132247,132647,132826,132942,,,133330,133424,133636,133857,134130,134224,134308,134509,134614,134709,134836,135003,135120,135258,135331,135519,135636,135952,140153,140418,140502,140557,140642
19,MS1935-2,,131109,131519,131720,132036,132447,132931,133540,133951,134035,134257,134447,134658,135014,135353,135541,135647,135825,135908,140059,140153,140418,140630,140914,141019,141114,141230,141408,141451,141629,141734,141829,141935,142019,142125,142242,142609,142746,142945,143050,143207,143251
20,MR8462-2,134224,134402,134847,135047,135457,140003,140343,140715,141157,141241,141357,141451,141640,142008,142420,142619,142725,142851,143028,143155,143251,143522,143816,144036,144130,144225,144341,144541,144636,144814,144919,145118,145236,145320,145404,145520,145837,150119,150436,150538,150655,150738
21,MW2390-2,,135719,140026,140153,140354,140758,141346,141734,142114,142209,142304,142358,142525,142913,143251,143407,143501,143638,143743,143910,144004,144225,144541,144741,144825,144908,145006,145203,145258,145404,145448,145711,145826,145850,145914,150057,150414,150622,150800,150906,151029,151051
22,MW2856-3,141230,141840,142231,142619,142913,143356,143953,144509,144825,144955,145150,145258,145353,145754,150214,150352,150527,150633,150800,151019,151135,151418,151708,151931,152036,152130,152236,152436,152541,152723,152831,153031,153202,153246,153413,153529,153835,154014,154226,154335,154430,154524
23,MW3053-3,143920,144803,145118,145404,145711,150141,150527,150906,151346,151447,151603,151657,151858,152247,152657,152820,152925,153115,153213,153413,153456,153719,153930,154153,154252,154335,154503,154641,154735,154946,155051,155156,155240,155324,155447,155648,160025,160218,160414,160509,160613,160646
24,MS2365-2,,150119,150403,150706,151019,151356,151825,152309,152646,152734,152936,153052,153202,153551,153952,154204,154252,154419,154554,154757,154903,155207,155424,155638,155721,155816,155941,160036,160119,160306,160425,160549,160718,160803,160935,161041,161419,161608,161827,161934,162035,162119
25,MR8026-3,151517,151730,152025,152258,152541,153246,153604,154047,154441,154538,154724,154830,155019,155410,155754,155917,160025,160203,160306,160509,160613,160803,161041,161252,161325,161419,161524,161631,161704,161816,161921,162035,162213,162246,162319,162428,162754,162943,163121,163249,163405,163438
26,MS2259-2,152530,153340,153541,153803,154036,154652,155218,155638,155941,160036,160242,160339,160533,160859,161303,161452,161608,,161827,161946,162057,162329,162549,162805,162859,162953,163133,163238,163311,163438,163528,163624,163734,163810,163926,,164347,164637,164659,164804,164859,164943
27,MS1935-3,155941,160242,160613,161031,161441,,162308,162656,163121,163202,163539,163657,163915,164336,164815,164954,165100,165308,165402,165606,165701,165955,170249,170511,170605,170650,170818,170956,171029,171207,171302,171407,171551,171624,171646,171812,172204,172315,172510,172708,172804,172847
28,MX1526-0,160846,161052,161336,161704,162057,162505,162848,163300,163757,163947,164119,164213,164336,164710,165038,165214,165257,165413,165521,165733,165955,,,170745,170901,170956,171124,171302,171346,171538,171635,171708,171751,171834,171856,172026,172343,172532,172847,172953,173059,173132
29,MR8462-3,162035,162141,162656,163624,164034,164431,164815,165125,165435,165639,165850,170006,170111,170438,170829,171007,171102,171251,171356,171551,171635,171953,172331,172554,172638,172719,172825,173004,173110,173237,173321,173437,173553,173626,173658,173836,174203,174356,174545,174650,174756,174829
30,MW2780-0,162516,163746,164455,165319,165733,170049,170511,171051,171335,171451,171657,171802,171953,172405,172815,172953,173048,173215,173332,173520,173615,173847,174203,174440,174534,174639,174756,174948,175056,175257,175357,175442,175558,175643,175823,175949,180422,180543,180905,181011,181149,181251
31,MW2390-3,164553,165617,165922,170333,170818,171229,171551,171856,172225,172315,172521,172615,172731,173037,173448,173709,173742,173942,174036,174238,174356,174607,174901,175056,175150,175224,175318,175526,175610,175726,175812,175917,180000,180044,180211,180328,180723,180839,181022,181127,181226,181303
32,MW2856-4,,172554,172825,173205,173847,174131,174346,174712,175045,175202,175409,175537,175622,180022,180532,180723,180828,181022,181138,181326,181504,181820,182230,182502,182556,182650,182745,182923,183017,183155,183323,183417,183555,183650,183818,183946,184336,184504,,184810,184915,184959
33,MW3053-4,,174418,174712,174924,175442,175855,180000,180149,180637,180734,180950,181106,181226,181631,182136,182313,182418,182618,182734,182945,183039,183301,183511,183734,183829,183924,184020,184147,184242,184504,184558,184726,184810,184854,185021,185204,185557,185703,185915,190014,190119,190203
34,MS2365-3,,175749,180000,180422,181000,181326,181431,181842,182313,182440,182712,182840,182956,183428,184020,184231,184325,184453,184653,184821,184915,185142,185428,185641,185725,185808,185904,190003,190047,190225,190340,190436,190552,190636,190722,190837,191141,191320,191613,191723,191850,191940
35,MR8026-4,,184125,184558,184915,185204,185757,190036,,190827,190952,191203,191334,191516,191913,192416,192522,192605,192733,192816,193017,193155,193408,193725,193936,194021,194115,194221,194338,194422,194632,194738,194821,194947,195042,195220,195358,195708,195813,200036,200130,200246,200330
36,MS2259-3,,,,,,,,,,,,,,,,,,,,,,,,,,,190711,190837,190930,191119,191225,191409,191559,191650,191723,191850,192248,192427,,192827,192955,193028
37,MX1526-1,,191236,191454,191712,191924,192204,192532,192816,193155,193357,193652,193735,193914,194242,194632,194810,194853,194958,195126,195315,195358,195657,195929,200152,200257,200341,200458,200552,200749,200845,201001,201045,201152,201249,201405,201543,201926,202043,202339,202401,202518,202551
38,MX1260-0,,192204,192616,192933,193208,193735,194148,194338,194715,194904,195126,195304,195420,195802,200152,200341,200436,200541,200637,200845,200929,201128,201332,201554,201637,201659,201816,201926,201959,202233,202305,202350,202518,202612,202707,202835,203140,203332,203522,203640,203818,203901
39,MR8462-4,,200024,200214,200425,200637,201001,201128,201249,201521,201616,201826,201959,202138,202456,202857,203024,203107,203225,203310,203437,203522,203734,203934,204147,204220,204303,204347,204516,204559,204715,204748,204820,204914,204946,205009,205114,205430,205630,205810,205853,205951,210028
40,MW2390-4,,201354,201626,201926,202200,202445,202707,202908,203046,203151,203416,203555,203745,204136,204516,204642,204715,204842,204936,205114,205147,205408,205608,205831,205906,205951,210040,210134,210217,210355,210500,210556,210747,210820,210853,210947,211233,211401,211603,211708,211754,211815
41,MW2856-5,,203225,203459,203712,204113,204443,204704,204903,205136,205252,205441,205546,205630,210016,210417,210630,210725,210853,210958,211128,211211,211507,211732,211942,212016,212110,212154,212259,212332,212500,212554,212710,212837,212931,213047,213214,213545,213701,,214005,214111,214206
42,MW3053-5,,205114,205303,205513,205821,210028,210112,210217,210522,210630,210820,210936,211020,211339,211743,211921,212005,212121,212215,212343,212427,212710,213004,213225,213319,213414,213521,213701,213755,213900,214005,214100,214206,214249,214345,214502,214908,215108,215330,215435,215551,215646
43,MS2365-4,210652,210714,210936,211222,211540,211859,212016,212204,212416,212511,212710,212815,212953,213309,213711,213817,213849,214016,214122,214407,214551,214719,214951,215203,215246,215341,215435,215551,215646,215813,215907,220035,220203,220246,220425,220519,220837,221015,221110,221248,221354,221437
