,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1044-0,,,,,,,,,,,,,,,,,,,,,,,070108,070434,070716,070926,071103,071220,071252,071335,071418,071523,071618,071755,071900,072015
1,MS2095-0,,,,,,,,,070108,070307,070350,070434,070947,071146,071346,071451,071618,071712,071838,071932,072026,072109,072236,072740,073002,073118,073203,073329,073520,073553,073659,073743,073837,073931,074024,074140
2,MR8583-0,070716,071031,071114,071157,071324,071501,071733,071816,071921,072004,072058,072142,072531,072740,072929,073045,073140,073235,073342,073404,073459,073542,073638,074119,074350,074507,074655,074800,074843,074937,075053,075209,075241,075451,075606,075711
3,MS1953-0,071209,072835,072951,073056,073319,073353,073627,073710,073815,073909,073952,074035,074445,074717,074854,074948,075104,075158,075314,075408,075501,075534,075638,080120,080342,080605,080721,080816,080848,080921,081036,081130,081203,081404,081458,081604
4,MS2243-0,,074727,074822,074937,075136,,075534,075617,075816,075921,075953,080037,080510,080721,080921,081036,081141,081225,081353,081458,081542,081636,081741,082224,082434,082528,082644,082738,082844,082928,083043,083148,083232,083326,083420,083558
5,MS2365-0,074843,080416,080532,080626,080743,080826,081214,081320,081415,081509,081553,081636,082141,082340,082518,082623,082738,082811,082949,083033,083138,083243,083337,083845,084105,084221,084325,084430,084513,084607,084712,,084900,085121,085226,085331
6,MS1903-0,,082318,082413,082528,082706,082811,083054,083159,083420,083515,083558,083630,084033,084221,084409,084452,084546,084629,084755,084849,084933,085027,085143,085627,085838,085942,090130,090224,090329,090413,090528,090643,090748,090904,091019,091124
7,MS2025-0,082749,084137,084242,084336,084629,084806,085121,085215,085426,085520,085605,085700,090256,090506,090726,090904,091041,091146,091312,091417,091512,091606,091722,092236,092554,092805,092943,093048,093216,093322,093459,093606,093700,093827,094006,094100
8,MS1044-1,083906,085459,085553,085638,085910,085953,090224,090307,090423,090654,090737,090810,091208,091417,091628,091722,091816,091859,092005,092110,092214,092236,092342,092827,093037,093249,093355,093459,093639,093733,093817,093933,094028,094206,094322,094407
9,MS2095-1,091450,091606,091711,091805,091932,092120,092427,092510,092616,092710,092743,092827,093238,093449,093639,093744,093900,093944,094111,094206,094300,094356,094524,094945,095217,095323,095418,095545,095701,095806,095901,100017,100121,100226,100342,100458
10,MR8583-1,093249,093438,093532,093617,093806,094006,094239,094333,094451,094713,094756,094829,095323,095512,095701,095756,095923,100006,100143,100237,100331,100415,100531,101034,101258,101520,101636,101752,101940,102140,102235,102340,102518,102602,102729,102835
11,MS1953-1,093827,095345,095440,095523,095701,095839,100121,100216,100331,100437,100520,100553,100951,101226,101447,101553,101658,101741,101846,101951,102046,102129,102307,102803,103035,103308,103509,103658,103846,103940,104046,104213,104318,104424,104540,104645
