,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070212,070244
1,MX1135-0,,,,,,,,,,,,,,,,,,,,,,,,070105,070233,070446,070656,070802,070908,070940,071046,071129,071202,071246,071319,071340,071508,071551
2,MZ3825-0,,,,,,,,,,,,,,,,,070105,070328,070424,070540,070634,070656,070717,070846,071202,071352,071519,071614,071719,071751,071845,071929,072014,072035,072057,072130,072235,072319
3,MZ3956-0,,,,,,,070105,070200,070435,070707,070824,071330,071424,071540,071719,071824,071929,072152,072308,072435,072530,072613,072718,072846,073237,073344,073545,073641,073809,073853,074009,074103,074158,074219,074252,074336,074503,074557
4,MZ3978-0,070105,070138,070446,070645,070951,071308,071435,071551,071729,071950,072057,072613,072718,072814,072930,073024,073119,073344,073439,073608,073747,073820,073904,074031,074357,074546,074756,074851,075008,075051,075157,075241,075325,075346,075430,075451,075556,075618
5,MZ3987-0,071118,071257,071446,071603,071834,072141,072213,072319,072446,072740,072857,073406,073512,073608,073725,073831,073926,074147,074241,074419,074535,074629,074651,074829,075146,075346,075546,075651,075807,075901,075933,080017,080111,080133,080205,080249,080407,080502
6,MZ4072-0,072246,072541,072740,072919,073057,073406,073630,073747,073904,074158,074336,074902,075030,075114,075303,075357,075441,075651,075756,075922,080144,080227,080310,080440,080806,080957,081146,081302,081407,081451,081545,081629,081734,081806,081903,081935,082104,082147
7,MZ4228-0,073608,073630,073809,073947,074147,074513,074618,074734,074902,075051,075157,075702,075756,075933,080049,080144,080238,080502,080556,080723,080806,080903,081030,081229,081629,081755,081946,082042,082147,082220,082336,082430,082514,082536,082619,082652,082820,082853
8,MW5853-0,074839,075135,075441,075640,075839,080122,080227,080321,080451,080712,080839,081346,081451,081556,081734,081806,081925,082125,082209,082336,082536,082630,082713,082841,083220,083442,083642,083758,083914,083936,084103,084135,084229,084251,084345,084408,084535,084630
9,MZ3556-0,075933,080205,080418,080629,080839,081240,081418,081545,081723,081946,082104,082608,082713,082831,083009,083114,083220,083409,083504,083631,083747,083831,083914,084052,084408,084630,084757,084903,084957,085030,085135,085208,085251,085324,085420,085452,085619,085704
10,MZ3559-0,080925,081302,081556,081817,082114,082409,082641,082758,083052,083359,083525,084052,084157,084251,084441,084535,084640,084925,085030,085157,085346,085420,085503,085619,085936,090158,090408,090502,090556,090650,090755,090829,090914,090947,091031,091052,091219,091302
11,MZ3734-1,082514,082630,082831,083136,083420,083820,084103,084240,084535,084840,084957,085441,085608,085715,085852,085947,090053,090335,090451,090639,090755,090840,090914,091031,091419,091629,091817,091922,092050,092122,092227,092311,092355,092417,092501,092523,092651,092745
12,MX1135-1,083420,083714,084031,084240,084502,084818,085030,085157,085324,085631,085758,090303,090357,090502,090639,090807,090925,091136,091230,091346,091535,091618,091702,091850,092206,092322,092556,092651,092757,092829,092925,093009,093031,093042,093136,093158,093315,093358
13,MZ3825-1,,084746,084925,085135,085346,085631,085852,090042,090440,090734,090840,091357,091502,091618,091755,091901,091955,092206,092300,092428,092556,092640,092713,092840,093114,093242,093420,093525,093632,093715,093832,093906,093928,093950,094035,094119,094235,094318
14,MW5898-0,085536,085557,085747,090008,090419,090829,091147,091302,091546,091911,092050,092556,092651,092757,092925,093031,093125,093337,093442,093621,093726,093810,093950,094035,094414,094531,094824,094919,095046,095141,095247,152443,152516,152538,152611,152643,152800,152833
15,MZ3956-1,085642,090629,090853,091041,091313,091723,091901,092050,092344,092629,092713,093242,093420,093547,093726,093832,093939,094235,094329,094447,094531,094614,094708,094846,095236,095436,095649,095721,095838,095911,100027,100111,100154,100216,100311,100332,100511,100555
16,MZ3978-1,091513,091712,092006,092311,092745,093304,093347,093525,093726,094002,094130,094636,094741,094846,095057,095203,095257,095605,095700,095805,095944,100016,100038,100154,100511,100627,100743,100901,101006,101050,101206,101250,101311,101344,101427,101449,101555,101639
17,MZ3987-1,092701,092757,093031,093242,093442,093843,094108,094246,094436,094646,094752,095308,095414,095520,095649,095743,095827,100027,100122,100249,100344,100427,100500,100605,100901,101017,101206,101311,101406,101449,101555,101639,101701,101722,101755,101817,101933,102017
18,MZ4072-1,093643,093843,094224,094458,094930,095257,095542,095700,095816,100038,100205,100721,100828,100933,101111,101217,101300,101533,101639,101755,101850,101944,102050,102206,102534,102723,102936,103125,103242,103314,103420,103514,103536,103609,103652,103714,103840,103936
19,MW5943-0,094447,094930,095214,095403,095805,100100,100205,100322,100544,100850,101039,101544,101628,101755,101933,102050,102144,102322,102418,102545,102628,102701,102818,102936,103325,103452,103714,103808,103925,103947,104053,104126,104148,104210,104304,104315,104420,104525
20,MW5966-0,094940,101839,102112,102355,102618,102914,103147,103303,103536,103851,103936,104453,104547,104703,104925,105030,105135,105313,105356,105523,105618,105650,105827,110005,110320,110427,110701,110819,110914,110958,111103,111136,111209,111220,111253,111315,111443,111516
21,MZ4228-1,,095721,095944,100238,100500,100901,101144,101300,101544,101911,102050,102534,102628,102734,102914,102958,103052,103325,103430,103558,103724,103808,103936,104032,104326,104547,104735,104819,104936,105009,105124,105208,105240,105313,105407,105429,105545,105607
22,MW5853-1,100205,100533,100901,101111,101311,101711,101955,102112,102343,102723,102852,103420,103525,103641,103851,103958,104104,104315,104409,104558,104652,104735,104852,105030,105345,105545,105744,105900,105954,110016,110132,110226,110320,110342,110416,110438,110544,110639
23,MP5834-0,100912,101050,101355,101533,101744,102112,102407,102512,102701,103030,103452,103947,104032,104210,104409,104525,104630,104819,104925,105030,105157,105240,105335,105451,105806,105922,110121,110237,110342,110416,110533,110617,110639,110701,110733,110819,110925,111009
24,MZ3559-1,102701,102925,103103,103314,103503,103735,103958,104115,104254,104609,104735,105230,105335,105512,105712,105806,105911,110121,110226,110352,110511,110555,110733,110841,111231,111326,111538,111632,111715,111759,111903,111936,112020,112042,112125,112147,112302,112358
25,MW5936-0,104053,104243,104504,104746,105019,105429,105650,105849,110110,110511,110628,111147,111253,111432,111610,111705,111809,112020,112136,112241,112347,112441,112503,112619,112957,113123,113417,113544,113638,113700,113816,113921,114004,114026,114120,114130,114257,114352
26,MZ3556-1,,105335,105607,105900,110320,110733,110958,111136,111421,111737,112031,112547,112652,112819,113019,113134,113217,113501,113606,113722,113848,113932,114109,114214,114553,114815,114931,115025,115152,115236,115341,115414,115446,115508,115603,115626,115753,115825
27,MX1084-0,,110438,110701,111009,111348,111759,112052,112147,112452,112735,112903,113417,113512,113638,113838,114004,114109,114341,114448,114604,114804,114836,114931,115036,115425,115614,115848,115953,120109,120141,120258,120330,120414,120436,120509,120532,120648,120732
28,MZ3734-2,112009,112252,112547,112840,113113,113406,113649,113805,114026,114404,114542,115036,115203,115319,115541,115658,115804,120120,120225,120414,120509,120605,120721,120859,121226,121415,121637,121731,121836,121920,122048,122142,122204,122226,122321,122343,122449,122543
29,MX1135-2,113406,113617,113805,114058,114341,114825,115036,115214,115425,115658,115953,120447,120554,120659,120848,120953,121110,121321,121437,121542,121637,121709,121825,121930,122226,122427,122605,122710,122838,122910,123016,123059,123132,123154,123238,123321,123438,123522
30,MZ3825-2,114415,114647,114942,115152,115508,115804,120025,120225,120458,120837,121026,121604,121720,121858,122048,122142,122259,122554,122710,122826,122932,123016,123132,123238,123650,123828,123955,124101,124228,124249,124405,124449,124533,124555,124639,124701,124806,124901
31,MZ3956-2,115825,120014,120203,120330,120543,120826,121059,121248,121648,121941,122059,122627,122754,122932,123121,123227,123343,123701,123756,123923,124040,124123,124239,124354,124650,124850,125039,125216,125343,125417,125543,125616,125648,125731,125825,125847,130014,130058
32,MZ3978-2,121059,121121,121604,121753,122059,122511,122710,122910,123205,123533,123712,124217,124311,124438,124617,124701,124755,124955,125100,125216,125332,125417,125543,125659,130046,130257,130459,130605,130711,130743,130911,130944,131006,131027,131100,131122,131229,131323
33,MW5943-1,,122142,122321,122511,122721,123121,123300,123511,123807,124018,124134,124639,124744,124901,125100,125216,125311,125522,125627,125825,130046,130130,130152,130257,130521,130700,130944,131049,131144,131207,131312,131345,131407,131429,131451,131524,131641,131736
34,MZ3987-2,122910,123216,123428,123650,123818,124217,124311,124427,124617,124839,124944,125438,125533,125659,125847,130025,130119,130308,130415,130554,130649,130722,130849,131038,131356,131608,131831,131938,132106,132200,132306,132338,132411,132443,132537,132559,132704,132809
35,MZ4072-2,123701,124249,124555,124744,124901,125227,125322,125500,125627,125825,130003,130521,130616,130732,130922,131017,131122,131323,131418,131524,131630,131714,131809,131915,132255,132454,132737,132820,132948,133020,133147,133220,133253,133336,133431,133527,133643,133726
36,MW5966-1,,125144,125554,125836,125941,130246,130415,130554,130849,131100,131218,131747,131841,132000,132128,132244,132411,132621,132747,132926,133104,133147,133304,133420,133759,134031,134252,134357,134514,134546,134702,134746,134830,134853,134948,135032,135159,135233
37,MZ4228-2,125952,130130,130448,130616,130838,131132,131334,131546,131809,132128,132443,132926,133042,133158,133336,133431,133549,133759,133915,134031,134158,134219,134302,134419,134757,134937,135053,135159,135317,135401,135506,135603,135658,135730,135825,135846,135941,140036
38,MW5853-2,130732,131229,131546,131758,131915,132317,132548,132747,133031,133347,133504,134020,134136,134313,134525,134608,134746,135043,135159,135350,135506,135550,135719,135857,140308,140521,140737,140842,141009,141046,141229,141314,141357,141418,141451,141545,141713,141745
39,MW5936-1,131535,131747,132022,132328,132548,132915,133136,133315,133611,134020,134125,134619,134735,134841,135021,135148,135255,135455,135603,135719,135846,135919,140003,140130,140605,140748,141046,141142,141314,141346,141451,141534,141556,141640,141702,141723,141828,141850
40,MZ3556-2,,132820,133053,133409,133621,133915,134147,134302,134619,134959,135137,135636,135752,135908,140036,140141,140257,140554,140702,140915,141020,141058,141229,141346,141745,141955,142156,142302,142407,142439,142534,142638,142700,142733,142838,142921,143048,143143
