,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,070111,070218,070356,070607,070701,070829,070851
1,MX4365-0,,,,,,,,,,,070111,070302,070356,070512,070617,070712,070851,070956,071040,071218,071355,071700,071838,072049,072154,072310,072416
2,MS5234-0,,,,070111,070124,070324,070407,070512,070733,070840,071229,071743,071849,071954,072111,072205,072343,072448,072532,072615,072743,073049,073324,073633,073727,073844,073949
3,MX3783-0,070111,070145,070335,070451,070545,070712,070807,070902,071018,071229,071439,072005,072121,072249,072405,072448,072626,072721,072805,072910,073111,073454,073611,073811,074013,074118,074202
4,MX4551-0,070111,071207,071417,071500,071533,071711,071911,072016,072132,072249,072459,073005,073133,073313,073443,073548,073655,073749,073833,073917,074046,074435,074718,074921,075015,075132,075226
5,MX4535-0,070418,070807,071040,071102,071145,071439,071522,071617,071805,072027,072249,072849,073005,073133,073301,073346,073527,073622,073706,073811,074013,074413,074602,074847,075004,075121,075216
6,MW3291-0,071018,071628,072005,072111,072205,072448,072615,072659,072827,073111,073516,074140,074245,074403,074613,074718,074910,075004,075048,075216,075354,075721,075923,080103,080157,080325,080420
7,MX4598-0,,072121,072416,072459,072554,072721,072838,072943,073111,073313,073727,074256,074403,074457,074635,074740,074921,075015,075059,075216,075416,075733,075923,080114,080208,080303,080358
8,MX4614-0,,072721,073027,073133,073228,073516,073738,073906,074046,074340,074541,075110,075216,075343,075510,075554,075710,075755,075839,075912,080030,080358,080547,080725,080925,081030,081103
9,MX3651-0,073443,074013,074656,074740,074942,075416,075744,075956,080241,080430,080820,081324,081429,081545,081733,081827,082027,082142,082226,082309,082425,082803,083048,083255,083413,083519,083614
10,MX4021-0,,075427,080007,080125,080219,080703,080925,081251,081534,081827,082247,082803,082858,083122,083349,083435,083709,083803,083847,084017,084156,084547,084703,085008,085103,085302,085346
11,MX4159-0,080558,081208,081722,081859,082005,082425,082658,082825,083155,083530,083932,084442,084558,084652,085146,085313,085513,085608,085652,085818,085945,090406,090512,090712,090840,091018,091040
12,MX4338-1,081628,082005,082352,082509,082626,083015,083144,083255,083541,083921,084335,084903,085008,085135,085451,085619,085818,085945,090029,090101,090250,090606,090755,090956,091123,091218,091251
13,MX4365-1,,083932,084346,084503,084609,085008,085135,085302,085608,090029,090406,090924,091040,091218,091428,091533,091721,091953,092049,092216,092354,092721,092900,093028,093156,093312,093407
14,MX3783-1,085230,,085652,085735,085818,090101,090301,090406,090617,090829,091229,091754,091910,092049,092216,092311,092510,092616,092659,092817,092944,093323,093534,093651,093829,093945,094018
15,MX4551-1,085703,091123,091555,091659,091743,092049,092311,092405,092543,092721,093101,093556,093702,093839,094007,094102,094230,094324,094410,094515,094621,094927,095127,095315,095421,095515,095548
16,MX4535-1,090007,090523,090924,091051,091156,091522,091638,091743,091931,092227,092449,093101,093156,093356,093545,093713,093901,094102,094157,094335,094453,094822,095000,095221,095315,095453,095537
17,MW5425-0,090840,091616,091953,092100,092154,092510,092721,092828,093006,093112,093501,094029,094135,094241,094421,094515,094632,094833,094905,095000,095105,095421,095537,095801,095833,095950,100035
18,MX4598-1,091754,092300,092616,092710,092753,093101,093229,093334,093556,093723,094113,094632,094749,094905,095043,095148,095326,095432,095504,095633,095750,100119,100257,,100635,100719,100803
19,MW2780-0,092828,093218,093651,093745,093901,094135,094335,094443,094644,094800,095337,095856,095950,100119,100246,100330,100551,100719,100803,100825,100931,101227,101344,101544,101649,101806,101839
20,MW5112-0,092900,094515,094811,094938,095105,095315,095515,095622,095823,095950,100213,100729,100825,100953,101101,101249,101438,101627,101711,101806,101925,102241,102409,102641,102735,102935,103007
21,MX4614-1,,092912,093240,093334,093418,093702,093850,093956,094157,094324,094716,095210,095304,095410,095526,095633,095823,095950,100024,100108,100203,100530,100657,100920,100953,101101,101133
22,MW5191-0,093829,100057,100308,100413,100541,100740,100858,101005,101155,101427,101828,102358,102503,102641,102757,103124,103251,103356,103439,103544,103651,104019,104158,104503,104619,104713,104746
23,MX3651-1,094346,094811,095210,095337,095504,095728,095845,095950,100130,100351,100602,101101,101206,101354,101638,101901,102158,102241,102325,102431,102546,102924,103040,103207,103302,103356,103450
24,MP6359-0,095000,095443,095823,095907,100024,100257,100351,100457,100657,100825,101216,101744,101850,101958,102147,102336,102724,102819,102852,103007,103124,103450,,103829,103851,104019,104042
25,MW5264-0,095918,101039,101533,101638,101744,102009,102158,102252,102452,102641,102852,103439,103544,103702,103957,104303,104452,104630,104703,104724,104840,105241,105420,105632,105738,105854,105941
26,MW5346-0,102136,102652,103040,103207,103345,103555,103713,103829,104053,104314,104536,105134,105241,105409,105811,110108,110246,110351,110435,110540,110645,111046,111151,111412,111517,111600,111633
27,MX4338-2,102808,103312,103723,103840,104019,104219,104347,104441,104641,104757,105145,105727,105854,105952,110235,110403,110551,110656,110750,110825,110952,111351,111539,111727,111904,112021,112053
28,MX4041-0,103334,103913,104314,104420,104547,104851,105029,105134,105336,105547,105952,110613,110718,110920,111036,111140,111318,111445,111539,111654,111854,112303,112432,112642,112747,113029,113124
