,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,070109,070143,070559,070843,071010,071115,071308,071340,071446,071614,071730,,072024,072140,072246
1,MS2365-0,,,,,,,,070109,070121,070232,070316,070359,070821,071021,071213,071330,071446,071551,071719,071814,071940,072013,072119,072625,072857,073013,073140,073246,073341,073448,073553,073648,073816,073943,074059,074216
2,MW2390-0,070916,071043,071137,071246,071435,071540,071835,071940,072013,072057,072140,072224,072708,072919,073057,073203,073308,073414,073542,073637,073732,073816,073932,074417,074639,074849,075027,075132,075326,075441,075549,075654,075821,080020,080147,080306
3,MW2856-0,072730,072824,072908,073013,073319,073414,073743,073910,074027,074121,074205,074300,074722,074922,075111,075220,075315,075409,075527,075621,075727,075810,075948,080411,080653,080830,081051,081210,081327,081443,081537,081653,081800,081905,082021,082211
4,MW5346-0,080852,081040,081124,081232,081443,081631,081927,082053,082222,082328,082403,082447,083034,083308,083529,083718,083812,083855,084011,084117,084233,084327,084455,085025,085320,085603,085803,085951,090108,090214,090340,090457,090635,090814,090952,091129
5,MW3116-0,083034,084149,084244,084412,084539,084645,085003,085108,085236,085458,085614,085647,090308,090541,090719,090857,090952,091046,091219,091325,091452,091536,091705,092149,092447,092720,092829,093019,093223,093351,093457,093615,093849,094027,094217,094449
6,MW3098-0,,,,083214,083446,083551,083939,084106,084222,084455,084601,084634,085057,085330,085531,085709,085824,085908,090046,090140,090257,090340,090508,091014,091303,091536,091654,091800,091916,092138,092246,092414,092542,092935,093102,093424
7,MS1953-1,084401,090046,090140,090257,090435,090613,090908,091035,091219,091314,091420,091503,092043,092319,092509,092647,092817,092902,093052,093147,093318,093402,093540,094027,094312,094511,094628,094755,094912,095050,095155,095303,095608,095746,095924,100102
8,MS2365-1,092341,092414,092531,092615,092805,092851,093201,093340,093435,093648,093754,093827,094617,094912,095111,095314,095419,095546,095724,095829,095935,100051,100208,100759,101054,101256,101402,101551,101754,101953,102155,102323,102512,102733,102911,103217
9,MW2390-1,094132,094334,094428,094555,094807,094955,095220,095336,095503,095735,095902,095935,100346,100609,100821,100938,101033,101138,101318,101413,101540,101637,101743,102250,102523,102817,102955,103122,103250,103628,103722,103911,104100,104302,104429,104725
10,MW2856-1,100051,100135,100219,100324,100503,100620,100905,101000,101149,101245,101351,101446,101848,102120,102334,102450,102556,102701,102806,102900,103006,103049,103217,103733,104143,104356,104513,104618,104809,104937,105104,105307,105530,105753,110015,110228
11,MW3053-0,,102806,102900,103006,103228,103322,103617,103722,103806,104027,104122,104207,104714,105753,110015,110132,110250,110406,110555,110650,110756,110851,111029,111534,111817,112039,112238,112427,112618,112756,113029,113316,113628,113849,114100,114439
12,MW5346-1,104027,104356,104451,104556,104809,104948,105223,105351,105508,105721,105826,105921,110745,111241,111502,111712,111850,112006,112155,112300,112427,112523,112651,113146,113451,113701,113828,114006,,,,,,115753,115943,120156
13,MW3098-1,110406,110534,110650,110756,110957,111135,111534,111639,111723,111933,112144,112216,113018,113440,113639,113806,113955,114100,114250,114356,114534,114607,114736,115236,115531,115753,115848,120004,120218,120407,121050,121535,121914,122557,122946,123210
14,MW3116-1,112416,113712,113755,113911,114100,114323,114747,114916,115055,115308,115520,115553,120250,120607,120840,121039,121334,121441,121557,121702,121807,121914,122030,122608,122913,123158,123327,123433,123527,123739,124530,125129,125551,125951,130234,130435
15,MS2365-2,120132,120301,120356,120534,120840,120934,121301,121441,121641,121925,122114,122147,122725,123009,123210,123349,123538,123644,123833,123939,124106,124150,124330,124813,125107,125330,125457,125646,125741,125846,130140,130624,131214,131518,131719,132057
16,MS1953-2,122430,123455,123600,123706,123939,124055,124403,124541,124646,124929,125046,125118,125751,130140,130402,130540,130656,130813,131002,131108,131203,131308,131507,131940,132307,132551,132719,132826,132943,133048,133252,133431,134101,134452,134640,135021
17,MW2390-2,125530,125719,125813,125918,130119,130234,130551,130718,130908,131140,131257,131340,131940,132235,132508,132635,132848,133016,133208,133336,133442,133525,133643,134231,134524,134820,134959,135127,135310,135542,135709,135848,140156,140440,140558,140916
18,MW2856-2,132351,132457,132541,132646,132859,133005,133525,133632,133715,133930,134050,134145,134618,134809,135021,135205,135553,135658,135859,140006,140101,140156,140323,140758,141043,141307,141445,141550,141658,141836,142014,142247,142545,142808,142946,143357
19,MW5346-2,141233,141434,141517,141625,141814,141952,142354,142502,142556,142819,142946,143029,143757,144134,144406,144544,144816,145016,145253,145410,145548,145632,145810,150248,150615,151049,151242,151442,151716,151810,152031,152231,152715,153209,153409,154053
20,MW3098-2,142502,142757,142841,143008,143230,143357,143713,143829,144039,144311,144449,144522,145133,145505,145716,145959,150149,150320,150458,150542,150709,150817,150944,151431,151810,152053,152231,152349,152621,152915,153219,153527,154420,154958,155159,155859
21,MW3116-2,144533,145038,145144,145242,145526,145621,145926,150055,150259,150542,150709,150806,151326,151810,152053,152209,152443,152610,152821,152926,153114,153209,153348,153853,154158,154526,154653,154820,155126,155349,160615,161615,162459,162829,163136,163614
22,MS2259-0,150731,151336,151453,151610,,151948,152505,152610,152726,152958,153157,153230,153821,154147,154347,154452,154715,154842,,155137,155305,155411,155517,160037,160416,160859,160953,161110,161416,162924,163434,163826,164036,164258,164508,165120
23,MS1953-3,152209,153253,153409,153516,153821,153937,154347,154526,154748,155031,155210,155327,155910,160153,160416,160521,160953,161121,161343,161459,161637,161721,161910,162448,163019,163826,164015,164131,164319,164551,164803,165047,165603,170006,170157,170751
24,MW2390-3,154926,155137,155232,155327,155528,155658,160037,160153,160259,160521,160647,160731,161426,161910,162131,162248,162522,162617,162734,162902,163052,163147,163337,163837,164729,165342,165448,165553,165752,165933,170101,170327,170751,171121,171325,171840
25,MW2856-3,161037,161205,161321,161459,161659,161826,162215,162320,162510,162756,162924,162957,163720,163931,164204,164403,164740,164859,165036,165204,165321,165415,165614,170134,171015,171702,171830,171946,172244,172520,172711,173029,173716,174104,174348,
26,MX1084-0,162226,162320,162415,162533,162745,162935,163253,163410,163625,163720,163848,163931,164457,164740,164931,165120,165354,165509,165658,165752,165900,170006,170123,170646,171514,172052,172211,172317,172403,172647,172755,173051,173821,174126,174432,175010
27,MS2365-3,163348,163445,163540,163647,163848,163920,164309,164435,164541,164815,164859,164931,165459,165815,170018,170134,170540,170646,170814,170930,171037,171142,171325,171819,172700,173157,173304,173421,173559,173759,173926,174410,174854,175211,175401,175920
28,MW5346-3,172146,172403,172458,172603,172806,172956,173410,173537,173643,173915,174305,174410,174843,175148,175350,175507,175636,175753,175931,180048,180237,180332,180510,181028,182224,182957,183136,183400,183625,183848,184038,,,,,
29,MW3098-3,173304,173515,173559,173727,174010,174137,174432,174549,174643,174916,175054,175127,175720,180015,180215,180353,180510,180615,180752,180910,181111,181208,181336,181854,182721,183400,183508,183615,183848,184132,184251,,,,,
30,MW5112-0,174337,174505,174611,174727,174927,175116,175456,175614,175814,175920,180037,180120,180709,181016,181303,181431,181548,181715,181915,182021,182137,182224,182414,182934,183943,,,,,,,,,,,
31,MS1953-4,174410,175847,175942,180037,180321,180343,180742,180932,181028,181303,181453,181526,182115,182403,182615,182732,182957,183114,183254,183349,183542,183625,183752,,,,,,,,,,,,,
32,MS2259-1,181610,182032,182115,,182553,182659,,183158,183231,183731,183932,184017,,,,,,,,,,,,,,,,,,,,,,,,
