,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA7685-0,,,,,,,,,,,,,,,,,,,,1,1,1,1,-1
1,CC2345-0,,,,,,,,,,,,,,,,,,,,1,1,1,1,-1
2,AA6942-0,,,,,,,,,,,,,,,,1,2,,-1,1,,,1,-1
3,AA7931-0,,,,,,1,1,1,1,1,1,-1,1,-1,1,1,2,3,-1,1,1,1,1,-1
4,MX4021-0,,,,1,1,-1,1,1,1,1,1,1,1,-1,1,1,2,3,-1,1,1,1,1,-1
5,MX4159-0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,2,2,1,4,-1
6,MX4338-0,-1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,1,2,1,1,-1
7,AA7485-0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,-1,3,2,1,2,-1
8,MX4365-0,-1,1,3,1,1,1,1,1,1,1,1,1,1,1,-1,1,4,3,-1,1,3,1,1,-1
9,AA7890-0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,4,4,-1,2,1,1,2,-1
10,MX3783-0,-1,-1,1,1,5,1,1,1,1,1,1,1,1,1,-1,1,4,4,-1,2,1,1,2,-1
11,MX4551-0,-1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,3,-1,4,1,1,1,-1
12,AA7685-1,5,1,1,1,1,1,1,1,1,1,2,1,4,1,-1,1,5,4,-1,2,3,1,1,-1
13,CC2345-1,5,1,1,1,1,1,1,1,1,1,2,1,4,1,-1,1,5,4,-1,2,3,,1,
14,MX4614-0,-1,1,1,,1,1,1,1,1,1,2,1,4,1,1,1,5,4,-1,2,1,1,1,-1
15,AA7539-0,,,,,,,,,,,,,,,,1,4,4,-1,3,2,1,2,-1
16,AA6942-1,1,1,1,1,1,,1,1,1,2,1,1,3,1,-1,1,5,4,-1,2,1,1,2,-1
17,MX3651-0,,1,1,1,4,1,1,2,3,3,2,1,1,1,-1,1,4,4,-1,2,2,1,1,-1
18,AA7365-0,,1,1,2,1,1,1,4,4,2,1,1,1,1,1,1,5,3,-1,4,1,1,2,-1
