,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4041-0,,,,,,,,,,,,,,,,,,,,,,070104,070210,070414,070509,070614,070708
1,MX4159-0,,,,,,,,,,,,,,,,,,,,,070104,070425,070542,070741,070836,070953,071047
2,MX4338-0,,,,,,,,,,,,070104,070200,070306,070414,070520,070657,070836,070920,071004,071120,071425,071552,071659,071804,071919,072014
3,MX4365-0,,,,,,,,,070104,070200,070414,070920,071025,071131,071259,071342,071458,071603,071659,071825,072003,072307,072456,072634,072739,072857,072952
4,MX4383-0,,,,070104,070148,070327,070542,070625,070741,070836,071226,071742,071908,072014,072129,072213,072340,072518,072601,072655,072814,073118,073236,073446,073551,073707,073751
5,MX4458-0,070104,071458,071720,071742,071814,072035,072140,072245,072413,072645,072908,073403,073457,073602,073718,073812,073949,074137,074221,074304,074420,074934,075144,075300,075417,075522,075616
6,MX4388-0,070210,070603,070751,070858,070942,071109,071237,071309,071415,071626,071836,072318,072402,072507,072601,072634,072750,072908,072941,073013,073118,073446,073624,073823,073906,074011,074105
7,MP6357-0,070751,072057,072318,072351,072413,072717,072825,072919,073046,073258,073508,074011,074105,074221,074304,074358,074525,074619,074702,074818,074934,075322,075439,075554,075743,075910,080004
8,MP6361-0,072234,072529,072750,072857,072941,073236,073320,073403,073529,073707,073917,074503,074608,074713,074829,074923,075111,075206,075249,075417,075544,075932,080120,080236,080319,080436,080519
9,MX4535-0,072634,073107,073341,073457,073529,073718,073801,073856,074033,074137,074536,075133,075239,075344,075500,075554,075732,075942,080037,080109,080247,080624,080803,081036,081214,081341,081435
10,MX3651-0,073151,073529,073856,073917,074011,074232,074409,074503,074641,074746,074945,075439,075544,075638,075743,075848,080004,080142,080225,080309,080436,080814,080920,081141,081235,081446,081551
11,MX3783-0,074000,,074724,074851,074934,075122,075311,075355,075522,075616,080004,080519,080613,080718,080835,080858,081036,081141,081224,081257,081424,081751,081929,082057,082202,082318,082413
12,MX4021-0,,075638,075942,080058,080142,080436,080635,080740,080858,081014,081224,081802,081918,082024,082151,082245,082424,082540,082623,082717,082846,083200,083316,083454,083558,083714,083819
13,MX4041-1,,080236,080624,080657,080740,080909,081108,081203,081319,081424,081635,082140,082223,082329,082435,082518,082656,082750,082824,082857,083012,083327,083432,083703,083808,083924,084008
14,MX4159-1,080530,081036,081319,081352,081529,081740,081823,081939,082151,082256,082445,082950,083044,083117,083233,083327,083454,083558,083653,083819,083946,084301,084417,084700,084816,084921,084942
15,MX4338-1,081507,081718,082035,082119,082213,082456,082656,082802,082929,083055,083305,083757,083851,084008,084124,084229,084406,084544,084627,084711,084848,085203,085341,085551,085657,085824,085918
16,MX4365-1,,082634,082857,082940,083001,083244,083338,083432,083558,083714,084113,084616,084711,084816,084931,085004,085120,085214,085257,085413,085540,085856,090013,090223,090328,090424,090507
17,MX4383-1,082846,,083653,083725,083746,084040,084229,084323,084439,084533,084732,085246,085341,085446,085602,085657,085813,085939,090024,090057,090151,090529,090646,090857,091002,091118,091213
18,MX4388-1,083840,084102,084333,084450,084533,084711,084910,084953,085109,085152,085540,090013,090057,090140,090245,090339,090446,090551,090624,090707,090803,091034,091202,091340,091424,091529,091603
19,MX4458-1,084051,085026,085330,085446,085540,085835,090035,090129,090245,090402,090613,091107,091202,091257,091402,091456,091613,091751,091834,091918,092035,092339,092445,092644,092738,092844,092928
20,MP6357-1,085457,085856,090223,090307,090350,090646,090718,090813,090940,091224,091624,092140,092234,092339,092456,092601,092738,092939,093022,093117,093232,093526,093725,093957,094051,094206,094250
21,MX4535-1,090402,090635,091045,091107,091150,091445,091624,091707,091856,092035,092445,093022,093138,093254,093410,093505,093653,093758,093830,093924,094051,094449,094627,094837,094942,095109,095141
22,MP6361-1,090740,091128,091445,091507,091551,091845,092035,092129,092245,092456,092855,093410,093505,093610,093715,093758,093935,094029,094101,094206,094322,094754,094848,095036,095131,095247,095330
23,MX4551-0,091246,091613,091907,091939,092024,092256,092507,092601,092727,092855,093055,093610,093704,093820,093935,094029,094145,094333,094355,094428,094533,094920,095131,095247,095403,095457,095551
24,MW5112-0,091613,093349,093631,093736,093809,094123,094217,094311,094438,094533,094931,095457,095602,095707,095845,095939,100117,100211,100254,100337,100453,100807,100944,101121,101258,101403,101446
25,MX3651-1,091729,092234,092550,092655,092738,093044,093211,093349,093505,093704,093913,094406,094500,094605,094732,094826,095004,095109,095152,095319,095424,095729,095906,,100149,100316,100359
26,MX3783-1,092517,,093106,093211,093254,093548,093725,093809,093924,094101,094311,094815,094920,095025,095131,095214,095341,095446,095529,095551,095718,100023,100138,100326,100431,100536,100608
