,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7536-0,,,,,,,,,,070110,070249,070344,070439,070606,070700,070810,070937,071042,071126,071232,071527,071642
1,AA7706-0,,,,,,,,070110,070733,070759,071010,071126,071209,071327,071421,071454,071559,071704,071820,071947,072158,072305
2,AA7248-0,,,,,070110,,,,071316,071411,071610,071726,071820,071947,072031,072103,072232,072326,072432,072515,072717,072824
3,AA7149-0,,,070249,070616,070854,070948,071220,071316,072337,072505,072728,072908,073003,073152,073257,073403,073519,073624,073740,073951,074237,074415
4,AA7195-0,,,071115,071338,071548,071853,072020,072147,073141,073308,073519,073635,073740,073929,074014,074047,074215,074321,074404,074543,074841,074947
5,AA6952-0,071559,071653,071947,072232,072432,,072835,073003,073929,074121,074310,074459,074606,074841,074936,075052,075243,075359,075453,075558,075841,075936
6,AA7721-0,071621,071642,073446,,074059,074154,074331,074437,075305,075349,075526,075631,075726,075831,075914,080008,080124,080219,080302,080347,080620,080725
7,AA7488-0,072622,072919,073235,073646,073846,074003,074143,074248,075158,075232,075443,075558,075642,075809,075914,080008,080114,080219,080302,080358,080620,080820
8,AA7440-0,,074036,074310,074554,074819,074936,075136,075410,080314,080409,080559,080714,080809,080925,081052,081146,081324,081430,081513,081557,081850,081934
9,AA7530-0,074745,074819,074947,075232,075443,075620,075820,075925,080925,081030,,081346,081430,081640,081734,081840,082017,082122,082216,082343,082616,082659
10,AA7322-0,075243,075620,075809,080135,080325,080559,080725,080903,081734,081850,,082154,082226,082416,082448,082554,082721,082816,082900,083144,083427,083543
11,AA7101-0,080019,080358,080631,080925,081230,081335,081546,081713,082521,082637,,082933,082955,083144,083228,083333,083427,083532,083615,083741,083951,084057
12,AA7536-1,081324,081419,081723,081945,082248,082616,082721,082849,083741,083835,,084214,084257,084447,084530,084647,084814,084908,085002,085151,085414,085614
13,AA7706-1,081923,082310,082605,,083100,083301,083532,083658,084530,084625,084835,084940,085035,085214,085258,085404,085458,085603,085657,085754,090005,090110
14,AA7195-1,,,083438,083720,084025,,084341,084436,085331,085404,085542,085657,085732,085943,090027,090121,090342,090458,090542,090743,091005,091131
15,AA7248-1,,084246,084509,084730,085045,,085509,085625,090542,090636,,090910,091059,091247,091330,091446,091602,091707,091824,091950,092151,092246
16,AA7149-1,085056,,085552,085922,090215,090447,090636,090805,091751,091856,092107,092246,092351,092550,092645,092728,092951,093055,093150,093414,093657,093816
17,AA7721-1,090520,,,,,,,,,,,,,,,,,,,,,
18,AA6952-1,,090531,090837,091110,091341,091613,091646,091950,092940,093045,093246,093446,093519,093708,093805,093910,094004,094110,094215,094331,094625,094730
19,AA7488-1,,091646,092118,092456,092728,092824,093055,093224,094131,094204,094341,094508,094552,094657,094741,094825,094941,095046,095140,095246,095507,095614
20,AA7440-1,,,093414,093719,093932,094131,094414,094530,095351,095423,095636,095741,095846,100002,100056,100202,100352,100458,100541,100744,101018,101113
21,AA7322-1,,094403,094708,095118,095329,095550,095719,095835,100818,100901,,101146,101230,101419,101503,101535,101653,101758,101903,102051,102251,102451
22,AA7530-1,095035,095401,095741,100140,100425,100603,100709,100818,101747,101831,,102156,102240,102534,102629,102712,102808,102914,102957,103156,103418,103450
23,AA7706-2,100946,101324,101642,102041,102251,102440,102650,102757,104006,104111,104321,104521,104637,104808,104851,105007,105156,105301,105356,105617,105944,110136
24,AA7195-2,,,102712,103323,103534,,103828,104039,105018,105112,105301,105407,105450,105712,105755,105923,110007,110114,110158,110349,110610,110737
25,AA7101-1,103501,103933,104227,104521,104735,104934,105134,105356,110327,110411,110610,110748,110831,111032,111127,111233,111317,111433,111539,111646,111908,112036
26,AA7536-2,105018,105123,105512,105806,110101,110642,110748,110958,112131,112248,112552,112719,112741,112940,113045,113203,113340,113507,113635,113741,113951,114057
27,AA7248-2,110958,111043,111444,111708,112014,112142,112530,112803,113752,113857,114151,114246,114319,114601,114706,114824,114940,115057,115202,115235,115508,115614
28,AA7149-2,,,112519,112857,113214,113446,113708,113825,114739,114824,115108,115308,115403,115541,115624,115813,115929,120046,120151,120341,120624,120751
29,AA6952-2,,,114224,114824,114940,,,115424,120341,120435,,120813,,121024,121129,121307,121507,121613,121718,121835,122140,122446
30,AA7488-2,114929,115446,115719,120057,120330,120457,120646,120857,121740,121813,122013,122140,122330,122508,122614,122708,122813,122929,123024,123139,123403,123519
31,AA7440-2,120846,120908,121140,121423,121708,121813,122056,122224,123150,123246,123425,123530,123614,123813,123919,124027,124110,124215,124309,124436,124657,124752
32,AA7322-2,122508,122741,123002,123403,,,124027,124248,125224,125308,,125614,125657,125845,130002,130107,130308,130435,130540,130707,130950,131045
33,AA7101-2,123224,123625,123835,124048,124320,124519,124719,124857,125729,125802,125950,130057,130140,130246,130341,130435,130624,130729,130813,130907,131139,131319
34,AA7536-3,124824,124929,125224,125539,125856,,130330,130613,131550,131635,,,,132317,132411,132506,132715,132820,,133125,133408,133546
35,AA7149-3,131517,131656,132002,132328,132621,132926,133020,133125,134230,134346,134546,134723,134808,134935,135040,135219,135418,135534,135629,135734,140006,140112
36,AA7488-3,133241,134651,134945,,135607,135755,140028,140300,141407,141501,141756,141944,142040,142134,142250,142406,142628,142755,142839,143059,143321,143531
37,AA6952-3,,153058,133502,133756,134040,153951,154047,134746,135755,135911,140144,140322,140416,140605,140700,140829,141029,141156,141312,141428,141712,161235
38,AA7440-3,140101,140206,140555,140851,141134,141301,141512,141650,142639,142733,142911,143016,143121,143237,143415,143542,143731,143847,143952,144213,144424,144602
39,AA7322-3,141323,,142156,142606,142744,142944,143237,143415,144414,144446,,144836,144940,145056,145257,145445,145646,145751,145845,150057,150319,150458
40,AA7101-3,,143132,143531,143836,144119,144308,144613,144750,145802,145845,,150224,150330,150530,150657,150858,150952,151119,151236,151414,151635,151741
41,AA7536-4,,144540,144824,145203,145456,,145834,150130,151236,151352,,151741,151824,152036,152152,152447,152541,152657,152803,153047,153246,153446
42,AA7248-3,,150035,150435,150814,151057,151530,151541,151856,153014,153119,,153624,153657,153929,154058,154352,154519,154635,154751,154929,155151,155351
43,AA7195-3,150446,152320,152740,153036,153319,153613,153719,153856,155129,155202,,155540,155635,155835,155940,160214,160414,160519,160624,160814,161035,161202
44,AA7149-4,150530,151414,151751,152014,152258,152519,152729,152929,154120,154225,,154624,154708,154908,155046,155246,155435,155551,155657,155846,160130,160258
45,AA7488-4,153729,154729,155129,,155751,155940,160225,160541,161657,161729,161929,162046,162202,162424,162456,162634,162940,163119,163213,163412,163644,163843
46,AA7188-0,,153751,154058,154403,154708,154835,155046,155213,160330,160414,160614,160731,160908,161057,161140,161352,161519,161613,161657,161918,162202,162256
47,AA7440-4,155846,155951,160225,160541,160804,161002,161213,161341,162318,162350,162540,162739,162814,163002,163057,163224,163423,163528,163633,163810,164104,164220
48,AA7322-4,161151,161457,161824,162212,162402,162624,162940,163140,164158,164242,,164630,164736,164903,164957,,,,,,,
49,AA7101-4,162234,162739,162908,163129,163528,163705,163832,164053,,,,,,,,,,,,,,
50,AA7536-5,163759,163905,164115,164430,164702,,,,,,,,,,,,,,,,,
51,AA7706-3,164336,164651,164946,,,,,,,,,,,,,,,,,,,
