,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070111,070547,070830,071101,071228,071322,071405,071510,071615,071709,071804,072036,072152,072258
1,MX4310-0,,,,,,,,,070111,070123,070156,070242,070724,070946,071145,071301,071416,071510,071637,071720,071825,071858,072025,072519,072740,072920,073059,073231,073326,073421,073515,073558,073652,073841,073957,074112
2,MX1624-0,070111,071155,071250,071333,071449,071626,071920,072036,072236,072331,072414,072446,072909,073231,073421,073548,073703,073746,073924,074007,074112,074156,074324,074757,075028,075232,075422,075538,075611,075717,075844,075951,080048,080206,080323,080440
3,MS2365-0,072635,072708,072751,072836,,073142,073432,073537,073620,073851,073946,074040,074547,074746,074923,075028,075144,075221,075327,075411,075527,075622,075749,080239,080513,080608,080736,080917,081001,081107,081213,081319,081424,081710,081848,081943
4,MX1693-0,074536,074641,074735,074829,075017,075155,075455,075549,075633,075727,075811,075856,080323,080546,080747,080831,081023,081117,081246,081341,081519,081626,081816,082248,082521,082720,082848,083003,083108,083248,083355,083511,083627,083838,084016,084205
5,MS2259-0,075144,080535,080630,080714,080928,,081246,081403,081615,081731,081816,081859,082332,082554,082804,082909,083047,083141,,083428,083533,083732,083827,084337,084558,084903,085031,085136,085316,085548,085748,,090000,090054,090149,090318
6,MX1698-0,,082132,082237,082342,082500,082626,083014,083058,083226,083449,083533,083627,084111,084348,084547,084652,084830,084947,085136,085232,085338,085433,085548,090033,090318,090540,090656,090802,090930,091024,091215,091331,091500,091721,091859,092058
7,MX4068-0,084005,084432,084526,084641,084853,085031,085400,085516,085632,085855,090022,090105,090739,091035,091247,091354,091544,091700,091910,092015,092131,092236,092404,093131,093450,093638,093837,094004,094226,094352,094529,094645,094824,095141,095322,095438
8,MS1953-1,085209,085653,085737,085831,090022,090245,090602,090707,090824,090908,091003,091046,091638,092015,092225,092341,092447,092531,092708,092742,092858,092953,093120,094037,094258,094529,094634,094750,094920,095108,095227,095322,095449,,100153,100331
9,MX4310-1,091616,091743,091826,091921,092058,092214,092531,092636,092814,092920,093015,093047,093617,093859,094121,094236,094435,094507,094623,094718,094814,094941,095108,095615,095847,100215,100405,100543,100721,100943,101058,101216,101546,102018,102211,102338
10,MX1624-1,092458,093344,093450,093555,093816,094016,094309,094435,094634,094846,094930,095036,095532,095815,100015,100153,100320,100438,100604,100659,100753,100848,101037,101439,101713,102007,102123,102211,102328,102454,102600,102705,102902,103446,103635,103751
