,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4647-0,,,,,,,,,,,,,,,,,,070111,070219,070335,070431,070713,070902
1,MW4705-0,,,,,,,,070111,070514,070619,070713,070829,070945,071051,071218,071312,071406,071544,071639,071805,071911,072216,072354
2,AA7530-0,,,,,,,,070111,070724,070840,070934,071051,071207,071312,071417,071500,071606,071711,071816,071933,072100,072405,072521
3,MR7964-0,,,,,,070111,070346,070536,071533,071606,071700,071816,071943,072100,072227,072332,072437,072532,072637,072816,073016,073301,
4,AA6952-0,,,,,070111,,070157,070503,071417,071533,071628,071755,071943,072049,072227,072332,072416,072532,072648,072816,072849,073301,
5,AA69-59-0,,,070111,,070547,070829,071040,071156,072143,072249,072332,072459,072626,072743,072910,073016,073122,073250,073346,,,,
6,MW4781-0,,070346,070536,070851,071207,071333,071533,071700,072816,072910,073005,073144,073312,,,,,,,,,,
7,AA7286-0,,070913,071207,071500,071733,072038,072216,072321,,,,,,,,,,,,,,,
8,MW4825-0,071333,071438,071827,072249,072427,072626,072849,073155,,,,,,,,,,,,,,,
9,MS4750-0,,,,,,,071406,071533,072554,072648,072732,072900,073027,073133,073335,,,,,,,,
10,MW3204-0,,,,,071555,071805,072027,072310,073206,073301,,,,,,,,,,,,,
11,MW4619-0,071849,072121,072459,072932,073155,073312,,,,,,,,,,,,,,,,,
12,AA7706-0,,,,,072521,072626,072838,073144,,,,,,,,,,,,,,,
13,AA74-92-0,072710,072816,073016,073346,,,,,,,,,,,,,,,,,,,
14,MW3430-0,,,,072816,073005,073250,,,,,,,,,,,,,,,,,
