,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA7562-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,084415
1,MX4598-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070207,070334,070502,070904,071032,085019
2,AA7712-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070148,070312,070441,070535,070714,070809,070842,071328,071444,071803,072154,072406,072556,072831,072958,073233
3,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070148,070323,070652,070842,071105,071210,071328,071434,071550,071658,071741,072205,072333,072618,072853,073104,073444,073658,073814,074005
4,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070134,070323,070441,070703,070842,071116,071222,071339,071434,071602,071709,071741,072216,072344,072618,072915,073104,073455,073658,073826,074038
5,MX4338-0,,,,,,,,,,,,,,,,,,,,,,,,,070107,070218,070251,070441,070608,070725,070842,070948,071255,071422,071636,071752,071847,071931,072121,072205,072249,072702,072820,073020,073317,073517,073720,074100,074217,074345
6,MX4365-0,,,,,,,,,,,,,,,,070107,070240,070408,070502,070546,070714,071021,071210,071349,071455,071624,071709,071836,072016,072154,072300,072406,072702,072904,073126,073244,073339,073422,073614,073731,073826,074250,074419,074653,074916,075106,075258,075509,075648,075912
7,MX4383-0,,,,,,,,,,,070107,070148,070229,070356,070524,070630,070747,070842,070926,071021,071137,071528,071730,072016,072121,072249,072322,072450,072556,072725,072925,073020,073317,073433,073658,073814,073910,074005,074133,074323,074419,074821,074949,075309,075604,075733,080018,080336,080515,080654
8,AA7731-0,,,,,,,,070107,070240,070441,,071159,071306,071455,,,071730,071909,071953,072038,072144,072556,072808,,072958,073115,073210,073400,073539,073731,074100,074111,074503,074620,074737,074843,075011,075117,075149,075509,075615,080040,080157,,080917,081140,081309,081650,081806,082053
9,MX4458-0,,,,070107,070148,070441,070546,070641,070809,071010,071233,071730,071836,071931,072038,072132,072300,072450,072523,072556,072725,073042,073137,073328,073422,073539,073625,073804,073920,074038,074250,074356,074715,074832,075055,075202,075258,075342,075520,075604,075637,080113,080314,080537,080917,081107,081331,081650,081829,082104
10,MX4551-0,070107,071210,071411,071455,071550,071909,072005,072049,072216,072439,072651,073159,073306,073422,073539,073636,073804,073942,074016,074049,074206,074609,074737,074854,075033,075149,075258,075531,075648,075923,080051,080219,080526,080632,080917,081045,081203,081320,081459,081628,081712,082126,082307,082614,082932,083217,083525,084023,084201,084415
11,AA7920-0,,072545,072831,072925,072947,073255,073455,073603,073826,073931,074334,075117,075236,075404,075531,075648,075839,075956,080040,080219,080336,080705,080844,081140,081247,081415,081510,081639,081755,081924,082126,082351,082709,082826,083111,083217,083312,083408,083704,083821,083927,084342,084532,084902,085209,085412,085731,090155,090323,090514
12,MX4614-0,,073244,073517,073528,073550,073859,074005,074049,074217,074334,074737,075225,075342,075447,075553,075659,075839,075956,080051,080219,080347,080716,080855,081151,081258,081415,081521,082008,082115,082245,082351,082519,,082859,083100,083206,083250,083334,083514,083631,083704,084201,084331,084700,085041,085135,085507,085943,090122,090334
13,AA7712-1,,074049,074430,074514,074558,074927,075509,075710,075956,080208,080621,081225,081342,081532,081712,081840,082031,082148,082245,082413,082552,082921,083038,083250,083419,083536,083620,083832,083927,084331,,084756,085114,085222,085456,085658,085815,085932,090206,090312,090356,090821,091022,091350,091709,091858,092324,092811,092940,093152
14,MX4021-1,074049,075139,075447,075520,075553,075956,080241,080442,080654,080822,081236,081817,081935,082104,082307,082351,082530,082614,082658,082815,082954,083324,083441,083715,083843,084012,084117,084331,084500,084851,085114,085306,085731,085826,085932,090038,090155,090312,090452,090653,090759,091245,091434,091753,092112,092324,092631,093035,093203,093342
15,MX4338-1,074356,081532,081755,081851,081935,082137,082256,082402,082636,082859,083312,083821,083938,084128,084212,084320,084500,084554,084638,084807,084957,085317,085434,085614,085815,085921,090016,090250,090407,090536,090726,090916,091256,091423,091658,091825,091931,092017,092207,092357,092503,092940,093057,093426,093748,093949,094318,094710,094842,095045
16,AA7450-0,074430,,075055,075139,075225,075733,075956,080325,080526,080654,081045,081722,081817,082020,082115,082223,082340,082552,082625,082709,082837,083133,083334,,083715,083810,083927,084150,084309,084627,084935,084946,085445,085625,085731,085859,090005,090217,090356,090558,090653,091105,091317,091551,091920,092145,092609,093035,093141,093342
17,MX4159-1,075604,075934,080314,080336,080420,080643,080716,080855,081118,081258,081650,082234,082340,082446,082614,082720,082859,083004,083100,083206,083345,083715,083855,084117,084247,084415,084500,084638,084756,085124,085317,085434,085742,085837,090100,090206,090250,090407,090547,090726,090810,091256,091507,091753,092112,092324,092726,093225,093415,093618
18,MX4365-1,080102,082457,082859,082943,083027,083334,083548,083642,083821,084107,084331,084924,085030,085135,085306,085401,085540,085742,085826,085921,090100,090441,090631,090854,090949,091105,091138,091328,091456,091625,091836,092101,092441,092620,092906,093035,093152,093247,093426,093629,093714,094201,094351,094710,095057,095309,095547,100226,100333,100512
19,AA7393-0,082837,083122,083419,083514,083609,083810,084023,084139,084320,084532,084946,085445,085551,085658,085826,085921,090049,090155,090239,090301,090430,090715,090916,091200,091339,091434,091507,091625,091719,091931,092101,092156,092514,092620,092855,093046,093152,093309,093510,093640,093725,094128,094307,094637,094937,095108,095404,100014,100131,100322
20,MX4383-1,083357,083748,084023,084107,084150,084404,084511,084616,084745,084946,085339,085859,090005,090122,090312,090407,090547,090748,090821,090916,091022,091339,091551,091804,091909,092028,092123,092324,092430,092536,092811,093002,093353,093607,093832,094011,094117,094234,094425,094616,094710,095141,095331,095705,100058,100311,100619,101333,101501,101642
21,AA7731-1,084353,084638,085019,085114,085157,085720,085826,085954,090312,090558,,091339,091434,091614,091730,091814,091953,092156,092240,092419,092536,092855,093013,093247,093309,093404,093459,093725,093821,,094436,,094649,094915,095141,095331,095450,095738,095917,100014,100025,100439,100557,,101322,101501,101906,,102830,103309
22,MX4458-1,,085222,085518,085551,085625,085859,090049,090155,090323,090620,091022,091658,091814,091942,092145,092240,092430,092536,092620,092653,092811,093141,093247,093437,093544,093652,093748,093938,094055,094414,094554,094710,095045,095258,095513,095643,095749,095906,100025,100153,100248,100703,100905,101140,101439,101631,102034,102650,102830,103054
23,AA7562-1,085518,090027,090356,090503,090558,090832,090938,091043,091233,091423,091636,092302,092419,092536,092715,092811,093002,093152,093247,093415,093555,093949,094150,094425,094532,094700,094745,094937,095108,095236,095502,095705,100014,100215,100450,100619,100737,100832,101022,101202,101300,101737,102000,102415,102746,102948,103437,104137,104318,104616
24,MX4551-1,090407,090810,091211,091307,091350,091709,091847,091942,092123,092302,092653,093225,093404,093510,093640,093759,093927,094117,094201,094329,094509,094853,094959,095236,095342,095450,095536,095716,095906,100322,100557,100726,101022,101140,101406,101535,101653,101748,102000,102201,102257,102746,102948,103415,103852,103958,104616,105244,105423,105625
25,AA7559-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090547,091022,091138,091256,091350,091540,091709,091814,091920,092346,092525,092917,093225,093437,093821,094318,094447,094710
26,MX4598-1,091211,091614,091920,092101,092156,092609,092737,092855,093024,093258,093510,094011,094117,094245,094403,094532,094710,094842,094926,095057,095214,095536,095643,095844,100003,100047,100131,100311,100417,100545,100652,100832,101151,101333,101439,101557,101726,101821,102045,102201,102308,102746,102926,103236,103606,103808,104318,104807,104936,105116
27,AA6738-0,092006,092313,092525,092558,092737,093152,093342,093448,093703,094011,094234,094700,094807,094948,095130,095236,095404,095558,095643,095727,095855,100215,100545,,,100927,101045,101226,101439,101546,101906,,102107,102246,102353,102510,102606,102746,102841,103021,103203,103639,103808,,104543,104734,105317,105840,105957,110245
28,MX4614-1,,092917,093119,093225,093320,093555,093714,093821,094011,094223,094520,095012,095141,095247,095404,095450,095558,095749,095833,095917,100014,,100557,100652,100810,100927,101022,,101417,,,102150,102510,102628,102734,102830,102926,103032,103214,103320,103415,103841,104043,104307,104723,104807,105530,110020,110138,110340
29,AA6374-0,093320,093843,094201,094307,094425,094723,094853,095012,095152,095353,095738,100300,100406,100523,100641,100759,100938,101107,101202,101322,101428,101715,101906,102150,102257,102415,102510,102830,102926,103032,103236,103500,103841,103947,104211,104340,104458,104605,104852,104947,105105,105508,105659,110116,110425,110626,111230,112025,112143,112311
30,MX4021-2,093510,103756,104149,104256,104425,104649,104852,105020,105222,105350,105745,110329,110436,110626,110806,110901,111018,111124,111208,111303,111443,111812,112025,112216,112418,112536,112620,112810,112939,113258,113448,113628,113914,114114,114349,114517,114656,114802,115004,115143,115228,115641,115810,120138,120530,120709,121323,122055,122223,122449
31,AA7920-1,,093618,094011,094139,094212,094554,094710,094831,095045,095214,095558,100204,100322,100512,100641,100748,100938,101056,101151,101322,101428,101810,101916,102150,102246,102415,102448,102746,102841,103021,103225,103437,103819,103936,104200,104329,104447,104543,104841,104947,105032,105508,105659,105957,110307,110458,111113,111834,112003,112154
32,MW5425-0,093916,094340,094710,094819,094948,095320,095513,095621,095833,100003,100355,101107,101202,101311,101512,101557,101737,101832,101927,102045,102150,102510,102702,102926,103021,103138,103214,103415,103533,103701,104116,104245,104605,104712,104925,105105,105255,105434,105614,105745,105829,110307,110436,110722,111051,111314,112014,112917,113046,113225
33,AA7838-0,094436,101428,101810,101906,102034,102342,102522,102639,102819,103043,103247,103852,104009,104211,104351,104458,104627,104818,104903,105043,105200,105541,105659,105829,105946,110043,110116,110318,110425,110755,111040,111252,111739,111856,112121,112300,112418,112514,112748,112844,112939,113353,113543,113841,114400,114506,115216,115714,115843,120054
34,AA7712-2,094520,095130,095536,095632,095749,100058,100215,100344,100545,100810,101226,101906,102045,102213,102404,102459,102650,102757,102841,103010,103138,103511,103617,103819,103936,104043,104137,104318,104425,104616,104818,105020,105401,105625,105902,110031,110200,110318,110531,110648,110744,111230,111421,111750,112110,112355,113130,113746,113924,114158
35,AA7559-1,100311,094904,102150,102257,102426,102830,102853,103021,103149,103342,,104234,104340,104509,104649,104756,104936,105032,105127,105233,105350,105636,105829,110009,110211,110318,110425,110626,110744,111146,111410,,111750,111919,112121,112300,112407,112514,112715,112810,112906,113331,113510,113946,114242,114444,115048,115630,115843,115959
36,MW5645-0,095236,095800,100215,100300,100450,100737,101011,101107,101322,101608,101832,102353,102510,102639,102841,102937,103105,103203,103247,103404,103522,103903,104009,104211,104329,104436,104521,104734,104841,105009,105211,105306,105636,105829,110043,110211,110318,110425,110626,110744,110839,111337,111505,111941,112418,112620,113404,114008,114136,114254
37,AA7537-0,095822,100300,100523,100652,100832,101140,101333,101523,101715,101843,102235,102808,102915,103054,103214,103320,103448,103701,103756,103925,104043,104414,104627,104852,105009,105116,105222,105401,105541,105722,105913,110043,110425,110553,110817,110956,111102,111219,111432,111622,111706,112143,112407,112759,113247,113437,114008,114751,114920,115121
