,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,AA6760-0,,,,,,,,,,,,,,,,,,,,070108,070121,070450,070711,,071015,071132,071258
1,AA7712-0,,,,,,,,,,,,,,,070108,070121,070300,070355,070439,070606,070805,071142,071320,,071647,071803,071857
2,AA7708-0,,,,,,,,,,,,070108,070154,070311,070355,070417,070533,070721,070815,070837,070943,071237,071436,071658,071730,071846,071940
3,AA7559-0,,,,,,,,,070108,,,,,071132,,,071237,071331,071415,071531,071658,072036,072224,072530,,072646,072753
4,AA6942-0,,,,070108,070121,070439,070450,070522,070711,070815,071026,071604,071719,071814,,072003,072119,,,072352,072519,072849,,073228,073301,073406,073449
5,AA7749-0,070417,070638,070848,,,071121,071237,071415,,,072046,072624,072741,072944,,,073239,073344,,073522,073650,073956,074124,,074504,074620,074715
6,AA7764-0,070921,071520,071857,071919,072057,072330,072541,072635,073006,073100,073312,073850,074051,074146,074251,074345,074515,074620,074653,074726,074904,075314,075441,075629,075712,075839,075922
7,AA7539-0,072141,072403,072646,072805,072838,073155,073312,073417,073639,073712,073934,074504,074609,074715,074831,074926,075053,075158,075231,075303,075441,075839,080007,,080429,080546,080651
8,AA7931-0,073806,074146,074334,074408,074453,074809,075020,075136,075325,075545,075756,080313,080439,080556,080723,080829,081018,081144,081218,081301,081439,081805,082006,082343,082448,082604,082648
9,MX4535-0,073912,074948,075314,075419,075502,075723,075806,075901,080102,080218,080607,081123,081240,081355,081511,081606,081744,081944,082028,082111,082249,082604,082731,083004,083058,083225,083257
10,MX4021-0,,075618,075922,080018,080156,080407,080546,080651,080840,081007,081218,081744,081900,082028,082122,082227,082416,082543,082626,082721,082816,083141,083341,083603,083709,083825,083909
11,AA7712-1,081207,081345,081700,081755,081805,082017,082111,082216,082405,082510,082859,083404,083531,083603,083709,083803,083931,084026,084059,084226,084353,084708,084835,085025,085141,085613,085657
12,AA7708-1,081849,082006,082227,082249,082405,082637,082848,082942,083130,083257,083520,084005,084110,084215,084320,084404,084542,084741,084825,084909,085014,085319,085508,085729,085824,085918,085951
13,AA6760-1,,,,,,,,,,,,083236,083331,083520,083636,083741,083847,083953,084059,084215,084353,084708,084825,085130,085141,085257,085352
