,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MZ3734-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070133
1,MZ3740-0,,,,,,,,,,,,,,,,,,,,,,,,,070108,070344,070543,070637,070804,070848,071004,071058,071130,071203,071247,071331,071436,071531
2,MZ3825-0,,,,,,,,,,,,,,070108,070205,070300,070344,070543,070637,070753,070920,070942,071025,071141,071509,071731,071847,072003,072119,072203,072308,072341,072435,072508,072602,072624,072753,072838
3,MZ3956-0,,,,,,,,,070108,070121,070216,070721,070815,070931,071058,071152,071236,071458,071553,071731,071836,071919,071941,072108,072413,072602,072827,072922,073038,073111,073217,073250,073313,073334,073418,073501,073606,073639
4,MZ3978-0,,070108,070322,070449,070648,070931,071058,071247,071447,071731,071858,072424,072530,072624,072741,072827,072922,073155,073302,073407,073545,073617,073807,073934,074239,074408,074609,074724,074809,074903,074958,075052,075135,075157,075241,075324,075418,075512
5,MZ3987-0,071130,071404,071553,071814,072046,072413,072446,072613,072753,072944,073111,073555,073701,073756,073912,074018,074134,074345,074452,074558,074735,074830,074841,075020,075335,075556,075806,075922,080018,080112,080218,080324,080410,080432,080516,080548,080643,080737
6,MX1197-0,072257,072446,072741,072922,073122,073440,073523,073639,073829,074018,074145,074630,074714,074809,074925,075020,075103,075313,075418,075606,075744,075816,075849,080007,080345,080443,080643,080737,080854,080927,081010,081104,081159,081221,081305,081326,081431,081515
7,MZ4228-0,072708,073650,074029,074228,074334,074619,074703,074757,074925,075219,075346,075838,075933,080040,080156,080250,080324,080516,080621,080759,080937,081021,081115,081232,081526,081726,081958,082114,082230,082324,082430,082502,082557,082630,082713,082735,082842,082936
8,MX1213-0,074841,075030,075219,075418,075556,075806,075911,080029,080218,080454,080621,081137,081232,081348,081526,081609,081704,081936,082019,082135,082335,082419,082441,082619,082903,083125,083252,083409,083546,083641,083747,083852,083935,083957,084051,084135,084239,084323
9,MZ3556-0,080432,080537,080737,080959,081148,081515,081726,081831,082030,082335,082502,083020,083136,083241,083409,083452,083608,083830,083935,084102,084145,084229,084301,084407,084755,084934,085207,085334,085450,085534,085650,085723,085746,085819,085914,085936,090053,090137
10,MZ3559-0,081053,081159,081326,081504,081704,082114,082241,082346,082513,082735,082903,083409,083514,083630,083758,083852,083946,084218,084312,084428,084534,084617,084701,084806,085133,085239,085428,085512,085640,085723,085830,085936,090020,090053,090126,090148,090253,090337
11,MZ3734-1,,082357,082925,083147,083420,083652,083747,083852,084040,084407,084534,085039,085133,085239,085417,085501,085607,085852,085947,090126,090220,090253,090315,090420,090736,090903,091041,091218,091334,091407,091523,091617,091701,091722,091816,091849,091954,092038
12,MZ3740-1,083314,083525,083735,083935,084156,084501,084545,084712,084956,085250,085355,085852,085958,090115,090220,090337,090431,090703,090758,090914,091008,091051,091218,091356,091711,091900,092100,092216,092322,092405,092521,092626,092710,092742,092815,092847,093015,093109
13,MW5898-0,084428,085650,085947,090137,090348,090631,090852,091102,091251,091523,091701,092216,092322,092438,092615,092731,092847,093120,093214,093403,093509,093603,093731,093847,094153,094320,094532,094637,094826,094859,095027,095132,095205,095216,095311,095333,095500,095544
14,MZ3825-1,084639,084806,084956,085218,085501,085903,085958,090104,090315,090453,090620,091135,091229,091334,091501,091606,091711,091933,092027,092143,092343,092416,092448,092604,092920,093131,093320,093425,093552,093625,093742,093847,093920,093931,094036,094047,094204,094226
15,MW5943-0,084701,094521,094721,094932,095238,095522,095733,095922,100205,100449,100627,101134,101228,101345,101523,101629,101723,101913,102018,102135,102335,102419,102441,102608,102852,103104,103220,103315,103443,103538,103801,103844,103928,103950,104024,104046,104214,104258
16,MZ3956-1,090453,090558,090736,091030,091356,091711,091900,092016,092154,092521,092659,093203,093258,093414,093531,093625,093731,094025,094131,094237,094415,094510,094543,094659,094954,095110,095238,095344,095449,095544,095700,095806,095817,095839,095933,100006,100111,100216
17,MR8024-0,,091334,092804,093026,093309,093709,093858,094025,094153,094605,094732,095300,095406,095511,095700,095828,095955,100205,100300,100405,100511,100554,100710,100815,101155,101301,101501,101650,101807,101902,102018,102113,102157,102219,102302,102324,102441,102514
