,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4366-0,,,,,,,,,,,,,,,,,,,,,070109,070222,070350
1,MX1135-0,,,,,,,,,,,,,,070109,070211,070255,070328,070435,070541,070635,070825,071046,071141
2,AA7842-0,,,,,,,,,,,,070109,070211,070328,070541,070624,070708,070919,071036,071202,,,071921
3,AA7418-0,082815,082931,083131,083510,083848,084027,084216,070109,070519,,,,,071213,071246,071330,071413,071541,071636,071804,071931,072226,091409
4,AA7530-0,,,,,,,,070109,070635,070741,070836,071014,071152,071246,071436,071519,071603,071731,071826,071953,072121,072449,072627
5,AA6952-0,,,,,,,070109,070211,071213,071341,071436,071603,071804,071859,,,,,,,092351,092646,092837
6,MR7964-0,,,,,070109,070255,070530,070814,071742,071848,071931,072059,072215,072310,072449,072555,072649,072828,072923,073039,073221,073538,073643
7,AA7488-0,,070109,070222,,071025,071202,071330,071436,072321,072416,072511,072627,072754,072901,073018,073112,073221,073327,073432,073600,073748,074104,074221
8,AA7303-0,070109,071003,071308,071647,071931,072310,072354,072806,073821,073948,074043,074210,074336,074441,074651,074723,074841,074957,075102,075221,075348,075655,075916
9,AA6701-0,,070339,070635,070930,071202,071446,071731,071859,072923,073039,073134,073316,073443,073549,073727,073843,073926,074148,074253,074420,074546,074819,075822
10,AA7871-0,,071403,071720,,072555,072627,072839,073134,074137,074242,074336,074503,074640,074745,074902,074957,075102,075315,075421,075538,075738,080023,080223
11,MW4825-0,071804,072048,072343,072711,073101,073254,073549,074021,074935,075018,075113,075221,075359,075431,075622,075717,075822,075938,080033,080150,080350,080625,080817
12,AA7637-0,071921,074115,074347,074619,075113,075253,075600,075905,081028,081143,081231,081348,081525,081631,081820,081925,082053,082211,082317,082425,082553,082826,082931
13,AA7101-0,,,,,072511,,,,074336,074431,074525,074651,,,,,075253,075453,075549,075717,075749,080106,080234
14,AA7492-0,072511,072732,073007,073305,073632,073948,074043,074221,075348,075505,075549,075655,075822,075927,080139,080234,080339,080436,080530,080658,080753,081111,081220
15,MW3346-0,,,,,072945,073112,073411,073905,074756,074830,074924,075040,075221,075253,075421,075453,075549,075633,075738,075905,080139,080436,080552
16,AA7252-0,,073400,073632,094830,074420,074452,074713,074957,080012,080106,080201,080318,080447,080552,080720,080817,080923,081100,081158,081315,081547,081831,132024
17,AA7405-0,075431,075749,075949,080307,080541,080742,081017,081253,082350,082458,082553,,082837,082942,083131,083228,083344,083500,083605,083721,083942,084227,084405
18,MW4366-1,080403,080519,080731,081209,081442,081620,081904,082317,083416,083510,083605,083721,083837,083920,084110,084216,084333,084449,084545,084702,084756,085133,085301
19,AA7530-1,081017,081420,081820,,082731,083059,083250,083710,084756,084912,085017,,085334,085417,085554,085710,085837,090036,090141,090309,090403,090730,091004
20,AA7536-0,095946,100357,,,101413,101615,101848,102301,081326,081431,081514,081620,081737,081831,082009,082053,110851,111113,132457,132551,132731,111747,133155
21,AA7842-1,081820,082114,,,083406,083605,083743,084027,,,085511,,,,090130,090236,090352,090530,090636,090730,090942,091241,091409
22,AA7871-1,084449,084723,085017,085417,085659,085815,090152,090931,093626,093711,093755,093923,094051,094146,094419,094452,094630,094841,095008,095113,095241,095546,095652
23,AA7488-1,085100,085417,113326,090203,090436,090625,091058,091843,094241,094336,094430,094525,094713,094746,094957,095113,095209,095336,095441,095546,095819,100030,122132
