,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MW2856-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,070104,070117,070255,070339,070400,070454,070516,070549,070654,071000,071043,071222,071338,071432,071505
1,MR8024-0,,,,,,,,,,,,,,070104,070400,070505,070549,070705,070800,070916,070938,071138,071338,071559,071632,071726,071842,072031,072125,072230,072313,072346,072418,072451,072556,072712,073039,073239,073406,073511,073616,073659
2,MR8026-0,,070104,070255,070444,070621,070949,071148,071254,071359,071454,071621,071726,071903,072230,072628,072744,072829,072945,073007,073144,073217,073427,073648,073920,074027,074111,074226,074500,074606,074732,074816,074922,075006,075038,075100,075227,075533,075700,075831,075925,080042,080125
3,MS1935-0,,071958,072418,072607,072902,073322,073500,073616,073804,073836,074016,074121,074237,074555,074954,075122,075205,,075511,075617,075724,075936,080209,080454,080610,080715,080822,081000,081044,081319,081403,081519,081551,081636,081708,081814,082132,082322,082451,082607,082723,082757
4,MR8462-0,,074049,074533,075100,075405,075820,075958,080147,080537,080620,080843,080938,081128,081435,081825,081932,082027,082205,082322,082524,082607,082808,083103,083336,083430,083525,,084335,084429,084640,084735,084851,084957,085040,085218,085335,085639,085839,090050,090217,090311,090344
5,MS2365-0,,080209,080515,081203,081540,081910,082205,082354,082640,082723,082913,083051,083252,083609,084019,084146,084230,084357,084502,084713,084756,085019,085240,085555,085722,085817,085933,090511,090555,090733,090816,090921,091005,091037,091110,091238,091648,091816,092006,092111,092155,092228
6,MW2390-0,,082332,082651,083040,083314,083609,083830,084103,084230,084324,084546,084640,084756,085113,085501,085617,085701,085817,085900,090039,090112,090311,090639,090849,090921,091016,091120,091543,091626,091827,091954,092206,092333,092429,092452,092556,092923,093007,093156,093302,093407,093440
7,MW2856-1,083325,084219,084557,084818,085040,085418,085639,085839,090028,090112,090301,090427,090500,090816,091154,091311,091354,091521,091615,091827,091910,092049,092301,092441,092535,092629,092745,092923,093007,093145,093219,093346,093429,093451,093513,093653,094019,094229,094356,094502,094556,094650
8,MR8024-1,,090344,090711,090954,091405,091859,092049,092206,092452,092545,092745,092829,093007,093346,093715,093831,093903,094030,094103,094302,094356,094712,094912,095123,095228,095312,095417,095649,095710,095933,100027,100154,100216,100239,100323,100451,100829,100924,,,101345,101418
9,MR8026-1,091321,092228,092441,092851,093145,093429,093558,093820,094052,094208,094356,094451,094545,094922,095301,095428,095511,095732,095804,095955,100038,100250,100513,100723,100829,100913,101029,101239,101312,101450,101523,101607,101712,101744,101806,101923,102402,102457,102708,102825,102919,102953
