,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070104,070115,070210,070402,070530,070719,070825,070941,071224
1,MZ4228-0,,,,,,,,,,,,,,,,,,,,,,,,,,070104,070402,070614,070719,070858,071047,071235,071329,071507,071637,071720,072035
2,MW5853-0,,,,,,,,,,,,,,070104,070243,070328,070436,070509,070646,071014,071058,071141,071224,071329,071445,071517,071952,072245,072351,072539,072706,072938,073043,073347,073503,073629,074016
3,MZ3556-0,070104,070159,070317,070414,070436,070520,070541,070636,070719,070836,070952,071047,071308,071445,071742,071836,072057,072130,072256,072612,072655,072738,072855,073011,073126,073209,073629,073912,074016,074247,074425,074519,074646,074909,075025,075129,075540
4,MZ3559-0,070603,070814,070930,071003,071025,071058,071119,071152,071246,071340,071456,071528,071753,071814,072130,072213,072445,072528,072706,073011,073043,073115,073209,073314,073358,073430,073901,074121,074215,074508,074624,074813,075035,075235,075413,075507,075907
5,MZ3734-0,071659,071731,071858,071941,072014,072046,072108,072140,072213,072329,072423,072518,,072927,073115,073158,073314,073347,073557,073756,073828,073901,074027,074132,074237,074320,074740,074930,075035,075319,075424,075624,075729,075951,080057,080140,080506
6,MX1135-0,072811,072927,073115,073137,073158,073252,073314,073347,073420,073524,073608,073651,073756,073901,074121,074226,074331,074352,074613,074803,074847,074941,075046,075151,075246,075319,075751,080002,080057,080412,080517,080811,081012,081315,081431,081557,081934
7,MZ3825-0,074049,074132,074258,074331,074352,074446,074508,074541,074624,074729,074835,074930,075035,075203,075507,075624,075845,075918,080057,080256,080339,080423,080539,080644,080811,080832,081253,081630,081735,082006,082101,082216,082321,082616,082742,082826,083046
8,MZ3956-0,075025,075140,075257,075329,075340,075424,075446,075529,075551,075729,075845,075940,080213,080245,080517,080622,080856,080917,081116,081326,081420,081503,081557,081713,081757,081829,082321,082659,082804,083141,083246,083539,083646,083919,084058,084214,084602
9,MZ3978-0,080329,080423,080528,080601,080622,080655,080705,080800,080832,080928,081033,081138,081315,081420,081619,081818,081923,081955,082122,082406,082439,082522,082616,082732,082858,082931,083424,083708,083802,084036,084119,084341,084414,084645,084858,084952,085235
10,MZ3987-0,081409,081557,081724,081757,081818,081851,081902,081945,082017,082111,082205,082259,082501,082659,082931,083025,083130,083152,083307,083539,083614,083646,083752,083908,084014,084036,084508,084740,084919,085224,085351,085549,085738,090044,090149,090254,090536
11,MZ4072-1,082439,082710,082837,082909,082931,083035,083057,083141,083202,083307,083413,083507,083657,083929,084203,084414,084518,084551,084750,085014,085046,085140,085245,085351,085455,085517,085949,090211,090305,090756,090903,091145,091241,091431,091536,091620,092040
12,MP6422-0,083635,083708,083857,083929,083951,084036,084058,084141,084225,084319,084424,084624,084802,084941,085245,085423,085654,085749,085938,090254,090327,090359,090536,090702,090830,090913,091347,091620,091725,091924,092051,092345,092555,092816,093003,093202,093455
13,MZ4228-1,084602,084656,084813,084835,084858,084930,084941,085024,085046,085151,085256,085401,085600,085738,090022,090221,090316,090348,090525,090756,090852,090946,091102,091230,091335,091409,091819,092030,092135,092345,092544,092743,093014,093213,093329,093423,093738
14,MW5853-1,085622,085727,085845,085917,085938,090012,090044,090127,090200,090316,090421,090504,090702,090820,091145,091230,091314,091358,091547,091758,091830,091924,092030,092157,092334,092428,092859,093246,,,,,,,,,100413
15,MZ3556-1,090547,090702,090841,090913,090935,091008,091040,091113,091145,091303,091347,091442,091641,091819,092051,092218,092450,092533,092721,092942,093025,093108,093224,093351,093506,093611,094107,094317,094411,094841,095018,095301,095417,095753,095919,100057,100550
16,MZ3559-1,091156,091736,091903,091946,092008,092135,092157,092240,092313,092407,092501,092606,092816,092953,093224,093246,093517,093539,093738,094046,094140,094244,094349,094516,094631,094715,095134,095345,095438,095742,095858,100108,100235,100633,100738,100907,101316
17,MZ3734-1,092743,092909,093036,093130,093202,093257,093318,093401,093434,093611,093655,093738,093928,094118,094411,094559,094704,094747,094935,095207,095239,095301,095417,095543,095659,095732,100202,100402,100550,100907,101034,101211,101400,101749,101854,102032,102231
18,MX1135-1,094056,094129,094255,094328,094349,094422,094443,094527,094559,094715,094758,094913,095123,095250,095533,095710,095804,095847,095952,100224,100318,100402,100518,100644,100833,100917,101349,101622,101759,102021,102148,102431,102630,102839,103016,103153,103752
19,MX1105-0,095112,100413,100550,100623,100655,100800,100822,100856,100928,101055,101211,101338,101527,101705,101959,102126,102346,102431,102608,102817,102850,102933,103049,103216,103331,103414,103835,104057,104202,104413,104530,104650,104956,105356,105534,105745,110113
20,MZ3825-1,095155,095311,095438,095511,095533,095605,095627,095659,095732,095836,095930,100014,100152,100308,100550,100655,100856,100917,101117,101327,101400,101433,101549,101705,101810,101832,102253,102431,102619,102922,103038,103216,103320,103658,103846,104046,104435
21,MZ3956-1,101349,101455,101705,101749,101832,101937,102011,102043,102115,102231,102314,102514,102651,102756,103132,103237,103508,103603,103802,104046,104130,104224,104351,104530,104711,104755,105217,105534,105640,105902,110019,110250,110440,110702,110830,,111241
22,MZ3978-1,102525,102619,102723,102745,102807,102828,102901,102933,103005,103121,103216,103310,103414,103551,103835,104003,104108,104151,104340,104650,104711,104755,104850,105006,105122,105154,105556,105745,105923,110124,110250,110440,110546,110936,111114,,111829
23,MZ3987-1,103551,103813,103929,103951,104025,104119,104141,104224,104257,104435,104519,104613,104807,104945,105250,105501,105723,105807,105956,110334,110429,110524,110618,110756,110903,110936,111432,111623,111757,112039,112205,112458,112635,112836,113048,113225,113635
24,MZ4072-2,103636,104901,105039,105100,105133,105228,105301,105333,105418,105556,105651,105734,105934,110113,110356,110440,110651,110735,110852,111114,111219,111325,111443,111610,111724,111757,112238,112635,112825,113120,113236,113508,113657,113918,114003,114130,114446
25,MW5943-0,105723,105745,105902,105945,110008,110051,110113,110156,110312,110429,110535,110618,110756,110958,111336,111537,111757,111901,112028,112321,112425,112541,112719,112836,113004,113037,113508,113646,113845,114151,114329,114507,114739,115118,115225,115436,115814
26,MZ4228-2,110546,110702,110807,110841,110903,110947,111008,111030,111114,111219,111303,111348,111559,111641,112111,112259,112530,112624,112741,112909,113004,113037,113153,113319,113436,113457,113950,114307,114446,114813,114919,115118,115352,115625,115720,115825,120248
27,MP6031-0,111314,111515,111641,111703,111735,111851,111923,111955,112039,112205,112259,112415,112519,112635,112920,113026,113258,113352,113508,113740,113823,113929,114046,114235,114424,114529,115023,115330,115530,115858,120016,120321,120501,120732,120858,121142,121708
28,MW5853-2,112111,112216,112353,112425,112447,112519,112541,112624,112708,112909,113004,113048,113236,113414,113740,113950,114235,114307,114402,114613,114645,114707,114846,115013,115140,115203,115636,115942,120132,120407,120544,120732,120931,121215,121320,121520,121848
29,MW5966-0,113258,113446,113614,113635,113719,113813,113845,113940,114013,114151,114318,114402,114551,114656,115002,115107,115330,115425,115541,115836,120005,120110,120248,120407,120555,120638,121110,121404,121542,121952,122108,122322,122417,122650,122755,122851,123523
30,MZ3559-2,114256,114424,114613,114645,114707,114802,114835,114919,114951,115214,115341,115425,115552,115658,115953,120216,120439,120501,120710,121015,121059,121153,121320,121458,121625,121741,122130,122428,122533,122755,122956,123134,123450,123702,123808,124019,124345
31,MP6422-1,115107,115225,115403,115458,115530,115647,115709,115803,115836,120038,120132,120227,120418,120606,120848,120953,121215,121259,121458,121741,121826,121859,122108,122235,122355,122439,122851,123051,123429,123757,123935,124145,124345,124606,124805,125025,125235
32,MZ3556-2,120310,120501,120638,120710,120732,120826,120848,120931,121026,121215,121320,121447,121614,121826,122130,122246,122522,122617,122807,123124,123218,123312,123534,123713,123808,123913,124356,124711,124910,125203,125402,125602,125846,130130,130257,130435,130814
33,MX1105-1,120909,123113,123229,123301,123345,123440,123501,123545,123618,123746,123840,123935,124113,124207,124627,124721,124931,125047,125257,125550,125646,125802,125918,130108,130247,130341,130751,130943,131048,131407,131545,131806,132016,132226,132415,132458,132929
34,MX1084-0,121708,121803,121931,122003,122025,122058,122119,122202,122246,122428,122522,122639,122851,122956,123240,123356,123629,123724,123946,124251,124356,124450,124606,124711,124859,124942,125423,125740,125929,130203,130424,130602,130740,131015,131143,131250,131545
