,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MR8462-0,,,,,,,,,,,,,,,,,,,,,,,070107,070318,070540,070718,070858,070941,071047,071203,071308,071424,071529,071741,071846,072024
1,MS2365-0,,,,,,,,070107,070245,070339,070424,070508,071003,071225,071413,071529,071646,071730,071857,071951,072119,072202,072329,072851,073144,073313,073452,073653,073758,073926,074031,074200,074317,074538,074800,074916
2,MW2390-0,070941,071025,071108,071203,071341,071446,071824,071929,072130,072213,072307,072350,072840,073100,073251,073441,073609,073704,073831,073926,074031,074125,074254,074727,074959,075314,075536,075641,075726,,,,,080631,080703,081009
3,MW2856-0,072806,072923,073017,073111,,073419,073748,073904,074020,074104,074200,074254,074705,074905,075053,075210,075325,075431,075609,075703,075821,075916,080042,080547,080758,081126,081326,081453,081631,081842,081936,082114,082231,082442,082620,082820
4,MW3053-0,073831,074811,074916,075042,075253,075442,075759,075916,080031,080253,080410,080453,081104,081525,081831,082114,082231,082336,082453,082547,082736,082831,082958,083519,083815,084038,084248,084415,084637,084909,085025,085141,085342,085646,085846,090203
5,MR8026-0,080504,081031,081126,081221,081358,081514,081853,082020,082220,082325,082442,082536,083257,083626,083910,084027,084215,084310,084521,084637,084742,084847,085025,085541,085824,090047,090214,090319,090414,090540,090646,090826,091004,091142,091331,091709
6,MS1935-0,082420,084237,084332,084448,084742,,085225,085342,085436,085657,085752,085846,090457,090719,090932,091059,091259,091404,091615,091720,091826,091921,092047,092523,092755,093017,093111,093216,093300,093448,093615,093730,093951,094202,094339,094507
7,MS2259-0,082431,082526,082642,082747,083054,,083732,083932,084027,084259,084404,084448,085342,085824,090047,090236,090457,090602,,090859,091026,091131,091259,091826,092120,092417,092650,092818,093028,093227,093354,093542,093658,093940,094118,094256
8,MR8462-1,090036,090152,090258,090352,090551,090719,091121,091215,091237,091458,091615,091647,092237,092450,092650,092818,092955,093100,093216,093321,093448,093542,093658,094140,094413,094602,094729,094846,095045,095307,095424,095529,095646,095930,100109,100247
9,MW2390-1,093857,093951,094035,094151,094413,094602,094940,095150,095246,095340,095424,095518,095951,100258,100521,100637,100753,100847,101047,101151,101245,101350,101507,101931,102215,102447,102625,102803,102942,103109,103227,103355,103533,103744,103923,104230
