,Bus,C690/1,C689/2,T360,T378,T397,T395,T366,T374,T406,T345/1,T317,M206/2,M216,M207,M63,M67,M65,M93
0,MW4837-0,,,,,,,,,,,,,,,,070103,070158,070442
1,MW4856-0,,,,,,,,,,,070103,070829,071100,071228,071332,071405,071543,071909
2,MW5594-0,,,,,,,,,070103,070337,070504,071637,071752,071909,072014,072046,072140,072339
3,MW4366-0,070114,070158,070421,070641,070746,070850,070955,071050,071122,071604,071731,072802,073046,073224,073340,073423,073506,073843
4,MW5142-0,071006,071217,071520,071742,071909,071952,072140,072245,072329,072824,073035,074251,074524,074724,074818,074912,074956,075406
5,MW4557-0,072307,072456,072835,073108,073224,073307,073455,073611,073706,074219,074441,075913,080145,080344,080450,080556,080755,081100
6,MW4619-0,,073539,073821,074031,074146,074240,074347,074441,074513,075050,075344,080450,080640,080851,080956,081100,081155,081544
7,MW4647-0,074547,074619,074901,075039,075155,075250,075406,075500,075544,080007,080207,081355,081627,081816,081944,082038,082248,082700
8,MW4781-0,075333,,,080029,080145,080250,080417,080501,080546,081122,081511,082522,082754,082945,083050,083134,083228,083727
9,MW4837-1,080546,080851,081144,081249,081344,081438,081555,081700,081744,082227,082511,083643,083917,084129,084244,084339,084519,084847
10,MW4856-1,081733,081901,082100,082227,,082416,082511,082605,082638,083134,083347,084328,084541,084719,084835,084932,085049,085344
11,MP6403-0,082310,082627,082945,083050,083156,083228,083347,083431,083525,084201,084350,085438,085723,085902,090007,090101,090155,090427
12,MW5124-0,083101,083334,083749,084024,084139,084255,084446,084551,084635,085311,085511,090931,091342,091534,091640,091735,091851,092334
13,MW5594-1,083906,084000,084317,084435,084541,084613,084803,084909,085005,085618,085745,091058,091342,091519,091629,091724,091851,092301
14,MW4366-1,084657,084813,085049,085249,085354,085449,085511,085618,085712,090155,090354,091414,091651,091830,091935,092029,092156,092537
15,AA7480-0,085205,085607,085923,090039,090144,090217,090405,090510,090543,091225,091436,092548,092821,093042,093147,093302,093503,093935
16,MW5142-1,085818,085945,090300,090427,090532,090626,090742,090847,090920,091534,091714,092904,093147,093347,093452,093536,093652,093946
17,MW4705-0,,091003,091320,091436,091556,091640,091840,092007,092051,092621,092937,094019,094323,094533,094649,094754,094901,095259
18,MW4557-1,091545,,092040,092229,092334,092451,092610,092705,092749,093335,093536,094827,095121,095259,095415,095509,095603,100058
19,MW4619-1,,092145,092512,092632,092749,092843,092937,093042,093125,093736,094030,095226,095321,095415,095520,095636,095813,100109
20,AA7149-0,092716,092843,093241,093358,093503,093536,093631,093736,093808,094251,094406,095520,095752,,100026,100120,100214,100554
21,MW4647-1,093441,093620,094008,094135,094251,094345,094533,094638,094722,095226,095509,100626,100920,101119,101224,101308,101413,101920
22,AA6625-0,094218,094439,094838,095049,095215,095310,095448,095603,095658,100131,100320,101446,101740,101931,102036,102141,102246,102718
23,MW4781-1,095006,,095415,095614,095730,095813,095931,100026,100120,100659,100837,101931,102058,102235,102352,102435,102551,103027
24,MW4837-2,,100214,100415,100605,100720,100753,100952,101046,101119,101624,101823,102921,103216,103343,103459,103543,103647,104047
25,MW4856-2,101235,,101624,101834,101942,102025,102130,102235,102329,102932,103154,104413,104645,104847,104953,105047,105214,105647
26,MW5124-1,102246,102329,102835,103005,103110,103205,103322,103416,103510,104036,104329,105508,105825,110014,110141,110225,110319,110749
27,MW5594-2,103015,103154,103438,103543,103709,103741,103909,104003,104036,104602,104802,105848,105953,110119,110225,110351,110528,110959
28,MW4366-2,,104435,104707,104847,105025,105109,105214,105308,105425,105858,110109,111325,111620,111808,111924,112007,112124,112557
