,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,070111,070156,070355
1,MX3651-0,,,,,,,,,,070111,070207,070250,070417,070533,070627,071026,071203,071414,071720,071932,072225,072614,072720,072954
2,MX4021-0,,,,,070111,070123,070450,070638,070743,070859,071015,071058,071215,071331,071425,071836,072015,072225,072636,072837,073216,073531,073658,073921
3,MX4159-0,070111,070207,070323,070439,070710,070910,071226,071414,071520,071614,071720,071814,071921,072058,072131,072553,072753,073027,073310,073520,073910,074215,074343,074626
4,MX4338-0,071120,071215,071331,071531,071858,072004,072415,072531,072804,072921,073027,073121,073426,073531,073603,074026,074215,074510,075216,075616,080112,080511,080700,080943
5,MX4365-0,072458,072636,072720,072826,073015,073205,073458,073625,073732,073837,073953,074059,074321,074426,074521,074942,075110,075721,080721,081203,081658,082015,082131,082625
6,MX3783-0,074404,074459,074615,074720,074921,075026,075532,075638,075849,080029,080123,080250,080500,080616,080721,081214,081353,081815,082520,082752,083131,083520,083658,084017
7,MX4535-0,075259,075449,075616,075710,080018,080144,080555,080816,081109,081236,081403,081530,081732,082037,082153,082647,082847,083448,084218,084453,084725,085221,085358,085527
8,MX4551-0,075427,075838,075923,080029,080239,080333,080816,081015,081131,081236,081414,081603,081848,082109,082214,082658,082909,083459,084251,084453,084725,085232,085411,085611
9,MX4598-1,080439,080605,080700,080816,081037,081247,081625,081815,081910,082059,082225,082320,082531,082730,082836,083321,083520,084346,084937,085221,085516,085905,090022,090315
10,MX4614-0,081425,081458,081552,081658,081848,082015,082425,082614,082730,082847,083004,083109,083238,083448,083531,083943,084101,084749,085221,085516,085738,090054,090210,110513
11,MX3651-1,083647,083921,084039,084156,084515,084653,084959,085221,085337,085454,085611,085716,085927,090105,090159,090619,090757,091133,091429,091639,091911,092238,092416,092637
12,MX4021-1,085749,090043,090137,090232,090409,090525,090808,091018,091123,091251,091345,091501,091700,091817,091933,092354,092521,092815,093227,093438,093838,094407,094523,094712
13,MX4159-1,091144,091356,091501,091617,091733,091849,092154,092427,092648,092804,092910,093015,093216,093310,093405,093827,094007,094345,094745,094935,095438,095910,100016,100331
14,MX4338-1,,091922,092027,092154,092405,092615,092921,093026,093259,093427,093522,093638,093934,094040,094135,094618,094756,095051,095533,095638,100005,100520,100648,100932
15,MX4365-1,,093722,093817,093912,094102,094334,094640,094734,094945,095123,095239,095323,095511,095627,095700,100153,100320,100720,101059,101248,101614,102235,102414,102718
16,MX3783-1,094545,094629,094723,094817,095029,095145,095522,095649,095910,100026,100142,100248,100414,100542,100637,101059,101215,101542,101919,102003,102351,103120,103247,103436
17,MX4535-1,095627,095816,095932,100121,100342,100542,100932,101143,101404,101531,101741,101941,102152,102308,102351,102835,103037,103415,103744,103943,104216,104628,104756,104957
18,MX4551-1,095910,100026,100110,100237,100448,100710,101110,101154,101415,101531,101752,101941,102152,102308,102403,102846,103047,103426,,104016,104238,104851,105007,105156
19,MW5425-0,100110,100520,100605,100659,100932,101049,101415,101520,101625,101720,101941,102036,102235,102340,102425,102857,103047,103426,103900,104005,104227,104639,104734,104851
20,MX4598-2,100847,101059,101205,101248,101437,101553,101930,102057,102319,102447,102835,102921,103142,103247,103331,103733,103910,104238,104555,104807,105145,105735,105903,110114
21,MW2780-0,101919,102308,102425,102541,102857,103037,103331,103542,103648,103827,104101,104205,104332,104501,104555,105007,105145,105453,105746,105947,110336,110913,111040,111228
22,MW5112-0,103047,103215,103258,103353,103458,103658,103954,104122,104227,104332,104533,104617,104756,104902,104957,105420,105536,105903,110242,110441,110651,111040,111145,111333
23,MX3651-2,103531,103744,103827,103932,104205,104439,104734,104902,104957,105145,105431,105525,105652,105808,105852,110303,110441,110735,111239,111438,111815,112331,112508,112718
24,MP6359-0,,,104555,104701,,105018,105431,105619,105735,105925,110147,110252,110430,110535,110608,111101,111239,111532,111942,112120,112530,113004,113121,113259
25,MW5191-0,104840,105134,105241,105358,105536,105735,110114,110209,110430,110608,110712,110913,111101,111228,111322,111743,111920,112153,112551,112802,113110,113509,113625,113744
26,MW5264-0,110125,110358,110441,110557,110830,111029,111333,111511,111732,111848,111953,112058,112225,112403,112436,112846,113026,113404,113733,113828,114312,114943,115026,115215
27,MW5346-0,111710,111804,111858,111953,112131,112258,112645,112813,113037,113215,113309,113404,113520,113647,113733,114218,114334,114648,115048,115132,115515,120013,120150,120455
28,MX4338-2,,112258,112352,112457,112740,112920,113237,113353,113614,113755,113913,113957,114145,114323,114406,114848,115059,115504,115928,120107,120400,120842,121030,121241
29,MX4021-2,113015,113131,113237,113342,113614,113720,114030,114134,114355,114533,114648,114753,114932,115037,115121,115548,115906,120306,120632,120821,121135,121531,121658,121836
30,MX4159-2,114659,115302,115358,115504,115633,115855,120222,120338,120559,120810,121009,121157,121418,121531,121626,122048,122247,122601,122956,123127,123559,124103,124252,124503
31,MX4365-2,121920,122037,122131,122257,122529,122717,123054,123326,123559,123736,123903,124030,124241,124441,124546,125030,125218,125512,125924,130019,130303,130912,131100,131227
32,MX3783-2,123032,123200,123315,123504,123715,123852,124157,124441,124702,124914,125208,125324,125502,125631,125736,130230,130408,130933,131459,131605,131910,132354,132522,132733
33,MX4535-2,123548,123936,124052,124219,124430,124619,124957,125208,125440,125620,125757,125957,130134,130314,130419,130923,131122,131532,131859,132110,132416,132900,133040,133240
34,MW5425-1,124535,125240,125324,125440,125631,125747,130040,130147,130357,130502,130701,130850,131017,131144,131238,131659,131826,132143,132533,132628,132912,133450,133607,133745
35,MX4598-3,125652,125957,130040,130124,130335,130513,130850,131049,131144,131311,131532,131743,131932,132027,132110,132533,132733,133157,133618,133713,133913,134314,134441,134736
