,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070108,070414,070624,070858,070952,071109,071152,071257,071414,071541,071658,071847,072014,072131
1,MX4068-0,,,,,,,,070108,070153,070404,070458,070530,070941,071203,071403,071530,071636,071741,071919,072014,072058,072153,072319,072814,073047,073320,073543,073648,073743,073910,074026,074226,074331,074639,074805,075303
2,MX1545-0,070108,071047,071203,071247,071508,071614,071858,071952,072036,072131,072203,072236,072718,072920,073120,073237,073342,073449,073626,073732,073848,073943,074120,074606,074902,075134,075241,075420,075609,075906,080044,080236,080913,081228,081345,081616
3,MS2365-0,072750,072909,073015,073109,073226,073510,073921,074037,074226,074309,074417,074512,074956,075218,075408,075536,075705,075739,075938,080033,080214,080309,080449,080956,081250,081605,081742,081931,082049,082144,082323,082440,082629,082938,083139,083354
4,MX1624-0,074754,074902,074956,075051,075252,075452,075822,075938,080022,080116,080214,080258,080829,081134,081323,081450,081659,081753,082003,082049,082229,082323,082535,083022,083249,083544,083735,083902,084103,084444,084611,084727,084950,085139,085307,085625
5,MX1698-0,081051,081522,081627,081721,081942,082100,082429,082556,082640,082854,083011,083044,083617,083913,084114,084232,084433,084601,084813,084918,085034,085118,085235,085741,090025,090236,090341,090457,090707,090845,091022,091138,091305,091504,091643,091905
6,MX1708-0,082251,082429,082545,082735,082905,083022,083438,083617,083829,083924,084052,084136,084856,085129,085340,085445,085646,085752,085918,090025,090152,090257,090457,091001,091254,091515,091654,091853,092021,092147,092314,092513,092640,092936,093314,093503
7,MX3590-0,082629,084159,084253,084433,084706,085045,085351,085518,085636,085856,085951,090036,090613,090802,091001,091106,091316,091421,091558,091632,091726,091831,091937,092451,092734,092903,093125,093303,093347,093452,093546,,,,,094334
8,MS1953-1,,090540,090624,090707,090928,091033,091359,091504,091632,091726,091821,091905,092607,092903,093041,093158,093252,093357,093524,093630,093745,093839,093946,094417,094637,095026,095236,095341,095435,095613,095719,095813,100013,100213,100402,100635
9,MX4068-1,092314,092451,092545,092629,092818,092958,093252,093441,093640,093903,094019,094113,094648,094942,095153,095308,095435,095529,095708,095802,095907,095951,100118,100551,100835,101013,101152,101308,101424,101518,101708,101940,102130,102405,102659,102909
10,MX1545-1,093817,094605,094659,094816,094942,095142,095457,095624,095719,095813,095907,100002,100529,100813,101046,101214,101351,101446,101635,101719,101824,101940,102047,102531,102804,103014,103215,103324,103440,103620,103725,103830,103935,104241,104419,104607
11,MS2365-1,100129,100307,100402,100518,100707,100824,101141,101308,101414,101624,101740,101845,102448,102742,103025,103142,103313,103408,103546,103631,103747,103819,103935,104440,104734,104956,105123,105218,105355,105500,105627,105827,110110,110416,110554,110711
12,MX1624-1,101951,102109,102154,102321,102448,102520,102858,102942,103047,103142,103313,103346,104008,104357,104546,104651,104756,104902,105028,105123,105228,105301,105417,105910,110154,110354,110554,110732,110850,111101,111216,111510,111637,111753,111909,112108
