,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070108,070153,070226,070258,070353,070711,070850,070945,071050,071156,071228
1,MW5264-0,,,,,,,,,,,,,,070108,070142,070258,070320,070426,070509,070626,070649,070828,071050,071301,071333,071416,071521,071648,071731,071910,071942,072015,072048,072121,072259,072404,072719,072919,073035,073141,073235,073319
2,MS2259-0,,,,070108,,070121,070153,,,070426,070638,070711,,071112,071511,071626,071710,,071847,071953,072037,072215,072414,072625,072802,072846,072940,073118,073224,073435,073518,073613,073740,073813,073835,074016,074311,074627,,074836,074932,075026
3,MX1509-0,071112,071355,071616,071731,071953,072154,072248,072414,072552,072636,072802,072846,072919,073246,073624,073740,073813,073921,074016,074144,074227,074416,074627,074836,074932,075026,075132,075310,075354,075520,075604,075637,075742,075825,075847,075953,080257,080457,080634,080800,080916,080949
4,MS1953-0,071825,074605,074753,074932,075110,075459,075615,080236,080413,080446,080623,080706,080855,081159,081536,081703,081746,081902,081946,082103,082136,082251,082450,082711,082806,082849,082954,083110,083216,083426,083459,083532,083616,083648,083710,083815,084215,084310,084530,084636,084719,084751
5,MS1935-0,072951,073057,073213,073340,073708,073954,074038,074100,074217,074249,074449,074522,074627,074921,075310,075437,075520,075637,075710,075825,075921,080120,080319,080540,080623,080706,080800,080844,081011,081159,081242,081315,081359,081442,081620,081735,082042,082146,082356,082450,,
6,MW5346-0,,080916,081022,081253,081359,081735,081946,082042,082219,082313,082428,082512,082700,083005,083354,083459,083532,083638,083721,083848,083921,084122,084320,084520,084614,084657,084802,084907,084950,085117,085225,085247,085352,085424,085457,085540,085835,085951,090151,090246,090402,090446
7,MS2365-1,,083132,083426,083616,083848,084122,084215,084310,084458,084603,084719,084802,084940,085247,085624,085751,085846,090003,090046,090235,090318,090457,090646,090846,090918,091012,091128,091257,091341,091541,091625,091730,091813,091846,091918,092014,092309,092425,092614,092804,092911,092943
8,MW5264-1,085457,085603,085846,090057,090318,090707,090918,091107,091213,091308,091458,091614,091719,092036,092425,092552,092636,092753,092900,093028,093112,093300,093521,093721,093815,093858,094003,094130,094214,094341,094425,094457,094614,094646,094730,094846,095203,095319,095541,095635,095751,095846
9,MS2259-1,,092058,,092531,092614,093249,093438,093459,093659,093753,093920,094014,,094530,094919,095046,095140,095352,,,095740,095918,100119,100340,100435,100551,100624,100814,100921,101132,101216,101310,101416,101437,101510,101626,102059,102321,,102520,102658,102731
10,MX1509-1,,094058,094257,094508,094624,094908,095130,095236,095319,095424,095551,095646,095813,100141,100541,100707,100751,100910,101005,101132,101216,101459,101731,101932,102016,102110,102215,102331,102415,102625,102709,102753,102910,102932,103016,103132,103458,103647,103825,103941,104046,104130
11,MP5824-0,,095940,100108,100308,100541,100910,101005,101132,101321,101416,101604,101659,101804,102143,102520,102709,102803,102921,103121,103226,103320,103541,103803,104046,104130,104224,104341,104446,104519,104658,104753,104911,104954,105016,105038,105206,105533,105652,110007,110135,110251,110313
12,MS2243-0,,102110,102331,102520,102900,103404,103603,103730,103930,104014,104224,104341,104435,104825,105217,105417,105501,105630,105713,105902,110007,110251,110428,110650,110755,110839,110924,111052,111136,111314,111346,111451,111556,111619,111651,111807,112104,112242,112455,112600,112655,112717
