,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686,C656,C654/3,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,AA7712-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070154,070238,070428,070512,070555,071039,071206,071556,071937,072137,072253,072537,072705,072928
1,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070205,070428,070523,070617,070650,070806,070912,070955,071406,071545,071809,072148,072359,072537,072855,073056,073247
2,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070107,070249,070354,070701,070745,070955,071100,071206,071250,071417,071523,071608,072020,072148,072410,072632,072833,073045,073449,073607,073713
3,AA7450-0,,,,,,,,,,,,,,,,,,,,,,,070107,,,,,,,,,,,,,,,,,,,,,,,,,,,071039
4,AA7279-0,,,,,,,,,,,,,,,,,,,,,,,070107,070227,070332,070450,070523,070650,070901,071028,071250,071406,071714,071842,072115,072221,072315,072359,072526,072643,072727,073151,073353,073640,073958,074304,074706,075217,075345,075608
5,MX4365-0,,,,,,,,,,,,,,,,,070107,070143,070227,070343,070512,070839,071028,071239,071344,071501,071556,071758,071937,072126,072315,072443,072822,073001,073118,073247,073342,073449,073640,073841,073936,074359,074538,075110,080021,080223,080659,081145,081313,081431
6,MX4383-0,,,,,,,,,,,070107,070300,070354,070501,070617,070723,070912,071049,071134,071301,071450,071853,072042,072243,072359,072526,072621,072833,072950,,073500,073640,073947,074042,074304,074432,074549,074622,074814,074931,075026,075450,075641,075926,081123,081303,081654,082227,082355,082534
7,MX3783-0,,,,,,,,070107,070143,070354,070606,071111,071206,071323,071439,071523,071652,071809,071853,072031,072158,072454,072559,072738,072855,073001,073056,073236,073404,073544,073724,073925,074243,074421,074538,074622,074717,074803,074920,075026,075110,075534,075736,075948,081303,081526,081855,082227,082406,082607
8,MX4458-0,,070107,070216,070300,070332,070501,070555,070701,070817,071006,071228,071747,071842,071947,072053,072148,072304,072359,072443,072610,072749,073107,073236,073437,073618,073735,073757,073936,074103,074220,074359,074611,075004,075048,075300,075418,075524,075641,075831,075926,080021,080424,080604,081039,081610,081811,082120,082439,082607,082757
9,AA7562-0,070132,070501,070817,070901,070955,071239,071450,071608,071758,071853,072253,072855,073023,073203,073353,073500,073629,073746,073830,073903,074042,074421,074600,074836,075026,075154,075300,075450,075619,075747,075959,080212,080604,080816,081101,081230,081325,081409,081610,081705,081750,082216,082406,082723,083009,083053,083337,083728,083856,084121
10,MX4551-0,070650,071155,071406,071501,071545,071831,071937,072042,072158,072304,072654,073214,073331,073500,073629,073724,073852,073947,074031,074053,074220,074527,074706,074836,075037,075206,075300,075502,075630,075831,075959,080150,080542,080648,080900,081028,081145,081230,081409,081548,081644,082131,082311,082617,082936,083042,083315,083717,083845,084059
11,AA7920-0,071111,072716,072939,073001,073140,073500,073544,073651,073841,074114,074348,074931,075037,075154,075311,075407,075546,075736,075831,075926,080054,080447,080710,080944,081050,081219,081303,081453,081622,081833,082014,082227,082607,082830,083104,083315,083455,083633,083940,084111,084155,084620,084821,085437,085903,090232,090604,090955,091136,091411
12,AA7450-1,071736,071926,072126,072253,072337,072632,072822,072917,073151,073258,073511,074042,074158,074315,074454,074549,074706,074803,074858,075015,075154,075513,075630,075831,075926,080043,080116,080307,080447,080637,080827,081134,081420,081622,081716,081855,082036,082205,082428,082534,082607,083031,083220,084003,084312,084525,084737,085236,085415,085639
13,MX4614-0,,073236,073555,073702,073735,074042,074158,074253,074454,074611,074953,075429,075546,075703,075747,075842,080010,080138,080212,080245,080351,080659,080816,080944,081101,081219,081313,081526,081654,082109,082300,082439,082702,082841,083104,083253,083410,083611,083918,084048,084144,084558,084759,085320,085819,090104,090458,090944,091051,091338
14,AA7712-1,073500,074020,074232,074315,074410,074717,074847,075015,075154,075407,075758,080329,080447,080553,080721,080805,080922,081017,081101,081219,081346,081705,081928,082205,082311,082439,082545,082734,082841,083158,083359,083644,084015,084217,084452,084642,084810,085022,085258,085426,085521,085936,090137,090604,090955,091209,091506,091814,092006,092600
15,AA7731-0,074209,074516,074825,074909,075004,075407,075557,075820,080223,080245,080805,081313,081442,081644,081800,081855,082143,082344,082428,082501,082639,082947,083126,,083455,083600,083655,083845,083951,084301,,084525,084905,085022,085258,085404,085510,085628,085841,090020,090115,090531,090743,091209,091658,091910,092359,092706,092944,093240
