,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M143,M170/1,M172/15,T403,T402,T309,T368,T324/2,T347,T364/2,T366,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C660,C662,C664,C666,C677,C667,C676,C680,C669/1
0,MX1135-0,,,,,,,,,,,,,,,,,,,,,,,070108,070153,070510,070721,070859,070952,071047,071120,071225,071258,071330,071342,071437,071459,071626,071720
1,MZ3825-0,,,,,,,,,,,070108,070247,070342,070437,070543,070649,070732,070931,071025,071131,071309,071330,071415,071532,071825,072014,072141,072224,072318,072340,072445,072529,072612,072634,072728,072750,072919,073013
2,MZ3956-0,,,,,,,,,070108,070309,070415,070909,071014,071047,071203,071258,071342,071542,071637,071753,071836,071919,071952,072119,072424,072612,072718,072908,073013,073046,073150,073224,073246,073308,073353,073415,073542,073659
3,MZ3978-0,,070108,070237,070426,070659,071047,071142,071258,071448,071720,071847,072329,072424,072529,072634,072728,072824,073107,073203,073257,073342,073426,073510,073638,073932,074120,074330,074425,074520,074541,074646,074751,074847,074908,074952,075035,075141,075235
4,MZ3987-0,071109,071342,071604,071720,071908,072202,072235,072350,072601,072750,072908,073415,073521,073638,073816,073910,073953,074247,074342,074458,074541,074625,074646,074751,075119,075308,075509,075616,075732,075815,075931,080004,080058,080131,080214,080236,080405,080449
5,MW5964-0,072413,072634,072824,073046,073308,073605,073659,073805,073859,074026,074142,074657,074751,074908,075035,075130,075235,075437,075531,075637,075743,075815,075848,080015,080342,080532,080721,080838,080954,081026,081142,081225,081331,081353,081448,081531,081647,081803
6,MZ4228-0,073448,073553,073910,074015,074214,074447,074520,074603,074708,074847,074952,075447,075616,075710,075815,075910,075942,080225,080330,080427,080543,080626,080710,080816,081121,081309,081520,081625,081731,081825,081930,082035,082119,082202,082235,082246,082415,082448
7,MW5853-0,074015,075014,075119,075319,075415,075710,075754,075859,080015,080247,080416,080921,081026,081110,081225,081320,081426,081636,081741,081919,082003,082046,082119,082246,082625,082814,082951,083056,083214,083246,083353,083426,083521,083543,083637,083659,083805,083906
8,MZ3556-0,080120,080247,080500,080710,080943,081320,081353,081448,081614,081919,082046,082604,082658,082825,082919,083035,083129,083342,083437,083543,083743,083815,083845,084011,084304,084441,084650,084755,084911,084954,085110,085153,085237,085320,085404,085426,085605,085701
9,MZ3559-0,081258,081342,081531,081658,081836,082129,082151,082256,082448,082730,082857,083353,083448,083543,083710,083805,083906,084033,084116,084231,084336,084419,084441,084545,084900,085048,085226,085353,085448,085521,085627,085701,085733,085806,085900,085922,090039,090134
10,MW5936-0,082426,082625,082908,083046,083236,083532,083627,083743,083906,084159,084325,084817,084911,085005,085143,085248,085331,085521,085616,085744,085944,090006,090050,090155,090450,090617,090806,090912,091028,091100,091144,091238,091311,091345,091439,091501,091555,091628
11,MX1135-1,083437,083659,083928,084116,084314,084545,084733,084900,085005,085237,085353,085900,085955,090050,090206,090301,090356,090555,090701,090817,090944,091017,091049,091206,091544,091723,092005,092110,092215,092310,092416,092449,092510,092543,092627,092710,092827,092900
