,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MS2365-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070154,070238,070311,070450,070533,070555,070700,071018,071207,071406,071449,071605,071659
1,MX1624-0,,,,,,,,,,,,,,070109,070439,070606,070700,070817,070913,071040,071123,071250,071500,071659,071732,071826,071952,072110,072153,072320,072353,072428,072523,072607,072629,072735,073020,073221,073421,073548,073653,073725
2,MX1698-0,,070109,070333,070544,070902,071228,071322,071511,071554,071637,071804,071847,072036,072417,072830,072958,073042,073210,073305,073516,073621,073937,074147,074441,074535,074619,074724,074851,075008,075218,075314,075408,075546,075629,075701,075828,080156,080402,080658,080813,080941,081036
3,MX3590-0,070109,072003,072215,072501,072629,,073200,073349,,073621,073830,073937,074020,074346,074757,075008,075102,,,,075629,075839,080029,080246,080341,080436,080541,080708,080803,080941,081036,081141,081225,081308,081413,081542,081941,,082356,082418,082534,082607
4,MS1953-0,073736,074219,074829,075252,075629,080007,080236,080425,080730,080813,081036,081130,081319,081614,081952,082133,082206,082418,082534,082744,082828,083051,083355,083628,083734,083817,083923,084030,084125,084303,084358,084536,084619,084705,084716,084821,085136,085303,085440,085556,085651,085734
5,MX1693-0,,,,,,,,,,,,,,,,,,,,,,075712,080007,,,,,,,,,,,,,,,,,,,
6,MX4068-0,,080330,080941,081636,082015,082345,082628,082817,082956,083102,083250,083344,083522,083850,084242,084409,084452,084619,084716,085009,085031,085241,085440,085640,085745,085828,085945,090123,090156,090334,090439,090544,090743,090829,090850,090957,091323,091428,091649,091816,091910,091942
7,MX1545-0,081636,082733,083007,083312,083901,084209,084441,084558,084832,084915,,,,085640,090018,090134,090218,090355,090439,090606,090649,090902,091113,091323,091356,091450,091606,091754,091816,092027,092132,092648,092754,092827,092848,093005,093250,093417,093555,093628,093722,093755
8,MS2365-1,084147,084336,084608,084926,085230,085619,085902,090040,090156,090312,090533,090649,090722,091124,091511,091700,091743,091859,092016,092132,092215,092438,092710,092921,093016,093113,093207,093406,093450,093701,094131,094448,094532,094604,094626,094742,095048,095258,095425,095551,095708,095741
9,MX1624-1,,090450,090807,091102,091157,091606,091743,091932,092237,092331,092543,092648,092816,093124,093512,093650,093733,093849,093943,094131,094226,094415,094721,094921,095015,095059,095204,095320,095403,095551,095657,095835,095908,095918,095951,100057,100351,100540,100657,100802,100857,100930
10,MX1698-1,092521,092616,092921,093100,093312,093639,093859,094026,094258,094331,094542,094637,094721,095037,095436,095603,095646,095835,095929,100046,100141,100329,100602,100824,100919,101013,101129,101319,101402,101635,101730,101802,101856,101929,101951,102058,102342,102520,102742,102836,103002,103035
11,MX3590-1,094353,100908,101214,101413,101635,102047,102342,102520,102847,,103142,103237,103346,103714,104114,104241,,,104640,104807,104850,105101,105312,105500,105554,105638,105754,105921,,110143,110216,110310,110405,110416,110510,110615,110909,111036,,111330,111424,111457
12,MX1708-0,,094742,095120,095341,095657,100035,100256,100435,100613,100718,100941,101035,101151,101529,101918,102047,102141,102309,102415,102604,102648,102836,103107,103313,103407,103451,103609,103830,103903,104052,104147,104325,104503,104535,104629,104756,105123,105344,105532,105638,105732,105816
13,MX4068-1,,104103,104419,104629,105050,105323,105554,105711,110049,110154,110354,110438,110543,110920,111235,111424,111518,111635,111740,111917,112013,112235,112457,112717,112825,112908,113035,113214,113308,113446,113613,113657,113740,113813,113951,114120,114446,114634,114908,115002,115056,115150
14,MS1953-1,,105711,105943,110216,110521,110909,111058,111203,111340,111424,111540,111635,111751,112057,112518,112634,112728,112857,113013,113141,113214,113403,113613,113813,113856,113940,114037,114153,114236,114414,114519,114645,114718,114739,114803,114908,115203,115351,115529,115646,115802,115835
15,MX1545-1,,112130,112319,112551,112728,113141,113351,113446,113708,113813,114003,114109,114204,114540,114929,115045,115128,115308,115351,115551,115646,115845,120119,120318,120351,120446,120635,120753,120837,121015,121131,121225,121309,121352,121519,121657,122045,122245,122413,122518,122623,122656
16,MS2365-2,,114247,114446,114634,114846,115203,115413,115529,115802,115845,120003,120140,120235,120613,121015,121152,121236,121435,121519,121708,121740,121939,122140,122413,122507,122602,122707,122835,122918,123046,123140,123224,123341,123414,123436,123552,123908,124025,124235,124308,124402,124435
17,MX1624-2,,120402,120646,120921,121214,121613,121845,122045,122317,122413,122623,122707,122750,123129,123509,123625,123658,123824,123929,124108,124213,124402,124624,124824,124930,125013,125119,125247,125330,125458,125552,125636,125741,125813,125835,125940,130245,130426,130636,130741,130835,130930
18,MX1698-2,,122551,122802,123002,123341,123636,123835,123940,124141,124246,124508,124645,124718,125057,125458,125636,125752,125918,125950,130213,130310,130520,130803,131013,131129,131213,131340,131457,131551,131739,131834,131906,132011,132044,132127,132243,132620,132830,133040,133145,133301,133345
19,MX3590-2,122728,131045,131340,131457,131656,132033,132138,132243,132420,132525,132641,132808,132956,133323,133712,133850,133935,134113,134135,134356,134451,134722,135017,135228,135322,135405,135532,135639,135722,140005,140049,140157,140313,140335,140419,140546,140946,141135,141407,141512,141628,141712
20,MX1708-1,,124919,125141,125330,125541,125835,125918,130046,130342,130437,130603,130636,130825,131139,131518,131645,131739,131928,132011,132200,132243,132442,132641,132840,132946,133040,133145,133239,133334,133439,133535,133629,133723,133745,133817,133924,134229,134334,,,134912,135006
21,MS1953-2,133102,133218,133501,133712,134030,134356,134534,134639,134912,135006,135133,135239,135355,135700,140049,140157,140241,140357,140451,140630,140713,140924,141135,141346,141451,141534,141650,141755,141838,141943,142027,142153,142331,142405,142448,142614,142952,143046,143248,143332,143428,143522
22,MX1545-2,134545,135900,140207,140524,140840,141135,141324,141617,141943,142038,142226,142342,142520,142930,143321,143511,143606,143755,143838,144005,144111,144332,144626,144908,145025,145131,145300,145416,145521,145637,145753,145826,145930,150014,150119,150225,150606,150817,151018,151112,151241,151313
23,MS2365-3,140757,141451,141639,141911,142121,142520,142741,142919,143129,143236,143439,143544,143649,144005,144405,144542,144626,144731,144857,145003,145036,145249,145448,145659,145731,145815,145930,150036,,150341,150437,150617,150650,150711,150744,150849,151219,151346,151525,151641,151735,151819
24,MX1624-3,,143849,144016,144259,144520,144919,145120,145228,145405,145448,145648,145731,145930,150309,150722,150902,150946,151134,151219,151357,151452,151703,151956,152206,152312,152407,152523,152701,152755,153135,153240,153334,153439,153522,153638,153816,154215,154331,154542,154658,154803,154836
25,MX1698-3,145510,145731,145941,150214,150617,150946,151134,151241,151430,151525,151641,151724,151902,152251,152617,152755,152849,153019,153124,153345,153501,153700,153931,154204,154236,154320,154437,154615,154647,154836,154930,155045,155139,155214,155341,155436,155920,160025,160236,160341,160436,160519
26,MX4068-2,,151851,152050,152240,152355,152817,152957,153124,153522,153544,153711,153816,154016,154353,154731,154857,154940,155214,155246,155508,155603,155753,160131,160341,160436,160519,160636,160803,160847,161057,161140,161213,161351,161435,161457,161614,161939,162140,,162634,162728,162803
