,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
0,MZ3956-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,070123,070207,070701
1,MZ4072-0,,,,,,,,,,,,,,,,,,,,,,,,,,,070111,,,071115,071232,071444,071549,071800,071843,071916,072105
2,MZ4228-0,,,,,,,,,,,,,,,,,,,,070111,070134,070156,070312,070407,070501,070545,071010,,,072254,072410,072538,072655,072857,072952,073036,073308
3,MX1067-0,,,,,,,,,,,,,070111,070207,070501,070711,070937,071032,071148,071506,071549,071644,071800,071938,072105,072149,072633,,,074322,074501,074701,074852,075019,075135,075407,075640
4,MZ3825-0,070312,070407,070523,070607,070639,070722,070810,070843,070916,071032,071126,071305,071506,071705,072022,072210,072443,072516,072622,072824,072908,072941,073047,073214,073319,073414,073848,,,075512,075618,075745,075923,080156,080241,080347,080925
5,MZ3556-0,071104,071159,071305,071349,071400,071444,071506,071538,071611,071705,071800,071938,072138,072210,072432,072559,072655,072717,072908,073108,073202,073224,073319,073414,073520,073530,074005,,,075502,075618,075756,075934,080156,080314,080503,080936
6,MZ3559-0,,071938,072044,072105,072127,072210,072232,072305,072338,072443,072538,072655,072824,072941,073214,073403,073458,073530,073719,074005,074038,074100,074239,074333,074439,074533,074957,,,080619,080820,080925,081125,081410,081548,081740,082025
7,MZ3740-0,072952,073202,073319,073341,073414,073458,073530,073603,073636,073732,073837,073954,074133,074322,074606,074819,074903,074936,075114,075313,075346,075407,075512,075629,075735,075818,080230,,,081611,081718,081847,082004,082142,082237,082438,082827
8,MZ3734-0,074205,074322,074450,074533,074555,074628,074650,074723,074757,074903,074957,075157,075357,075418,075712,075818,075912,080019,080135,080431,080514,080558,080714,080757,080903,080947,081432,,,082944,083101,083228,083357,083545,083641,083713,084157
9,MZ3987-0,075512,075618,075745,075840,075912,075945,080019,080051,080124,080230,080347,080442,080703,080830,081114,081220,081327,081421,081548,081858,081942,082025,082142,082248,082342,082416,082838,,,084241,084419,084651,084923,085133,085229,085301,085700
10,MZ3978-0,080757,080925,081052,081114,081135,081209,081232,081305,081338,081432,081527,081633,081751,081953,082259,082416,082510,082543,082744,082922,083017,083050,083155,083335,083429,083502,083914,,,085207,085323,085501,085606,085755,085901,085944,090228
11,MZ3956-1,082014,082120,082225,082248,082309,082331,082353,082427,082510,082627,082733,082911,083028,083207,083407,083619,083724,083746,083947,084136,084219,084241,084346,084502,084546,084607,085050,,,090405,090459,090659,090837,091111,091207,091418,091735
12,MZ4072-1,083251,083429,083534,083630,083641,083724,083746,083818,083851,084030,084125,084230,084441,084556,084818,085017,085122,085155,085344,085544,085617,085711,085806,085923,090039,090123,090605,,,092250,092441,092713,092926,093148,093305,093454,093849
13,MZ4228-1,083523,084923,085039,085101,085122,085155,085218,085250,085323,085439,085533,085649,085839,090018,090238,090416,090521,090615,090743,091016,091111,091154,091251,091407,091502,091524,091945,,,093243,093349,093505,093539,093838,093954,094215,094520
14,MZ3825-1,090238,090405,090521,090543,090626,090659,090720,090805,090826,090954,091111,091313,091524,091746,092029,092217,092333,092430,092640,092821,092926,093021,093126,093255,093400,093454,093921,,,095534,095747,095925,100105,100339,100457,100603,101051
15,MX1067-1,,091100,091218,091251,091324,091357,091418,091451,091535,091640,091735,091934,092145,092250,092514,092619,092736,092821,093010,093243,093316,093411,093539,093658,093816,093910,094331,,,095830,100021,100127,100244,100552,100732,100902,101302
16,MZ3556-1,091923,092101,092228,092250,092311,092344,092407,092441,092535,092713,092810,093010,093148,093327,093636,093827,094059,094143,094342,094615,094658,094743,094911,095050,095207,095250,095703,,,101357,101609,101915,102114,102303,102419,102535,103031
17,MZ3559-1,093053,093148,093255,093349,093411,093454,093516,093550,093625,093732,093827,094016,094143,094331,094625,094754,095017,095112,095301,095556,095641,095736,095852,095958,100116,100149,100552,,,102158,102408,102524,102641,102903,102958,103125,103419
18,MZ3740-1,094437,094520,094709,094732,094754,094839,094933,095017,095050,095156,095301,095429,095556,095736,100010,100105,100317,100414,100603,100817,100924,101007,101123,101251,101407,101452,101926,,,103336,103452,103546,103840,104039,104156,104356,104713
19,MZ3734-1,095218,095323,095501,095556,095619,095641,095714,095747,095830,095936,100043,100221,100435,100636,100924,101018,101251,101324,101535,101810,101842,101947,102104,102230,102357,102441,102925,,,104356,104523,104735,104902,105123,105251,105334,105807
20,MW5898-0,123156,100221,100414,100457,100541,100614,100647,100732,100807,100912,101029,101145,101407,101620,101926,102125,102357,102503,102641,102914,102947,103042,103147,103314,103419,103503,103934,,,132431,132620,132758,133031,133517,133621,133705,134010
21,MZ3987-1,101134,101229,101357,101440,101502,101535,101609,101642,101715,101831,101926,102147,102314,102503,102831,102903,103136,103230,103336,103546,103641,103724,103840,103945,104050,104134,104618,,,110041,110157,110335,110429,110651,110758,110935,111149
22,MZ3978-1,102619,102747,102925,103031,103103,103157,103219,103252,103325,103514,103608,103840,104123,104239,104556,104735,105007,105102,105229,105501,105606,105701,105807,105923,110052,110136,110556,,,112204,112354,112606,112639,112851,112946,113112,113251
23,MZ3956-2,103441,103535,103641,103735,103746,103818,103840,103923,103956,104050,104156,104323,104501,104618,104902,104946,105156,105251,105356,105617,105723,105807,105945,110041,110241,110314,110758,,,112248,112450,112617,112851,113051,113229,113335,113714
24,MW5943-0,104913,105207,105312,105345,105417,105512,105545,105617,105650,105818,105934,110041,110230,110357,110809,110957,111255,111411,111614,111920,112025,112120,112226,112354,112533,112606,113040,,,114539,114706,114941,115130,115341,115447,115603,115955
25,MZ4072-2,105829,110008,110125,110146,110230,110303,110325,110357,110502,110629,110758,110935,111127,111306,111647,111730,111952,112025,112248,112439,112533,112617,112746,112913,113040,113112,113547,,,115152,115414,115603,115817,120040,120124,120334,120702
26,MZ4228-2,110758,110946,111127,111211,111255,111328,111411,111455,111528,111658,111752,112014,112226,112321,112650,112829,113112,113208,113408,113736,113842,113936,114103,114233,114338,114411,114857,,,120450,120651,120923,121050,121324,121418,121502,121820
27,MW5966-0,111858,113302,113430,113514,113536,113631,113652,113736,113852,114020,114114,114254,114433,114622,114930,115108,115330,115436,115625,115944,120051,120146,120313,120450,120618,120651,121112,,,122651,122819,123018,123303,123652,123757,123852,124323
28,MP6392-0,,,112343,112417,112428,112523,112544,112617,112701,112757,112902,113051,113313,113503,113852,113958,114233,114338,114517,114835,114941,115024,115213,115352,115530,115636,120102,,,121640,121820,121936,122052,122241,122357,122545,123018
29,MS4914-0,113547,115024,115152,115224,115246,115319,115352,115436,115519,115625,115733,120018,120229,120356,120651,120745,121018,121112,121241,121502,121545,121640,121758,121947,122125,122157,122651,,,124251,124451,124902,125029,125207,125407,125534,125757
30,MX1197-0,113831,115647,115806,115827,115900,115922,115944,120029,120051,120251,120345,120523,120702,120807,121156,121324,121608,121703,121842,122103,122157,122241,122419,122534,122702,122757,123230,,,124829,124935,125146,125240,125502,125618,125808,130358
31,MX1067-2,,114125,114305,114400,114422,114455,114517,114600,114644,114813,114908,115108,115341,115457,115806,115849,120102,120229,120428,120734,120840,120945,121134,121302,121418,121451,121925,,,123713,123935,124146,124323,124618,124745,124924,125124
32,MZ3556-2,115900,120146,120323,120418,120450,120523,120607,120651,120734,120902,121018,121134,121418,121534,121853,122041,122335,122419,122651,123040,123134,123219,123347,123513,123641,123746,124218,,,125757,130019,130135,130419,130651,130808,130914,131430
33,MZ3825-2,120734,120912,121018,121112,121134,121219,121302,121346,121418,121534,121652,121853,122052,122302,122724,122830,123102,123230,123336,123630,123724,123819,123957,124156,124323,124345,124818,,,130629,130830,131125,131252,131525,131609,131714,132114
34,MP6422-0,,,122712,122746,122808,122840,122913,122945,123029,123208,123336,123546,123724,123808,124124,124323,124607,124723,124913,125113,125207,125302,125440,125629,125735,125819,130325,,,131947,132136,132325,132536,132631,132831,133104,133317
35,MZ3559-2,123608,123830,123946,124029,124102,124135,124156,124323,124356,124556,124651,124840,125040,125207,125513,125629,125852,125946,130157,130535,130651,130746,130903,131052,131230,131347,131831,,,133716,133916,134139,134245,134435,134603,134836,135224
36,MZ3740-2,124745,124946,125051,125135,125156,125251,125313,125502,125534,125735,125841,130113,130325,130441,130808,130936,131219,131452,131642,132147,132241,132347,132514,132631,132725,132809,133244,,,135014,135403,135530,135647,135951,140058,140236,140617
37,MZ3734-2,125924,130102,130230,130325,130358,130430,130503,130608,130640,130841,131008,131146,131336,131452,131820,132030,132314,132514,132747,133136,133255,133400,133527,133654,133821,133905,134340,,,140141,140353,140543,140807,141019,141114,141359,141527
38,MZ4089-0,130903,131008,131208,131303,131408,131441,131514,131546,131642,131903,132009,132219,132441,132652,132958,133147,133611,133759,134021,134508,134635,134752,134952,135141,135247,135330,135814,,,141644,141938,142200,142350,142635,142825,143046,143543
39,MZ3987-2,131758,132052,132157,132241,132303,132336,132357,132431,132514,132620,132714,132925,133104,133209,133527,133738,134010,134139,134340,134646,134836,134930,135108,135213,135352,135414,135908,,,141832,142106,142211,142424,142646,142836,,143605
