,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4159-0,,,,,,,,,,,,,,,,,,,,,,,,,070109,070227,070311
1,MX4338-0,,,,,,,,,,,,,,,,,,,,,070109,070155,070311,070429,070524,070640,070724
2,MX4383-0,,,,,,,,,,,070109,070122,070216,070355,070451,070535,070651,070851,070935,071112,071249,071555,071805,071932,072037,072154,072249
3,MR8024-0,,,,,070109,070333,070546,070640,070808,071007,071228,071805,071921,072026,072154,072249,072416,072543,072616,072648,072815,073122,073238,073440,073546,073703,073808
4,MX1197-0,,070109,070344,070451,070535,070702,070808,070913,071029,071228,071638,072249,072405,072543,072721,072839,073006,073144,073238,073418,073557,073935,074115,074338,074443,074559,074643
5,MX4551-0,070300,071333,071533,071700,071754,072121,072354,072500,072637,072850,073100,073630,073725,073841,074009,074115,074243,074349,074443,074516,074643,075009,075231,075431,075547,075703,075758
6,MX4535-0,070322,070618,070956,071101,071145,071450,071700,071805,072004,072237,072449,073206,073322,073451,073746,073830,074020,074148,074243,074411,074559,074948,075220,075421,075536,075703,075747
7,MW3291-0,071123,,072037,072132,072216,072449,072605,072710,072850,073111,073524,074105,074221,074327,074443,074538,074705,074759,074842,075020,075158,075536,075758,,080135,080302,080357
8,MX4598-0,,072216,072416,072511,072627,072850,073038,073133,073355,073535,073924,074454,074632,074748,074853,074958,075126,075220,075303,075421,075558,075924,080040,080241,,080526,080559
9,MX4614-0,,072659,073100,073133,073227,073535,073757,074020,074243,074527,074748,075314,075442,075558,075725,075809,075914,075957,080040,080102,080219,080537,080725,080926,081031,081148,081231
10,MX3651-0,073440,074009,074338,074454,074610,075609,075758,080113,080357,080610,081031,081536,081642,081832,082013,082108,082245,082351,082436,082614,082741,083205,083312,083535,083631,083736,083853
11,MX4021-0,,074810,075431,075547,075747,080725,080915,081325,081558,081854,082245,082846,083016,083217,083356,083535,083725,083947,084032,084116,084244,084601,084752,084943,085100,085227,085321
12,MX3783-0,075347,075620,080736,080915,081042,081822,082024,082140,082447,082857,083301,083831,083925,084211,084434,084657,084932,085143,085227,085321,085437,085744,090016,090229,090324,090442,090515
13,MX4159-1,080431,081031,082340,082519,082943,083513,083820,083936,084255,084730,085143,085711,085838,090005,090207,090324,090558,090749,090834,090918,091045,091425,091624,092003,092108,092203,092257
14,MX4338-1,081325,082003,082835,082943,083217,083725,084021,084149,084518,084943,085343,085849,090005,090122,090251,090431,090727,090940,091013,091056,091236,091624,091731,092003,092119,092235,092319
15,MX4365-0,,082635,083228,083356,083747,084327,084529,084814,085005,085405,085754,090313,090431,090609,090800,090940,091236,091352,091435,091614,091720,092108,092319,092529,092623,092739,092814
16,MX4383-1,083205,083440,083925,084105,084222,084635,084943,085111,085426,085754,090154,090738,090856,091045,091225,091352,091658,091804,091858,092025,092141,092529,092718,092857,093013,093129,093235
17,MX1197-1,085437,085827,090324,090515,090620,091034,091225,091341,091552,092025,092446,093140,093246,093413,093551,093708,093824,094003,094058,094224,094340,094740,094930,095235,095340,095456,095529
18,MW5425-0,090620,091804,092057,092141,092225,092529,092750,092846,093002,093203,093508,094036,094141,094246,094424,094529,094707,094803,094835,095002,095107,095445,095603,095907,100003,100058,100131
19,MX4551-1,090620,091552,091815,091909,091952,092435,092540,092645,092846,093140,093457,094025,094130,094246,094414,094519,094645,094750,094835,094951,095056,095413,095550,095856,095951,100120,100153
20,MX4535-1,090653,090951,091352,091457,091541,091920,092057,092203,092508,092835,093057,093657,093813,093942,094108,094203,094351,094540,094624,094803,094940,095308,095445,095646,095751,095856,095951
21,MX4598-1,,092414,092645,092718,092803,093057,093213,093319,093508,093708,093918,094435,094551,094740,094919,094940,095151,095318,095351,095424,095550,095940,100131,100418,100513,100556,100640
22,MX4614-1,,092930,093203,093224,093308,093529,093657,093824,093952,094130,094729,095224,095329,095434,095550,095646,095802,095845,095929,100003,100058,100407,100545,100723,100756,100851,100923
23,MW2780-0,093224,093657,094025,094130,094308,094529,094656,094814,095002,095129,095550,100047,100204,100321,100451,100545,100723,100829,100902,101018,101156,101534,101723,101922,102028,102155,102216
24,MW5191-0,093719,100058,100440,100545,100702,100923,101028,101156,101344,101618,101839,102344,102450,102556,102734,102829,103007,103101,103155,103250,103418,103725,103930,104108,104213,104341,104414
25,MW5112-0,094003,094457,094750,094930,095056,095340,095518,095635,095824,095951,100153,100756,100851,101018,101218,101312,101501,101556,101650,101756,101912,102249,102354,102556,102701,102818,102851
26,MX3651-1,094435,094951,095351,095456,095635,095951,100153,100259,100451,100607,101007,101523,101628,101756,101922,102017,102144,102300,102344,102523,102628,102956,103134,103333,103428,103534,103628
27,MW3528-0,095224,095445,095907,100025,100153,100451,100702,100756,101018,101218,101418,101955,102049,102206,102311,102406,102523,102650,102745,102807,102945,103343,103512,103725,103814,103920,104003
28,MW5346-0,100440,102523,102818,102945,103101,103322,103523,103617,103752,104108,,104824,104929,105034,105150,105235,105356,105452,105525,105557,105714,110021,110127,110327,110443,110537,110653
29,MW5264-0,100818,101218,101628,101745,101912,102144,102344,102439,102639,102840,103101,103639,103740,103857,104014,104119,104257,104352,104436,104541,104657,105045,105235,105356,105513,105619,105704
