,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4557-0,,,,,,,,,,,,,,,070108,070204,070248,070404,070459,070614,070741,071023,071211
1,MW4619-0,,,,,,,,070108,070636,070741,070835,070950,071117,,071422,071516,071610,071725,071819,071946,072051,072333,072450
2,MW4647-0,,,,,,,070108,070120,071128,071254,071349,071454,071610,071703,071830,071914,072008,072145,072301,072356,072417,072616,072721
3,MW3430-0,,,,070108,070342,070426,070658,070802,071757,071903,071946,072051,072218,072312,072439,072522,072605,072732,072827,072910,072953,073246,073342
4,MW4705-0,,,070108,070215,070415,070459,070708,070824,071808,071914,072008,072113,072239,072345,072511,072544,072627,072732,072848,072942,073141,073426,073616
5,MW4825-0,070108,070730,070929,071306,071526,071620,071914,072041,072931,073015,073109,073225,073342,073437,073637,073710,073805,073920,074014,074058,074141,074426,074624
6,MW4781-0,070108,070120,070309,070531,070835,070950,071149,071254,072135,072250,072345,,072638,072732,072953,073047,073141,073330,073426,073531,073743,074025,074119
7,MW4837-0,071106,071254,071559,071853,072041,072135,072356,072511,073531,073627,073721,073826,073942,074047,074214,074257,074353,074509,074603,074718,074941,075213,075319
8,MW5124-0,071254,073721,073920,074224,074426,074614,074825,074951,075931,080004,080047,080141,080257,080330,080438,080521,080616,080721,080816,080900,080954,081203,081309
9,MR7938-0,,,,,071454,071610,071853,072030,072920,073015,073058,073203,073319,073415,073627,073732,073826,073920,074025,074130,074342,074614,074740
10,MW4846-0,071819,071914,072218,072450,072743,072920,073025,073119,074109,074152,074235,074329,074426,074520,074635,074708,074802,074930,075024,075107,075150,075353,092444
11,MW4856-0,,,072627,072859,073109,073319,073459,073542,074541,074614,074657,074751,074846,074941,075129,075213,075246,075353,075447,075531,075605,075753,075909
12,MW5645-0,073015,073047,073246,073459,073659,073754,074047,074152,075139,075213,075257,075353,075509,075616,075732,075815,075931,080131,080214,080257,080353,080616,080753
13,MW4619-1,082451,082545,082827,083058,083308,083436,083731,083847,084925,085019,085113,085228,085333,085416,085650,085744,085839,085955,090101,090155,073953,090544,090711
14,MW5142-0,,074426,074552,074846,075035,075129,075330,075415,080342,080416,080511,080616,080732,080827,081005,081048,081142,081258,081404,081458,081552,081856,082105
15,MW4229-0,074857,075035,075213,075531,075826,075931,080214,080319,081203,081236,081330,081436,081541,081646,081751,081834,081939,082022,082126,082220,082347,082639,082805
16,MW4366-0,075319,075509,075627,075837,080036,080131,080342,080500,081320,081404,081447,081603,081708,081751,081928,082022,082116,082314,082419,082502,082545,082816,082932
17,MW4705-1,080257,081812,082000,082253,082441,082607,082827,082943,083930,084035,084129,084244,084411,084454,084620,084703,084757,084947,085051,085145,085355,085616,085733
18,MW4503-0,,,080710,081048,081236,081436,081730,081845,082722,082827,082921,083015,083142,083236,083425,083520,083616,083753,083858,083941,084140,084400,084537
19,MW4557-1,081026,081109,081330,081603,081823,081928,082043,082148,083142,083247,083342,083447,083605,083648,083815,083909,084014,084212,084317,084422,084548,084808,084936
20,MW4825-1,083120,083330,083659,083930,084129,084244,084516,084620,085521,085627,085711,085839,085955,090039,090228,090300,090406,090544,090701,090755,090944,091226,091342
21,MW4647-1,083930,084107,084317,084725,084853,085113,085416,085701,090544,090650,090733,090849,091005,091038,091204,091259,091353,091447,091602,091707,091751,092002,092056
