,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MX1708-0,,,,,,,,,,,,,,,,,,,,,,,070109,070447,070709,070919,071024,071150,071224,071318,071423,071603,071719,071951,072059,072226
1,MX4068-0,,,,,,,070109,070204,070342,070447,070542,070625,071045,071235,071434,071539,071708,071813,072003,072048,072131,072247,072415,072901,073143,073310,073557,073651,073808,074115,074221,074410,074548,074915,075052,075524
2,MX1545-0,070940,071056,071202,071329,071518,071635,071929,072037,072226,072320,072404,072458,072955,073205,073418,073535,073651,073757,073936,074031,074159,074254,074432,075020,075313,075513,075703,075841,075935,080019,080124,080418,081238,081650,081818,082335
3,MS2365-0,071856,072933,073028,073122,073332,073546,073841,074009,074042,074254,074359,074504,075020,075241,075440,075641,075808,075913,080113,080207,080345,080418,080617,081100,081354,081618,081745,081934,082101,082313,082420,082526,083015,083217,083345,083630
4,MX1582-0,075052,075219,075302,075418,075630,075652,075957,080051,080218,080313,080356,080429,081016,081300,081523,081650,081829,081912,082101,082208,082313,082431,082548,083037,083301,083535,083736,083841,084040,084156,084356,084522,084849,085133,085322,085607
5,MX1614-0,080806,081238,081332,081428,081650,081807,082113,082240,082431,082526,082632,082728,083250,083524,083819,084123,084407,084512,084722,084827,085006,085100,085300,085816,090122,090440,090546,090651,090745,090902,091050,091156,091323,091524,091652,092008
6,MX1698-0,,082420,082526,082632,082836,083004,083312,083440,083619,083902,084051,084134,084733,085017,085238,085418,085701,085816,090038,090145,090302,090418,090546,091039,091334,091557,091714,091852,092124,092251,092408,092535,092702,092946,093208,093335
7,MX1708-1,090629,090817,090923,091007,091156,091355,091619,091725,091830,092052,092219,092240,092841,093219,093421,093515,093642,093726,093841,093946,094040,094145,094302,094734,095029,095156,095345,095450,095702,095934,100028,100133,100249,100439,100617,100722
8,MX4068-1,093113,093241,093325,093421,093621,093758,094135,094240,094419,094651,094745,094852,095440,095818,100017,100122,100227,100332,100450,100544,100639,100733,100850,101331,101615,101742,101847,101920,102058,102308,102425,102554,102709,102826,102953,103131
9,MX1545-1,095301,095450,095608,095713,095945,100122,100450,100628,100850,101121,101247,101352,102026,102341,102615,102742,102910,103026,103205,103343,103437,103553,103723,104341,104645,104813,104951,105118,105333,105513,105630,105852,110032,110252,110536,110945
10,MS2365-1,095523,100555,100650,100733,100933,101038,101414,101529,101615,101658,101752,101858,102615,102920,103142,103248,103416,103521,103648,103752,103846,103930,104035,104529,104802,105013,105224,105355,105557,105714,105820,110021,110148,110452,110641,111029
11,MX1582-1,101931,102037,102120,102236,102436,102508,102826,102920,103059,103142,103310,103405,103941,104203,104435,104540,104707,104750,104918,104951,105045,105129,105235,105725,105957,110242,110420,110503,110652,110841,110956,111112,111250,111534,111712,111901
12,MX1614-1,103615,104152,104246,104352,104529,104707,105002,105107,105322,105419,105535,105619,110231,110546,110746,110945,111134,111228,111407,111450,111555,111640,111828,112331,112648,112941,113048,113142,113259,113447,113552,113741,113907,114130,114329,114551
13,MX1698-1,,110641,110725,110819,111007,111144,111555,111734,111933,112205,112259,112331,112908,113153,113414,113531,113636,113741,113918,114003,114141,114224,114402,114921,115153,115425,115530,115656,115823,115929,120130,120340,120529,120655,120836,121035
14,MS1935-0,112543,112731,112836,112941,113153,113237,113741,113846,114014,114235,114350,114445,115015,115309,115541,115656,115823,115918,120047,120141,120235,120340,120507,120930,121245,121550,121657,121835,121918,122046,122140,122256,,122814,122847,123005
15,MX4068-2,,,,115801,115908,115940,120257,120351,120435,120655,120825,120858,121929,122234,122447,122625,122730,122836,123027,123122,123216,123321,123440,123935,124158,124314,124525,124702,124851,124945,125133,125249,125405,125648,125825,130026
16,MX1708-2,121517,121635,121719,121835,122035,122118,122403,122458,122636,122730,122825,122910,123440,123652,123841,123924,124042,124147,124325,124420,124525,124630,124818,125310,125553,125815,125932,130026,130131,130258,130403,130508,130624,130740,130919,131235
17,MX1545-2,123724,123957,124053,124220,124420,124504,124818,124945,125101,125206,125321,125426,125943,130142,130403,130530,130657,130825,130952,131046,131140,131235,131402,131918,132140,132351,132459,132604,132709,132803,132930,133046,133151,133352,133508,133730
18,MS2365-2,124945,130414,130457,130551,130803,130919,131214,131341,131519,131624,131740,131824,132351,132720,132908,133024,133129,133236,133436,133541,133657,133740,133907,134403,134656,134907,135056,135203,135308,135530,135719,135803,135942,140120,140320,140531
19,MX1582-2,132636,132752,132846,132941,133140,133236,133552,133719,133929,134201,134350,134446,135002,135308,135519,135603,135752,135858,140026,140120,140215,140309,140437,140930,141215,141414,141615,141752,142003,142151,142318,142508,142645,142930,143119,143319
20,MX1614-2,133657,134834,134929,135024,135224,135352,135719,135836,140004,140236,140331,140426,141047,141404,141615,141752,141940,142046,142202,142318,142435,142540,142707,143235,143529,143741,143921,144048,144237,144353,144509,144649,144828,145059,145239,145429
21,MX1698-2,140952,141036,141130,141215,141353,141542,141846,142057,142224,142457,142613,142656,143246,143518,143752,143858,144037,144142,144310,144415,144509,144627,144732,145216,145513,145755,150005,150204,150331,150437,150553,150723,150902,151051,151218,151345
22,MS1935-1,143057,143319,143423,143529,143731,143752,144204,144310,144458,144732,144838,144922,145451,145701,145911,150048,150215,150321,150458,150553,150712,150829,151008,151513,151812,152017,152145,152326,,,152642,152814,153004,153153,153310,153521
23,MX1708-3,145239,145344,145451,145556,145734,145943,150342,150437,150531,150755,150924,151019,151608,152030,152209,152326,152534,152632,152814,152909,153004,153059,153226,153721,153943,154248,154404,154552,154647,154846,155003,155217,155923,160229,160429,160653
24,MX1483-0,151040,151240,151356,151451,151631,151812,152209,152315,152409,152632,152803,152858,153659,154059,154320,154447,154603,154719,154930,155026,155143,155249,155419,155912,160239,160501,160653,160822,161000,161116,161338,161831,162631,163041,163219,163639
25,MX1545-3,152431,152610,152726,152826,153110,153310,153659,153805,153921,154142,154342,154426,155121,155408,155630,155746,160007,160113,160312,,160642,160653,160822,161348,161621,162125,162314,162347,162514,162631,163030,163346,164006,164318,164457,164805
26,MS2365-3,153448,154426,154531,154719,154825,155047,155344,155452,155546,155829,160029,160124,160653,161032,161222,161348,161504,161610,161748,161853,162009,162042,162208,162652,163009,163806,163933,164038,164227,164414,164541,164956,165322,165639,165755,170247
27,MX1582-3,,,,160905,161105,161254,161632,161748,161831,162042,162158,162303,162842,163052,163251,163357,163534,163618,163806,163839,163944,164038,164227,164732,164956,165711,170016,170153,170320,170552,170740,171057,171602,,,
28,MX1614-3,162303,162336,162420,162514,162714,162820,163125,163302,163502,163734,163922,164017,164732,164934,165145,165322,,165639,165733,165806,165922,170027,170204,170729,171024,171551,171718,171856,,,,,,,,
29,MX4068-3,164111,164307,164351,164447,164732,164850,165218,165408,165639,165755,165922,170016,170707,170930,171140,171257,171446,171551,171740,171834,,,,,,,,,,,,,,,,
30,MX1641-0,170309,170331,170425,170508,170729,170930,171351,171518,171635,,,,,,,,,,,,,,,,,,,,,,,,,,,
