,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4041-0,,,,,,,,,,,,,,,,,,,,,,,,,070108,070204,070237
1,MX4159-0,,,,,,,,,,,,,,,,070108,070120,070215,070259,070426,070554,070931,071108,071258,071342,071510,071542
2,MX4338-0,,,,,,,,,,,,070108,070142,070259,070415,070448,070616,070732,070815,070859,071014,071404,071510,071637,071753,071920,071952
3,MX4365-0,,,,,,,,,,070108,070215,070721,070815,070920,071058,071152,071319,071459,071553,071626,071753,072108,072235,072426,072531,072657,072740
4,MX4383-0,,070108,070226,070259,070320,070521,070627,070649,070815,071014,071236,071731,071825,071930,072036,072108,072224,072415,072458,072541,072646,073002,073139,073400,073505,073548,073642
5,MX4458-0,070108,,071858,071930,072046,072319,072520,072614,072814,072929,073306,073819,073914,074009,074103,074135,074250,074344,074417,074500,074605,074930,075141,075308,,075616,075659
6,MX4388-0,070415,070732,071004,071025,071036,071247,071404,071459,071648,071825,072036,072603,072708,072814,072929,073023,073200,073338,073422,073505,073610,073925,074113,074323,074417,074533,074637
7,MX4535-0,072246,,,072531,072541,072857,072940,073002,073117,073255,073505,073936,074019,074113,074207,074229,074344,074406,074439,074616,074720,075024,075203,075415,075531,075721,075804
8,MX3651-0,072940,073400,073642,073725,073830,074041,074250,074344,074522,074720,074941,075426,075531,075637,075743,075837,075953,080142,080215,080258,080416,080711,080910,,,081320,081415
9,MX3783-0,073853,074146,074417,074533,074616,074825,075024,075119,075235,075330,075553,080121,080226,080330,080449,080532,080649,080743,080827,080910,081026,081342,081531,081825,081930,082036,082140
10,MX4021-0,074803,075130,075319,075426,075458,075637,075804,075859,080048,080153,080405,080859,080954,081058,081153,081236,081404,081542,081615,081658,081825,082119,082213,082329,082435,082551,082612
11,MX4041-1,075605,075931,080110,080142,080204,080416,080544,080638,080827,081015,081225,081731,081858,081930,082036,082130,082307,082350,082445,082612,082739,083043,083305,083525,083641,083757,083853
12,MX4159-1,080544,,081225,081331,081353,081553,081731,081825,082036,082235,082456,083032,083159,083232,083359,083442,083631,083746,083829,083903,084019,084355,084554,084742,084847,085013,085045
13,MX4338-1,081437,,082014,082046,082119,082307,082445,082551,082728,082844,083105,083558,083641,083746,083903,083957,084124,084207,084250,084417,084522,084814,084941,085045,085235,085330,085353
14,MX4365-1,082402,082800,083000,083105,083126,083326,083431,083536,083714,083903,084113,084616,084731,084825,084941,085013,085151,085342,085426,085509,085616,085850,085955,090217,090323,090428,090523
15,MX4383-1,083315,083609,083757,083842,084008,084218,084406,084449,084648,084742,085140,085639,085755,085901,090006,090050,090156,090345,090417,090450,090544,090806,090944,091111,091217,091333,091417
16,MX4458-1,083525,,085542,085605,085639,085828,085922,090017,090206,090355,090606,091049,091155,091249,091428,091450,091555,091733,091816,091900,092049,092331,092448,092625,092719,092814,092908
17,MX4388-1,084218,084417,084731,084836,084857,085129,085213,085257,085459,085744,085955,090501,090555,090701,090806,090901,091038,091133,091217,091311,091417,091722,091838,092005,092110,092237,092321
18,MX4535-1,085933,090217,090450,090606,090628,090839,090911,091100,091217,091406,091628,092121,092216,092321,092426,092510,092614,092740,092824,092908,093002,093245,093350,093600,093704,093747,093820
19,MX4551-0,090839,,091217,091322,091356,091628,091733,091838,092005,092059,092437,092951,093045,093202,093318,093350,093527,093642,093726,093809,093914,094218,094356,094556,094701,094817,094910
20,MX3651-1,091249,091617,091755,091911,091943,092216,092415,092510,092614,092719,093056,093538,093632,093736,093904,,094102,094228,094301,094334,094440,094723,094849,,095152,095258,095353
21,MX3783-1,091711,092719,093056,093245,093328,093527,093736,093830,094041,094135,094523,095026,095120,095237,095404,095458,095646,095740,095845,095950,100057,100444,100621,100747,100853,100947,101041
22,MX4021-1,092740,093538,093704,093758,093830,094041,094145,094228,094345,094523,094733,095226,095320,095426,095531,095625,095802,095907,095950,100014,100118,100444,100632,100904,101030,101146,101207
23,MX4041-2,093947,094345,094628,094712,094838,095058,095309,095404,095603,095740,095950,100516,100632,100737,100853,100947,101124,101229,101323,101439,101544,101848,101953,102203,102308,102426,102458
24,MX4159-2,094755,095258,095531,095552,095719,095950,100057,100201,100350,100559,100809,101334,101439,101555,101711,101754,101921,102015,102047,102203,102342,102657,102836,103058,103203,103319,103353
25,MX4598-0,095426,101439,101722,101816,101953,102214,102342,102447,102635,102836,103047,103648,103815,103942,104047,104152,104351,104550,104644,104810,104926,105229,105334,,,105826,105909
26,MX4338-2,095751,,100527,100610,100737,101009,101207,101251,101501,101617,101816,102342,102426,102531,102646,102741,102908,103058,103142,103236,103342,103710,103826,104141,104235,104340,104435
27,MX4458-2,100820,,105240,105302,105428,105710,105815,105920,110109,110214,110551,111106,111211,111348,111453,111547,111702,111807,111851,112007,112134,112451,112639,112838,112942,113058,113130
28,MX4365-2,,102329,102635,102708,102825,103109,103319,103353,103510,103648,103859,104351,104446,104550,104706,104800,104915,105009,105041,105157,105302,105606,105743,110047,110130,110224,110308
29,MX4383-2,103309,103615,103910,104025,104058,104318,104456,104655,104821,104936,105334,105826,105931,110047,110214,110308,110435,110623,110656,110728,110824,111055,111243,111359,111504,111619,111702
30,MX4388-2,105804,110004,110203,110246,110329,110540,110739,110835,111023,111211,111410,111913,112007,112112,112229,112334,112451,112650,112733,112806,112921,113225,113353,113602,113718,113834,113907
31,MX4551-1,111034,111254,111652,111829,111913,112145,112323,112356,112556,112838,113047,113602,113657,113813,113929,114035,114213,114353,114437,114604,114731,115045,115257,,115638,115743,115838
32,MX4535-2,112323,,112618,112701,112722,112849,113047,113130,113330,113447,113646,114129,114224,114342,114426,114520,114636,114741,114825,114857,115013,115330,115521,115649,115743,115827,115859
33,MX3651-2,113236,113541,113834,113918,114002,114224,114415,114520,114709,114919,115128,115638,115805,115921,120036,120130,120329,120435,120507,120645,120822,121147,121324,121534,121639,121805,121910
34,MX3783-2,114035,114447,114741,114814,115002,115235,115404,115605,115732,115942,120351,120927,121032,121158,121335,121440,121628,121733,121816,121943,122110,122415,122603,,122930,123035,123140
35,MX4598-1,114447,115319,115521,115638,115700,115910,120130,120213,120340,120424,120800,121335,121501,121545,121650,121733,121849,122110,122153,122226,122342,122658,122825,,123151,123246,123318
36,MX4021-2,,,120141,120213,120235,120507,120717,120927,121053,121219,121606,122131,122226,122404,122448,122552,122731,122836,122930,123057,123202,123445,123602,123802,123907,124025,124109
37,MX4041-3,120612,120739,121125,121219,121252,121451,121700,121754,121953,122226,122636,123151,123246,123402,123528,123635,123824,123950,124036,124214,124319,124650,124840,125102,125157,125325,125358
38,MX4159-3,121125,121700,121921,121953,122110,122342,122448,122636,122836,123035,123456,124057,124236,124427,124511,124617,124840,124945,125030,125135,125252,125608,125745,130039,130155,130259,130332
39,MX4458-3,121859,130636,130940,131106,131200,131348,131558,131652,131925,132208,132627,133143,133321,133426,133558,133641,133830,133945,134050,134155,134311,134615,134825,135024,135139,135307,135402
40,MX4338-3,122342,122636,123003,123118,123140,123402,123602,123646,123845,124057,124309,124851,124945,125040,125219,125314,125503,125641,125724,125851,130017,130343,130458,130740,130835,130951,131045
41,MX4365-3,,124057,124416,124501,124555,124818,124934,125007,125135,125325,125536,130101,130205,130343,130520,130614,130803,130951,131034,131056,131211,131526,131714,131936,132114,132240,132313
42,MX4388-3,,125230,125536,125702,125735,125956,130101,130205,130343,130541,130803,131432,131526,131641,131853,131958,132146,132313,132345,132501,132617,132911,133110,133332,133426,133547,133641
43,MX4551-2,131233,131432,131735,131819,131853,132146,132240,132345,132555,132700,133038,133620,133714,133840,134007,134123,134300,134510,134604,134637,134742,135056,135213,135434,135529,135646,135919
44,MX4535-3,132030,132240,132429,132501,132522,132743,132816,132911,133049,133248,133641,134206,134300,134405,134521,134615,134803,134908,134952,135107,135224,135529,135708,135908,140013,140151,140257
45,MX4598-2,132251,,135013,135107,135139,135402,135603,135708,135846,140141,140351,140908,141034,141152,141331,141510,141710,141847,141931,142108,142234,142550,142738,142843,143104,143209,143241
46,MX3651-3,132522,,133237,133343,133415,133652,133819,133924,134050,134300,134521,135129,135235,135351,135518,135613,135752,140003,140046,140224,140329,140656,140835,141056,141141,141236,141331
47,MX3783-3,133536,133840,134206,134300,134427,134659,134814,134908,135045,135340,135730,140329,140446,140656,140835,141013,141225,141331,141426,141531,141637,142025,142234,,142601,142717,142800
48,MX4021-3,135307,135445,135824,135940,140035,140235,140413,140529,140740,140951,141405,142004,142119,142307,142402,142529,142811,143010,143104,143219,143324,143640,143839,144027,144132,144247,144331
49,MX4041-4,135835,140235,140457,140529,140551,140813,141002,141046,141225,141354,141815,142507,142612,142738,142938,143031,143230,143356,143451,143555,143712,144006,144132,144416,144543,144720,144816
50,MX4159-4,,141034,141437,141521,141605,141837,142014,142119,142350,142623,142843,143501,143640,143817,144016,144215,144405,144648,144742,144910,145037,145437,145636,150003,150108,150213,150257
51,MX4338-4,141437,,142402,142529,142612,142843,143010,143125,143346,143651,144059,144648,144805,145058,145330,145353,145658,145836,145919,150025,150130,150456,150645,150835,150940,151056,151139
52,MX4365-4,,142811,143136,143230,143313,143555,143755,143911,144059,144258,144659,145258,145415,145531,145720,145836,150151,150351,150445,150550,150717,151106,151308,151518,151624,151751,151917
53,MX4383-3,143440,143922,144226,144320,144354,144626,144816,144932,145153,145330,145720,150308,150435,150550,150739,150813,151139,151329,151413,151518,151708,152001,152211,152431,152547,152702,153007
54,MX4388-4,144459,144731,145004,145131,145225,145625,145803,145919,150046,150319,150550,151128,151246,151413,151602,151718,152033,152232,152315,152431,152558,152924,153123,153300,153416,153542,153836
55,MX4458-4,145236,,150308,150351,150435,150655,150813,150918,151034,151202,151402,151917,152012,152138,152348,152442,152702,152830,152913,153007,153144,153459,153636,153742,153909,154108,154613
56,MX4535-4,150717,150845,151202,151235,151319,151613,151812,151928,152138,152420,152641,153300,153427,153604,153742,153836,154108,154307,154351,154507,154623,154950,155210,155336,155513,155840,160331
57,MX3651-4,151413,151751,152033,152106,152149,152359,152558,152641,152819,153040,153311,153858,154004,154119,154224,154318,154602,154822,154907,154939,155054,155336,155441,155641,155746,160111,160544
58,MX4551-3,152713,152902,153217,153333,153416,153625,153814,153931,154151,154329,154540,155054,155148,155304,155419,155502,155818,160006,160049,160154,160248,160606,160743,160910,161025,161730,162329
