,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4598-0,,,,,,,,,,,,,,,,,,,,,,070120,070205,070415
1,MX4604-0,,,,,,,,,,,,,,,,,070120,070321,070615,070815,071004,071315,071422,071527
2,MX3651-0,,,,,,,,070120,070133,070248,070353,070448,070626,070731,070826,071253,071411,071759,072151,072351,072603,073014,073131,073354
3,MX4021-0,,,,,,070120,070238,070437,070659,070826,070931,071026,071133,071304,071400,071821,071937,072213,072625,072836,073046,073438,073554,073839
4,MX4159-0,,070120,070133,070248,070448,070626,070931,071026,071240,071337,071443,071538,071654,071821,071916,072329,072508,072814,073120,073322,073712,074111,074251,074630
5,MX4338-0,,071207,071326,071443,071643,071821,072115,072318,072414,072541,072657,072814,073014,073153,073249,073712,073911,074302,074735,075326,075714,080230,080514,080915
6,MX4365-0,071948,072042,072202,072318,072457,072636,073014,073046,073300,073416,073543,073628,073839,074038,074111,074524,074724,075315,080031,080547,081105,081520,081921,082500
7,MX4383-0,072213,072541,072647,072752,072919,073142,073500,073628,073900,074006,074111,074207,074356,074546,074702,075126,075304,075925,080949,081459,082015,082617,082852,083233
8,MX4388-0,072836,073354,073449,073628,073817,074049,074440,074630,074851,075021,075148,075431,075608,075746,075851,080303,080431,081000,081837,082300,082722,083233,083444,083726
9,MX4458-0,074502,074557,074724,074830,075021,075148,075608,075819,080052,080220,080335,080453,080726,080905,080949,081437,081615,082205,082937,083200,083516,083904,084032,084358
10,MX4535-0,075358,075557,075703,075808,080020,080147,080525,080653,080915,081033,081149,081340,081553,081804,081859,082405,082605,083021,084148,084409,084759,085411,085623,085800
11,MX4551-0,080020,080158,080314,080431,080642,080927,081330,081448,081659,081848,081954,082227,082500,082755,082852,083338,083559,084105,084937,085137,085538,090137,090325,090526
12,MX4598-1,080346,080653,080759,080949,081200,081330,081648,081826,081932,082111,082333,082511,082819,083010,083116,083559,083842,084304,085032,085159,085717,090159,090409,090620
13,MX4614-0,081426,081510,081615,081710,081848,082027,082344,082449,082700,082755,082948,083116,083327,083610,083715,084116,084315,084715,085400,090010,090336,090714,090904,091054
14,MX4604-1,082733,082915,083032,083211,083444,083610,083937,084032,084304,084452,084654,084843,085104,085254,085411,085822,090032,090325,091126,091432,091716,092200,092338,092549
15,MX3651-1,084021,084221,084337,084537,084715,084937,085305,085444,085655,085822,085948,090104,090253,090431,090515,090926,091115,091400,091948,092116,092517,092950,093150,093402
16,MX3783-0,090253,090409,090515,090631,090853,091159,091505,091621,091853,092032,092149,092232,092423,092528,092611,093044,093224,093635,094047,094247,094603,095109,095258,095459
17,MX4021-1,090537,090652,090757,091000,091210,091316,091654,091821,092054,092211,092348,092444,092611,092800,092854,093340,093528,094036,094415,094603,094847,095330,095510,095720
18,MX4041-0,090926,091115,091232,091327,091548,091726,092054,092232,092506,092655,092811,092939,093128,093246,093351,093802,093941,094436,094835,095036,095352,095847,100014,100225
19,MX4159-1,091327,091748,091843,092010,092211,092423,092717,092833,093055,093202,093308,093402,093614,093708,093740,094204,094342,094708,095025,095214,095521,095857,100025,100236
20,MX4338-1,,,093224,093318,093539,093751,094141,094320,094541,094708,094858,095014,095225,095330,095415,095908,100046,100330,100741,100847,101131,101605,101756,102020
21,MS2259-0,094153,094625,094719,094803,095036,095204,095553,095814,095908,100046,100203,100258,100436,100603,100646,101131,101248,101554,102020,102158,102631,103255,103411,103550
22,MX4383-1,094309,094415,094519,094625,094824,095025,095415,095626,095847,100025,100152,100247,100436,100603,100657,101120,101237,101554,101946,102042,102453,103105,103211,103422
23,MX4388-1,094541,094931,095047,095142,095320,095426,095752,100003,100108,100225,100330,100425,100541,100719,100752,101226,101354,101734,102125,102326,102653,103306,103422,103708
24,MX4365-1,,,,,,,,,,,,,095258,095352,095426,095919,100119,100341,100752,100858,101248,101807,101957,102220
25,MX4458-1,095320,095352,095448,095553,095814,095941,100236,100403,100613,100741,100847,100941,101131,101259,101343,101756,101924,102158,102610,102758,103054,103824,103951,104225
26,MW3387-0,100046,100236,100352,100436,100635,100814,101131,101321,101543,101712,101818,101913,102052,102242,102337,102809,102948,103211,103517,103657,104036,104603,104730,104931
27,MX4535-1,100320,100458,100552,100646,100825,100920,101259,101511,101734,101851,101957,102031,102231,102359,102432,102926,103105,103422,103919,104014,104247,105026,105131,105332
28,MX4551-1,100352,100920,101025,101131,101310,101438,101829,102031,102147,102304,102421,102537,102715,102904,102959,103411,103550,103835,104236,104425,104730,105427,105554,105815
29,MX4598-2,101215,101321,101416,101459,101734,101957,102337,102432,102642,102809,102926,103021,103200,103244,103317,103741,103908,104236,104531,104719,104953,105753,105931,110224
30,MX4614-1,101554,101829,101924,102009,102136,102348,102704,102809,102904,103010,103116,103244,103349,103455,103539,103951,104119,104436,104814,104858,105205,105848,110036,110246
31,MW3343-0,102453,102642,102747,102831,103010,103149,103517,103730,104003,104130,104236,104330,104509,104625,104708,105120,105248,105510,105858,105942,110319,110941,111129,111319
32,MX4604-2,102937,103043,103149,103255,103433,103603,103908,104108,104203,104330,104436,104542,104708,104825,104920,105321,105449,105710,110036,110224,110457,111129,111319,111457
33,MW2780-0,103803,103919,104025,104130,104414,104647,105047,105227,105449,105543,105659,105848,110036,110152,110246,110657,110846,111329,111708,111856,112235,112740,112918,113129
34,MX3651-2,103857,104214,104309,104352,104614,104814,105205,105416,105637,105826,105953,110108,110246,110414,110519,110952,111140,111540,111834,112036,112403,112845,113001,113204
35,MW3528-0,104636,104730,104825,104942,105153,105354,105659,105804,110025,110152,110246,110351,110540,110657,110803,111257,111435,111740,112119,112214,112540,113056,113225,113511
36,MW5191-0,105248,105459,105616,105721,105942,110025,110446,110540,110751,110919,111024,111118,111329,111457,111603,112025,112203,112551,113012,113107,113416,114004,114156,114324
37,MX3783-1,105637,105721,105837,105920,110119,110246,110646,110740,110941,111046,111151,111319,111603,111751,111845,112308,112435,112802,113204,113342,113743,114430,114535,114735
38,MW5264-0,105837,110058,110213,110308,110457,110602,111046,111246,111402,111519,111635,111719,111907,112036,112119,112551,112729,113023,113342,113533,113921,114441,114608,114756
39,MX4041-1,110930,111035,111129,111235,111435,111614,111929,112025,112257,112435,112540,112635,112813,112951,113012,113427,113605,113838,114240,114430,114807,115513,115641,115757
40,MW5346-0,111246,111340,111435,111519,111635,111740,112025,112214,112435,112540,112646,112719,112845,113001,113034,113449,113605,113848,114251,114430,114912,115523,115702,115915
41,MX4338-2,112602,112635,112719,112834,113012,113236,113605,113711,113932,114109,114218,114419,114640,114735,114807,115229,115407,115651,120043,120220,120535,121209,121346,121535
42,MX4021-2,113247,113533,113700,113805,113943,114120,114502,114640,114851,115039,115155,115240,115429,115545,115630,120105,120231,120724,121101,121303,121641,122039,122217,122450
43,MS2259-1,114048,114524,114629,114735,,115007,115429,115608,115819,115958,120115,120231,120430,120608,120641,121051,121231,121546,121955,122101,122428,122910,123036,123203
44,MX4159-2,114902,115112,115207,115323,115534,115641,115958,120126,120347,120557,120651,120807,121018,121147,121220,121651,121818,122133,122450,122627,122953,123626,123742,125007
45,MX4365-2,115947,120220,120315,120503,120641,120807,121123,121241,121502,121651,121923,122101,122249,122406,122501,122932,123109,123615,124047,124252,124535,125133,125301,125449
46,MX4383-2,121430,121630,121724,121829,122039,122227,122555,122805,123026,123214,123404,123510,123648,123826,123931,124347,124535,124840,125301,125417,125732,130330,130447,130710
