,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7637-0,,,,,,,,,,,,,070109,070144,070300,070407,070513,070608,070714,070830,071041,071335,071442
1,MW4705-0,,,,,,,,070109,070524,070641,070736,070903,071030,071135,071313,071420,071515,071714,071820,071947,072020,,
2,AA74-92-0,,,,,,,,070109,070714,070841,070935,071102,071241,071346,071515,071620,071714,071852,071958,072125,,,
3,AA6952-0,,,,,,070109,070155,070300,071124,071241,071324,071431,071558,071704,071820,071903,071958,072053,072147,,,,
4,MR7964-0,,,,,070109,070122,070355,070513,071357,071431,071526,071642,071809,071903,072020,072125,072231,,,,,,
5,AA69-59-0,,,070109,,070557,070757,071041,071219,072158,,,,,,,,,,,,,,
6,AA7286-0,070109,070946,071135,071526,071725,071958,072209,,,,,,,,,,,,,,,,
7,AA74-39-0,,070250,070714,070957,071357,071704,071852,072020,,,,,,,,,,,,,,,
8,MW3430-0,,,,071124,,,,,,,,,,,,,,,,,,,
9,MS4750-0,,,,,071135,071252,071537,071831,,,,,,,,,,,,,,,
10,MW4825-0,071219,071431,071758,072136,,,,,,,,,,,,,,,,,,,
11,MW3204-0,,,,,071431,071620,071852,072020,,,,,,,,,,,,,,,
12,AA7871-0,,071515,,,,,,,,,,,,,,,,,,,,,
13,AA7706-0,,,,071914,,,,,,,,,,,,,,,,,,,
14,MW4781-0,,,072209,,,,,,,,,,,,,,,,,,,,
