,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7195-0,072743,073005,073237,,073826,,074230,074336,075317,075412,075609,075736,075851,080008,080102,080156,080356,080504,080549,070107,081019,081208
1,AA7706-0,,,,,,,,,,,,,070107,070204,070302,070356,070512,070556,070711,070817,071028,071205
2,AA7492-0,,,,,,,,070107,070334,070429,070617,070744,,071017,071050,071155,071245,071400,071526,071739,072000,072127
3,MR7964-0,,,,,,,070107,070120,071133,071233,071432,071559,071653,071855,071938,072011,072116,072213,072317,072511,072721,072900
4,AA6952-0,,,,,070107,,070204,070251,071338,071432,071631,071801,071905,072043,072148,072239,072400,072459,072616,072700,073005,073015
5,AA7488-0,,,070107,070418,070701,070817,071017,071133,072116,072213,,072533,072627,072754,072849,072943,073048,073153,073259,073404,073615,073721
6,AA7149-0,070523,071006,071316,071631,071938,072148,072400,072511,073510,073615,073826,073954,074101,074252,074357,074503,074642,074738,074906,075137,075401,075502
7,AA7121-0,,071938,072200,072544,072817,073059,073248,073415,074336,074442,074642,074749,074916,075054,075212,075317,075514,075558,075725,075808,080040,080302
8,AA7101-0,,,,,,,,,073932,074006,074206,074314,074420,074642,074727,074822,075010,075115,075223,075350,075631,075747
9,AA7248-0,073932,073943,074314,074558,074833,,075148,075256,080346,080453,080654,080825,080924,081102,081156,081252,081430,081535,081619,081746,082032,082215
10,MW3346-0,,,,,,,,,074800,074906,075043,075223,075317,075423,075526,075609,075703,075758,075851,075946,080230,080313
11,AA7536-0,,074833,075148,075450,075830,080008,080207,080324,081336,081430,,081819,081914,082043,082149,082227,082333,082417,082501,082555,082816,083015
12,AA7522-0,075558,075841,080018,080335,080644,080759,081008,081113,082127,082227,,082606,082700,082816,082921,083015,083142,083241,083336,083547,083811,083906
13,AA7706-1,075725,081936,082149,082501,082649,082827,083120,083410,084315,084420,,,084809,085051,085135,085226,085415,085520,085614,085741,085941,090130
14,AA7322-0,080622,080903,081145,081452,081641,081842,082032,082200,083131,083230,,083536,083620,083738,083822,083928,084022,084127,084243,084347,084609,084809
15,AA7492-1,,082954,083230,083547,083844,,084221,084326,085309,085415,085603,085719,085814,085941,090047,090152,090258,090414,090457,090551,090824,090929
16,AA6952-1,,,084304,084620,084852,085135,085425,085542,090551,090635,,091034,091118,091300,091343,091448,091659,091753,091847,091952,092227,092344
17,AA7488-1,084820,085113,085331,085741,090025,090247,090519,090803,091731,091826,,092131,092216,092344,092450,092606,092713,092829,092944,093205,093440,093535
18,AA7149-1,090014,,090907,091140,091521,,091909,092026,092944,093028,093230,093357,093440,093650,093734,093900,094028,094144,094301,094512,094712,094829
19,AA7101-1,091521,091659,091931,092216,092606,092756,093111,093357,094355,094439,094650,094829,094903,095136,095244,095349,095559,095654,095750,100000,100228,100356
20,AA7121-1,092249,092807,093006,093357,093755,094006,094344,094501,095548,095632,095855,100033,100116,100301,100345,100502,100713,100818,100923,101123,101432,101642
21,AA7195-1,,,094217,094522,094840,,095255,095516,100556,100629,100901,100945,101039,101231,101315,101410,101526,101632,101738,101855,102149,102306
22,AA7248-1,,095211,095548,095906,100228,100618,100745,101208,102149,102222,102435,102613,102707,102857,103001,103117,103249,103406,103500,103721,103953,104109
23,AA7536-1,,100356,100618,100913,101242,101526,,102127,103227,103355,103554,103743,103816,104015,104059,104203,104406,104522,104638,104839,105132,105249
24,AA7522-1,101537,101610,101927,102211,102457,102645,102918,103215,104153,104300,,104554,104649,104817,104922,105038,105205,105311,105356,105607,105839,110029
25,AA7322-1,102457,102835,103249,103554,103848,103953,104203,104605,105618,105701,,110029,110124,110255,110400,110455,110633,110750,110846,111057,111319,111424
26,AA7706-2,103921,104817,105143,,105933,110135,110433,110728,111752,111846,,112224,112329,112519,112625,112730,112857,113024,113118,113329,113602,113742
27,AA7488-2,104806,113235,113646,114013,114307,114507,114739,115331,120341,120435,,120857,120940,121150,121225,121341,121508,121636,121720,121816,122018,122134
28,AA7492-2,110255,,110728,111119,111402,111857,112129,112553,113540,113613,113814,113952,114035,114213,114328,114446,114634,114750,114846,115013,115214,115320
29,AA6952-2,,,112035,112446,112846,113151,113402,113551,114940,115045,115247,115426,,115708,115803,115930,120046,120151,120257,120519,120824,120951
30,AA7149-2,114424,114540,114739,115056,115458,115741,120014,120151,121424,121529,121731,,,,122241,122335,122502,122618,122735,122924,123146,123306
31,AA7121-2,115320,115647,120057,120435,120846,121129,121351,121613,122556,122651,,123051,123135,123411,123505,123621,123739,123844,123938,124044,124349,124600
32,AA7195-2,,120940,121435,121658,121943,122429,122556,122851,123927,124022,124211,124327,124410,124548,124715,124824,124918,125023,125106,125341,125624,125804
33,AA7536-2,122408,,122745,123051,123338,123822,,124159,125225,125341,125552,125719,125814,130036,130141,130303,130452,130619,130725,130842,131136,131255
34,AA7522-2,123704,123844,124116,124359,124654,124813,125128,125424,130346,130430,,130758,130904,131136,131255,131401,131602,131708,131802,131950,132151,132307
35,AA7706-3,124222,125836,130230,,130736,131009,131307,131635,132541,132602,,132932,133026,133216,133322,133511,133648,133804,133909,134025,134319,134457
36,AA7322-2,,124940,125150,125530,125742,125952,130241,130536,131550,131613,,131918,131950,132118,132223,132318,132530,132645,132729,132910,133121,133300
37,AA7492-3,,131041,131255,131602,131845,132245,132414,132910,133815,133847,134036,134152,134308,134457,134541,134803,134941,135108,135203,135329,135551,135753
38,AA7488-3,131339,133322,133627,,134308,134436,134742,135246,140131,140203,,140519,140602,140740,140846,141024,141203,141330,141424,141541,141825,141941
39,AA6952-3,131729,132245,132613,132954,133333,133753,,134719,135804,135909,140153,140257,140414,140551,140645,140824,141024,141140,141246,141403,141635,141836
40,AA7149-3,134130,,134930,135140,135603,135815,140026,140656,141730,141836,142109,142310,142353,142604,142709,142838,142943,143110,143216,143417,143723,143839
41,AA7121-3,135529,135909,140214,140530,140952,141203,141446,142215,143449,143555,,144007,144124,144302,144420,144631,144841,145008,145124,145314,145641,145830
42,AA7195-3,140857,,141541,141803,142203,142615,142742,143355,144357,144503,144652,144841,144946,145219,145325,145430,145535,145641,145736,145841,150136,150230
43,AA7536-3,,142542,142816,143110,143428,143818,143850,144346,145325,145358,145546,145713,145820,145957,150030,150147,150314,150430,150524,150629,150901,151017
44,AA7522-3,,143934,144135,144430,144703,144830,145019,145430,150546,150651,150840,150955,151039,151250,151356,151523,151734,151840,151945,152113,152347,152558
45,AA7706-4,,145430,145702,150114,150408,150618,150923,151228,152325,152431,152619,152747,152841,153019,153113,153231,153336,153441,153557,153757,154101,154217
46,AA7492-4,150408,150513,150756,151111,151439,151713,151945,152146,153146,153219,,153546,153630,153757,153851,153956,154145,154301,154344,154522,154804,174723
47,AA7248-2,151111,151450,151818,152135,152442,152757,152935,153102,154312,154355,,154731,154815,155015,155109,155153,155311,155406,155523,155639,155850,160006
48,AA6952-4,151818,152051,152347,152619,153029,153303,153452,153630,154721,154804,154953,155205,155300,155428,155545,155639,155744,155901,155955,160049,160334,160523
49,AA7101-2,,152725,153135,153503,153830,154018,154228,154511,155545,155628,155839,160006,160100,160301,160356,160440,160607,160712,160817,160944,161238,161448
50,AA7560-0,153135,153347,153703,154007,154239,154428,154731,155048,160206,160250,160513,160650,160744,160911,161016,161121,161228,161343,161438,161709,161942,162142
51,AA7149-4,154123,154250,154511,154804,155205,155333,,155806,160723,160806,,161111,161205,161311,161354,161427,161521,161615,161720,161858,162131,162320
52,MW5537-0,155406,160100,160534,160850,161311,161448,161658,162131,163154,163301,163511,163639,163733,163849,163933,164005,164100,164206,164250,164503,164736,164937
53,AA7488-4,160418,160556,160828,161216,161510,161658,161847,162331,163301,163333,163543,163700,163755,163900,163933,164016,164217,164313,164356,164514,164747,164948
54,AA7121-4,,,,,160828,161238,161448,161804,162908,163014,,163311,163344,163511,163554,163700,163755,163900,163944,164122,164324,164430
55,AA7195-4,,161753,161920,162153,162508,,162920,163228,164206,164239,164547,164653,164726,164904,164926,165021,165159,165316,165411,165443,165653,165736
56,AA7536-4,,162236,162952,163216,163639,163933,164038,164313,165421,165505,,165809,,,170146,170229,170345,170440,170545,170744,171005,171121
57,AA7322-3,163554,,,,,,,,,,,,,,,,,,,,,171922
58,AA7522-4,,164452,164832,165115,165432,165747,170008,170313,171355,171439,,171817,171911,172016,172111,172216,172355,172501,172555,172754,173037,173143
59,AA7706-5,165126,165421,165631,170019,170302,170451,170733,171037,172016,172111,172301,172450,172534,172711,172754,172838,173037,173143,173239,173345,173608,173703
60,AA7248-3,171344,171523,171755,172038,172311,172439,172733,173215,174301,174356,174556,174745,174817,174944,175027,175145,175324,175429,175524,175746,180018,180146
61,AA6952-5,171955,172311,172555,,,173713,173851,174156,175240,175313,175513,175651,175818,175945,180029,180135,180240,180345,180441,180557,180820,180947
62,AA7101-3,,173016,173356,173641,173935,174156,174428,175040,180146,180218,180430,180535,180619,180820,180926,181020,181219,181326,181431,181547,181853,182020
63,AA7560-1,173630,173841,174145,174512,174712,174922,175240,175757,180713,180746,181009,181136,181232,181359,181442,181526,181736,181842,181937,182147,182420,182536
64,AA7149-5,174124,,174712,174955,175251,175557,175840,180251,181326,181410,,181714,181747,181926,182009,182126,182253,182347,182442,182547,182842,182947
65,AA7488-5,175302,180947,181114,181547,181853,182042,182347,183208,184323,184356,184556,184722,184816,185005,185037,185132,185228,185344,185438,185554,185837,185943
66,AA7121-5,,175651,180029,180251,180524,180820,181114,181547,182652,182747,,183114,183157,183420,183524,183608,183713,183808,183851,183945,184206,184301
67,AA7195-5,181958,,182725,183030,183325,,183956,184345,185605,185638,185816,185943,190026,190226,190331,190425,190614,,190803,190951,191213,191340
68,AA7536-5,,183452,183735,184101,184450,,,185250,190248,190342,190614,190741,190803,190951,191046,191151,191307,191351,191445,191550,191835,192003
69,AA7322-4,,184722,185037,,185544,185711,190016,190331,191413,191445,,191813,191857,192109,192152,192329,192518,192623,192740,192941,193225,193403
70,AA7522-5,184943,190121,190404,190741,191129,191307,191635,191940,192941,193046,,193403,193446,193614,193708,193837,193942,194100,194205,194345,194617,194755
71,AA7706-6,191740,192047,192435,192729,192908,193151,193457,193614,194544,194639,194817,194911,195005,195248,195353,195447,195615,195731,195847,195952,200224,200435
72,AA7492-5,193625,193826,194143,194407,194606,,195100,195226,200130,200202,,200457,200540,200645,200751,200835,201023,201128,201224,201413,201646,201835
73,AA6952-6,,195603,195815,200036,200340,200624,200718,200846,201824,201857,202057,202308,202403,202552,202646,202740,202941,203046,203226,203448,203847,203953
