,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,AA7503-0,,,,,,,,,,,,,,,,,,,,,,070118,070226
1,AA7637-0,,,,,,,,,,,,,,070118,070131,070204,070258,070352,070509,070626,070753,071109,071251
2,MW4705-0,,,,,,,,070118,070341,070509,070604,070731,070920,071004,071144,071240,071345,071534,071628,071744,071901,072205,
3,AA74-92-0,,,,,,,,070118,070520,070626,070720,,071026,071059,071251,071345,071429,071556,071701,071828,071912,072216,
4,AA6952-0,,,,,,,070118,070153,071155,071313,071418,071545,071734,071850,072006,072111,072205,,,,,,
5,MR7964-0,,,,,,070118,070204,070320,071407,071451,071534,071701,071817,071922,072132,072248,,,,,,,
6,MS4750-0,,,070118,070215,070847,071155,071356,071523,,,,,,,,,,,,,,,
7,AA69-59-0,,070118,070331,070847,071048,071313,071534,071839,,,,,,,,,,,,,,,
8,MW3346-0,,,,070437,,,,,,,,,,,,,,,,,,,
9,AA7286-0,070742,070920,071302,071545,071901,072132,,,,,,,,,,,,,,,,,
10,AA74-39-0,,,070815,071109,071545,071828,072216,,,,,,,,,,,,,,,,
11,MW4825-0,071015,071356,071712,072017,072259,,,,,,,,,,,,,,,,,,
12,AA7871-0,,071109,,,,,,,,,,,,,,,,,,,,,
13,MW3204-0,,,,,071723,072017,072216,,,,,,,,,,,,,,,,
14,AA7032-0,071901,072122,,,,,,,,,,,,,,,,,,,,,
