,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4021-0,,,,,,,,,,,,,,,,,,,,,,,,,070105,070224,070320
1,MX4041-0,,,,,,,,,,,,,,,,,,,,,,070105,070213,070427,070532,070648,070742
2,MX4159-0,,,,,,,,,,,,,,,,,070105,070129,070151,070309,070449,070815,070953,071141,071309,071436,071519
3,MX4338-0,,,,,,,,,,,070105,070309,070416,070521,070637,070742,070910,071015,071058,071236,071403,071720,071847,071954,072101,072219,072303
4,MX4365-0,,,,,,,,070105,070213,070353,070615,071130,071225,071330,071447,071530,071658,071752,071836,072007,072146,072535,072744,073006,073110,073226,073321
5,MX4383-0,,,,070105,070140,070353,070449,070626,070742,070837,071025,071552,071647,071803,071910,072007,072135,072314,072357,072440,072607,073006,073143,073343,073437,073553,073627
6,MX4388-0,070213,070615,070804,070848,070921,071141,071225,071319,071447,071625,071836,072314,072408,072513,072618,072701,072806,072911,072955,073016,073143,073447,073553,073659,073754,073859,073942
7,MX4458-0,070427,071509,071741,071910,071954,072314,072357,072545,072723,072900,073110,073627,073721,073826,074015,074037,074214,074341,074424,074446,074602,074907,075035,075224,075329,075434,075507
8,MX4535-0,071658,072408,072639,072755,072828,073100,073310,073415,073553,073659,073921,074435,074540,074645,074750,074857,075035,075151,075224,075318,075445,075857,075951,080141,080235,080351,080435
9,MX3651-0,072911,073353,073648,073805,073837,074037,074120,074258,074435,074540,074740,075246,075351,075456,075613,075657,075835,075940,080025,080108,080235,080635,080752,080941,081036,081152,081225
10,MX3783-0,073953,074341,074624,074707,074729,074940,075045,075235,075402,075539,075752,080308,080413,080519,080635,080741,080930,081025,081119,081225,081351,081708,081836,081952,,082246,082340
11,MX4041-1,,075824,080057,080141,080329,080541,080741,080846,081036,081225,081636,082224,082351,082529,082729,082814,083003,083140,083236,083415,083605,083922,084124,084430,084557,084724,084757
12,MX4021-1,,080402,080730,080908,080930,081130,081329,081434,081625,081825,082036,082601,082656,082825,082952,083108,083258,083353,083448,083616,083744,084208,084357,084557,084651,084819,084852
13,MX4159-1,080602,080952,081235,081329,081402,081603,081731,081814,082014,082235,082456,082952,083046,083225,083342,083426,083554,083744,083817,083850,083955,084357,084513,084724,084830,084924,084957
14,MX4383-1,081402,083554,083901,083955,084029,084219,084408,084502,084651,084757,085135,085640,085745,085829,085940,090046,090212,090340,090423,090445,090550,090908,091023,091235,091330,091445,091551
15,MX4338-1,081614,081741,082036,082203,082246,082456,082656,082750,082930,083129,083521,084051,084146,084314,084440,084535,084724,084819,084913,085019,085146,085451,085608,085745,085908,090002,090046
16,MX4365-1,,082634,082952,083057,083129,083331,083437,083638,083806,083922,084325,084841,084957,085113,085218,085334,085513,085608,085651,085712,085829,090202,090402,090623,090728,090857,090940
17,MX4458-1,083901,085345,085745,085857,090046,090307,090518,090717,090857,091023,091424,091930,092025,092130,092320,092404,092530,092730,092824,092910,093015,093332,093520,093636,,093955,094028
18,MX4388-1,084051,084408,084651,084735,084852,085124,085207,085345,085451,085608,085940,090445,090539,090656,090813,090908,091045,091150,091235,091319,091413,091658,091803,092047,092141,092226,092309
19,MX4598-0,085430,,100549,100716,100800,101046,101236,101341,101529,101646,102024,102614,102719,102835,102951,103046,103229,103357,103440,103556,103745,104111,104229,104346,104452,104630,104703
20,MX4535-1,085535,090212,090601,090645,090802,091034,091257,091340,091551,091658,092036,092530,092636,092741,092921,093015,093216,093353,093426,093520,093626,093955,094050,094218,094313,094430,094514
21,MX4551-0,090802,091128,091529,091636,091709,092036,092237,092436,092625,092835,093059,093647,093804,093922,094101,094156,094345,094503,094546,094630,094736,095125,095230,095441,095535,095652,095747
22,MX3651-1,091128,091814,092109,092226,092404,092625,092813,092921,093121,093259,093658,094218,094313,094503,094546,094641,094831,094915,094947,095114,095230,095513,095714,095853,100009,100126,100222
23,MX3783-1,092058,092719,092932,093015,093132,093343,093553,093647,093910,094101,094525,095020,095114,095230,095408,095502,095641,095820,095853,095926,100042,100400,100516,100727,100833,100941,101013
24,MX4021-2,092719,093933,094251,094345,094514,094809,094936,095125,095303,095535,095947,100505,100622,100738,100908,101013,101151,101319,101402,101529,101656,102046,102258,102530,102635,102803,102857
