,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1517-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070110,070147,070214,070304,070349,070424,070540,070646,070941,071047,071310,071405,071520,071604
1,MS2243-0,,,,,,,,,,,,,,,070110,070123,070214,070315,070349,070518,070540,070729,070930,071142,071226,071321,071426,071542,071636,071803,071836,071930,072002,072024,072046,072223,072540,072717,072824,,073118,073202
2,MS2365-0,,,,,070110,070424,070507,070602,070824,070908,071047,071131,071259,071604,071951,072118,072202,072256,072435,072530,072634,072835,073045,073308,073414,073457,073624,073741,073846,074014,074058,074152,074225,074247,074319,074522,074827,075005,075110,075153,075258,075331
3,MS1935-0,070110,073013,073235,073341,073530,073930,074025,,074416,074500,074649,074743,074912,075247,075635,075740,075835,080046,080057,080224,080307,080509,080658,080929,081034,081118,081236,081403,081509,081658,081803,081857,082003,082047,082214,082341,082708,082908,083140,083225,083342,083436
4,MS1903-0,071109,071259,071437,071658,071941,072307,072508,072613,072857,072919,073129,073224,073319,073646,074047,074225,074309,074427,074500,074628,074700,074900,075027,075258,075403,075446,075602,075729,075824,080013,080108,080151,080234,080307,080426,080531,080857,081034,081225,081414,081509,081542
5,MS1953-0,,074816,074944,075204,075414,075835,080002,080130,080426,080520,080636,080719,080824,081214,081553,081730,081814,081941,082047,082214,082257,082425,082635,082846,082951,083035,083140,083247,083342,083552,083658,083730,083825,083909,084014,084131,084509,084709,084836,084919,085035,085118
6,MS2259-0,074900,080531,080541,080918,,,081835,082047,,082341,082552,082751,082835,083213,083614,083741,083825,,,084247,,,084803,085046,085151,085236,085341,085508,085552,085813,085918,090119,090202,090224,090245,090413,090811,090854,,091126,091231,091315
7,MW5645-0,080436,082319,082603,082751,082857,083151,083331,083530,083825,083919,084109,084247,084436,084803,085151,085257,085341,085447,085552,085741,085824,090025,090329,090529,090644,090728,090843,091011,091105,091304,091409,091557,091619,091640,091702,091818,092143,092321,092511,092605,092659,092742
8,MX1517-1,,084152,084509,084814,085214,085614,085708,085846,090119,090213,090402,090456,090644,090949,091347,091535,091608,091735,091829,091955,092039,092227,092500,092648,092753,092836,093002,093150,093235,093351,093445,093602,093656,093718,093750,093844,094210,094327,094600,094621,094715,094748
9,MS2243-1,085951,090318,,090811,091126,091503,091640,091829,092133,092216,092416,092511,092605,092930,093307,093434,093507,093635,093718,093906,093949,094159,094400,094611,094715,094811,094927,095055,095127,095304,095337,095423,095517,095538,095611,095715,100031,100125,100252,100408,100503,100546
10,MS2365-1,,092205,092416,092637,092858,093246,093529,093635,093938,094022,094210,094243,094350,094654,095011,095149,095232,095337,095527,095622,095715,095904,100103,100335,100525,100608,100745,100924,101007,101123,101217,101311,101343,101405,101427,101521,101825,102024,102223,102340,102424,102456
