,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,070104,070117,070307,070436,070552,070625
1,AA7749-0,,,,,,,,,,,,,,,,,070104,070139,070223,070329,070457,070825,071332,,071416,071543,071637
2,AA6942-0,,,,,,,,,,,070104,070340,070447,,,,070952,071046,071131,071249,071438,071754,072059,072154,072311,072438,072533
3,AA7537-0,,,,,,,,070104,070139,070234,070614,071142,071332,071438,071521,071554,071721,071815,071909,072016,072143,072522,072627,072837,072942,073058,073131
4,MX4458-0,,070104,070150,070256,070340,070541,070636,070731,070858,071057,071438,071931,072037,072154,072322,072449,072605,072710,072805,072848,073026,073341,073541,073708,073857,074025,074108
5,AA7712-0,,070457,070804,070909,070952,071237,071448,071554,071732,071859,072059,072659,072805,072921,073058,073225,073352,073551,073635,073814,073952,074402,074541,074835,075002,075118,075213
6,MX4614-0,,071237,071521,071543,071627,071931,072143,072238,072406,072522,072859,073424,073530,073647,073857,073952,074119,074213,074246,074413,074530,074907,074951,075307,075340,075456,075539
7,MX4551-0,071459,071815,072059,072143,072216,072438,072616,072721,072848,073058,073309,073836,073941,074057,074235,074330,074457,074541,074636,074719,074824,075150,075402,075613,075718,075834,075907
8,AA6374-0,072311,072649,072859,072921,073004,073341,073519,073752,073952,074202,074530,075045,075150,075318,075539,075646,075845,075950,080046,080223,080413,080730,080920,081141,081258,081426,081459
9,AA7450-0,,,073657,073741,073930,074351,074625,074814,075045,075235,075646,080118,080223,080413,080457,080603,080730,080941,081014,081058,081247,081616,081805,082016,082100,082216,082249
10,AA7931-0,073919,074330,074614,074708,074814,075235,075539,075812,080024,080212,080614,081130,081236,081437,081627,081733,081943,082143,082238,082311,082418,082830,083010,083211,083316,083443,083537
11,AA7485-0,,074646,075235,075340,075423,075812,080024,080413,080719,081014,081236,081943,082111,082238,082440,082547,082819,082948,083043,083211,083349,083737,083938,084315,084410,084526,084610
12,AA7539-0,075107,075635,080339,080508,080614,081025,081120,081309,081605,081911,082249,082819,082937,083211,083515,083643,083843,083949,084032,084210,084359,084759,085011,085221,085339,085507,085603
13,MX4021-0,,080212,081141,081320,081404,081711,081827,081922,082300,082641,083105,083621,083727,083916,084315,084432,084737,084949,085032,085054,085210,085539,085719,085951,090108,090202,090257
14,MX4338-1,080614,,081616,081711,081805,082132,082451,082630,082854,083211,083716,084305,084432,084537,084916,085105,085339,085539,085624,085708,085845,090213,090352,090530,090636,090751,090836
15,AA7559-0,080930,,082300,082406,082536,082916,083138,083316,,084127,,085105,085210,085350,085646,085824,090025,090152,090246,090414,090552,090930,091047,091320,091414,091542,091625
16,AA7749-1,082100,082620,082905,082959,083138,083611,083632,,084138,084526,084949,085539,,085907,090213,090257,090519,090603,090636,090708,090836,091215,091320,,091709,091814,091847
17,AA7393-0,082747,083243,083505,083559,083737,084043,084243,084504,084759,085159,085550,090119,090224,090341,090541,090719,091109,091215,091248,091414,091520,092017,092207,092358,092516,092611,092633
18,AA6942-1,083916,084148,084432,084526,084621,084854,085148,085318,085550,085835,090213,090741,090858,,091320,091353,091603,091752,,092017,092123,092549,092739,093014,093035,093140,093235
19,AA7537-1,084243,084621,085011,085105,085148,085518,085824,085951,090141,090636,091226,091730,091858,091955,092144,092240,092421,092600,092644,092825,092941,093330,093436,093613,093806,093922,093955
20,MX4458-1,084737,085350,085657,085740,085824,090108,090257,090403,090541,091309,091825,092347,092432,092549,092717,092814,092952,093213,093308,093436,093613,094027,094238,094524,094629,094735,094820
