,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
0,MW4503-0,,,,,,,,,,,,,070105,070200,070339,070434,070518,070633,070738,070905,071009,071326,071430
1,MW4619-0,,,,,,,,070105,070200,070255,070350,070507,070633,070727,070854,070926,071020,071136,071243,071358,071547,071829,071934
2,MW4557-0,,,,,,,070105,070117,071114,071221,071315,071430,071547,071641,071808,071851,071956,072050,072155,072322,072510,072752,072940
3,MP6361-0,,,,,,070105,070200,070402,071326,071430,071514,071630,071757,071851,071956,072029,072133,072239,072333,072459,072658,072940,073056
4,MW4705-0,,,070105,070200,070328,070445,070706,070821,071702,071757,071840,071945,072050,072144,072301,072355,072438,072543,072637,072752,072846,073034,073315
5,MW4846-0,070105,071924,072155,072416,072742,072929,073149,073431,074342,074447,074530,074656,074813,074918,075044,075138,075243,075430,075524,075650,075744,080017,080226
6,MW5124-0,070445,092702,092923,093310,093613,093927,094439,094742,095809,095842,095925,100031,100146,100240,100345,100417,100522,100626,100742,100857,101117,101339,101516
7,MR7964-0,,,,070518,070550,070749,070959,071125,072133,072206,072250,072416,072532,072626,072742,072825,072919,073023,073117,073222,073358,073640,073839
8,MW4825-0,070633,070727,071103,071503,071724,071934,072217,072459,073524,073618,073712,073817,073944,074059,074248,074331,074425,074541,074624,074739,074939,075211,091202
9,MW4781-0,,,,,070832,071136,071326,071547,072543,072637,072731,072846,073023,073128,073337,073441,073546,073651,073744,073901,073955,074248,074342
10,MW4837-0,071020,071315,071525,071746,072039,072250,072532,072803,073712,073817,073901,074016,074121,074226,074331,074425,074508,074551,074634,074750,074950,075200,075315
11,MR7938-0,,,,,071525,071757,072050,072206,073117,073211,073305,073420,073535,073640,073744,073839,073933,074110,074205,074404,074541,074856,075001
12,MW5645-0,071547,073128,073431,073744,074027,074248,074541,074645,075744,075816,075901,080028,080154,080259,080508,080601,080716,080915,081009,081135,081344,081626,081741
13,MW5132-0,072405,072459,072615,072814,073106,073305,073618,073712,074530,074624,074707,074813,074907,075012,075211,075243,075337,075441,075546,075650,075744,080100,080226
14,MW4229-0,073828,075105,075358,075607,075901,080111,080352,080540,081532,081626,081720,081835,081939,082046,082223,082317,082424,082529,082634,082739,082948,083223,083317
15,MW5594-0,074153,074404,074728,075022,075243,075430,075733,075850,080727,080821,080915,081031,081125,081218,081312,081406,081500,081626,081730,081845,081950,082234,082402
16,MW4366-0,075629,075901,080226,080551,080832,080948,081135,081251,082150,082245,082328,082507,082612,082717,082938,083032,083136,083244,083351,083507,083603,083846,083940
17,MW4503-1,,080811,081103,081449,081626,081802,082046,082201,083126,083244,083351,083456,083624,083740,083856,083940,084057,084247,084404,084520,084603,084835,085055
18,MW4705-1,081323,081427,081720,082118,082245,082435,082655,082938,084025,084119,084214,084308,084415,084520,084635,084719,084751,084857,084951,085055,085149,085348,085503
