,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,070105,070629,070901,071049,071206,071300,071343,071437,071542,071657,071823,072000,072105,072210
1,MS2025-0,,,,,,,,070105,070117,070221,070304,070348,070745,070944,071132,071239,071405,071459,071603,071646,071740,071813,071939,072420,072630,072839,073006,073049,073154,073300,073354,073437,073542,073708,073812,074010
2,MX1084-0,070955,071239,071354,071459,071719,071813,072105,072221,072347,072453,072525,072630,073217,073426,073614,073740,073834,073938,074104,074136,074230,074302,074429,074941,075222,075434,075550,075727,075947,080115,080209,080303,080357,080546,080701,080755
3,MS1044-0,072723,073006,073111,073228,073448,,073834,073938,074010,074115,074209,074241,074659,074919,075117,075201,075316,075412,075539,075611,075716,075759,075915,080408,080650,080807,080934,081100,081133,081259,081425,081457,081613,081750,081927,082114
4,MS2243-0,074659,074951,075045,075150,075316,075434,075727,075831,080032,080136,080231,080303,080734,080955,081133,081237,081331,081425,081540,081656,081801,081916,082021,082450,082721,082940,083149,083340,083423,083528,083635,083729,083856,084119,084247,084404
5,MS2365-0,075506,080535,080618,080712,080934,081006,081310,081414,081613,081707,081750,081822,082240,082450,082649,082814,082919,083013,083138,083223,083351,083445,083603,084046,084330,084552,084751,084857,085001,085106,085244,085348,085453,085651,085851,085956
6,MS1903-0,082219,082501,082555,082710,082857,083034,083351,083445,083624,083719,083824,083907,084330,084635,084908,085044,085211,085337,085525,085702,085817,085912,090050,090553,090835,091013,091139,091319,091445,091635,091802,091907,092024,092236,092424,092550
7,MS2095-0,083907,084025,084119,084236,084509,084552,084846,085001,085044,085128,085211,085254,085817,090050,090321,090521,090658,090803,090918,091023,091128,091150,091319,091740,092024,092225,092341,092456,092633,092749,092906,093010,093137,093336,093524,093639
8,MS1953-1,084729,085557,085702,085756,085956,090311,090636,090741,090835,090918,091002,091034,091507,091729,091928,092024,092131,092225,092341,092424,092539,092633,092800,093304,093545,093744,093920,094025,094204,094340,094456,094601,094727,094854,094959,095136
9,MS2025-1,091423,091707,091813,091907,092047,092204,092539,092622,092812,092906,093021,093115,093524,093744,093942,094025,094225,094308,094445,094539,094633,094727,094844,095346,095606,095753,095951,100057,100223,100432,100548,100641,100746,101006,101132,101320
10,MX1084-1,093147,093430,093545,093722,093920,094046,094319,094412,094550,094633,094727,094812,095241,095512,095710,095815,095858,100013,100140,100233,100338,100421,100548,101100,101342,101551,101740,101856,102035,102202,102308,102402,102529,102727,102904,102958
11,MS1044-1,095303,095616,095710,095804,095930,100118,100349,100443,100620,100714,100757,100851,101436,101708,101907,102003,102151,102257,102424,102529,102623,102706,102832,103325,103556,103805,103932,104036,104141,104319,104445,104716,104831,105103,105231,105357
12,MS2243-1,,,101624,101708,101834,101928,102213,102329,102445,102717,102832,102904,103325,103523,103733,103838,103943,104036,104214,104308,104434,104517,104643,105124,105408,105546,105650,105818,110007,110112,110312,110439,110616,110814,110951,111127
13,MS2365-1,102257,103502,103607,103805,104026,104119,104402,104506,104549,104748,104854,104958,105419,105628,105818,105935,110102,110229,110407,110501,110627,110742,110929,111423,111705,111937,112042,112231,112358,112513,112701,112851,113017,113154,113353,113509
14,MS1903-1,104705,105556,105650,105756,105935,110051,110345,110501,110606,110825,110919,111002,111506,111843,112053,112220,112408,112524,112734,112851,113017,113111,113238,113740,114105,114337,114558,114724,114913,115143,115322,115458,115635,115812,115906,120043
15,MS2095-1,112956,113154,113248,113426,113635,113834,114221,114348,114525,114746,114829,114913,115343,115635,115855,120032,120159,120253,120431,120536,120702,120745,120923,121354,121635,121855,122021,122159,122315,122451,122556,122733,122923,123215,123404,123553
16,MS1953-2,114619,120000,120116,120232,120410,120536,120934,121049,121132,121343,121437,121520,121959,122210,122408,122523,122649,122805,122923,123017,123143,123215,123320,123835,124140,124351,124539,124654,124854,125020,125135,125252,125418,125605,125731,125847
17,MS2025-2,121729,121906,122010,122105,122221,122502,122733,122840,122955,123049,123205,123237,123803,124036,124224,124307,124600,124705,124843,124937,125042,125135,125313,125804,130036,130224,130446,130550,130706,130800,130949,131104,131210,131525,131651,131828
18,MX1084-2,123835,124025,124119,124213,124340,124843,125135,125303,125407,125501,125626,125721,130235,130507,130749,130905,131032,131147,131326,131420,131525,131557,131702,132210,132454,132630,132756,132945,133101,133154,133335,133501,133638,133910,134108,134236
19,MS1044-2,130058,130224,130318,130446,130644,130727,131126,131221,131253,131347,131503,131546,132112,132347,132547,132703,132841,132956,133144,133241,133346,133450,133606,134119,134402,134539,134644,134738,134915,135052,135219,135417,135555,140046,140229,140355
20,MS2243-2,132221,132358,132515,132703,132924,133028,133418,133533,133711,133931,134046,134129,134550,134748,135009,135135,135334,135439,135616,135721,135825,135941,140118,140617,140913,141112,141232,141347,141441,141630,141745,141954,142154,142427,142637,142919
21,MS2365-2,133407,134319,134413,134539,134759,134821,135240,135356,135544,135825,135941,140013,140418,140639,140840,140945,141050,141210,141347,141430,141535,141641,141807,142311,142543,142659,142857,143012,143202,143413,143550,143709,143845,144150,144352,144602
22,MS1903-2,140418,140712,140840,140945,141133,141221,141557,141702,141817,142050,142205,142238,142659,142919,143138,143256,143402,143518,143709,143824,143939,144034,144215,144718,144950,145211,145337,145535,145712,145910,150036,150247,150424,150750,150928,151105
23,MS1953-3,142753,143720,143824,143907,144056,144150,144518,144613,144803,144857,145001,145034,145618,145859,150108,150214,150330,150424,150601,150656,150823,150856,151011,151536,151840,152143,152242,152357,152502,152546,152712,152859,153025,153303,153545,153744
24,MS2025-3,145607,145910,150004,150108,150341,150435,150917,151022,151223,151327,151443,151526,152111,152336,152546,152650,152859,153015,153152,153314,153440,153555,153744,154248,154553,154813,154951,155056,155238,155332,155542,155856,160106,160318,160424,160551
25,MX1084-3,151756,151934,152028,152121,152253,152441,152816,152942,153108,153335,153502,153545,154152,154416,154625,154730,154929,155045,155227,155332,155520,155625,155751,160318,160612,160927,161115,161244,161338,161432,161621,162124,162356,162626,162846,163046
26,MS1044-3,153723,154259,154353,154437,154636,154741,155117,155227,155321,155437,155603,155657,160256,160518,160727,160905,161043,161159,161328,161443,161610,161715,161853,162345,162648,163035,163214,163331,163447,163614,163813,164022,164159,164535,164712,164934
27,MS2243-3,160529,160800,160905,160948,161126,161349,161653,161819,161936,162218,162323,162356,162803,163057,163258,163403,163603,163646,163823,163917,164022,164116,164221,164733,164956,165553,165647,165741,165856,170129,170234,170609,171040,171322,171542,171846
28,MS2365-3,162208,162511,162616,162742,162908,162951,163331,163447,163636,163928,164043,164127,164650,164924,165122,165217,165405,165531,165719,165802,165917,170002,170129,170620,170924,171301,171355,171542,171731,171951,172118,172526,172945,173239,173521,173942
29,MS1903-3,164755,165300,165405,165510,165708,165802,170223,170349,170443,170714,170852,170946,171459,171742,172013,172140,172349,172443,172609,172714,172852,173007,173133,173721,174015,174402,174529,174717,174929,175150,175317,175548,175715,180019,180315,180536
30,MS2095-2,170306,170515,170609,170703,170957,171040,171459,171659,171835,172107,172317,172400,172935,173206,173416,173544,173711,173826,174015,174058,174257,174352,174529,175012,175306,175559,175704,175820,180030,180146,180315,180504,180746,181040,181218,181452
31,MS1953-4,171720,172013,172056,172150,172349,172537,172913,173029,173217,173459,173649,173732,174257,174540,174803,174907,175056,175150,175338,175454,175621,175725,175903,180409,180703,180956,181145,181314,181503,181724,181841,182008,182339,182548,182714,182830
32,MX1537-0,173605,173743,173837,174003,174131,174341,174655,174813,174835,175106,175255,175349,175809,180030,180242,180358,180547,180630,180746,180934,181051,181135,181325,181852,182145,182433,182559,182758,183018,183233,183400,183515,183703,183841,184018,184156
