,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX1517-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070103,070137,070220,070304,070325,070409,070535,070828,071049,071248,071345,071450,071533
1,MS2243-0,,,,,,,,,,,,,,070103,070126,070220,070314,070420,070452,070640,070702,070828,071016,071226,071259,071345,071501,071628,071711,071827,071922,072016,072143,072205,072226,072332,072649,072826,073014,073057,073215,073248
2,MS2365-0,,,,,070103,070148,070253,070358,070441,070524,070640,070723,070818,071143,071522,071638,071711,071837,071932,072049,072121,072248,072439,072638,072711,072816,072920,073047,073141,073355,073428,073501,073606,073638,073710,073826,074142,074247,074403,074457,074603,074635
3,MS1903-0,,071439,071649,071816,072005,072259,072406,072512,072649,072743,072942,073047,073215,073533,073848,074016,074048,074215,074258,074436,074519,074646,074835,075046,075118,075203,075307,075412,075517,075635,075718,075802,075950,080024,080046,080151,080527,080643,080914,080958,081102,081134
4,MS1953-0,,074603,074824,075024,075401,075646,075751,075845,080108,080140,080256,080339,080517,080831,081240,081407,081450,081556,081639,081805,081838,082015,082152,082413,082507,082550,082656,082811,082906,083021,083116,083149,083337,083359,083431,083547,083840,084041,084218,084345,084450,084544
5,MS2025-0,080433,080632,080737,080914,081145,081512,081617,081711,081921,082015,082141,082224,082257,082623,082949,083105,083138,083243,083315,083442,083525,083652,083923,084135,084229,084323,084428,084533,084606,084732,084827,084932,085004,085026,085058,085203,085446,085602,085719,085835,085950,090024
6,MW5645-0,082004,082402,082634,082811,082949,083254,083359,083452,083536,083619,083735,083818,083934,084240,084606,084722,084743,084848,084932,085048,085109,085257,085519,085719,085751,085845,085950,090119,090202,090340,090413,090446,090551,090613,090646,090750,091024,091150,091340,091424,091518,091603
7,MX1517-1,084008,084251,084428,084627,084837,085131,085341,085457,085551,085646,085845,085918,090057,090413,090803,090930,091002,091107,091150,,,,091929,092003,092035,092118,092212,092350,092434,092600,092644,092716,092759,092821,092906,093011,093316,093454,093631,093736,093840,093924
8,MS2243-1,090057,090402,090613,090803,091013,091413,091603,091707,091834,091918,092140,092223,092307,092633,093011,093116,093211,093316,093359,093515,093558,093736,093945,094145,094239,094322,094417,094532,094616,094815,094909,094941,095109,095119,095152,095258,095635,095751,095918,100119,100213,100257
9,MS2365-1,091907,092024,092234,092434,092550,092928,093148,093243,093421,093504,093652,093757,093945,094311,094659,094815,094858,095025,,095308,095352,095540,095740,095940,100035,100119,100235,100402,100456,100706,100822,100907,100950,101044,101200,101316,101621,101819,102029,102124,102229,102301
10,MS1903-1,,094123,094344,094605,094720,095003,095236,095341,095646,095729,095951,100035,100202,100539,100917,101044,101138,101244,101338,101505,101538,101725,101945,102146,102250,102333,102428,102533,102616,102742,102816,102859,103015,103058,103130,103246,103600,103716,103904,104010,104114,104136
11,MS1953-1,094300,104241,104451,104728,104939,105337,105442,105600,105820,105914,110113,110157,110229,110545,110932,111120,111152,111257,111341,111602,111659,111848,112036,112247,112341,112424,112519,112624,112708,112909,113004,113058,113203,113225,113247,113414,113741,113931,,114234,114340,114413
