,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MX4305-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070105,070200,070244,070339,070413,070457,070530,070624,070930,071129,071246,071340,071446,071518
1,MX1698-0,,,,,,,,,,,,,,,070105,070117,070200,070317,070435,070551,070635,070814,071024,071235,071329,071413,071529,071657,071741,071929,072014,072035,072130,072203,072235,072341,072707,072919,073108,073202,073310,073406
2,MX4310-0,,,,070105,070233,070530,070624,070729,070930,071002,071151,071246,071446,071835,072246,072424,072519,072645,072751,072930,072951,073140,073429,073652,073757,073903,074019,074145,074250,074438,074522,074627,074753,074837,075014,075141,075519,075635,075824,075929,080046,080118
3,MX1545-0,070105,071507,071646,071846,072035,072257,072403,072457,072624,072707,072846,072940,073046,073406,073808,073935,073957,074102,074145,074312,074355,074605,074826,075047,075203,075257,075414,075530,075635,075802,075856,075939,080140,080234,080318,080415,080804,080953,081152,081247,081341,081425
4,MX1614-0,,073013,073237,073417,073619,073913,074029,074145,074417,074511,074649,074743,074920,075318,075730,075918,080003,080140,080256,080448,080532,080720,080942,081203,081308,081414,081520,081647,081741,082003,082057,082130,082202,082235,082308,082436,082740,082930,083203,083308,083425,083458
5,MS1953-0,,074627,074858,075047,075257,075603,075635,075751,,080024,080140,080245,080415,080753,081152,081330,081425,081530,081658,081752,081836,082014,082213,082436,082530,082614,082708,082824,082919,083119,083214,083352,083425,083509,083614,083719,084046,084202,084415,084553,084658,084730
6,MX1624-0,,080459,080710,080942,081236,081552,081709,081847,082108,082140,082308,082436,082530,082941,083341,083530,083614,083741,083836,084003,084057,084308,084520,084741,084836,084941,085108,085236,085331,085542,085647,085752,085951,090003,090036,,,,,090953,091058,091152
7,MW5645-0,080804,082340,082552,082740,083203,083603,083658,083825,084035,084140,084415,084509,084658,085013,085353,085458,085542,085658,085730,085918,090003,090141,090341,090920,091036,091130,091257,091457,091541,091804,091848,092016,092143,092205,092227,092332,092627,092826,092941,093025,093119,093213
8,MX4305-1,,084213,084448,084658,084930,085215,085320,085425,085531,085625,085752,085929,090130,090459,090837,090942,091025,091130,091236,091352,091446,091720,091910,092122,092216,092321,092428,092555,092627,092858,093003,093108,093151,093235,093257,093403,093740,093856,094035,094202,094256,094340
9,MX1698-1,,090119,090403,090604,090837,091225,091330,091530,091753,091848,092100,092143,092406,092732,093119,093245,093329,093436,093508,093635,093729,093928,094140,094352,094436,094530,094646,094802,094857,095128,095224,095308,095414,095458,095520,095636,100002,100118,100255,100400,100516,100548
10,MX4310-1,090848,091954,092248,092627,093014,093307,093508,093635,093907,094014,094234,094340,094519,094857,095257,095436,095520,095719,095751,095939,100013,100234,100433,100653,100820,100915,101030,101146,101252,101534,101628,101722,101839,101911,101955,102101,102523,102712,102936,103030,103124,103219
11,MX1545-1,,094118,094245,094519,095013,095257,095352,095509,095719,095824,100013,100118,100150,100516,100915,101030,101114,101230,101324,101450,101512,101733,102039,102250,102355,102451,102617,102722,102755,102914,103008,103102,103145,103230,103303,103418,103838,104020,104148,104303,104408,104441
12,MX1614-1,,100244,100411,100631,100904,101313,101545,101701,101944,102050,102239,102344,102523,102936,103357,103607,103650,103817,103936,104137,104220,104502,104756,105016,105111,105205,105353,105519,105624,105845,105950,110035,110141,110224,110340,110500,110808,110936,111147,111242,111359,111443
13,MX1693-0,,102123,102355,102607,103030,103324,103545,103701,103925,104020,104231,104347,104546,104912,105259,105425,105509,105635,105740,105917,110003,110235,110500,110712,110756,110841,111009,111220,111315,111538,111633,111705,111821,111904,112042,112208,112536,112735,112914,113113,113229,113334
14,MS1953-1,,104303,104502,104756,105016,105342,105635,105813,110025,110119,110257,110405,110555,110958,111359,111516,111600,111727,111810,111926,112020,112230,112452,112652,112746,112830,112935,113041,113124,113251,113345,113450,113649,113711,113805,113921,114216,114428,114606,114711,114816,114910
15,MX1624-1,,110416,110650,110947,111147,111538,111810,111926,112147,112230,112441,112536,112630,112935,113355,113533,113617,113754,113837,114017,114049,114322,114606,114816,114910,114932,115059,115216,115300,115438,115554,115627,115732,115754,115815,115932,120353,120626,120848,121015,121121,121153
16,MW5645-1,,112536,112808,113008,113334,113617,113827,113932,114133,114216,114354,114501,114617,114953,115343,115500,115605,115721,115805,115943,120037,120247,120531,120732,120826,120910,121015,121132,121215,121332,121426,121510,121615,121626,121659,121826,122132,122320,122511,122605,122700,122744
