,Bus,C669/2,C687,C675,C668,C678,C665,C663,C661,C659,C656,C654/2,C653/2,C692,C689/1,T360,T376/1,T363/1,T367,T365/2,T361,T325/2,T339/2,T311/2,T308/3,T300,T330/1,M172/3,M171/2,M134,M132/1,M129,M114,M113,M14,M12,M21/1,M95/3
34,MS4750-0,113625,113803,113941,114036,114047,114153,114226,114320,114353,114531,114647,114825,115014,115130,115438,115533,115807,115912,120134,120512,120618,120723,120934,121101,121312,121407,121830,122230,122430,123010,123126,123243,123610,123916,124022,124222,124600
35,MW5936-1,114426,114553,114658,114730,114752,114836,114857,114930,115014,115130,115215,115322,115449,115543,120006,120101,120334,120418,120607,120912,121029,121112,121356,121534,121736,121830,122324,122629,122916,123559,123727,123949,124255,124705,124810,124854,125307
36,MW3278-0,115152,120450,120640,120701,120734,120828,120850,120934,121018,121229,121323,121451,121651,121747,122041,122135,122357,122502,122652,122949,123043,123137,123305,123443,123632,123749,124211,124505,124705,125351,125528,125646,125952,130258,130403,130603,131204
37,MX1067-1,115152,115311,115427,115500,115511,115617,115650,115723,115756,120123,120229,120356,120545,120701,121050,121207,121451,121534,121725,122103,122241,122346,122546,122736,122927,123010,123443,123854,124139,124810,125022,125235,125340,125752,125952,130203,130614
38,MW5966-2,115701,115818,115934,120028,120050,120134,120206,120312,120356,120545,120640,120745,121018,121101,121356,121545,121651,121758,121914,122230,122324,122357,122557,122736,122927,123010,123443,123854,124201,124949,125117,125246,125351,125741,125930,130130,130603
39,MX1197-2,121018,121112,121218,121240,121323,121345,121418,121451,121651,121725,121830,121946,122219,122419,122736,122854,123126,123221,123443,123727,123810,123916,124055,124233,124411,124505,124949,125318,125507,130203,130320,130509,130647,130921,131026,131227,131744
40,MX1084-2,121957,122030,122230,122324,122346,122408,122502,122546,,122810,122905,123010,123221,123326,123621,123821,124044,124139,124411,124633,124810,124916,125139,125318,125507,125613,130057,130342,130542,131204,131311,131511,131723,131933,132039,132250,132756
41,MX1105-2,123126,123148,123326,123359,123432,123504,123548,123632,123716,123843,123949,124055,124317,124433,124716,124927,125202,125246,125402,125613,125708,125814,125941,130130,130236,130309,130719,131004,131142,131554,131723,131911,132134,132440,132617,132745,133346
42,MZ3556-2,124327,124422,124600,124633,124716,124748,124810,124854,124927,125224,125318,125456,125719,125846,130225,130425,130658,130731,130836,131215,131343,131532,131711,131900,132050,132156,132607,132839,133145,133556,133734,133923,134101,134356,134523,134639,135205
43,MZ4072-2,125150,125413,125539,125613,125635,125730,125752,125835,125908,130130,130236,130353,130520,130625,130921,131015,131227,131333,131500,131817,131911,132005,132123,132301,132429,132501,132944,133241,133440,134006,134207,134323,134512,134817,134933,135038,135249
44,MZ3559-2,130603,130742,130921,131004,131037,131110,131132,131215,131249,131500,131554,131744,131911,132016,132334,132450,132723,132817,133050,133357,133451,133523,133756,133945,134134,134217,134628,134911,135100,135710,135837,140121,140323,140524,140651,140820,141253
45,MZ3978-2,132301,132440,132545,132639,132723,132817,132901,133006,133050,133230,133324,133429,133723,133901,134145,134334,134555,134722,134838,135121,135228,135343,135510,135648,135827,135910,140345,140747,140935,141231,141422,141539,141709,141952,142130,142258,142509
46,MZ3734-2,133723,133756,133945,134028,134050,134145,134239,134312,134345,134512,134606,134712,134955,135100,135427,135637,135743,135848,135943,140345,140441,140619,140903,141030,141157,141231,141709,142213,142403,142658,142803,142942,143120,143449,143606,143807,144100
47,MW3496-2,134555,134628,134744,134828,134849,134922,134955,135038,135121,135354,135459,135616,135837,140005,140312,140419,140640,140809,140935,141253,141400,141506,141709,141919,142151,142247,142730,143036,143331,143756,143933,144144,144323,144557,144738,144832,145435
48,MZ4228-2,135732,140016,140145,140239,140312,140356,140419,140452,140535,140852,141030,141146,141349,141517,141825,142046,142331,142436,142647,142931,143047,143132,143415,143606,143817,143901,144407,144704,145011,145403,145541,145814,150229,150547,150726,150820,151457
49,MZ3825-3,140725,140852,141019,141041,141102,141146,141157,141242,141326,141444,141550,141720,142035,142202,142603,142814,143058,143226,143449,143955,144122,144250,144451,144653,144821,144905,145341,145731,150036,150513,150652,150809,150937,151349,151457,151614,152314
50,MX1213-2,142436,142708,142858,142952,143036,143132,143204,143237,143343,143617,143723,143912,144049,144206,144535,144704,144949,145108,145236,145614,145731,145836,150047,150206,150334,150429,150904,151211,151400,152058,152230,152408,152639,152912,153041,153303,153904
51,MW5966-3,143639,143734,143901,143944,143955,144100,144122,144206,144250,144502,144631,144800,145057,145108,145435,145636,145908,150025,150217,150608,150714,150831,151054,151305,151457,151541,152025,152440,152701,153419,153557,153820,154043,154242,154421,154737,155359
52,MX1197-3,144206,144417,144608,144631,144738,144811,144832,144905,145011,145140,145236,145341,145541,145720,150025,150206,150502,150558,150714,151032,151127,151255,151541,151709,151909,152047,152534,152850,153030,153831,153959,154220,154410,154704,154820,155030,155630
53,MX1084-3,145519,145647,145836,145919,150003,150036,150109,150155,150251,150451,150558,150737,150937,151032,151435,151658,151941,152120,152418,153125,153230,153430,153703,153820,154115,154148,154642,155146,155536,155948,160105,160221,160443,160748,160905,161115,161705
54,MX1105-3,,150323,150502,150547,150630,150703,150758,150831,150926,151138,151233,151400,151541,151658,152036,152230,152523,152639,152756,153158,153335,153502,153747,154021,154159,154242,154737,155359,155547,155948,160116,160232,160454,160748,160927,161137,161727
55,MZ3556-3,151400,151457,151614,151647,151709,151815,151836,151920,151952,152120,152230,152346,152523,152629,153030,153147,153430,153546,153726,154137,154304,154421,154715,154842,155030,155125,155558,160010,160316,160843,161010,161243,161515,161904,162021,162159,162737
56,MZ4072-3,152534,152922,153103,153136,153158,153303,153335,153419,153513,153641,153759,153937,154220,154432,154748,154853,155125,155232,155453,155842,160054,160211,160421,160716,160927,161010,161515,161915,162210,162737,162854,163053,163252,163608,163713,163904,164244
57,MZ3559-3,154137,154515,154726,154820,154853,154925,154958,155030,155125,155359,155525,155652,155915,155959,160243,160349,160610,160716,160927,161232,161337,161432,161643,161854,162032,162115,162559,162937,163336,163853,164033,164255,164436,164740,164857,164940,165320
58,MZ3978-3,155759,160043,160232,160338,160421,160526,160548,160705,160810,161043,161148,161410,161621,161832,162253,162420,162832,162948,163136,163536,163641,163810,164011,164212,164339,164436,164908,165258,165847,170404,170553,170720,170909,171458,171625,171753,172108
59,MZ3734-3,161548,161759,161926,162021,162043,162148,162210,162304,162420,162559,162726,162915,163031,163136,163441,163703,163948,164044,164306,164635,164729,164846,165130,165309,165436,165520,165941,170521,170909,171531,171731,171920,172057,172342,172509,172542,173240
60,MW3496-3,162442,162715,162843,162915,162959,163053,163136,163220,163314,163441,163546,163713,163853,163948,164328,164446,164707,164813,165046,165404,165531,165625,165815,165952,170141,170237,170720,171553,172003,172709,172858,173123,173312,173759,173926,174054,175049
61,MZ4228-3,,163713,163915,163948,164011,164055,164116,164201,164244,164425,164540,164656,164952,165141,,,,170130,170332,170648,170815,170920,171141,171259,171437,171509,171941,172625,173026,173607,173726,173937,174140,174510,174710,174922,175726
62,MZ3825-4,163959,164201,164317,164350,164425,164508,164530,164624,164656,164846,165003,165119,165342,165542,165815,165941,170058,170152,170321,170521,170709,170804,171047,171237,171353,171437,171858,172437,172804,173345,173652,173926,174128,174510,174638,174911,175713
63,MX1435-0,164740,164751,164857,164929,164952,165119,165141,165225,165309,165447,165553,165753,170036,170237,170626,170826,171120,171248,171509,171742,171941,172025,172310,172509,172625,172720,173218,173641,173959,174554,174839,174944,175049,175556,175737,175959,180915
64,MZ3740-0,164813,165203,165331,165425,165458,165531,165625,165709,165742,165909,170036,170203,170426,170521,170815,171025,171259,171404,171531,171858,172036,172141,172447,172625,172825,172858,173407,173916,174309,174850,175100,175356,175545,175937,180158,180421,181021
65,MX1067-2,165130,170426,170542,170626,170637,170731,170826,170858,170953,171141,171237,171414,171658,171742,172152,172248,172458,172625,172742,173037,173156,173240,173513,173726,173905,173948,174427,174922,175228,180020,180220,180358,180609,180915,181031,181242,182011
66,MZ3956-2,165436,165658,165836,165920,165941,170014,170036,170119,170214,170354,170510,170731,171015,171047,171447,171636,171941,172057,172237,172615,172709,172742,172952,173206,173356,173418,173854,174321,174616,175144,175356,175556,175915,180304,180431,180631,181515
67,MX1213-3,170815,171426,171615,171658,171742,171814,171836,171920,172025,172214,172321,172520,172720,172952,173312,173440,173714,173821,174105,174500,174616,174806,175006,175206,175534,175629,180126,180421,180759,181537,181727,182011,182200,182538,182716,182941,183510
68,MX1197-4,172552,172720,172858,172952,173112,173134,173229,173334,173429,173619,173748,173937,174054,174202,174438,174616,174901,175006,175144,175501,175618,175810,180031,180158,180421,180515,180959,181442,181738,182200,182422,182611,182836,183131,183415,183628,184346
69,MW5936-2,,,,,,,,,,172731,172836,173037,173206,173513,173854,174043,174321,174427,174616,174933,175100,175206,175429,175629,175937,180031,180504,180821,181126,181833,182022,182232,182528,182919,183047,183215,184240
70,MX1105-4,172952,174105,174248,174321,174427,174500,174521,174616,174659,174901,174955,175122,175301,175407,175713,175831,180104,180158,180358,180737,180904,181042,181304,181453,181800,181833,182254,182506,182814,183120,183343,183617,183900,184218,184346,184547,185117
71,MW5966-4,173123,173323,173451,173534,173619,173748,173843,173937,174043,174237,174342,174510,174710,174850,175144,175228,175501,175607,175831,180358,180537,180642,180832,181021,181315,181409,181833,182106,182506,182814,183215,183415,183649,184028,184218,184451,185001
72,MX1084-4,174202,174922,175049,175144,175216,175301,175345,175418,175451,175651,175737,175915,180147,180326,180631,180821,181053,181158,181409,181800,181916,182011,182211,182348,182728,182803,183248,183543,183755,184346,184620,184822,185117,185448,185659,185932,190923
73,MZ3556-4,180609,180948,181136,181231,181253,181358,181420,181515,181622,181822,181916,182106,182338,182622,183003,183036,183332,183459,183849,184418,184609,184715,185033,185248,185626,185720,190154,190512,190923,191817,191944,192250,192419,192652,192810,192938,193415
74,MZ4072-4,181053,181515,181655,181800,181822,181916,181949,182033,182116,182305,182359,182611,182825,183036,183321,183437,183711,183817,184028,184502,184631,184748,185106,185259,185648,185742,190226,190522,190923,191828,191955,192250,192430,192703,192927,193150,193606
75,MZ3559-4,182455,182655,182825,182857,182941,183003,183025,183058,183131,183321,183415,183532,183700,183817,184028,184229,184502,184620,184906,185332,185604,185626,185815,185921,190321,190439,190902,191134,191323,192250,192513,192759,192938,193321,193448,193617,194100
76,MW4762-2,183521,184609,184748,184822,184844,184917,184950,185044,185128,185237,185343,185543,185720,185921,190248,190428,190701,190840,191112,191533,191650,191850,192155,192323,192619,192726,193213,193448,193828,194616,194828,195051,195219,195503,195622,195751,200237
77,MZ3978-4,183554,183849,184028,184101,184123,184218,184240,184313,184346,184536,184631,184844,185044,185203,185437,185626,185932,190037,190237,190755,190945,191250,191639,191912,192100,192111,192546,193022,193332,194154,194343,194459,194648,194839,194956,195102,195525
78,MZ3734-4,190416,190544,190712,190807,190840,190913,190956,191050,191123,191250,191345,191450,191629,191734,192017,192217,192513,192652,192832,193332,193448,193628,193828,194016,194227,194248,194806,195051,195252,200109,200226,200511,200606,200755,200923,201018,201357
79,MZ4228-4,192301,192334,192524,192546,192619,192641,192714,192810,192843,192938,193044,193202,193321,193415,193806,194016,194259,194427,194616,195029,195156,195314,195536,195716,195918,200003,200500,200934,201123,201810,201938,202117,202306,202705,202810,202904,203431
80,MZ3825-5,193022,193150,193332,193415,193437,193521,193544,193617,193650,193755,193900,194016,194227,194343,194627,194817,195102,195219,195452,195845,195951,200119,200354,200544,200806,200839,201252,201536,201854,202422,202632,202926,203148,203347,203431,203609,204125
81,MZ3740-1,193922,194100,194238,194310,194332,194437,194459,194543,194616,194732,194839,194945,195146,195241,195525,195633,195856,200003,200204,200500,200555,200639,200839,201007,201208,201241,201737,202000,202150,202654,202821,202937,203159,203547,203652,203915,204419
82,MW3496-4,,,,,,,,,,,,,,,,,,,,,,,,,,194132,194616,194901,195040,195856,200057,200310,200544,200755,200923,201018,201335
83,MZ3956-3,195040,195252,195419,195503,195547,195622,195655,195729,195813,195940,200047,200214,200428,200533,200923,201146,201430,201525,201726,202055,202201,202255,202454,202632,202842,202926,203347,203630,203821,204158,204303,204547,204737,205105,205200,205306,210000
84,MX1067-3,200733,200839,201007,201040,201102,201134,201156,201230,201303,201441,201525,201641,201905,202000,202255,202454,202737,202832,203010,203253,203409,203525,203703,203831,204009,204104,204536,204854,205044,205411,205538,205740,205928,210150,210306,210413,210846
85,MX1213-4,202010,202139,202306,202349,202411,202443,202516,202559,202632,202821,202926,203053,203326,203442,203748,203947,204231,204336,204547,204927,205022,205116,205306,205433,205549,205706,210150,210518,210718,211107,211236,211554,211742,211941,212057,212152,212604
86,MX1197-5,,,203620,203652,203737,203748,203810,,204020,204031,204125,204242,204441,204609,204905,205105,205349,205455,205706,205917,210022,210150,210339,210529,210656,210729,211213,211532,211732,212214,212331,212553,212720,212931,213047,213203,213824
87,MX1105-5,204147,205306,205422,205455,205517,205549,205611,205655,205729,205845,205939,210044,210255,210402,210707,210751,211035,211202,211447,211753,211909,212003,212141,212321,212448,212531,213014,213236,213425,213908,214036,214204,214438,214732,214859,214954,215604
88,MW5966-5,,,204430,204503,204514,204609,204630,204703,204726,204833,204927,205033,205233,205349,205706,205823,210106,210200,210339,210634,210740,210846,211013,211213,211353,211458,211920,212152,212321,212615,212742,213003,213203,213457,213613,213752,214248
89,MZ3556-5,210211,210402,210540,210601,210623,210656,210718,210751,210846,210951,211107,211236,211414,211532,211847,212047,212321,212459,212731,213036,213141,213225,213436,213551,213752,213846,214321,214627,214816,215416,215542,215803,220046,220237,220353,220449,220839
90,MZ4072-5,210919,211458,211648,211732,211815,211847,211920,211952,212036,212141,212248,212415,212604,212720,213036,213214,213436,213540,213719,214057,214142,214248,214438,214616,214805,214826,215310,215626,215814,220532,220650,220828,221016,221427,221543,221659,222238
91,MZ3559-5,212404,212509,212648,212720,212804,212826,212909,212942,213014,213108,213214,213320,213447,213635,213941,214131,214354,214448,214649,214921,215016,215121,215321,215521,215741,215836,220353,220639,220817,221638,221754,222026,222153,222546,222714,222811,223400
92,MZ3978-5,213708,213824,213930,214003,214025,214119,214142,214226,214248,214416,214510,214638,214848,215037,215310,215427,215709,215825,215952,220331,220427,220521,220745,220933,221144,221249,221721,222026,222322,223339,223517,223624,223752,224141,224300,224438,224711
93,MZ3734-5,215226,215332,215459,215521,215542,215615,215637,215709,215741,215858,220014,220140,220405,220510,220755,220922,221155,221300,221533,221815,221910,222004,222120,222311,222440,222535,223032,223422,223635,224817,224922,225038,225206,225429,225547,225642,225948
94,MW3496-5,220213,220416,220543,220615,220639,220734,220755,220911,220944,221100,221228,221344,221543,221627,221953,222048,222311,222440,222641,222949,223054,223138,223350,223550,223719,223814,224249,224627,224817,225547,225727,225854,230126,230414,230530,230730,231035
95,MZ4228-5,221500,221522,221638,221710,221732,221805,221837,221910,221942,222048,222142,222300,222440,222546,222811,223000,223233,223317,223455,223741,223835,223930,224214,224333,224500,224544,225017,225228,225408,230306,230436,230624,230741,231035,231141,231354,231553
96,MZ3825-6,222641,222855,223021,223115,223126,223211,223233,223306,223339,223433,223528,223646,223919,223951,224322,224449,224606,224700,224922,225228,225357,225451,225642,225810,225937,230021,230436,230825,231013,231616,231732,231838,232039,232314,232419,232546,
97,MX1213-5,223306,223940,224108,224130,224152,224238,224311,224355,224417,224533,224638,224755,224955,225100,225440,225620,225832,225937,230200,230414,230508,230552,230730,230836,230951,231024,231459,231816,232007,232524,,,,,,,
98,MW3204-0,224544,224606,224744,224817,224850,224933,225006,225049,225122,225239,225408,225536,225715,225843,230138,230329,230603,230646,230836,231152,231259,231426,231616,231743,231911,232007,232452,,,,,,,,,,
99,MX1197-6,225239,225302,225419,225440,225513,225536,225609,225653,225727,225832,225937,230043,230306,230350,230624,230719,231002,231108,231310,231616,231711,231754,231933,232039,232145,232219,,,,,,,,,,,
100,MW5966-6,230719,230825,230941,231024,231035,231108,231141,231214,231248,231343,231448,231605,231816,231911,232157,232230,232441,232535,,,,,,,,,,,,,,,,,,,
101,MX1105-6,231129,232018,232123,232157,232219,232241,232314,232346,232419,232535,,,,,,,,,,,,,,,,,,,,,,,,,,,
