,Bus,M1/12,M7/3,M271,M105,M272,M61/2,M73/1,M270/1,M153/2,M173/2,M172/14,T403,T402,T309,T313,T315,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C686
0,MX4338-0,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,-1
1,AA7749-0,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,,1,1,-1
2,AA6942-0,,,,,,,,,,,1,1,1,,,,1,1,1,1,1,1,2,1,1,1,-1
3,AA7537-0,,,,,,,,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
4,MX4458-0,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
5,AA7712-0,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
6,MX4614-0,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
7,MX4551-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
8,AA6374-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
9,AA7450-0,,,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
10,AA7931-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
11,AA7485-0,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
12,AA7539-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
13,MX4021-0,,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
14,MX4338-1,-1,,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
15,AA7559-0,-1,,1,1,1,1,1,-1,,-1,,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
16,AA7749-1,-1,1,1,1,1,1,1,,3,-1,1,1,,1,3,1,1,1,1,1,1,1,2,,1,1,-1
17,AA7393-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
18,AA6942-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,,3,1,1,1,,1,1,1,2,1,1,1,-1
19,AA7537-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
20,MX4458-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
21,MW3430-0,,,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
22,MX4614-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
23,MW5425-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
24,AA7712-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
25,AA6374-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
26,MX4551-1,-1,,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
27,MX4383-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
28,AA7450-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
29,MX3783-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
30,AA7931-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
31,MW5645-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
32,MW5191-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
33,AA7559-1,-1,,1,1,1,1,1,-1,3,-1,,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
34,AA7485-1,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
35,MW5264-0,-1,1,1,1,1,1,1,-1,3,-1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,-1
