,Bus,M95/3,M22,M10/2,M16/1,M109,M112,M127,M125,M136/2,M139/2,M184,M188,M203/2,M182/1,T431,T335/2,T338,T326/3,T332/2,T325/3,T339/4,T408/1,T343,T316,T354/2,T333,T345/5,T344,T356/1,T358,T373/2,T375,T380,T379,T359,T355/1,C688/1,C691,C652,C655,C657,C659
0,MW2856-0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070109,070210,070254,070326,070443,070537,070704,070759,071053,071202,071256,071340,071456,071551
1,MW3053-0,,,,,,,,,,,,,070109,070122,070443,070610,070653,070748,070904,071021,071104,071245,071507,071730,071814,071858,072014,072141,072225,072447,072541,072614,072709,072730,072752,072908,073152,073403,073615,073648,073743,073838
2,MW5346-0,,070109,070221,070421,070653,071021,071126,071245,071340,071434,071658,071752,071930,072235,072636,072741,072836,072930,073036,073152,073247,073448,073710,073910,074038,074133,074250,074417,074522,074649,074722,074805,074943,075005,075037,075155,075500,075616,075826,075909,080003,080036
3,MW3116-0,,072352,072636,072847,073130,073521,073710,073849,074016,074111,074322,074417,074606,074910,075250,075427,075500,075627,075721,080014,080109,080249,080510,080721,080817,080901,080955,081122,081231,081442,081525,081620,081759,081831,081904,082020,082349,082531,082742,082837,082931,083004
4,MS1953-0,,074111,074344,074606,074744,075131,075217,075311,075522,075554,075721,075753,075920,080300,080637,080806,080850,081006,081122,081242,081326,081514,081726,081936,082030,082125,082244,082403,082509,082637,082731,082826,082942,083026,083110,083217,083641,083831,084020,084126,084243,084337
5,MW3053-1,,090334,090556,090912,091314,091610,091822,092000,092202,092256,092457,092552,092720,093040,093413,093518,093603,093721,093816,094016,094059,094322,094544,094818,094912,094956,095050,095222,095306,095434,095529,095614,095814,095847,095919,100024,075449,100552,100825,100908,101024,101046
6,MS2365-0,,080217,080343,080510,080721,081112,081326,081453,081809,081842,082103,082211,082403,082709,083110,083217,083301,083418,083545,083652,083736,083936,084148,084422,084506,084600,084727,084904,084937,085158,085231,085336,085431,085514,085620,085758,090135,090334,090607,090702,090756,090851
7,MW2390-0,,082052,082255,082520,082804,083059,083228,083418,083641,083736,083926,084009,084115,084455,084843,085020,085104,085220,085304,085514,085557,085747,090008,090218,090302,090356,090451,090607,090702,090851,090945,091101,091155,091230,091252,091409,091643,091833,092022,092138,092245,092340
8,MW2856-1,084053,084455,084738,085020,085358,085747,090052,090218,090546,090651,090829,090934,091017,091347,091727,091833,091927,092032,092116,092307,092350,092625,092817,093029,093124,093200,093307,093435,093529,093648,093743,093816,093932,094016,094038,094143,094449,094555,094840,094912,095017,095112
9,MW5346-1,,092446,092753,093051,093445,093816,094038,094239,094449,094555,094807,094851,095039,095412,095752,095930,100024,100151,100258,100458,100603,100825,101046,101246,101330,101413,101457,101626,101721,101838,101933,102016,102049,102122,102207,102302,102558,102747,103040,103112,103206,103250
10,MW3098-0,,094639,094945,095222,095423,095825,100108,100236,100458,100603,100752,100846,101035,101435,101827,101954,102049,102207,102240,102430,102514,102703,102903,103102,103145,103239,103344,103522,103617,103817,103922,104007,104113,104134,104218,104323,104639,104831,105042,105136,105242,105314
11,MW3116-1,,101035,101308,101540,101805,102100,102335,102525,102935,103040,103217,103322,103500,103849,104251,104356,104451,104607,104714,104937,105031,105220,105441,105724,105818,105902,110007,110346,110430,110641,110724,110841,111052,111136,111220,111348,111725,111903,112042,112212,112317,112403
