,Bus,C686,C656,C654,C653/2,C692,C689/1,T360,T376/2,T363/2,T306/1,T314/2,T311/1,T308/1,T300,T330/1,M172/16,M160/1,M144/2,M76/2,M84/1,M91,M14,M8/1,M1/12
0,MX4535-0,,,,,,,,,,,,,,,,,070103,070125,070359,070559,070810,071147,071302,071514
1,MX3651-0,,,,,,,,,,,,070103,070158,070253,070326,070737,070854,071136,071514,071713,071912,072405,072510,072647
2,MX3783-0,,,,,,,070103,070253,070348,070443,070548,070632,070821,070915,070958,071430,071547,071757,072155,072238,072415,072658,072813,072953
3,MX4021-0,070231,070326,070432,070559,070747,070854,071219,071358,071503,071608,071724,071818,071945,072122,072216,072708,072847,073225,073530,073740,073919,074434,074601,074800
4,MX4041-0,070559,070715,070832,070948,071125,071240,071536,071746,071851,071945,072101,072133,072249,072405,072448,072920,073036,073247,073530,073740,073930,074434,074601,074800
5,MX4159-0,071619,071851,072017,072111,072227,072426,072719,072847,072953,073109,073225,073319,073457,073603,073646,074108,074224,074456,074854,075115,075313,075620,075747,080114
6,MX4338-0,,,072730,072813,072931,073047,073341,073446,073657,073813,073908,074003,074152,074329,074434,074854,075010,075303,075535,075747,075925,080241,080410,080621
7,MX4365-0,073519,073624,073719,073824,073941,074141,074445,074623,074728,074833,074949,075032,075158,075324,075358,075809,075936,080324,080653,080904,081114,081441,081611,081737
8,MX4383-0,074003,074057,074141,074235,074402,074540,074833,075021,075252,075347,075503,075557,075758,075852,075947,080347,080515,080747,081125,081314,081514,081853,082009,082146
9,MX4388-0,074445,074550,074634,074717,074833,074938,075230,075430,075535,075610,075704,075736,075903,075957,080041,080432,080621,080947,081336,081409,081525,081936,082052,100425
10,MX4458-0,075809,080125,080230,080347,080548,080642,080958,081053,081303,081409,081525,081559,081821,081915,082009,082428,082638,083018,,083503,083738,084116,084244,084402
11,MX4535-1,081441,081633,081737,081831,082124,082251,082733,082827,083051,083207,083334,083420,083621,083749,083844,084624,084803,085111,085448,085723,085902,090421,090547,090746
12,MX3651-1,081810,082041,082157,082323,,082744,083029,083218,083312,083431,083536,083632,083833,084000,084044,084741,084932,085310,085640,085902,090114,090431,090558,090808
