,Bus,C659,C656,C654,C653/2,C692,C689/1,T355/2,T360,T376/1,T363/1,T374,T406,T345/1,T322,T342,T409,T368,T324/2,T327,T326/2,T337,T334,T430,M177,M198/1,M183/2,M140/1,M137/2,M132/1,M200,M201,M121,M119,M113,M94,M95/3
0,MS1953-0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,-1,2,2,1,-1,-1
1,MW3278-0,,,,,,,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1,2,1,1,-1,-1
2,MX1545-0,1,1,1,1,3,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,-1,5,3,2,-1,-1
3,MS2365-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,-1,5,3,2,-1,-1
4,MP6360-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,2,1,1,3,2,1,1,1,1,1,3,1,2,2,5,-1,5,4,1,-1,-1
5,MP6422-0,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,4,4,1,1,1,1,1,1,1,2,1,-1,-1,1,2,-1,-1,-1
6,MX4068-0,,-1,1,1,4,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,-1,-1,2,-1,1,-1,-1
7,MS1935-0,2,-1,1,2,,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,2,1,1,-1,2,2,4,-1,2,-1,-1,-1,-1
8,MS1953-1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,4,-1,1,1,1,-1,-1
9,MW3278-1,1,-1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,4,-1,1,1,1,-1,-1
10,MS2365-1,,1,1,1,1,1,1,1,2,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,3,2,1,-1,1,5,-1,3,4,1,-1,-1
11,MP6360-1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,-1,1,5,-1,4,2,2,-1,-1
12,MP6422-1,2,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,1,1,2,1,-1,1,5,-1,4,2,1,-1,-1
13,MX4068-1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,3,1,1,-1,1,-1,-1,2,1,1,-1,-1
