,Bus,M93,M108/1,M60,M1/13,M222/2,M244,M219/1,M235,T316,T354/2,T345/5,T344,T356/1,T358,T373/2,T367,T394,T396,T377,T359,C688/2,C690/1
14,AA7706-1,081644,081959,082243,082703,082925,083146,083512,083723,084744,084850,,085345,085428,085641,085746,085936,090105,090214,090321,090408,090703,090758
15,MW4705-1,082914,083009,083314,083701,083849,083955,084217,084500,085618,085725,085936,090116,090151,090356,090452,090619,090747,090854,091010,091139,091425,091551
16,AA6952-1,084017,,084649,084956,085312,085618,085713,085958,091021,091116,,091540,091626,091900,092005,092121,092324,092431,092609,092746,093019,093231
17,AA7488-1,084850,085145,085439,085713,085903,090009,090310,090503,091352,091446,091648,091804,091849,092110,092157,092335,092504,092558,092703,092757,093029,093242
18,AA7149-1,,090203,090547,090905,091236,091508,091752,092059,093220,093325,093611,093739,093845,094120,094214,094331,094459,094626,094731,094941,095235,095402
19,AA7101-1,,,091838,092146,092420,092620,092925,093114,094131,094214,094426,094604,094647,094847,094952,095119,095246,095402,095457,095708,095941,100035
20,AA7214-1,,,093209,093538,093950,094203,094426,094647,095741,095835,100108,100236,100308,100530,100636,100741,100857,101013,101140,101403,101614,101720
21,AA7195-1,,094120,094258,094626,094952,,,,100730,100814,,101151,101236,101458,101552,101647,101825,101930,102026,102131,102425,102635
22,AA7248-1,094941,095213,095341,095657,100024,100457,100541,100814,101803,101908,102131,102331,102425,102613,102646,102803,102941,103035,103152,103247,103541,103753
23,AA7536-1,100057,,100730,101118,101403,,101847,101952,103035,103057,103308,103508,103552,103742,103837,103953,104047,104153,104320,104403,104635,104729
24,AA7522-1,101530,101825,102015,102320,102814,103003,103258,103435,104425,104508,,104940,105046,105236,105341,105519,105646,105751,105918,110047,110253,110348
25,AA7322-1,103130,103519,103909,104226,104707,104940,105309,105530,110620,110715,,111052,111136,111304,111409,111514,111619,111736,111841,112102,112352,112550
26,AA7706-2,,105236,105740,110242,110526,110631,111052,111326,112403,112446,,112918,113013,113319,113435,113603,113824,113940,114057,114330,114635,114750
27,MW4705-2,105519,110515,110820,111136,111503,111630,111913,112203,113151,113246,113518,113646,113740,113907,114014,114141,114330,114446,114540,114718,115003,115130
28,AA6952-2,111336,,111903,112214,112707,113023,113319,113457,114635,114718,115046,115152,115235,115435,115551,115646,115907,120024,120142,120405,120721,120911
29,AA7488-2,112814,113045,113225,,113740,113940,114214,114424,115602,115635,115907,120046,120131,120332,120427,120510,120710,120816,120900,120944,121155,121334
30,AA7149-2,114046,114309,114540,114919,115257,,,120046,121049,121133,,121533,121628,121827,121942,122109,122320,122425,122519,122636,122846,123045
31,AA7214-2,,,115857,120118,120405,120648,120933,121100,122004,122036,122236,122403,122508,122730,122835,122940,123118,123225,123341,123551,123835,123940
32,AA7195-2,121028,121228,121500,121744,122142,122508,122741,122919,123951,124036,,124509,,124817,124911,125038,125205,125312,125407,125618,125936,130114
33,AA7536-2,,122730,122835,123118,123446,123751,123929,124309,125154,125250,,125618,125651,125914,130019,130114,130208,130303,130420,130536,130748,130958
34,AA7522-2,,123741,124140,124436,124839,125111,125334,125640,130809,130853,,131219,131252,131419,131513,131713,131914,132040,132145,132250,132512,132606
35,AA7322-2,124509,124839,125228,125607,130041,130431,130642,131031,132156,132250,,132606,132711,132921,133048,133142,133343,133448,133532,133721,134014,134141
36,MW4705-3,125545,130958,131357,131841,132134,132301,132617,132805,133815,133920,134214,134352,134458,134740,134857,135024,135247,135404,135509,135615,135825,135941
37,AA7706-3,125556,125725,130030,130452,130748,131009,131303,131619,132606,132639,,133037,133153,133437,133543,133710,133826,133953,134058,134258,134530,134646
38,AA6952-3,131903,132145,132428,132744,133037,,133626,133931,134951,135108,135425,135531,135636,135858,135952,140108,140226,140331,140437,140531,140836,141024
39,AA7488-3,133026,133405,133732,134119,134414,134646,134941,135309,140331,140437,,140814,140919,141035,141151,141247,141403,141457,141552,141658,141909,142025
40,AA7214-3,133637,133909,135920,140247,140626,140814,141129,141636,143320,143404,143625,143802,143846,144024,144141,144311,144534,144704,144800,145011,145222,145338
41,AA7149-3,,134341,134552,134813,135130,135331,135625,135909,141014,141118,,141625,141730,141941,142120,142309,142447,142552,142708,142803,143025,143153
42,AA7195-3,,,141530,141909,142047,142752,,,145505,145602,,150057,150216,150440,150546,150842,150959,151116,151233,151435,151741,151929
43,AA7536-3,142319,142646,142847,143119,143603,,144057,144556,150451,150546,,150937,151021,151210,151316,151541,151625,151741,151846,152003,152220,152326
44,AA7522-3,,144108,144440,144727,145138,145410,145802,150154,151338,151446,,151918,152036,152253,152611,152843,153032,153148,153232,153515,153748,153904
45,AA7706-4,,145845,150046,150408,150948,151137,151400,151636,152727,152810,,,,153421,153515,153726,153831,153947,154052,154231,154452,154703
46,MW4905-0,150418,150736,151116,151519,151940,152119,152506,152705,153748,153820,154052,154231,154325,154536,154630,154726,154936,155041,155146,155336,155619,155820
47,AA7248-2,,151400,151907,152315,152705,153137,153443,153621,154726,154758,,155146,155231,155441,155535,155748,155926,160032,160127,160305,160515,160726
48,AA6952-4,,152024,152444,152800,153621,153820,154020,154158,155113,155146,155358,155546,155630,155820,155926,160211,160243,160359,160454,160642,160915,161020
49,AA7322-3,152348,152738,153010,153443,154242,154430,154758,155113,160232,160326,160526,160642,160738,160926,161042,161125,161335,161441,161535,161758,162031,162219
50,AA7488-4,153243,153504,153758,,154758,155113,155347,155514,160537,160610,,160937,161020,161136,161230,161335,161513,161629,161726,161809,162031,162219
51,AA7149-4,154231,,154557,155157,155641,155904,160127,160305,161158,161303,,161713,,161904,161947,162052,162136,162241,162335,162524,162821,162937
52,AA7214-4,,155904,160149,160454,160810,161031,161303,161618,162702,162758,,163158,163230,163408,163513,163630,163737,163853,163958,164209,164502,164628
53,MW3387-0,160021,160200,160443,160715,160958,161125,161502,161936,162948,163053,163314,163419,163502,163737,163820,163925,164042,164147,164230,164407,164607,164745
54,AA7468-0,,,161020,,161629,,162031,162346,163513,163557,,163936,164103,164158,164313,164418,164545,164639,164745,164945,165232,165420
55,AA7195-4,,,162314,162702,163053,163524,163820,164114,165102,165159,,,165809,165958,170041,,170428,170606,170722,170956,171250,171418
56,MW4705-4,162335,163630,163925,164346,164639,164807,165124,165253,170407,170439,170639,170755,170900,171123,171229,171345,171501,171628,171712,171946,172218,172418
57,AA7536-4,162810,163021,163346,163619,164053,164440,164545,164840,165914,165947,170156,170251,170334,170545,170650,170755,170934,171039,171155,171345,171639,171839
58,AA7522-4,,164451,164712,165018,165453,165620,165925,170041,170945,171017,,171356,171439,171701,171734,171817,171957,172102,172218,172345,172607,172756
59,AA7706-5,165232,165442,165747,170124,193255,170556,170839,171155,172134,172156,,172523,172556,172756,172901,172956,173206,173312,173355,173554,200449,200605
60,MW4905-1,170356,170700,171112,171450,171723,172051,172356,172701,173732,173826,174049,174216,174259,174448,174543,174659,174815,174932,175048,175143,175439,175629
61,AA7248-3,171112,171301,171911,172240,172701,,173145,173450,174459,174532,,174910,174954,175059,175228,175356,175501,175629,175723,175955,180217,180323
62,AA6952-5,172229,,172712,172956,173301,,173910,174049,175121,175216,175450,175556,175640,175817,175944,180100,180144,180251,180345,180556,180850,180955
63,AA7322-4,172840,173312,173522,173859,174321,174532,174859,175216,180302,180334,180534,180713,180756,180912,181017,181155,181355,181501,181617,181755,182101,182311
64,AA7488-5,173627,174132,174554,174921,175143,175534,175839,180133,181239,181312,,181639,181712,181840,181912,182017,182112,182228,182311,182543,182838,183015
65,AA7149-5,,175216,175356,175651,175923,180251,180428,180734,181722,181829,182017,182133,182206,182554,182638,182754,182921,183048,183155,183344,183606,183701
66,AA7214-5,175501,180111,180450,180723,181050,181355,181744,182101,183333,183417,,183723,183756,184039,184145,184251,184452,184557,184653,184800,185054,185254
67,AA7468-1,,181344,182039,182427,182721,182932,183250,183617,184727,184821,185043,185137,,185359,185505,185633,185846,185951,190046,190152,190511,190711
68,AA7195-5,182510,182554,182849,183333,183533,,184050,184345,185443,185515,185751,185846,,190130,190237,190405,190543,190700,190755,190945,191240,191440
69,MW4705-5,182816,184905,185232,185706,185918,190108,190532,190840,191756,191851,192102,192219,192324,192546,192641,192810,193000,193106,193211,193350,193611,193835
70,AA7536-5,,183806,184156,184452,184715,184905,185159,185526,190638,190722,,191029,191102,191251,191356,191512,191640,191746,191851,191945,192208,192409
71,AA7522-5,184145,190259,190605,190851,191218,191440,191713,191851,193000,193106,,193455,193528,193717,193824,193951,194214,194331,194425,194552,194824,194951
72,MW4905-2,193655,193908,194046,194403,194613,194751,195225,195435,200343,200428,200627,200743,200859,201026,201109,201214,201332,201510,201615,201847,202119,202248
73,AA6952-6,195056,195508,195918,200214,200533,200816,200910,201015,201941,202025,202248,202331,202416,202543,202637,202732,202816,202932,203026,203141,203404,203553
74,AA7488-6,200805,200931,201236,201542,201909,202108,202416,202543,203542,203636,,204003,204046,204255,204328,204444,204538,204726,204810,205021,205305,205454
75,AA7149-6,,202416,202743,203004,203248,203458,203709,203814,204832,204905,,205138,205211,205338,205433,205538,205654,205748,205831,205947,210200,210350
76,AA7214-6,203836,204328,204611,204854,205222,205559,205748,205904,211056,211150,,211445,211528,211718,211801,211906,212055,212211,212327,212422,212716,212832
77,AA7195-6,,210645,210846,211118,211445,211801,211855,212106,213149,213255,213432,213600,213654,213821,213925,214031,214136,214241,214335,214451,214712,214911
78,AA7706-6,211412,211445,,,,,,212810,213821,213904,,214147,214230,214346,214418,214513,214617,214723,214806,215005,215215,215320
79,MW4905-3,212727,212948,213338,213654,213904,214103,214429,214556,215603,215635,215835,215940,220046,220237,220320,220416,220532,220648,220732,220859,221120,221249
80,AA6952-7,213200,214712,214922,215215,215458,,215835,220036,221004,221037,221238,221343,221437,221626,221710,221815,222003,222108,222203,222343,222617,222755
81,AA7488-7,220014,220427,220721,221131,221354,221510,221732,222003,223005,223100,223238,223404,223459,223604,223647,223731,223908,224036,224119,224227,224448,224604
82,AA7149-7,,221321,221941,222249,222545,,,222955,224058,224130,,,,224731,224825,224908,225014,225119,225205,225332,225542,225719
83,AA7214-7,,223343,223531,223731,223941,224130,224343,224437,225415,225509,225647,225741,225835,230014,230119,230202,230329,230436,230519,230635,230857,231013
84,AA7195-7,,225237,225553,225814,230151,230436,230541,230635,231541,231636,231824,231951,232035,232226,232320,,,,,,,
85,AA7706-7,,230318,230752,231035,231237,231436,231730,231846,,,,,,,,,,,,,,
86,MW4905-4,231803,231940,232108,232353,,,,,,,,,,,,,,,,,,
87,AA6952-8,231940,,,,,,,,,,,,,,,,,,,,,
